DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,CLASE,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,AREA,fex_c_2011
573473,1,4,70,96,60,1,,2,96,1,,2,4,,,,,,,,,,1,,2,,2,1,1,37,59,7020,70,63,63,112.080.535.941.771
573489,1,1,70,20,60,1,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,1,1,55,55,6715,67,63,63,149.345.090.755.144
573489,1,4,70,2,60,1,,2,2,4,,1,1,,,,,,,,,,1,,1,460000,2,1,1,95,95,4521,45,63,63,149.345.090.755.144
573494,1,3,70,4,105,1,,2,4,4,,1,4,,,,,,,,,,1,,2,,2,1,1,98,98,6021,60,63,63,146.131.965.007.597
573496,1,2,70,48,50,1,,2,48,1,,9,4,,,,,,,,,,1,,2,,2,1,1,95,85,4542,45,63,63,127.871.087.377.623
573496,1,3,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,63,63,127.871.087.377.623
573496,1,6,70,96,60,1,,2,96,1,,2,7,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,63,63,127.871.087.377.623
573499,1,1,70,12,60,4,,2,3,4,,1,2,,,,,,,,,,1,,1,400000,2,1,1,77,87,4530,45,63,63,179.476.308.950.736
573502,1,1,70,96,60,4,,2,20,4,,1,6,,,,,,,,,,1,,2,,2,1,1,16,93,4552,45,63,63,137.895.845.419.045
573502,1,3,70,96,48,1,,2,48,4,,1,1,,,,,,,,,,1,,2,,2,1,1,58,37,5211,52,63,63,137.895.845.419.045
573509,1,2,70,8,60,1,,2,8,1,,2,2,,,,,,,,,,1,,2,,2,1,1,39,33,5223,52,63,63,126.549.707.753.089
573511,1,2,70,4,50,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,1,1,53,53,5529,55,63,63,175.907.933.825.201
573512,1,2,70,6,40,1,,2,6,4,,1,2,,,,,,,,,,1,,2,,2,1,1,16,41,5249,52,63,63,119.857.900.346.748
573515,2,1,70,7,48,1,,2,28,4,,1,5,,,,,,,,,,1,,2,,2,1,1,45,55,7493,74,63,63,178.368.203.290.561
573515,2,2,70,1,48,1,,2,1,1,,8,7,,,,,,,,,,1,,1,480000,2,1,1,45,45,5239,52,63,63,178.368.203.290.561
573526,1,2,70,1,40,4,,2,1,4,,9,1,,,1,,,,,,,,,1,698000,2,1,1,3,3,7512,75,63,63,169.316.697.880.491
573527,1,2,70,4,48,4,,2,4,4,,6,1,,,1,,,,,,,,,2,,2,1,1,19,19,8044,80,63,63,163.230.696.207.032
573541,1,1,70,2,84,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,53,5522,55,63,63,161.585.812.563.189
573546,1,2,70,6,40,1,,2,11,1,,8,1,,,,,,,,,,1,,1,362000,2,1,1,13,45,5233,52,63,63,126.607.141.345.163
573557,1,2,70,4,50,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,63,63,238.489.206.839.427
573562,1,1,70,205,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,63,63,248.470.517.218.559
573563,1,3,70,8,50,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,19,4020,40,63,63,219.193.191.785.613
573569,1,1,70,8,48,4,,2,3,4,,1,1,,,,,,,,,,1,,1,350000,2,1,1,83,83,2811,28,63,63,131.520.357.912.846
573573,1,3,70,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,5127,51,63,63,213.134.731.603.088
573584,1,2,70,52,40,1,,2,104,1,,6,4,,,,,,,,,,1,,2,,2,1,1,39,34,9241,92,63,63,157.431.617.549.448
573586,1,5,70,8,48,1,,2,8,1,,2,7,,,,,,,,,,1,,2,,2,1,1,45,40,5233,52,63,63,160.210.769.731.813
573590,1,3,70,8,48,2,,2,8,4,,9,7,,,,,,,,,,1,,2,,2,1,1,12,12,7524,75,63,63,141.447.530.440.184
573604,1,2,70,12,50,1,,2,12,1,,6,1,,,,,,,,,,1,,2,,2,1,1,45,53,5529,55,63,63,178.480.059.621.243
573610,1,2,70,3,48,4,,2,3,4,,1,1,,,,,,,,,,1,,1,30000,2,1,1,55,55,7493,74,63,63,202.298.944.727.558
573612,1,1,70,16,50,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,1,1,95,93,4552,45,63,63,201.204.975.469.466
573618,1,2,70,52,50,2,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,1,1,6,54,8532,85,63,63,787.481.176.303.441
573620,1,1,70,4,50,1,,2,4,1,,8,1,,,,,,,,,,1,,1,240000,2,1,1,16,16,3611,36,63,63,19.873.017.750.301
573624,1,1,70,1,50,4,,2,1,4,,1,1,,,,,,,,,,1,,1,300000,2,1,1,87,87,5020,50,63,63,214.918.748.753.654
573640,1,2,70,4,50,1,,2,100,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,45,5229,52,63,63,212.158.317.873.792
573641,1,5,70,50,20,1,,2,4,4,,1,1,,,,,,,,,,1,,1,40000,2,1,1,45,74,2424,24,63,63,140.935.546.567.068
573650,1,2,70,8,40,1,,2,104,1,,6,1,,,,,,,,,1,,DE LA PENSION,2,,2,1,1,40,40,5233,52,63,63,118.614.338.294.406
573653,1,3,70,12,84,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,1,98,98,6021,60,63,63,117.806.584.628.658
573655,1,2,70,52,48,1,,2,168,2,,8,1,,,1,,,,,,,,,2,,2,1,1,59,59,8515,85,63,63,12.588.184.712.583
573657,1,3,70,4,24,1,,2,4,4,,1,8,,,,,,,,,,1,,1,220000,2,1,1,45,98,6021,60,63,63,150.596.664.422.195
573660,1,2,70,24,40,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,1,3,44,8512,85,63,63,163.639.670.526.222
573669,1,7,70,2,48,2,,2,2,2,,9,1,,,,,,,,,,1,,1,600000,2,1,1,39,58,7512,75,66,66,241.920.810.402.398
573671,1,2,70,104,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,53,,,,66,66,243.948.383.029.759
573672,1,1,70,52,48,1,,2,52,1,,2,1,,,1,,,,,,,,,2,,2,1,1,58,95,4521,45,66,66,202.570.020.684.191
573681,1,1,70,36,48,1,,2,154,2,,9,9,ESTA  AFILIADO  A  EPS,,,,,,,,1,,ES   PENSIONADO,2,,2,1,1,58,58,7524,75,66,66,241.721.499.397.593
573686,1,2,70,8,48,3,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,66,66,269.379.062.141.002
573691,1,2,70,2,48,1,,2,2,1,,2,2,,,,,,,,,,1,,1,433700,2,1,1,33,32,1730,17,66,66,212.596.382.395.616
573692,1,2,70,104,48,1,,2,104,2,,9,4,,,,,,,,,,1,,2,,2,1,1,39,39,7512,75,66,66,214.658.765.793.278
573692,1,3,70,2,48,1,,2,4,1,,2,2,,,,,,,,,,1,,1,433700,2,1,1,45,45,1581,15,66,66,214.658.765.793.278
573703,1,1,70,5,40,1,,2,16,1,,6,2,,,,,,,,,,1,,2,,2,1,1,21,81,3611,36,66,66,243.487.572.821.184
573708,1,2,70,4,50,1,,2,5,1,,7,1,,,,,,,,,,1,,2,,2,1,1,45,84,5272,52,66,66,293.429.374.196.279
573709,1,7,70,52,48,1,,2,53,1,,3,4,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,66,66,318.101.171.283.704
573712,1,1,70,26,48,1,,2,26,1,,3,5,,,,,,,,,,1,,2,,2,1,1,45,45,5030,50,66,66,275.509.895.523.427
573714,1,2,70,2,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,66,66,287.298.435.862.098
573714,1,5,70,52,48,1,,2,104,1,,3,4,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,66,66,287.298.435.862.098
573716,1,3,70,52,24,1,,2,55,1,,9,2,,,,,,,,,,1,,2,,2,1,1,39,39,7413,74,66,66,250.278.527.416.989
573725,1,1,70,165,48,1,,2,180,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,45,5125,51,66,66,276.794.101.973.177
573729,1,2,70,4,48,1,,2,5,1,,4,1,,,,,,,,,,1,,1,200000,2,1,1,45,45,5234,52,66,66,234.921.027.673.331
573730,1,2,70,1,40,1,,2,4,1,,5,2,,,,,,,,,,1,,1,180000,2,1,1,45,45,5234,52,66,66,297.871.225.763.644
573731,1,1,70,1,20,1,,2,68,1,,3,2,,,,,,,,,,1,,2,,2,1,1,16,95,4521,45,66,66,270.957.577.352.168
573731,1,2,70,2,48,1,,2,3,1,,9,9,ESTA COTIZANDO PARA SALUD,,1,,,,,,,,,1,1400000,2,1,1,19,19,7491,74,66,66,270.957.577.352.168
573755,1,3,70,8,40,1,,2,8,1,,5,1,,,,,,,,,,1,,1,1500000,2,1,1,2,2,4521,45,66,66,228.262.198.999.205
573765,1,3,70,2,48,1,,2,4,1,,5,4,,,,,,,,,,1,,1,433700,2,1,1,32,32,2893,28,66,66,301.752.559.867.357
573766,1,2,70,2,60,1,,2,2,1,,2,4,,,,,,,,,,1,,1,60000,2,1,1,95,97,6041,60,66,66,27.900.302.474.358
573767,1,2,70,28,40,1,,2,1,4,,9,1,,,1,,,,,,,,,1,7000000,2,1,1,19,19,0,0,66,66,271.406.529.816.608
573772,1,1,70,8,48,2,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,1,1,16,16,7499,74,66,66,307.948.577.970.889
573774,1,2,70,8,48,1,,2,12,1,,9,1,,,1,,1,,,,,,,2,,2,1,1,6,6,8512,85,66,66,212.596.382.395.616
573778,1,1,70,8,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,66,66,289.894.612.461.651
573778,1,5,70,8,40,4,,2,2,3,,1,1,,,,,,,,,,1,,2,,2,1,1,55,54,9500,95,66,66,289.894.612.461.651
573785,1,2,70,4,48,1,,2,52,1,,3,2,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,66,66,259.486.725.472.632
573786,1,1,70,4,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,16,3699,36,66,66,281.370.343.499.853
573792,1,1,70,3,60,4,,2,4,4,,6,6,,,,,,,,,,1,,2,,2,1,1,80,80,1921,19,68,68,428.595.806.741.648
573793,1,1,70,4,60,4,,2,4,4,,5,6,,,,,,,,,,1,,1,540000,2,1,1,80,80,1929,19,68,68,355.033.337.868.227
573796,1,1,70,1,60,4,,2,3,4,,1,2,,,,,,,,,,1,,1,500000,2,1,1,79,79,1810,18,68,68,103.982.138.312.728
573800,2,1,70,1,60,4,,2,2,4,,5,1,,,,,,,,,,1,,1,600000,2,1,1,80,80,1929,19,68,68,103.501.048.974.479
573825,1,3,70,240,60,1,,2,18,4,,1,4,,,,,,,,,,1,,2,,2,1,1,3,98,6031,60,68,68,783.087.170.791.422
573826,1,3,70,52,72,1,,2,12,4,,1,2,,,,,,,,,,1,,2,,2,1,1,16,16,7421,74,68,68,795.828.228.875.839
573850,1,2,70,4,50,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,1,1,80,80,1921,19,68,68,435.717.362.372.965
573850,1,4,70,20,48,4,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,1,1,93,93,4552,45,68,68,435.717.362.372.965
573856,1,3,70,10,50,1,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,1,1,57,57,9302,93,68,68,132.028.044.398.647
573862,1,4,70,4,48,2,,2,4,4,,9,2,,,,,1,1,,,,,,1,700000,2,1,1,18,18,7512,75,68,68,518.297.806.088.755
573871,1,1,70,3,50,1,,2,3,1,,5,6,,,,,,,,,,1,,1,600000,2,1,1,80,80,1929,19,68,68,411.945.651.269.026
573877,1,1,70,6,48,4,,2,6,4,,9,1,,,1,,,,,,,,,1,3000000,2,1,1,19,19,8532,85,68,68,300.715.942.300.114
573880,1,2,70,4,40,1,,2,4,1,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,5529,55,68,68,365.574.589.829.494
573881,1,3,70,4,48,1,,2,4,1,,4,4,,,,,,,,,,1,,1,420000,2,1,1,92,92,1730,17,68,68,365.949.206.988.875
573882,2,2,70,40,40,1,,2,104,1,,9,2,,,,,,,,,,1,,2,,2,1,1,55,55,7493,74,68,68,377.388.347.648.167
573883,1,4,70,52,48,1,,2,52,1,,3,2,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,68,68,352.959.754.322.385
573885,1,2,70,24,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,1,1,7,7,8512,85,68,68,398.456.088.256.372
573893,1,2,70,12,48,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,1,1,13,13,8043,80,68,68,287.435.432.058.116
573902,1,4,70,8,60,1,,2,20,1,,9,1,,,,,,,,,,1,,2,,2,1,1,58,58,1320,13,68,68,358.369.497.027.777
573903,1,3,70,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,30,30,9192,91,68,68,263.531.767.141.042
573908,1,1,70,3,48,1,,2,3,1,,2,3,,,,,,,,,,1,,1,500000,2,1,1,95,95,4521,45,68,68,455.931.554.623.581
573924,1,1,70,108,60,1,,2,108,1,,9,2,,,,,,,,,,1,,2,,2,1,1,33,40,5125,51,68,68,434.715.419.540.912
573933,1,2,70,10,40,1,,2,10,1,,9,1,,,,,,,,1,,,,2,,2,1,1,13,39,8511,85,70,70,202.945.302.439.987
573934,1,3,70,1,48,1,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,1,1,45,45,5231,52,70,70,959.500.341.885.839
573950,1,3,70,10,48,4,,2,60,4,,2,4,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,70,70,10.416.486.614.883
573954,1,2,70,4,36,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,41,,,,70,70,887.262.507.134.709
573959,1,3,70,3,56,4,,2,4,4,,2,4,,,,,,,,,,1,,1,240000,2,1,1,41,41,5211,52,70,70,115.869.449.177.636
573960,1,2,70,52,48,1,,2,52,4,,1,2,,,,,,,,,,1,,2,,2,1,1,59,59,0,0,70,70,985.989.470.607.135
573962,1,2,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,41,,,,70,70,887.262.507.134.709
573966,1,1,70,4,48,1,,2,28,4,,1,5,,,,,,,,,,1,,2,,2,1,1,17,45,5269,52,70,70,93.021.300.971.859
573978,1,4,70,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,32,,,,70,70,265.986.693.605.739
573992,1,3,70,8,48,1,,2,8,1,,6,4,,,,,,,,,,1,,2,,2,1,1,2,13,8060,80,70,70,13.091.023.869.079
573995,1,4,70,12,48,1,,2,12,1,,9,4,,,,,,,,,,1,,2,,2,1,1,59,59,4521,45,70,70,58.486.756.124.469
573995,1,5,70,3,48,1,,2,20,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,45,5529,55,70,70,58.486.756.124.469
574003,1,6,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,11,,,,70,70,120.551.618.999.137
574013,1,4,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,37,,,,70,70,10.437.082.502.138
574017,1,1,70,4,40,1,,2,1,4,,1,1,,,,,,,,,,1,,1,30000,2,1,1,57,57,9302,93,70,70,109.188.987.957.464
574017,1,2,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,59,,,,70,70,109.188.987.957.464
574022,1,2,70,4,48,1,,2,16,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,45,6021,60,70,70,806.143.206.340.109
574025,1,3,70,4,48,1,,2,104,1,,4,2,,,,,,,,,,1,,2,,2,1,1,45,33,5241,52,70,70,110.073.101.574.863
574025,1,4,70,5,48,1,,2,5,1,,2,5,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,70,70,110.073.101.574.863
574026,1,3,70,12,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,70,70,959.500.341.885.839
574031,1,2,70,2,48,1,,2,6,1,,7,4,,,,,,,,,,1,,2,,2,1,1,21,21,8511,85,70,70,145.030.057.360.804
574034,1,4,70,40,48,1,,2,52,1,,4,4,,,,,,,,,,1,,2,,2,1,1,5,52,8532,85,70,70,158.245.484.693.315
574041,1,4,70,258,48,1,,2,728,6,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,5211,52,73,73,173.068.490.606.986
574045,1,7,70,250,48,1,,2,75,4,,9,1,,,,,,,,,,1,,1,100000,2,1,1,33,39,7512,75,73,73,102.203.766.398.647
574046,1,2,70,52,48,1,,2,35,4,,1,2,,,,,,,,,,1,,2,,2,1,1,45,45,5261,52,73,73,203.619.470.330.363
574049,1,1,70,26,48,1,,2,260,1,,6,1,,,,,,,,,1,,YA ES PENSIONADO,2,,2,1,1,58,45,5125,51,73,73,210.882.923.044.897
574049,1,2,70,21,48,1,,2,156,1,,6,2,,,,,,,,,,1,,2,,2,1,1,58,45,5125,51,73,73,210.882.923.044.897
574053,1,2,70,52,48,1,,2,21,1,,3,2,,,,,,,,,,1,,2,,2,1,1,38,45,1551,15,73,73,234.055.540.289.385
574062,2,2,70,1,48,1,,2,2,1,,9,2,,,1,,,,,,,,,1,433700,2,1,1,3,33,5234,52,73,73,139.069.714.962.651
574063,1,3,70,1,40,4,,2,7,4,,1,1,,,1,,,,,,,,,2,,2,1,1,98,98,6021,60,73,73,154.658.746.976.182
574065,1,1,70,5,48,1,,2,5,1,,9,2,,,,,,,,,,1,,2,,2,1,1,58,58,7492,74,73,73,139.331.291.642.822
574066,1,1,70,16,24,3,,2,16,3,,1,4,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,73,73,157.867.094.591.771
574066,1,2,70,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,1,1,7,7,4543,45,73,73,157.867.094.591.771
574067,1,3,70,5,40,1,,2,5,1,,3,2,,,,,,,,,,1,,2,,2,1,1,13,13,8060,80,73,73,255.416.787.784.061
574071,1,2,70,52,40,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,36,6021,60,73,73,135.684.430.139.864
574076,1,3,70,4,40,2,,2,250,1,,2,4,,,,,,,,,,1,,2,,2,1,1,12,45,3611,36,73,73,196.553.237.631.491
574079,1,1,70,28,40,1,,2,28,1,,3,2,,,,,,,,,,1,,2,,2,1,1,98,98,6021,60,73,73,214.667.318.208.995
574079,1,4,70,4,40,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,1,1,50,50,5521,55,73,73,214.667.318.208.995
574086,1,3,70,2,24,1,,2,4,1,,5,4,,,,,,,,,,1,,1,100000,2,1,1,53,53,5521,55,73,73,21.501.353.436.214
574087,1,1,70,4,40,1,,2,4,2,,9,1,,,,,,,,,,1,,1,700000,2,1,1,21,39,7514,75,73,73,139.415.931.115.796
574090,1,2,70,3,25,1,,2,3,1,,3,1,,,,,,,,,,1,,1,216850,2,1,1,45,45,5244,52,73,73,267.317.054.794.134
574092,1,2,70,4,54,1,,2,4,1,,3,4,,,,,,,,,,1,,1,120000,2,1,1,95,95,4552,45,73,73,311.860.052.787.973
574093,1,3,70,1,48,1,,2,52,1,,2,2,,,,,,,,,,1,,2,,2,1,1,45,45,5239,52,73,73,158.128.671.271.942
574094,1,4,70,12,48,1,,2,10,1,,9,1,,,,,,,,,,1,,2,,2,1,1,92,89,2694,26,73,73,267.317.054.794.134
574102,1,3,70,12,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,1,33,35,6021,60,73,73,21.501.353.436.214
574107,1,1,70,54,48,1,,2,54,5,,5,3,,,,,1,,,,,,,2,,2,1,1,20,61,115,1,73,73,179.237.475.341.121
574107,1,2,70,8,48,1,,2,250,1,,2,2,,,,,,,,,,1,,2,,2,1,1,32,32,7411,74,73,73,179.237.475.341.121
574112,1,2,70,45,48,1,,2,240,1,,4,4,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,73,73,24.122.522.027.627
574112,1,3,70,8,48,1,,2,8,1,,6,4,,,,,,,,,,1,,2,,2,1,1,34,80,1931,19,73,73,24.122.522.027.627
574112,1,4,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,34,,,,73,73,24.122.522.027.627
574119,1,3,70,5,20,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,1,1,37,37,5211,52,73,73,219.388.771.977.509
574121,1,1,70,8,40,1,,2,26,1,,4,1,,,,,,,,,,1,,2,,2,1,1,34,33,5211,52,73,73,181.310.421.771.105
574124,2,1,70,52,20,4,,2,108,1,,6,4,,,,,,,,,,1,,2,,2,1,1,49,39,118,1,73,73,158.339.694.852.268
574129,1,1,70,52,42,1,,2,52,1,,2,4,,,,,,,,,,1,,2,,2,1,1,53,36,6021,60,73,73,328.706.140.150.641
574129,1,4,70,52,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,73,73,328.706.140.150.641
574130,1,3,70,8,48,1,,2,12,1,,9,4,,,,,,,,,,1,,2,,2,1,1,32,39,1589,15,73,73,102.203.766.398.647
574134,1,3,70,4,48,1,,2,4,1,,2,4,,,,,,,,,,1,,1,300000,2,1,1,58,93,4552,45,73,73,27.851.389.881.025
574141,1,2,70,6,48,1,,2,4,1,,4,1,,,,,,,,,,1,,1,150000,2,1,1,79,79,1810,18,73,73,260.293.309.840.236
574145,1,2,70,2,48,1,,2,2,1,,3,1,,,,,,,,,,1,,1,450000,2,1,1,45,45,5233,52,73,73,20.241.009.258.561
574147,1,2,70,8,48,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,1,1,79,79,1810,18,73,73,311.860.052.787.973
574149,1,1,70,26,48,1,,2,54,1,,5,2,,,,,,,,,,1,,2,,2,1,1,19,19,8532,85,73,73,207.056.040.135.824
574154,1,1,70,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,1,1,85,85,4010,40,73,73,275.180.776.292.801
574154,1,4,70,48,48,1,,2,8,1,,5,7,,,,,,,,,,1,,2,,2,1,1,45,37,6412,64,73,73,275.180.776.292.801
574154,1,6,70,8,24,1,,2,60,1,,3,8,,,,,,,,,,1,,2,,2,1,1,45,45,5233,52,73,73,275.180.776.292.801
574154,1,7,70,4,4,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,73,73,275.180.776.292.801
574155,1,3,70,8,48,1,,2,8,4,,1,2,,,,,,,,,,1,,2,,2,1,1,98,98,6031,60,73,73,206.413.912.701.879
574158,1,4,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,73,73,264.322.331.302.459
574163,1,1,70,1,48,1,,2,4,1,,3,3,,,,,,,,,,1,,1,170000,2,1,1,79,79,1810,18,73,73,183.958.929.109.635
574169,1,7,70,8,48,1,,2,24,1,,9,2,,,,,,,,,,1,,2,,2,1,1,45,44,6421,64,73,73,37.372.614.355.959
574173,1,1,70,8,40,4,,2,8,4,,2,1,,,,,,,,,,1,,2,,2,1,1,41,41,5211,52,73,73,214.751.957.681.969
574173,1,2,70,8,40,4,,2,8,4,,2,2,,,,,,,,,,1,,2,,2,1,1,41,41,5211,52,73,73,214.751.957.681.969
574180,1,4,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,76,76,754.756.340.400.291
574183,1,1,70,9,48,4,,2,9,4,,1,1,,,,,,,,,,1,,2,,2,1,1,95,83,2811,28,76,76,755.399.199.071.756
574184,1,1,70,4,84,1,,2,13,1,,2,9,DE SU BOLSILLO,,,,,,,,,1,,1,98,2,1,1,85,93,4552,45,76,76,621.264.305.682.548
574189,1,1,70,13,40,4,,2,52,5,,3,2,,,,,,,,,,1,,2,,2,1,1,41,41,1551,15,76,76,670.263.867.596.775
574192,1,2,70,15,48,1,,2,15,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,1939,19,76,76,801.319.587.829.783
574192,1,7,70,52,25,2,,2,52,1,,3,4,,,1,,,,,,,,,2,,2,1,1,13,13,8011,80,76,76,801.319.587.829.783
574195,1,2,70,4,45,3,,2,4,3,,1,7,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,76,76,669.671.573.162.404
574206,1,1,70,3,48,5,,2,418,2,,9,1,,,,,,,,,,1,,2,,2,1,1,95,95,7513,75,76,76,802.241.113.501.489
574224,1,3,70,3,48,1,,2,4,1,,9,2,,,,,,,,,,1,,1,161700,2,1,1,32,45,5233,52,76,76,721.115.981.491.327
574233,1,4,70,42,48,1,,2,42,1,,6,1,,,,,,,,,,1,,2,,2,1,1,45,45,5132,51,76,76,703.540.211.468.525
574242,1,3,70,3,42,1,,2,4,1,,6,2,,,,,,,,,,1,,1,98,2,1,1,97,97,5139,51,76,76,61.156.179.822.712
574245,1,1,70,3,48,1,,2,3,1,,2,1,,,,,,,,,,1,,1,150000,2,1,1,98,45,5221,52,76,76,714.640.231.261.306
574247,1,2,70,15,48,3,,2,16,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,9500,95,76,76,608.786.332.061.282
574247,1,7,70,32,48,1,,2,32,8,,2,4,,,,,,,,,,1,,2,,2,1,1,39,62,115,1,76,76,608.786.332.061.282
574247,1,8,70,16,48,1,,2,16,8,,2,4,,,,,,,,,,1,,2,,2,1,1,95,62,115,1,76,76,608.786.332.061.282
574247,1,10,70,32,48,1,,2,32,4,,1,9,PRESTAMO,,,,,,,,,1,,2,,2,1,1,58,58,7492,74,76,76,608.786.332.061.282
574250,1,3,70,8,48,5,,2,8,5,,2,4,,,,,,,,,,1,,2,,2,1,1,95,95,4521,45,76,76,6.224.081.944.176
574270,1,2,70,1,24,1,,2,49,1,,7,4,,,,,,,,,,1,,2,,2,1,1,45,45,5231,52,76,76,85.578.634.641.654
574272,1,1,70,52,48,5,,2,52,5,,2,2,,,,,,,,,,1,,2,,2,1,1,95,98,6042,60,76,76,133.934.314.632.481
574282,1,1,70,5,48,1,,2,4,4,,5,5,,,,,,,,,,1,,2,,2,1,1,55,80,1921,19,76,76,76.224.228.083.818
574286,1,2,70,32,28,1,,2,2,1,,2,4,,,,,,,,,,1,,1,290000,2,1,1,13,45,5211,52,76,76,887.326.046.329.233
574300,1,2,70,2,48,1,,2,2,1,,9,4,,,,,,,,,,1,,1,450000,2,1,1,58,83,2893,28,76,76,706.910.055.403.678
574310,1,1,70,1,48,1,,2,2,1,,6,2,,,,,,,,,,1,,1,433000,2,1,1,33,33,6599,65,76,76,806.618.644.502.712
574325,1,2,70,8,48,4,,2,36,1,,9,1,,,,,,,,,,1,,2,,2,1,1,44,33,6512,65,76,76,787.703.256.164.889
574334,1,2,70,12,48,4,,2,18,4,,2,2,,,,,,,,,,1,,2,,2,1,1,41,41,5233,52,76,76,688.840.439.644.884
574343,1,2,70,5,48,1,,2,9,1,,5,2,,,,,,,,,,1,,2,,2,1,1,45,57,9302,93,76,76,722.886.606.133.168
574348,1,2,70,6,72,1,,2,6,1,,3,2,,,1,,,,,,,,,2,,2,1,1,3,45,5243,52,76,76,634.279.665.525.466
574488,1,1,70,12,50,1,,2,108,4,,1,4,,,,,,,,,,1,,2,,2,1,1,37,98,6031,60,17,17,167.838.418.365.229
574713,1,3,70,4,48,1,,2,4,1,,3,7,,,,,,,,,,1,,1,500000,2,1,1,45,45,5233,52,5,5,123.616.312.752.009
574714,1,3,70,4,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,13,,,,5,5,156.084.397.420.272
