DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6081S1;P6081;P6082;P6083S1;P6083;P6084;P6085;P6071S1;P6071;P6085S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6992;P6992S1;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177;P6177S1;P6040;DPTO;fex_c_2011
574486;1;5;17;10;3;2;1;1;2005;5;2;;;;2;3;4;1;;2;;;;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;3;17;134.248.886.534.118
574486;1;6;17;10;3;1;1;8;1998;4;2;;;;2;2;3;1;;2;;;;1;;;3;;;2;;.;1;1;1;1;300;2000;2;;2;;3;3;;;;9;17;134.248.886.534.118
574486;1;7;17;10;3;2;1;9;2004;4;2;;;;2;2;3;1;;2;;;;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;3;17;134.248.886.534.118
574487;1;1;17;10;1;2;1;8;1965;1;2;;4;;2;2;;2;2;2;;;;2;1;120;;;;2;5;;1;2;;;;;;;;;4;8;;;;42;17;120.916.782.872.615
574487;1;2;17;10;1;1;1;8;1999;3;2;;;;2;3;1;1;;2;;;;2;2;;;;;2;3;;1;1;2;2;;;2;;2;;3;3;;;;8;17;120.916.782.872.615
574488;1;1;17;10;1;1;1;12;1959;1;2;;6;;3;3;2;1;;2;;;;2;1;24;;;;2;5;;1;2;;;;;;;;;5;11;2;;;48;17;167.838.418.365.229
574488;1;2;17;10;2;2;1;10;1941;5;2;;5;;3;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;66;17;167.838.418.365.229
574488;1;3;17;10;3;1;1;2;1970;5;2;;6;;2;2;2;1;;2;;;;1;;;1;1;16000;2;;.;1;2;;;;;;;;;5;11;2;;;37;17;167.838.418.365.229
574495;1;1;17;10;1;2;1;7;1960;1;2;;5;;2;1;;3;2;2;;;;1;;;1;2;54220;2;;.;1;2;;;;;;;;;3;5;;;;47;17;142.583.545.123.889
574495;1;2;17;10;2;2;1;1;1981;3;2;;6;;3;2;1;1;;2;;;;1;;;1;1;17500;2;;.;1;2;;;;;;;;;4;9;;;;26;17;142.583.545.123.889
574495;1;3;17;10;2;1;1;6;2001;4;2;;;;2;3;2;1;;2;;;;1;;;1;5;;2;;.;2;1;1;2;;;2;;2;;3;0;;;;6;17;142.583.545.123.889
574495;1;4;17;10;4;2;1;2;1983;3;2;;2;;3;2;1;1;;2;5;1;;1;;;1;1;17500;2;;.;1;2;;;;;;;;;5;11;2;9;;24;17;142.583.545.123.889
574495;1;5;17;10;5;1;1;7;1984;9;2;;2;;2;2;;2;2;2;4;1;;1;;;1;1;26000;2;;.;1;2;;;;;;;;;5;11;2;9;;23;17;142.583.545.123.889
574495;1;6;17;10;1;1;1;8;2006;4;2;;;5;1;;4;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;17;142.583.545.123.889
574496;1;1;17;10;1;2;1;1;1966;1;2;;4;;2;2;;2;2;2;;;;2;1;3;;;;1;1;;1;2;;;;;;;;;5;11;2;;;41;17;119.245.075.178.221
574496;1;2;17;10;2;1;1;3;1987;3;2;;6;;3;2;1;1;;2;;;;2;1;5;;;;1;1;;1;2;;;;;;;;;5;11;2;3;;20;17;119.245.075.178.221
574496;1;3;17;10;1;2;1;11;1993;3;2;;6;;2;3;1;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;4;7;;;;14;17;119.245.075.178.221
574496;1;4;17;10;4;2;1;11;1972;9;2;;6;;2;3;;2;2;2;;;;2;1;48;;;;1;1;;1;2;;;;;;;;;5;11;2;;;35;17;119.245.075.178.221
574497;1;1;17;10;1;1;1;5;1971;1;2;;6;2;1;;3;1;;2;;;;1;;;1;3;54220;2;;.;1;2;;;;;;;;;5;11;2;;;36;17;134.089.656.655.488
574497;1;2;17;10;2;1;1;12;1930;5;2;;3;;3;1;;3;1;2;3;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;77;17;134.089.656.655.488
574497;1;3;17;10;3;2;1;9;1934;5;2;;3;;3;1;;3;1;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;73;17;134.089.656.655.488
574617;1;1;50;10;1;2;1;4;1952;1;2;;5;;3;2;;3;2;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;2;;;;55;50;295.985.751.827.712
574617;1;2;50;10;3;1;1;3;1979;3;2;;2;;3;2;1;1;;1;3;1;2;1;;;1;1;30000;2;;.;1;2;;;;;;;;;4;6;;;;28;50;295.985.751.827.712
574617;1;3;50;10;3;2;1;5;1979;5;2;;2;;2;2;;2;2;1;2;1;2;1;;;1;5;;2;;.;1;2;;;;;;;;;4;8;;;;28;50;295.985.751.827.712
574617;1;4;50;10;3;1;1;5;2001;4;2;;;2;1;;3;1;;1;;;2;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;3;1;;;;6;50;295.985.751.827.712
574617;1;5;50;10;3;2;1;6;2005;4;2;;;2;1;;3;1;;1;;;2;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;2;50;295.985.751.827.712
574664;2;1;68;10;1;1;1;10;1983;1;2;;2;;2;2;;2;2;2;2;1;;1;;;1;1;30000;2;;.;1;2;;;;;;;;;4;9;;9;;24;68;34.791.178.223.691
574664;2;2;68;10;2;2;1;9;1985;2;2;;2;;2;2;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;14;;22;68;34.791.178.223.691
574664;2;3;68;10;2;1;1;10;2006;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;68;34.791.178.223.691
574687;1;1;73;10;1;2;1;6;1975;1;2;;2;;2;2;;2;3;2;2;1;;1;;;1;1;49000;2;;.;1;1;1;2;;;2;;2;;6;6;4;;;32;73;181.225.782.298.131
574687;1;2;73;10;2;1;1;5;1964;2;2;;2;;2;3;;2;3;2;1;1;;1;;;1;1;48000;2;;.;1;2;;;;;;;;;6;9;5;;;43;73;181.225.782.298.131
574695;1;1;76;10;1;1;1;8;1968;1;2;;1;;2;3;;2;3;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;9;;;;39;76;722.886.606.133.168
574695;1;2;76;10;2;2;1;5;1989;2;2;;1;;2;3;;2;3;2;1;1;;1;;;3;;;2;;.;1;2;;;;;;;;;4;9;;3;;18;76;722.886.606.133.168
574697;1;1;76;10;1;2;1;3;1960;1;2;;4;;3;1;;3;2;2;;;9;2;1;36;;;;2;1;;1;2;;;;;;;;;5;11;2;;;47;76;682.747.417.154.527
574697;1;2;76;10;1;1;1;1;1982;3;2;;6;;2;4;1;1;;2;;;9;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;25;76;682.747.417.154.527
574697;1;3;76;10;1;1;1;11;1994;3;2;;6;;2;3;1;1;;2;;;;2;2;;;;;2;1;;1;1;1;2;;;2;;2;;4;6;;;;13;76;682.747.417.154.527
574697;2;1;76;10;1;1;1;5;1971;1;2;;3;;2;2;;3;2;2;2;1;;1;;;1;1;18000;2;;.;1;2;;;;;;;;;4;9;;;;36;76;682.747.417.154.527
574697;2;2;76;10;2;2;1;9;1968;2;2;;3;;3;1;;2;1;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;3;;;;39;76;682.747.417.154.527
574702;1;1;76;10;1;2;1;11;1935;1;2;;6;;3;1;;3;1;2;;;;1;;;1;3;55000;2;;.;1;2;;;;;;;;;3;3;;;;72;76;567.185.434.562.589
574702;2;1;76;10;1;2;1;12;1962;1;2;;6;;3;2;;3;2;2;;;;2;2;;;;;2;1;;1;2;;;;;;;;;3;4;;;;45;76;567.185.434.562.589
574702;3;1;76;10;1;1;1;7;1947;1;1;1;5;;3;2;;3;2;2;;;;2;2;;;;;1;1;;2;2;;;;;;;;;3;1;;;;60;76;567.185.434.562.589
574707;1;1;5;10;1;1;1;11;1975;1;2;;2;;3;2;;2;2;2;2;1;;1;;;1;1;32000;2;;.;1;2;;;;;;;;;3;5;;;;32;5;960.629.220.679.003
574707;1;2;5;10;2;2;1;5;1979;2;2;;2;;2;2;;2;6;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;8;;;;28;5;960.629.220.679.003
574707;1;3;5;10;2;1;1;10;2000;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;5000;2;;2;;3;1;;;;7;5;960.629.220.679.003
574707;1;4;5;10;2;2;1;9;2001;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;1;1;2;;;2;;2;;3;0;;;;6;5;960.629.220.679.003
574707;1;5;5;10;2;2;1;12;2002;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;1;1;2;;;2;;2;;2;0;;;;5;5;960.629.220.679.003
574707;1;6;5;10;2;2;1;9;2007;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;0;5;960.629.220.679.003
574708;1;1;5;10;1;2;1;7;1969;1;2;;5;;2;6;;2;6;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;4;;;;38;5;770.308.491.775.459
574708;1;2;5;10;2;2;1;9;1988;3;2;;6;;3;6;1;1;;2;;;;1;;;1;1;20000;2;;.;1;2;;;;;;;;;5;10;1;9;;19;5;770.308.491.775.459
574708;1;3;5;10;1;1;1;2;1993;3;2;;6;;3;6;1;1;;1;;;1;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;14;5;770.308.491.775.459
574708;1;4;5;10;1;1;1;11;2004;3;2;;;;3;6;1;1;;1;;;1;1;;;3;;;2;;.;2;2;;;;;;;;;1;0;;1;;3;5;770.308.491.775.459
574709;1;1;5;10;1;2;1;1;1960;1;2;;4;;3;3;;3;3;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;6;;;;48;5;954.692.991.466.781
574709;1;2;5;10;1;1;1;1;1992;3;2;;6;;3;2;1;1;;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;5;10;1;;;16;5;954.692.991.466.781
574710;1;1;5;10;1;1;1;3;1946;1;2;;4;;3;6;;3;6;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;61;5;109.843.615.610.088
574710;1;2;5;10;2;1;1;12;1992;3;2;;6;1;1;;;2;2;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;15;5;109.843.615.610.088
574711;1;1;5;10;1;1;1;3;1974;1;2;;2;;2;2;;2;2;2;2;1;;2;1;12;;;;2;4;;1;2;;;;;;;;;4;7;;;;33;5;112.401.633.908.651
574711;1;2;5;10;2;2;1;6;1978;2;2;;2;;3;2;;2;2;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;5;11;2;;;29;5;112.401.633.908.651
574711;1;3;5;10;1;1;1;10;1995;3;2;;6;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;1;1;2;;;2;;2;;3;4;;;;12;5;112.401.633.908.651
574711;1;4;5;10;1;1;1;9;1998;3;2;;;1;1;;2;1;;1;;;2;1;;;3;;;2;;.;1;1;1;1;200;6000;2;;2;;3;2;;;;9;5;112.401.633.908.651
574712;1;1;5;10;1;1;1;5;1954;1;2;;4;;3;2;;2;2;2;;;;1;;;1;3;58000;2;;.;1;2;;;;;;;;;3;5;;;;53;5;128.659.505.211.802
574712;1;2;5;10;1;1;1;11;1994;3;2;;6;1;1;;;2;2;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;13;5;128.659.505.211.802
574713;1;1;5;10;1;2;1;10;1943;1;2;;4;;3;2;;3;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;64;5;123.616.312.752.009
574713;1;2;5;10;2;1;1;3;1970;3;2;;3;;2;2;1;1;;2;3;1;;1;;;1;1;28000;2;;.;1;2;;;;;;;;;4;6;;;;37;5;123.616.312.752.009
574713;1;3;5;10;3;2;1;5;1974;5;2;;3;;2;6;;2;6;2;2;1;;2;1;1;;;;2;1;;1;2;;;;;;;;;5;11;2;;;33;5;123.616.312.752.009
574713;1;4;5;10;3;2;1;7;2002;4;2;;;2;1;;3;1;;2;;;;2;1;1;;;;2;1;;2;1;1;2;;;2;;2;;3;0;;;;5;5;123.616.312.752.009
574714;1;1;5;10;1;1;1;2;1957;1;2;;3;;3;2;;2;2;2;2;1;;1;;;1;1;30000;2;;.;1;2;;;;;;;;;6;3;3;;;50;5;156.084.397.420.272
574714;1;2;5;10;2;2;1;3;1955;2;2;;3;;2;2;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;;;52;5;156.084.397.420.272
574714;1;3;5;10;3;1;1;7;1983;3;2;;6;1;1;;2;1;;2;;;;2;1;7;;;;2;1;;1;1;1;2;;;2;;2;;6;6;4;;;24;5;156.084.397.420.272
574714;1;4;5;10;4;1;1;5;1985;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;24000;2;;.;1;2;;;;;;;;;5;11;2;9;;22;5;156.084.397.420.272
574715;1;1;5;10;1;1;1;3;1970;1;2;;2;3;1;;;2;2;2;2;1;;1;;;1;1;34154;2;;.;1;2;;;;;;;;;5;11;2;;;37;5;141.143.981.323.679
574715;1;2;5;10;2;2;1;6;1986;2;2;;2;;2;2;;2;2;2;1;1;;1;;;1;1;28400;2;;.;1;2;;;;;;;;;6;2;3;3;;21;5;141.143.981.323.679
574715;1;3;5;10;3;1;1;9;1941;5;2;;4;;3;6;;3;6;2;;;;1;;;1;2;54200;2;;.;1;2;;;;;;;;;3;3;;;;66;5;141.143.981.323.679
574716;1;1;5;10;1;1;1;12;1951;1;2;;2;;2;6;;2;2;2;2;1;;1;;;1;4;;2;;.;1;2;;;;;;;;;5;10;1;;;56;5;113.968.558.652.818
574716;1;2;5;10;2;2;1;10;1959;2;2;;2;;3;2;;2;6;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;48;5;113.968.558.652.818
574717;1;1;5;10;1;1;1;12;1947;1;2;;3;;3;2;;3;2;2;2;1;;1;;;1;2;130000;2;;.;1;2;;;;;;;;;3;3;;;;60;5;112.802.735.613.122
574717;1;2;5;10;2;2;1;7;1955;2;2;;3;;3;2;;3;2;2;1;1;;1;;;1;1;17348;2;;.;1;2;;;;;;;;;3;5;;;;52;5;112.802.735.613.122
574717;1;3;5;10;3;2;1;3;1982;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;17348;2;;.;1;1;2;2;;;2;;2;;6;4;2;;;25;5;112.802.735.613.122
574717;1;4;5;10;4;1;1;5;1985;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;17348;2;;.;1;1;1;2;;;2;;2;;6;2;2;;;22;5;112.802.735.613.122
574718;1;1;5;10;1;2;1;1;1931;1;2;;5;;3;6;;3;6;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;1;0;;;;77;5;147.756.788.788.175
574718;1;2;5;10;2;2;1;9;1959;3;2;;4;;3;6;1;1;;1;;;1;1;;;3;;;2;;.;1;2;;;;;;;;;3;4;;;;48;5;147.756.788.788.175
574718;1;3;5;10;3;1;1;12;1987;4;2;;6;;3;2;2;1;;2;;;;1;;;1;1;17348;2;;.;1;2;;;;;;;;;3;5;;10;;20;5;147.756.788.788.175
574718;1;4;5;10;4;1;1;10;1962;3;2;;6;;3;2;1;1;;2;;;;1;;;1;1;17348;2;;.;1;2;;;;;;;;;3;5;;;;45;5;147.756.788.788.175
574719;1;1;5;10;1;2;1;8;1965;1;2;;4;;3;1;;2;2;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;6;;;;42;5;937.348.347.277.741
574719;1;2;5;10;2;2;1;12;1987;3;2;;6;;2;6;1;1;;2;;;;1;;;1;1;24000;2;;.;1;1;1;2;;;2;;2;;6;2;2;;;20;5;937.348.347.277.741
574720;1;1;5;10;1;1;1;11;1977;1;2;;2;;2;1;;2;2;2;2;1;;1;;;1;1;19000;2;;.;1;2;;;;;;;;;3;5;;;;30;5;121.372.024.442.602
574720;1;2;5;10;2;2;1;11;1978;2;2;;2;;2;2;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;29;5;121.372.024.442.602
574720;1;3;5;10;2;1;1;4;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;40;3500;2;;2;;3;3;;;;11;5;121.372.024.442.602
574720;1;4;5;10;2;1;1;11;2001;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;1;1;1;40;2500;2;;2;;3;0;;;;6;5;121.372.024.442.602
574721;1;1;5;10;1;1;1;4;1963;1;2;;4;;3;1;;2;2;2;;;;2;1;2;;;;2;8;EL PATRON  NO LO AFILIA;1;2;;;;;;;;;3;5;;;;44;5;120.838.211.918.267
574722;1;1;5;10;1;1;1;1;1958;1;2;;3;;3;2;;3;2;2;2;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;50;5;922.025.706.802.877
574722;1;2;5;10;2;2;1;2;1964;2;2;;3;;2;1;;3;2;2;1;1;;1;;;1;1;22000;2;;.;1;2;;;;;;;;;5;10;1;;;43;5;922.025.706.802.877
574722;1;3;5;10;2;1;1;5;1983;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;2;;;;;;;;;1;0;;10;;24;5;922.025.706.802.877
574722;1;4;5;10;4;2;1;6;1988;3;2;;6;1;1;;2;1;;2;;;;1;;;1;1;19000;2;;.;1;2;;;;;;;;;5;11;2;7;;19;5;922.025.706.802.877
574722;1;5;5;10;4;1;1;6;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;50;2500;2;;2;;4;0;;;;11;5;922.025.706.802.877
574722;1;6;5;10;4;2;1;2;2005;4;2;;;;2;3;4;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;2;5;922.025.706.802.877
574723;1;1;5;10;1;1;1;1;1942;1;1;1;4;;3;6;;3;1;2;;;;1;;;1;2;120000;1;;.;1;2;;;;;;;;;3;3;;;;66;5;124.693.722.781.738
574724;1;1;5;10;1;1;1;8;1947;1;2;;3;;3;6;;3;6;2;2;1;;1;;;1;2;68000;2;;.;1;2;;;;;;;;;3;4;;;;60;5;122.641.708.364.837
574724;1;2;5;10;2;2;1;8;1945;2;2;;3;;3;6;;2;1;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;4;;;;62;5;122.641.708.364.837
574725;1;1;5;10;1;1;1;12;1972;1;2;;3;;3;3;;2;2;2;2;1;;1;;;1;3;54300;2;;.;1;2;;;;;;;;;5;11;2;;;35;5;127.820.183.906.607
574725;1;2;5;10;2;2;1;2;1976;2;2;;3;;2;3;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;;;31;5;127.820.183.906.607
574725;1;3;5;10;1;1;1;4;1996;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;0;;;;11;5;127.820.183.906.607
574728;1;1;5;10;1;2;1;2;1949;1;2;;6;;3;1;;3;1;1;;;1;1;;;3;;;1;;.;1;2;;;;;;;;;3;1;;;;58;5;140.475.855.331.984
574728;1;2;5;10;1;1;1;6;1994;3;2;;6;;2;2;1;1;;1;;;1;1;;;3;;;1;;.;1;1;1;1;60;2000;2;;2;;4;7;;;;13;5;140.475.855.331.984
574728;1;3;5;10;3;1;1;5;1952;5;2;;4;;3;1;;3;1;1;;;1;1;;;3;;;2;;.;2;2;;;;;;;;;3;1;;;;55;5;140.475.855.331.984
574728;1;4;5;10;4;1;1;12;1977;9;2;;3;;2;1;;3;1;1;5;1;2;1;;;3;;;1;;.;1;2;;;;;;;;;3;3;;;;30;5;140.475.855.331.984
574728;1;5;5;10;5;2;1;2;1984;9;2;;3;;2;1;;2;2;1;4;1;2;1;;;3;;;1;;.;2;2;;;;;;;;;3;5;;4;;23;5;140.475.855.331.984
574728;1;6;5;10;4;2;1;1;2005;9;2;;;;2;2;;2;2;1;;;2;1;;;3;;;2;;.;;;;;;;;;;;;;;;;2;5;140.475.855.331.984
574730;1;1;5;10;1;1;1;9;1970;1;2;;2;;3;3;;3;3;2;2;1;;1;;;1;1;26000;2;;.;1;2;;;;;;;;;5;11;2;;;37;5;11.064.102.064.942
574730;1;2;5;10;2;2;1;5;1972;2;2;;2;;3;2;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;35;5;11.064.102.064.942
574730;1;3;5;10;1;1;1;1;1995;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;2;;;2;;2;;4;7;;;;13;5;11.064.102.064.942
574730;1;4;5;10;4;2;1;4;1997;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;1;1;2;;;2;;2;;3;1;;;;10;5;11.064.102.064.942
574731;1;1;5;10;1;1;1;7;1948;1;2;;4;;3;2;;3;2;1;;;2;1;;;3;;;1;;.;1;2;;;;;;;;;4;9;;;;59;5;109.843.615.610.088
574731;1;2;5;10;2;1;1;8;1986;3;2;;6;1;1;;;2;2;1;;;2;1;;;3;;;2;;.;1;2;;;;;;;;;4;7;;9;;21;5;109.843.615.610.088
574732;1;1;5;10;1;2;1;7;1937;1;2;;4;;3;1;;3;1;1;;;2;1;;;3;;;1;;.;1;2;;;;;;;;;3;5;;;;70;5;93.658.082.355.706
574732;1;2;5;10;2;1;1;12;1973;3;2;;6;;2;6;1;1;;2;;;;1;;;1;1;18000;2;;.;1;2;;;;;;;;;4;8;;;;34;5;93.658.082.355.706
574732;1;3;5;10;3;2;1;10;1969;3;2;;6;;2;2;1;1;;1;;;2;1;;;1;1;20000;1;;.;1;2;;;;;;;;;5;11;2;;;38;5;93.658.082.355.706
574732;1;4;5;10;3;1;1;12;2006;4;2;;;;2;3;3;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;93.658.082.355.706
574732;1;5;5;10;3;2;1;12;2006;4;2;;;;2;3;3;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;93.658.082.355.706
574734;1;1;5;10;1;1;1;8;1959;1;2;;3;;3;2;;2;2;2;2;1;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;4;8;;;;48;5;122.251.167.026.085
574734;1;2;5;10;2;2;1;10;1961;2;2;;3;;2;1;;2;2;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;9;;;;46;5;122.251.167.026.085
574734;1;3;5;10;2;1;1;3;1993;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;4000;2;;2;;4;9;;;;14;5;122.251.167.026.085
574734;1;4;5;10;2;1;1;4;1997;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;4000;2;;2;;4;0;;;;10;5;122.251.167.026.085
574734;1;5;5;10;5;1;1;6;1983;3;2;;1;1;1;;2;1;;2;6;1;;1;;;1;1;17300;2;;.;1;2;;;;;;;;;6;5;3;2;;24;5;122.251.167.026.085
574734;1;6;5;10;6;2;1;5;1991;5;2;;1;;2;3;;2;2;2;5;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;9;;5;;16;5;122.251.167.026.085
574734;1;7;5;10;6;2;1;11;2007;4;2;;;5;1;;6;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;0;5;122.251.167.026.085
574735;1;1;5;10;1;1;1;1;1975;1;2;;2;;2;2;;3;1;2;2;1;;1;;;1;1;17000;2;;.;1;2;;;;;;;;;1;0;;;;32;5;109.529.121.236.172
574735;1;2;5;10;2;2;1;5;1981;2;2;;2;;2;1;;2;3;2;1;1;;1;;;1;5;;2;;.;1;2;;;;;;;;;4;7;;;;26;5;109.529.121.236.172
574735;1;3;5;10;2;1;1;1;1999;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;1;1;200;5000;2;;2;;3;1;;;;9;5;109.529.121.236.172
574735;1;4;5;10;2;1;1;5;2003;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;2;2;;;;;;;;;1;0;;7;;4;5;109.529.121.236.172
574735;1;5;5;10;2;1;1;2;2006;3;2;;;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;1;5;109.529.121.236.172
574736;1;1;5;10;1;1;1;10;1965;1;2;;3;;3;1;;2;1;1;2;1;2;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;42;5;170.073.530.745.278
574736;1;2;5;10;2;2;1;10;1966;2;2;;3;;3;1;;3;1;1;1;1;2;1;;;1;3;54300;2;;.;1;2;;;;;;;;;4;7;;;;41;5;170.073.530.745.278
574736;1;3;5;10;2;1;1;12;1990;3;2;;6;1;1;;2;1;;1;;;2;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;5;11;2;;;17;5;170.073.530.745.278
574736;2;1;5;10;1;1;1;5;1961;1;2;;2;;3;1;;3;1;1;2;1;2;1;;;1;4;;2;;.;1;2;;;;;;;;;3;5;;;;46;5;170.073.530.745.278
574736;2;2;5;10;2;2;1;3;1955;2;2;;2;;3;1;;2;2;1;1;1;2;1;;;3;;;2;;.;1;2;;;;;;;;;3;5;;;;52;5;170.073.530.745.278
574736;2;3;5;10;2;1;1;6;2002;4;2;;;;2;2;;2;2;1;;;2;1;;;1;5;;2;;.;2;2;;;;;;;;;1;0;;1;;5;5;170.073.530.745.278
574736;2;4;5;10;2;1;1;12;2005;4;2;;;;2;2;;2;2;1;;;2;1;;;1;5;;2;;.;;;;;;;;;;;;;;;;2;5;170.073.530.745.278
574738;1;1;5;10;1;1;1;9;1936;1;2;;4;;3;1;;3;1;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;3;5;;;;71;5;143.923.910.315.185
574740;1;1;5;10;1;1;1;11;1962;1;2;;3;;3;2;;3;2;2;2;1;;1;;;1;3;90000;2;;.;1;2;;;;;;;;;6;15;5;;;45;5;117.958.891.920.504
574740;1;2;5;10;2;2;1;2;1960;2;2;;2;;3;3;;2;3;2;1;1;;1;;;1;2;108000;2;;.;1;2;;;;;;;;;6;10;5;;;47;5;117.958.891.920.504
574740;1;3;5;10;2;2;1;8;1993;3;2;;6;1;1;;2;1;;2;;;;1;;;1;2;108000;2;;.;1;1;2;2;;;2;;2;;4;8;;;;14;5;117.958.891.920.504
574741;1;1;5;10;1;1;1;8;1940;1;2;;3;;3;3;;3;3;2;2;1;;1;;;1;2;54200;2;;.;1;2;;;;;;;;;5;11;2;;;67;5;135.317.369.078.507
574741;1;2;5;10;2;2;1;5;1951;2;2;;3;;3;3;;3;2;2;1;1;;1;;;1;2;54200;2;;.;1;2;;;;;;;;;5;11;2;;;56;5;135.317.369.078.507
574741;1;3;5;10;3;1;1;1;1984;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;1;2;2;;;2;;2;;6;7;4;;;23;5;135.317.369.078.507
574741;1;4;5;10;4;1;1;8;1989;3;2;;6;1;1;;2;1;;2;;;;1;;;1;5;;2;;.;1;2;;;;;;;;;5;11;2;15;ESTA  ESPERANDO  UNA  BECA  PARA  EE  UU;18;5;135.317.369.078.507
574742;1;1;5;10;1;1;1;6;1971;1;2;;3;;2;2;;2;2;1;2;1;3;1;;;1;1;17300;2;;.;1;2;;;;;;;;;5;11;2;;;36;5;137.795.997.671.682
