Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
4003296;1;2;1;80;05;1;1;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1077,52093724564
4003297;1;1;1;80;05;1;4;5; ;3; ;2; ; ; ; ;10;2;1;03;05;1125,27214177268
4003298;1;2;1;80;05;1;1;9;TRABAJABA LEYENDO LA PRESION Y POR ROBO NO CONTINUO;2; ;2; ; ; ; ;9;2;1;03;05;1429,31097662552
4003299;1;1;1;80;05;1;1;9;POR EMBARAZO;2; ;2; ; ; ;POR EMBARAZO;12;2;1;03;05;783,647916427692
4003299;1;2;1;80;05;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;05;783,647916427692
4003299;1;3;1;80;05;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;783,647916427692
4003300;1;4;1;80;05;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;916,45955259443
4003301;1;1;1;80;05;1;4;4; ;2; ;2; ; ; ; ;9;2;1;03;05;979,478828615891
4003301;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;979,478828615891
4003302;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;920,034258014783
4003303;1;3;1;80;05;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;1172,88526460998
4003304;1;1;1;80;05;1;3;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1027,26157286973
4003304;1;2;1;80;05;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1027,26157286973
4003304;1;4;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1027,26157286973
4003305;1;2;1;80;05;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1242,55202768474
4003306;1;3;1;80;05;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;787,691476891153
