Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;2;1;70;1;16;44;1; ;2;106;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;2;9500;03;70;126,964582582814;70;4007726
1;4;1;70;1;26;30;1; ;2;26;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;03;73;146,757592644196;73;4007732
1;2;1;70;1;8;48;1; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5242;03;73;347,384003030227;73;4007737
1;3;1;70;1;12;40;4; ;2;16;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;19;19;75;1;1;7530;03;73;347,384003030227;73;4007737
1;2;1;70;1;4;56;1; ;2;10;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;1;1511;03;76;1075,88894928074;76;4007744
1;2;1;70;1;1;46;1; ;2;10;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;92;18;1;1;1810;03;76;1219,3269726351;76;4007746
1;1;1;70;1;52;44;1; ;2;39;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;2;7499;03;76;1086,78857295695;76;4007758
1;3;1;70;1;2;50;1; ;2;2;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;1100000;2;97;97;63;1;1;6320;03;76;1185,16281063984;76;4007763
1;1;1;70;1;9;48;3; ;2;9;6; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;80;19;1;1;1921;03;76;893,926825024298;76;4007766
1;2;1;70;1;5;48;1; ;2;5;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;64;1;1;6421;03;76;997,452862267351;76;4007772
1;1;1;70;1;6;48;1; ;2;7;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;1;133000;2;55;39;55;1;1;5521;03;05;1060,46416006533;05;4007822
1;1;1;70;1;1;48;1; ;2;1;1; ;4;1; ; ;1; ; ; ; ; ; ; ; ;1;769000;2;03;55;70;1;1;7020;03;05;1185,18867530515;05;4007824
1;2;1;70;1;3;48;1; ;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;79;18;1;1;1810;03;05;1185,18867530515;05;4007824
1;1;1;70;1;2;48;1; ;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;1;4521;03;05;1125,27214177268;05;4007856
1;2;1;70;1;12;48;1; ;2;16;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;95;45;1;1;4521;03;05;669,047618584295;05;4007875
1;2;1;70;1;3;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;03;11;2415,12809860644;11;4007897
1;2;1;70;1;40;40;4; ;2;60;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5155;03;15;94,4517361639411;15;4007907
1;1;1;70;1;8;40;1; ;2;8;1; ;8;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;08;02;45;1;1;4530;03;15;108,008738529224;15;4007908
1;1;1;70;1;4;40;1; ;2;262;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;1;5225;03;15;109,794726269703;15;4007911
1;4;1;70;1;10;40;1; ;2;50;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;41;1;1;4100;03;15;86,1570234341302;15;4007913
1;1;1;70;1;20;30;3; ;2;17;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;03;17;188,524640558419;17;4007919
1;3;1;70;1;259;48;1; ;2;998;1; ;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;45;45;52;1;2;5234;03;17;209,061337440688;17;4007922
1;1;1;70;1;250;48;3; ;2;150;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5529;03;17;283,568901397332;17;4007933
1;2;1;70;1;4;48;1; ;2;8;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5522;03;17;210,442444322006;17;4007937
1;1;1;70;1;48;48;2; ;2;48;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;32;80;1;2;8060;03;17;216,038244679455;17;4007938
1;4;1;70;1;4;48;1; ;2;4;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;41;1;1;4100;03;17;172,207060923147;17;4007940
1;3;1;70;1;4;40;1; ;2;28;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;03;17;136,733891286925;17;4007946
1;2;1;70;1;4;48;3; ;2;24;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;18;45,4923390229362;18;4007955
1;4;1;70;1;8;48;4; ;2;8;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;95;45;1;1;4521;03;18;45,4923390229362;18;4007955
1;1;1;70;1;8;48;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;38;64;1;1;6422;03;18;62,6270692138372;18;4007956
1;1;1;70;1;8;48;1; ;2;10;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;39;55;1;1;5512;03;18;89,9044118681449;18;4007960
1;2;1;70;1;4;48;2; ;2;12;2; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;13;32;75;1;1;7513;03;18;96,6750078126597;18;4007962
1;2;1;70;1;10;48;1; ;2;11;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;1;8021;03;18;102,739551381127;18;4007971
1;1;1;70;1;10;48;1; ;2;10;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;18;89,5979079930894;18;4007977
1;4;1;70;1;10;48;1; ;2;10;1; ;3;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;32;45;15;1;1;1511;03;18;91,2835234507046;18;4007978
1;2;1;70;1;3;40;3; ;2;5;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;18;78,867218415246;18;4007981
1;1;1;70;1;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;03;19;107,503858438726;19;4007992
1;2;1;70;1;12;40;1; ;2;12;1; ;4;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;1;8512;03;19;96,5518993636708;19;4007994
1;3;1;70;1;8;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;03;19;90,5787814258225;19;4007995
1;2;1;70;1;4;32;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;03;19;125,248270131262;19;4007997
1;1;1;70;1;104;48;1; ;2;104;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;03;19;90,5787814258225;19;4008005
1;1;1;70;1;24;48;1; ;2;24;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;03;19;100,148940640601;19;4008014
1;5;1;70;1;12;28;4; ;2;16;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;03;19;119,172696269252;19;4008020
1;1;1;70;1;24;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;03;19;89,6970368197065;19;4008024
1;1;1;70;1;1;10;4; ;2;99;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;03;41;175,762554046411;41;4008045
1;2;1;70;1;2;48;1; ;2;2;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;74;1;1;7421;03;41;150,820735105169;41;4008058
1;1;1;70;1;3;72;1; ;2;4;1; ;7;7; ; ;1; ; ; ; ; ; ; ; ;1;500000;2;95;62;74;1;1;7421;03;41;202,078882141438;41;4008059
1;2;1;70;1;22;72;1; ;2;34;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;74;1;2;7499;03;41;202,078882141438;41;4008059
1;3;1;70;1;28;48;1; ;2;28;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;59;22;1;2;2212;03;41;202,078882141438;41;4008059
2;1;2;70;1;8;48;1; ;2;16;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;52;1;1;5233;03;41;202,078882141438;41;4008059
2;2;2;70;1;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;320000;2;95;98;60;1;1;6031;03;41;202,078882141438;41;4008059
1;3;1;70;1;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;17;17;92;1;1;9214;03;41;102,25733980564;41;4008063
1;3;1;70;1;16;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;55;1;2;5511;03;41;168,760947740937;41;4008065
1;2;1;70;1;4;40;1; ;2;288;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;45;52;1;1;5233;03;41;142,87091151651;41;4008072
2;2;2;70;1;4;40;1; ;2;7;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;15;1;1;1589;03;41;151,341494869221;41;4008079
1;1;1;70;1;4;48;4; ;2;4;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;1600000;2;95;95;45;1;1;4522;03;44;73,0726471470987;44;4008093
1;1;1;70;1;5;32;4; ;2;8;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;13;80;1;1;8050;03;47;228,834024454654;47;4008099
3;1;3;70;1;6;30;1; ;2;6;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;45;1;1;4522;03;47;291,432580983596;47;4008100
1;3;1;70;1;16;46;1; ;2;16;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;2;8532;03;47;136,657313325933;47;4008104
1;2;1;70;1;12;42;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;47;223,699775401626;47;4008112
1;2;1;70;1;8;48;1; ;2;20;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;56;93;1;1;9301;03;47;175,002599386102;47;4008113
1;2;1;70;1;5;40;4; ;2;10;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;75;1;1;7513;03;47;199,042303660003;47;4008118
1;2;1;70;1;24;42;3; ;2;78;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;62;52;1;2;5229;03;47;201,294262439307;47;4008126
1;2;1;70;1;4;48;4; ;2;24;1; ;9;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;55;13;80;1;1;8011;03;47;233,381209214096;47;4008136
1;2;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;1; ;03;47;354,201180325059;47;4008145
1;1;1;70;1;24;48;2; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;39;85;1;2;8512;03;47;354,201180325059;47;4008153
1;2;1;70;1;8;50;1; ;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;44;70;1;1;7020;03;47;159,807843457675;47;4008166
1;1;1;70;1;160;60;1; ;2;26;1; ;4;1; ; ; ; ; ; ; ; ;1; ;YA ESTA PENSIONADO;2; ;2;98;98;51;1;2;5125;03;50;205,528314444269;50;4008183
1;2;1;70;1;26;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;03;50;193,60303945395;50;4008184
1;3;1;70;1;8;48;1; ;2;10;1; ;9;7; ; ; ; ; ;1; ; ; ; ; ;1;98;2;04;04;74;1;1;7492;03;50;198,336711803295;50;4008189
1;3;1;70;1;52;20;2; ;2;364;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;33;55;1;2;5529;03;52;121,365472954412;52;4008199
1;3;1;70;1;10;48;1; ;2;10;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;03;52;171,623730439707;52;4008205
1;5;1;70;1;104;48;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;27;1;2;2729;03;52;227,351168302955;52;4008206
1;2;1;70;1;250;48;1; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;59;93;1;2;9309;03;52;192,325875138234;52;4008207
1;1;1;70;1;24;50;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;97;52;1;2;5224;03;52;181,586693685177;52;4008218
1;1;1;70;1;52;48;1; ;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;39;74;1;2;7499;03;54;356,599931165271;54;4008220
1;3;1;70;1;2;55;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;87;87;45;1;1;4541;03;54;407,566431948196;54;4008223
1;4;1;70;1;32;60;4; ;2;52;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;36;1;2;3699;03;54;380,953309840496;54;4008225
1;1;1;70;1;4;48;1; ;2;16;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;98;60;1;1;6031;03;54;442,912840590255;54;4008229
1;2;1;70;1;5;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;54;442,912840590255;54;4008229
1;4;1;70;1;2;48;1; ;2;10;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;1;1530;03;54;382,812969322361;54;4008231
1;3;1;70;1;20;48;1; ;2;20;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;13;80;1;2;8060;03;63;140,717220462971;63;4008233
1;2;1;70;1;6;48;1; ;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;95;95;45;1;1;4521;03;63;139,461300423164;63;4008237
1;1;1;70;1;1;40;4; ;2;1;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;55;55;74;1;1;7493;03;63;99,5569451018836;63;4008239
1;4;1;70;1;16;40;1; ;2;260;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;51;1;2;5134;03;63;125,999956218075;63;4008246
1;1;1;70;1;12;40;1; ;2;12;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;45;1;1;4542;03;63;285,196798174555;63;4008254
1;3;1;70;1;48;48;1; ;2;48;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;03;63;144,56894404055;63;4008255
1;1;1;70;1;3;48;4; ;2;3;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;98;98;75;1;1;7512;03;63;94,1201476757279;63;4008258
1;3;1;70;1;8;48;1; ;2;12;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;02;02;45;1;1;4521;03;63;121,019562607738;63;4008278
1;1;1;70;1;18;48;4; ;2;18;4; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;98;17;92;1;2;9214;03;63;127,235845466455;63;4008279
1;4;1;70;1;24;40;1; ;2;48;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;15;1;2;1589;03;66;234,483986838225;66;4008306
1;3;1;70;1;20;50;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;97;22;1;2;2220;03;66;190,419334835383;66;4008310
1;1;1;70;1;104;48;1; ;2;104;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;39;64;1;2;6421;03;66;404,994921323328;66;4008312
1;2;1;70;1;32;48;1; ;2;32;1; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;34;39;19;1;2;1921;03;66;339,449623116225;66;4008313
1;6;1;70;1;26;48;1; ;2;26;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;45;1;2;4521;03;66;401,685579011739;66;4008323
1;1;1;70;1;2;48;1; ;2;2;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;39;93;45;1;1;4552;03;66;301,729745675316;66;4008328
1;4;1;70;1;4;40;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;03;66;229,755947613915;66;4008336
1;2;1;70;1;1;40;1; ;2;2;1; ;5;4; ; ; ; ;1; ; ; ; ; ; ;1;689500;2;03;03;52;1;1;5243;03;68;516,467428615716;68;4008344
1;4;1;70;1;24;48;1; ;2;52;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;03;68;458,655761157937;68;4008358
1;4;1;70;1;5;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;58;97;63;1;1;6310;03;70;118,512369318631;70;4008370
1;1;1;70;1;2;48;4; ;2;12;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;85;1;1;8532;03;70;150,490503369752;70;4008376
1;3;1;70;1;10;48;1; ;2;10;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;70;150,490503369752;70;4008376
1;1;1;70;1;8;24;4; ;2;16;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;53;55;1;1;5529;03;70;98,7751860789105;70;4008383
1;2;1;70;1;28;48;1; ;2;28;1; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;33;33;52;1;2;5211;03;73;257,335353785384;73;4008395
1;4;1;70;1;25;24;2; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;03;73;398,34234028293;73;4008399
1;5;1;70;1;6;48;1; ;2;6;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;44;64;1;1;6421;03;73;398,34234028293;73;4008399
1;1;1;70;1;4;40;4; ;2;10;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;2000;2;79;79;52;1;1;5271;03;73;265,9570143032;73;4008400
1;1;1;70;1;36;48;1; ;2;450;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;58;58;75;1;2;7522;03;73;182,036186517547;73;4008401
1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;03;73;146,757592644196;73;4008406
1;2;1;70;1;24;48;1; ;2;460;1; ;9;2; ; ; ;1; ; ; ; ; ; ; ;2; ;2;98;98;60;1;2;6021;03;73;316,061624634695;73;4008410
1;1;1;70;1;9;48;1; ;2;9;4; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;75;1;1;7512;03;73;182,036186517547;73;4008417
1;3;1;70;1;78;48;1; ;2;78;1; ;8;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;38;74;1;2;7492;03;73;194,755515474801;73;4008419
1;2;1;70;1;15;48;1; ;2;15;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;55;53;55;1;2;5529;03;73;148,336379590862;73;4008420
1;2;1;70;1;4;50;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;98;60;1;1;6031;03;73;264,180973767124;73;4008422
1;2;1;70;1;56;48;1; ;2;12;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;55;1;2;5529;03;73;146,757592644196;73;4008426
1;3;1;70;1;4;48;1; ;2;56;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;58;75;1;1;7522;03;73;214,318556092637;73;4008432
1;2;1;70;1;16;44;1; ;2;16;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;33;33;60;1;2;6022;03;73;291,876981472133;73;4008434
1;2;1;70;1;4;48;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;45;54;95;1;1;9500;03;73;155,188429878687;73;4008435
1;3;1;70;1;60;40;1; ;2;10;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;03;73;146,757592644196;73;4008440
1;2;1;70;1;8;46;1; ;2;46;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;65;1;1;6599;03;73;280,300732594411;73;4008443
1;2;1;70;1;3;48;4; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;1;1589;03;76;1674,83707279663;76;4008448
1;3;1;70;1;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;90;25;1;1;2529;03;76;893,294288960779;76;4008454
1;4;1;70;1;8;60;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;03;76;893,294288960779;76;4008454
1;1;1;70;1;4;48;1; ;2;7;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;97;15;1;1;1589;03;76;1255,57329307868;76;4008456
1;2;1;70;1;52;40;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;39;39;63;1;2;6340;03;76;1255,57329307868;76;4008456
1;4;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;76;829,287235215115;76;4008457
1;4;1;70;1;4;48;1; ;2;10;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;37;64;1;1;6412;03;76;808,111866005321;76;4008462
1;5;1;70;1;8;50;1; ;2;9;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;21;1;1;2109;03;76;808,111866005321;76;4008462
1;3;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;80;1;1;8042;03;76;1117,89175176127;76;4008465
1;4;1;70;1;4;48;1; ;2;4;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;540000;2;97;87;28;1;1;2892;03;76;1117,89175176127;76;4008465
1;2;1;70;1;52;48;1; ;2;72;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;52;1;2;5234;03;76;1024,02811965412;76;4008474
1;2;1;70;1;16;48;1; ;2;36;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;03;76;997,452862267351;76;4008481
1;1;1;70;1;8;48;1; ;2;32;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;99;50;1;1;5020;03;50;246,981740514051;50;4008504
1;2;1;70;1;52;48;2; ;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;75;1;2;7523;03;27;53,5183349851361;27;4008506
1;4;1;70;1;52;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;03;27;53,5183349851361;27;4008506
1;2;1;70;1;2;40;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;560000;2;45;45;15;1;1;1530;03;63;105,152091161346;63;4008537
1;5;1;70;1;24;55;4; ;2;24;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;95;45;1;2;4521;03;54;463,34987058189;54;4008542
1;1;1;70;1;60;48;1; ;2;960;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;98;98;60;1;2;6031;03;73;227,03788504989;73;4008544
1;1;1;70;1;8;48;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;39;39;74;1;1;7499;03;54;434,782199453499;54;4008546
1;3;1;70;1;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;55;1;1;5511;03;41;120,810671757817;41;4008550
1;3;1;70;1;12;48;1; ;2;52;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;21;60;1;1;6042;03;41;142,813917032687;41;4008555
1;1;1;70;1;4;48;1; ;2;100;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0140;03;73;341,457657698339;73;4008556
1;2;1;70;1;3;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;1; ;03;17;163,848700249133;17;4008560
1;2;1;70;1;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;03;27;107,036669970272;27;4008561
1;1;1;70;1;12;48;4; ;2;12;4; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;16;16;36;1;1;3691;03;73;294,616279222434;73;4008565
1;3;1;70;1;12;40;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;03;54;503,104974618329;54;4008569
1;3;1;70;1;52;40;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;50;50;92;1;2;9242;03;52;176,70323725359;52;4008572
1;4;1;70;1;4;48;1; ;2;4;8; ;6;4; ; ; ; ; ; ; ; ; ;1; ;1;230000;2;38;62;01;1;1;0117;03;17;94,9528737198683;17;4008577
1;2;1;70;1;20;40;2; ;2;208;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;54;45;52;1;2;5233;03;27;40,6837856718583;27;4008604
1;4;1;70;1;24;48;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;2;4521;03;05;2485,10405536947;05;4008611
1;2;1;70;1;156;48;1; ;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;2;5211;03;47;189,575997900818;47;4008629
1;1;1;70;1;22;48;1; ;2;22;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;95;95;45;1;2;4521;03;11;2003,86362380312;11;4008632
1;2;1;70;1;98;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;2; ;03;11;2003,86362380312;11;4008632
1;3;1;70;1;36;48;1; ;2;36;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;03;50;1;2;5011;03;11;2003,86362380312;11;4008632
1;1;1;70;1;8;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;95;95;45;1;1;4522;03;47;155,604843607827;47;4008640
