Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
4003296;1;2;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1077,52093724564;05
4003297;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;03;05;1125,27214177268;05
4003298;1;2;1;80;1;1;1;9;TRABAJABA LEYENDO LA PRESION Y POR ROBO NO CONTINUO;2; ;2; ; ; ; ;9;2;1;03;05;1429,31097662552;05
4003299;1;1;1;80;1;1;1;9;POR EMBARAZO;2; ;2; ; ; ;POR EMBARAZO;12;2;1;03;05;783,647916427692;05
4003299;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;05;783,647916427692;05
4003299;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;783,647916427692;05
4003300;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;916,45955259443;05
4003301;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;9;2;1;03;05;979,478828615891;05
4003301;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;979,478828615891;05
4003302;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;920,034258014783;05
4003303;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;1172,88526460998;05
4003304;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1027,26157286973;05
4003304;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;05;1027,26157286973;05
4003304;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1027,26157286973;05
4003305;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1242,55202768474;05
4003306;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;787,691476891153;05
4003308;1;4;1;80;1;1;1;9;MENOR DE EDAD;2; ;2; ; ; ; ;8;2;1;03;05;912,415992130969;05
4003309;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;03;05;933,733180831555;05
4003309;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;933,733180831555;05
4003312;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1052,84589418152;05
4003314;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;990,967018407108;05
4003316;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;03;05;1060,46416006533;05
4003319;1;4;1;80;1;2; ; ; ;2; ;2; ;1;2; ;8; ;1;03;05;682,746541401067;05
4003320;1;6;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;05;1240,91644365665;05
4003320;1;7;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;1240,91644365665;05
4003322;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;4;2;1;03;05;1194,7692834309;05
4003326;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;9;2;1;03;05;1191,26933223811;05
4003326;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1191,26933223811;05
4003328;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;662,824864822079;05
4003328;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;662,824864822079;05
4003329;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;667,214791146389;05
4003329;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;667,214791146389;05
4003329;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;03;05;667,214791146389;05
4003336;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;3;2;1;03;05;1048,80233371806;05
4003338;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;05;1070,58837746175;05
4003338;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1070,58837746175;05
4003339;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;1044,1171889067;05
4003342;1;2;1;80;1;1;4;1; ;2; ;2; ; ;2; ;1;1;1;03;05;934,202035874662;05
4003342;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;05;934,202035874662;05
