Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3917486;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;10;2;1;01;17;1225,12913236739
3917486;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;1225,12913236739
3917487;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;01;17;1527,83266097756
3917490;1;1;1;80;2;1;4;4; ;3; ;2; ; ; ; ;4;2;1;01;17;1372,52458934799
3917491;1;1;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;01;17;1112,10852043667
3917491;1;2;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;17;1112,10852043667
3917491;1;4;1;80;2;1;3;4; ;3; ;2; ; ; ; ;4;2;1;01;17;1112,10852043667
3917493;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;01;17;755,105735556983
3917493;1;3;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;17;755,105735556983
3917493;1;4;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;17;755,105735556983
3917493;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;755,105735556983
3917494;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;1665,51954274354
3917494;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;1665,51954274354
3917496;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;1242,92497068765
3918858;1;1;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;13;2314,64311267117
3918859;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;2459,58268503228
3918859;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2459,58268503228
3918859;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2459,58268503228
3918860;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;9;2;1;01;13;2311,76972384705
3918860;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2311,76972384705
3918861;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;13;1043,74498247032
3918862;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;1090,07571283651
3918863;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;13;789,725465327764
3918863;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;789,725465327764
3918864;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1559,01474799595
3918864;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1559,01474799595
3918866;1;2;1;80;2;1;2;6; ;2; ;2; ; ; ; ;9;2;1;01;13;1823,47870354476
3918867;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;01;13;1090,75649261967
3918868;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2648,77941832926
3918868;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;2648,77941832926
3918868;2;2;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2648,77941832926
3918870;1;2;1;80;2;1;1;6; ;2; ;2; ; ; ; ;9;2;1;01;13;1893,41744637056
3918870;1;5;1;80;2;1;2;6; ;2; ;2; ; ; ; ;9;2;1;01;13;1893,41744637056
3918872;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;789,725465327764
3918874;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2151,61558926005
3918875;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;789,725465327764
3918876;1;3;1;80;2;1;4;3; ;2; ;2; ; ; ; ;1;2;1;01;13;1120,53500331302
3918880;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;1664,71034253158
3918880;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1664,71034253158
3918888;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;736,28627442385
3918890;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;983,506304800342
3918890;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;983,506304800342
3918893;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;544,398224742336
3918893;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;544,398224742336
3918895;1;4;1;80;2;2; ; ; ;2; ;2; ;1;3;ESTUDIA;12; ;1;01;13;1453,78119149002
3918895;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1453,78119149002
3918895;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1453,78119149002
3918896;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1164,37082569604
3918899;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1041,23024257341
3918900;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1301,09394725862
3918902;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1043,74498247032
3918902;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1043,74498247032
3918905;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1469,31479384559
3918905;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1469,31479384559
3918906;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;2543,69179785833
3918908;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;13;789,725465327764
3918910;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1977,15405965574
3918910;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1977,15405965574
3918910;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1977,15405965574
3918911;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;789,725465327764
3918917;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;13;1426,71290777785
3918917;1;3;1;80;2;1;1;5; ;2; ;2; ; ; ; ;1;2;1;01;13;1426,71290777785
3918918;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1468,0876582589
3918918;1;2;1;80;2;1;1;6; ;2; ;2; ; ; ; ;9;2;1;01;13;1468,0876582589
3918918;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1468,0876582589
3918918;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1468,0876582589
3918918;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;13;1468,0876582589
3918919;1;2;1;80;2;1;1;7; ;2; ;2; ; ; ; ;11;2;1;01;13;1609,91022113203
3918920;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;1043,74498247032
3918921;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;13;3158,90186131106
