Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3905863;1;1;1;70;1;2;48;1; ;2;1;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;654000;2;53;53;55;1;1;5521;01;18;81,828012494155;18
3905871;1;1;1;70;1;4;50;4; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;93;93;45;1;1;4552;01;18;68,9212474346893;18
3905888;1;1;1;70;1;1;60;1; ;2;1;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;33;45;52;1;1;5234;01;41;127,952414715275;41
3905889;1;1;1;70;1;1;84;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1000000;2;95;97;60;1;1;6042;01;41;139,578627572588;41
3905889;1;3;1;70;1;2;40;1; ;2;25;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;95;45;1;1;4530;01;41;139,578627572588;41
3905895;1;1;1;70;1;44;40;1; ;2;44;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;08;74;1;2;7499;01;17;142,792917674491;17
3905895;1;2;1;70;1;104;48;1; ;2;204;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;32;75;1;2;7512;01;17;142,792917674491;17
3905896;1;2;1;70;1;1;40;1; ;2;78;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;95;36;1;1;3611;01;17;156,677950478752;17
3905899;1;4;1;70;1;8;48;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;38;74;1;1;7499;01;17;186,632353205268;17
3905914;1;3;1;70;1;8;20;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;01;17;280,005139821034;17
3905929;1;3;1;70;1;5;40;1; ;2;5;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5231;01;63;114,361682715296;63
3905936;1;2;1;70;1;12;45;1; ;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;84;60;1;1;6041;01;63;92,6268928511103;63
