Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3905890;1;3;2;1;1;1;1;1;3;3; ; ; ; ;360000;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;5;1;2;1;4;1;1;1;1;1;4;2;1;01;17;01;17;188,873926157834
3905891;1;4;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;01;17;189,512382314498
3905892;1;2;1;1;1;1;1;1;4;1; ; ;60000000;600000; ;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;2;1;01;17;01;17;196,832960547116
3905893;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;17;01;17;216,255949596019
3905894;1;6;3;1;1;1;1;1;3;1; ; ;400000000;1200000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;5;1;1;1;1;1;6;2;1;01;17;01;17;134,222090167102
3905895;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1300000;1;1;1;2;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;2;2;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;6;2;1;01;17;01;17;142,792917674491
3905896;1;5;3;1;1;1;1;1;3;2; ;700000;190000000;800000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;1;2;1;3;2;2; ;3;1;2;1;5;1;1;1;1;1;4;2;1;01;17;01;17;156,677950478752
3905897;1;6;1;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1;4;1;1;1;1;1;6;2;1;01;17;01;17;178,587457481663
3905898;1;4;3;1;1;1;1;1;3;2; ;99;99;500000; ;1;1;1;2;2;1;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;17;01;17;157,46192530698
3905899;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;4;1;2;1;4;1;1;1;1;1;4;2;1;01;17;01;17;186,632353205268
3905900;1;3;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;5;1;1;1;1;1;4;2;1;01;17;01;17;148,107122971363
3905901;1;3;1;1;1;1;1;1;4;2; ;99;9000000;450000; ;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;4;2;1;01;17;01;17;195,262838049898
