Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3905862;1;1;1;80;1;2; ; ; ;2; ;2; ;1;3; ;4; ;1;01;18;71,2290175528889;18
3905862;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;18;71,2290175528889;18
3905865;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;01;18;50,8770443812827;18
3905867;1;2;1;80;1;2; ; ; ;2; ;2; ;1;3; ;6; ;1;01;18;72,2122398713255;18
3905868;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;18;62,2388550272233;18
3905870;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;18;68,9212474346893;18
3905870;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;18;68,9212474346893;18
3905871;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;18;68,9212474346893;18
3905873;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;18;66,172871068568;18
3905874;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;15;73,827044451708;15
3905876;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;15;64,0166303245523;15
3905876;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;15;64,0166303245523;15
3905877;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;1; ;1;01;15;72,8472233196658;15
3905878;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;15;67,5703884377434;15
3905878;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;15;67,5703884377434;15
3905881;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;15;77,3808025648992;15
3905883;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;41;153,660055476339;41
3905883;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;41;153,660055476339;41
3905884;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;41;152,574894496234;41
3905885;1;3;1;80;1;1;4;7; ;2; ;2; ; ; ; ;1;2;1;01;41;177,807290198843;41
3905889;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;41;139,578627572588;41
3905890;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;188,873926157834;17
3905893;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;17;216,255949596019;17
3905894;1;2;1;80;1;1;4;3; ;2; ;2; ; ;4; ;8;1;1;01;17;134,222090167102;17
3905895;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;142,792917674491;17
3905895;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;142,792917674491;17
3905896;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;156,677950478752;17
3905898;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;157,46192530698;17
3905898;1;3;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;157,46192530698;17
3905899;1;2;1;80;1;1;3;7; ;2; ;2; ; ; ; ;9;2;1;01;17;186,632353205268;17
3905899;1;3;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;01;17;186,632353205268;17
3905900;1;1;1;80;1;1;4;5; ;3; ;2; ; ;3; ;1;1;1;01;17;148,107122971363;17
3905901;1;1;1;80;1;1;2;8; ;2; ;2; ; ; ; ;2;2;1;01;17;195,262838049898;17
3905906;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;133,438115338874;17
3905906;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;133,438115338874;17
3905907;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;164,702424677401;17
3905910;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;189,512382314498;17
3905911;1;2;1;80;1;1;4;3; ;1;1;2; ; ;2; ;9;1;1;01;17;261,552983251134;17
3905912;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;01;17;480,575429754028;17
3905912;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;480,575429754028;17
3905912;3;3;3;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;480,575429754028;17
3905912;3;4;3;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;480,575429754028;17
3905916;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;516,393885243634;17
3905916;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;516,393885243634;17
3905916;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;516,393885243634;17
3905917;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;390,260834842673;17
3905919;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;01;17;370,1244614161;17
3905919;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;370,1244614161;17
3905920;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;01;17;300,287039830248;17
3905920;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;300,287039830248;17
3905921;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;340,965808841633;17
3905921;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;340,965808841633;17
3905922;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;17;348,114454026036;17
3905922;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;17;348,114454026036;17
3905926;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;17;416,302793070346;17
3905927;1;1;1;80;1;1;1;8; ;2; ;1;700000; ; ; ;8;2;1;01;17;535,89535523065;17
3905927;1;4;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;01;17;535,89535523065;17
3905927;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;17;535,89535523065;17
3905929;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;63;114,361682715296;63
3905929;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;114,361682715296;63
3905930;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;1;2;1;01;63;177,744881844803;63
3905930;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;177,744881844803;63
3905931;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;01;63;111,468787529825;63
3905932;1;1;1;80;1;1;2;3; ;3; ;2; ; ; ; ;9;2;1;01;63;111,468787529825;63
3905932;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;01;63;111,468787529825;63
3905933;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;01;63;118,391276646555;63
3905933;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;118,391276646555;63
3905934;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;9; ;1;01;63;203,846086471367;63
3905934;1;5;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;01;63;203,846086471367;63
3905936;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;92,6268928511103;63
3905938;1;3;1;80;1;1;1;8; ;2; ;1;660000; ; ; ;2;2;1;01;63;77,4486356340311;63
3905938;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;77,4486356340311;63
3905938;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;01;63;77,4486356340311;63
3905941;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;156,467975507812;63
3905942;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;63;137,23317132527;63
3905945;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;01;63;137,23317132527;63
3905946;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;01;63;91,710130227688;63
3905947;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;01;63;210,724160100062;63
3905948;1;3;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;01;63;197,356855706018;63
3905948;1;4;1;80;1;1;1;6; ;2; ;2; ; ; ; ;2;2;1;01;63;197,356855706018;63
3905948;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;197,356855706018;63
3905950;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;174,364848919478;63
3905951;1;4;1;80;1;1;1;7; ;2; ;2; ; ; ; ;2;2;1;01;63;134,083624637693;63
3905954;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;156,845145186484;63
3905955;1;2;1;80;1;1;4;3; ;2; ;2; ; ;2; ;9;1;1;01;63;172,16032349895;63
3905955;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;172,16032349895;63
3905956;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;01;63;77,4486356340311;63
3905956;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;63;77,4486356340311;63
3905956;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;77,4486356340311;63
3905958;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;88,7072669810342;63
3905960;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;229,610470266811;63
3905961;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;01;63;132,025782658089;63
3905962;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;01;63;223,516436236414;63
3905962;1;4;1;80;1;1;4;7; ;2; ;2; ; ;1; ;2;1;1;01;63;223,516436236414;63
3905963;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;181,66450771488;63
3905966;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;109,264262109298;63
3905967;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;01;63;84,924860651442;63
3905968;1;2;1;80;1;1;4;8; ;1;2;2; ; ; ; ;9;2;1;01;63;156,845145186484;63
3905968;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;156,845145186484;63
3905969;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;01;63;98,6693347241582;63
3905969;1;2;1;80;1;1;4;7; ;2; ;2; ; ;2; ;7;1;1;01;63;98,6693347241582;63
3905970;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;109,264262109298;63
3905971;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;8; ;1;01;63;181,66450771488;63
3905971;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;63;181,66450771488;63
3905975;1;2;1;80;1;1;1;8; ;2; ;1;400000; ; ; ;2;2;1;01;76;1103,44606869084;76
3905975;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;01;76;1103,44606869084;76
