DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4561959;1;1;1;70;1;52;48;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;3; ;97;97;18;1;2;03;1810;05;1174,95201149922;05
4561962;1;4;1;70;1;8;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;97;52;1;1;03;5211;05;1461,12872053913;05
4561974;1;2;1;70;1;10;48;1; ;2;28;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;45;55;1;1;03;5529;05;1132,72603212433;05
4561976;1;2;1;70;1;1;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;03;5233;05;1823,2448061416;05
4561983;1;1;1;70;1;104;48;1; ;2;104;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;3; ;13;13;80;1;2;03;8050;05;1183,84895275898;05
4561983;1;2;1;70;1;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;3; ;79;79;18;1;1;03;1810;05;1183,84895275898;05
4561987;1;1;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;720000;781242;2; ;95;95;45;1;1;03;4521;05;635,882793374072;05
4561987;1;3;1;70;1;4;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;45;52;1;1;03;5219;05;635,882793374072;05
4561987;1;4;1;70;1;4;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;03;5233;05;635,882793374072;05
4561993;1;1;1;70;1;3;48;1; ;2;14;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;50;50;55;1;1;03;5529;05;1136,98232321793;05
4561994;1;3;1;70;1;8;40;1; ;2;4;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;16;16;75;1;1;03;7512;05;700,975556013104;05
4562000;1;3;1;70;1;8;50;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;93;52;1;1;03;5241;05;1358,11312534366;05
4562008;1;1;1;70;1;208;48;1; ;2;208;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;39;39;26;1;2;03;2695;05;1141,62297338409;05
4562014;1;2;1;70;1;4;48;1; ;2;44;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;90;1;1;03;9000;05;1214,901015225;05
4562014;1;3;1;70;1;4;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;45;53;55;1;1;03;5529;05;1214,901015225;05
4562016;1;2;1;70;1;8;24;1; ;2;10;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;1;03;5234;05;565,82734610886;05
4562017;1;1;1;70;1;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;55;55;70;1;2;03;7020;05;1141,62297338409;05
4562029;1;3;1;70;1;1;48;1; ;2;2;1; ;7;2;3; ; ; ; ; ; ; ; ; ; ;1;1;40000;781242;2; ;53;61;01;1;1;03;0113;05;873,21355742844;05
4562032;1;2;1;70;1;8;48;1; ;2;8;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;03;45;1;1;03;4522;05;644,779734633828;05
4562032;1;3;1;70;1;8;48;1; ;2;16;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;03;45;1;1;03;4521;05;644,779734633828;05
4562035;1;2;1;70;1;6;48;1; ;2;7;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;03;5521;05;1161,6107699646;05
4562039;1;2;1;70;1;10;48;1; ;2;156;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;16;74;1;1;03;7494;05;1204,24164668185;05
4562050;1;2;1;70;1;16;48;5; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;51;09;74;1;2;03;7413;05;995,990716595534;05
4562054;1;1;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;50;1;1;03;5040;05;989,540511440924;05
4562054;1;2;1;70;1;6;30;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;781242;2; ;54;54;95;1;1;03;9500;05;989,540511440924;05
4562057;2;1;2;70;1;2;48;1; ;2;3;1; ;8;2;9;LA EPS POR CPBERTURA; ; ; ;1; ; ; ; ; ; ;1;98;781242;2; ;33;45;51;1;1;03;5125;05;1115,18497164896;05
4562059;1;1;1;70;1;24;48;1; ;2;24;1; ;8;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;1;21;21;92;1;2;03;9242;05;864,316616168685;05
4562070;1;3;1;70;1;24;48;1; ;2;104;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;12;30;64;1;2;03;6421;05;1203,83674933949;05
4562110;1;3;1;70;1;102;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;45;52;1;2;03;5239;05;1472,21957585989;05
4562142;1;2;1;70;1;8;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;38;45;15;1;1;03;1551;08;568,010957391873;08
4562149;1;1;1;70;1;16;48;1; ;2;60;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;33;03;52;1;2;03;5211;08;606,104167748439;08
4562158;1;1;1;70;1;4;48;1; ;2;5;1; ;2;2;8; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;1;39;99;50;1;1;03;5020;11;3016,01558305837;11
4562183;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;03; ;13;462,958241022835;13
4562188;1;4;1;70;1;8;40;1; ;2;8;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;05;39;93;1;1;03;9303;13;353,370448333807;13
4562188;1;6;1;70;1;36;40;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;52;1;2;03;5246;13;353,370448333807;13
4562197;1;1;1;70;1;20;40;1; ;2;20;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;53;15;1;2;03;1589;13;475,248953862989;13
4562200;1;7;1;70;1;16;48;1; ;2;16;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;59;92;1;2;03;9242;15;129,620563082802;15
4562201;1;1;1;70;1;36;48;2; ;2;36;4; ;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;2;06;06;85;1;2;03;8520;15;107,096940453392;15
4562211;1;2;1;70;1;8;24;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;90000;500000;2; ;45;03;72;1;1;03;7220;15;79,2302688691593;15
4562213;1;2;1;70;1;208;40;1; ;2;208;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;21;21;74;1;2;03;7421;15;112,617473988102;15
4562233;1;3;1;70;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1200000;1;1;15;15;91;1;2;03;9199;15;139,335851230951;15
4562236;1;2;1;70;1;4;40;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;19;53;55;1;1;03;5521;15;123,714694682255;15
4562244;1;1;1;70;1;48;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;02;16;22;1;2;03;2231;15;118,194161147545;15
4562245;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;44;64;1;1;03;6421;15;139,335851230951;15
4562247;1;3;1;70;1;4;45;1; ;2;4;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;1;781242;2000000;2; ;02;33;45;1;1;03;4530;15;116,225650633448;15
4562268;1;3;1;70;1;8;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;03;4521;15;97,2896272726877;15
4562278;1;1;1;70;1;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;03;5521;15;112,686467352645;15
4562294;1;1;1;70;1;97;48;1; ;2;97;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;3; ;58;58;75;1;2;03;7524;17;179,121486178473;17
4562294;1;3;1;70;1;204;48;1; ;2;204;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;16;16;74;1;2;03;7430;17;179,121486178473;17
4562296;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;38;74;1;1;03;7499;17;211,097433545427;17
4562298;1;1;1;70;1;28;48;1; ;2;28;1; ;9;2;7; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;32;32;52;1;2;03;5241;17;195,565119002535;17
4562299;1;1;1;70;1;256;40;1; ;2;24;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;54;85;1;2;03;8532;17;284,575604219086;17
4562327;1;1;1;70;1;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;85;1;2;03;8511;17;102,42118230372;17
4562330;1;1;1;70;1;16;24;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;55;55;55;1;2;03;5522;17;282,503416462212;17
4562337;1;2;1;70;1;52;24;1; ;2;280;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;344000;2; ;55;39;75;1;2;03;7512;17;290,644962172823;17
4562357;1;1;1;70;1;30;24;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;55;93;1;2;03;9302;17;201,87962314061;17
4562358;1;2;1;70;1;16;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;99;45;1;2;03;4530;17;185,262665044677;17
4562359;1;2;1;70;1;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;39; ; ;1;1;03; ;17;137,734184338306;17
4562364;1;1;1;70;1;4;50;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;55;1;1;03;5529;17;195,565119002535;17
4562367;1;1;1;70;1;8;40;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;44;44;64;1;1;03;6421;17;169,400062694301;17
