DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4571115;1;2;1;70;2;2;50;8; ;2;6;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;600000;2; ;61;61;01;1;1;03;0119;76;3652,06465008204
4571115;1;3;1;70;2;1;20;8; ;2;10;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000; ; ;62;62;01;1;1;03;0111;76;3652,06465008204
4571705;1;4;1;70;2;16;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;54; ; ;1;2;03; ;23;1134,96002180426
4571764;1;2;1;70;2;104;40;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;54;54;95;1;2;03;9500;23;1471,9502028695
4571768;1;1;1;70;2;3;40;4; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;54;95;1;1;03;9500;23;1691,50922610373
4571794;1;5;1;70;2;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1;03; ;23;2046,78653145362
4571884;1;3;1;70;2;3;60;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;41; ; ;1;1;03; ;63;1588,30903889536
4571890;1;1;1;70;2;2;72;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;781200;2; ;97;97;15;1;1;03;1589;63;2794,70312043624
4571904;1;4;1;70;2;12;40;4; ;2;12;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;97;97;63;1;1;03;6310;63;1341,05441335026
4571905;1;4;1;70;2;4;48;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781200;1600000;2; ;02;39;55;1;1;03;5511;63;941,447629633711
