DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4561958;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1452,23177927937;05
4561958;1;2;1;90;2; ;1;30;2; ;1;18;2; ;2; ;1;3;2; ;2; ;2; ;1;03;05;1452,23177927937;05
4561959;1;1;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4;1;03;05;1174,95201149922;05
4561959;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1174,95201149922;05
4561960;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1139,17623727894;05
4561961;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561961;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561961;1;3;1;90;2; ;1;4;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561961;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561961;1;5;1;90;2; ;1;30;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561961;1;6;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;994,042537632145;05
4561962;1;1;1;90;2; ;1;35;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1461,12872053913;05
4561962;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1461,12872053913;05
4561962;1;4;1;90;2; ;1;12;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1461,12872053913;05
4561963;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;03;05;1174,95201149922;05
