DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4804544;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;59;59;85;1;1;01;8532;05;1208,89983219192;05
4804549;1;2;1;70;1;5;40;1; ;2;5;1; ;6;2;9;COBERTURA; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;13;13;80;1;1;01;8043;05;1040,95029222279;05
4804550;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;15;1;1;01;1594;05;987,789976593826;05
4804553;1;1;1;70;1;104;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;85;45;1;2;01;4542;05;1026,12254804629;05
4804553;1;3;1;70;1;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;260000;1100000;2; ;39;39;55;1;1;01;5529;05;1026,12254804629;05
4804554;1;1;1;70;1;2;48;1; ;2;60;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;01;5521;05;1357,49700378655;05
4804559;1;3;1;70;1;100;48;1; ;2;5;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;37;53;55;1;2;01;5530;05;1114,76067001299;05
4804563;1;2;1;70;1;12;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;32;79;18;1;1;01;1810;05;1500,98590248658;05
4804572;1;1;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;80;80;52;1;1;01;5271;05;1093,51486246851;05
4804576;1;1;1;70;1;6;50;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;01;5262;05;992,904297831748;05
