DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4812691;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;01;23;1914,02538530283
4812692;1;1;1;80; ;2;1;4;3; ;2; ; ;1; ;2; ;2; ;1;40;500000;2;1;01;23;1380,86583286409
4812693;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1283,58558746689
4812693;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1283,58558746689
4812695;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1499,42722950678
4812695;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1499,42722950678
4812762;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;600000;2;1;01;23;1606,5326840309
4812762;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;1606,5326840309
4812762;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1606,5326840309
4812763;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2051,84959546296
4812763;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2051,84959546296
4812764;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2045,16359002204
4812767;1;1;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;2653,0740639496
4812769;1;1;1;80; ;2;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;300000;2;1;01;23;2481,30928356805
4812770;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;2951,0821815604
4812771;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;01;23;2653,0740639496
4812772;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;2045,16359002204
4812772;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2045,16359002204
4812775;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2703,37148171167
