DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4812770;1;4;1;70;2;2;45;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;01;9500;23;2951,0821815604
4812781;1;3;1;70;2;8;60;1; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;58;62;01;1;1;01;0121;23;2478,62645759534
4812784;1;2;1;70;2;4;40;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;21;21;55;1;1;01;5529;23;3171,1761534979
4812792;1;3;1;70;2;4;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;61;01;1;1;01;0140;23;2354,78084702915
4816872;1;2;1;70;2;17;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;782000; ; ;45; ; ;1;2;01; ;05;631,468694011902
4816879;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;782000; ; ;79; ; ;1;2;01; ;05;1267,72347416371
4816924;1;1;1;70;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;71;71;13;1;1;01;1320;05;3560,23159601536
4816929;1;4;1;70;2;4;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;54; ; ;1;1;01; ;05;6484,99008951066
4816935;1;2;1;70;2;8;48;4; ;2;8;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;13;80;1;1;01;8011;05;7136,80065782721
4816935;1;6;1;70;2;20;48;1; ;2;20;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;21;63;1;2;01;6331;05;7136,80065782721
4816941;1;1;1;70;2;3;48;8; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;700000;2; ;62;62;01;1;1;01;0140;05;2362,77284512653
4816942;1;2;1;70;2;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;45; ; ;1;1;01; ;05;4206,58328064487
4817078;1;1;1;70;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;816000;2; ;61;61;01;1;1;01;0140;52;2423,23695682265
4817085;1;1;1;70;2;1;60;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;816000;2; ;98;62;01;1;1;01;0140;52;3476,25741888302
4817122;1;3;1;70;2;4;4;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;59;59;85;1;1;01;8532;52;1870,33115640124
4817130;1;2;1;70;2;4;50;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;80;61;01;1;1;01;0111;52;3494,84032636648
4817132;1;1;1;70;2;2;24;1; ;2;156;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;61;01;1;1;01;0140;52;5222,5843055933
4817140;1;1;1;70;2;4;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;61;01;1;1;01;0140;52;3033,71490901977
4817151;1;3;1;70;2;96;40;1; ;2;96;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;55;55;74;1;2;01;7493;52;2742,15921841622
4817168;1;3;1;70;2;1;48;1; ;2;208;4; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;19;19;92;1;1;01;9231;76;2356,19615549683
4817168;1;4;1;70;2;1;40;1; ;2;7;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;13;13;85;1;1;01;8532;76;2356,19615549683
4817170;1;4;1;70;2;4;48;1; ;2;7;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;900000;2; ;62;62;45;1;1;01;4530;76;3977,80325711178
4817203;1;3;1;70;2;4;48;2; ;2;3;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;782000;2; ;13;13;85;1;1;01;8511;05;2571,33800911549
4817207;1;3;1;70;2;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;01; ;05;4528,87582340233
4817209;1;1;1;70;2;8;56;1; ;2;8;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;62;95;45;1;1;01;4530;05;5143,88986926295
4817209;1;3;1;70;2;8;56;1; ;2;8;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;01;4530;05;5143,88986926295
4817290;1;1;1;70;2;8;48;8; ;2;12;8; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;01;0121;05;6435,07913443855
4817337;1;1;1;70;2;6;40;1; ;2;6;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;33;33;64;1;1;01;6412;68;6447,01595875189
4818174;1;3;1;70;2;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;1000000;2; ;84;61;01;1;1;01;0140;52;1362,702119538
4818177;1;2;1;70;2;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;71;71;14;1;1;01;1411;54;785,954204011897
