DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
5086264;1;2;2;2;1;4;6;1;5;4; ; ; ;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;25;2033,64863213462
5086265;1;4;2;2;1;4;1;1;5;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;3;2; ;1;1;3;2;1;2;2;2;2; ;1;2;01;2;12;25;2033,64863213462
5086266;1;5;1;2;1;4;1;1;4;3; ; ; ; ;80000;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;25;3656,22183924122
5086267;1;2;1;2;1;4;1;1;6;1; ; ;25000000;300000; ;2;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;3;3;1;2;2;2;2; ;1;2;01;2;12;25;2033,64863213462
5086270;1;2;1;2;1;5;1;1;5;4; ; ; ;300000; ;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;25;8744,68911817888
5086274;1;3;2;2;1;4;2;1;4;4; ; ; ;600000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;3;3;1;2;2;2;2; ;2; ;01;2;12;25;3777,0426641812
5086275;1;3;1;2;1;4;1;1;4;4; ; ; ;400000; ;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;25;2604,71776194822
5086276;1;4;1;2;1;5;1;1;4;1; ; ;200000000;750000; ;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;25;2604,71776194822
5086277;1;3;1;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;25;2604,71776194822
5086278;1;3;2;2;1;4;2;1;4;4; ; ; ;350000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;12;25;2604,71776194822
5086279;1;3;1;2;1;4;2;1;4;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;25;4303,5522313462
5086280;1;3;1;2;1;4;4;1;5;4; ; ; ;600000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;12;25;2604,71776194822
5086281;1;1;1;2;1;4;1;1;5;4; ; ; ;500000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;4;1;1;2;2;2;2; ;1;1;01;2;12;25;5841,27193897329
5086283;1;3;2;2;2;4;2;1;6;4; ; ; ;300000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;4;1;1;2;2;2;2; ;2; ;01;2;12;25;2604,71776194822
5086284;1;2;2;2;1;4;1;1;6;1; ; ;30000000;300000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;12;25;4130,30801549946
5086285;1;1;1;3;1;4;1;1;5;5; ; ; ;60000; ;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;5;2; ;1;1;1;1;1;1;2;2;2; ;1;1;01;2;12;25;10011,2205418739
5086286;1;4;1;2;1;4;1;1;4;1; ; ;20000000;200000; ;2;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;1;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;25;2604,71776194822
5086287;1;4;1;2;1;4;1;1;5;1; ; ;15000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;3;1;2;2;2;2; ;1;1;01;2;12;25;4682,92595673144
5086297;1;3;2;2;1;4;6;1;5;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086298;1;3;2;3;1;4;4;1;5;3; ; ; ; ;400000;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;15;623,486382228591
5086300;1;6;5;2;1;3;1;1;5;4; ; ; ;600000; ;2;1;1;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;4;6;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086301;1;3;2;3;1;4;2;1;5;3; ; ; ; ;300000;2;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;12;15;2607,08350049341
5086302;1;4;2;3;1;4;1;1;5;3; ; ; ; ;150000;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086303;1;5;2;2;1;4;1;1;5;1; ; ;98;1000000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086304;1;3;1;2;1;4;1;1;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;1;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086305;1;3;1;2;1;1;1;1;4;1; ; ;98;200000; ;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;1;1;2; ;1;1;1;4;1;2;2;2;1;1;1;2;01;2;12;15;623,486382228591
5086306;1;4;3;2;1;4;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086308;1;4;3;2;1;4;1;1;4;1; ; ;600000000;600000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086310;1;4;3;2;1;1;1;1;4;1; ; ;98;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;1;1;1;2;01;2;12;15;2519,3982829074
5086312;1;3;1;2;1;4;1;1;4;1; ; ;50000000;200000; ;2;1;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086314;1;3;2;6; ;4;4;1;5;1; ; ;12000000;250000; ;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;15;2680,99144358294
5086315;1;4;3;2;1;4;1;1;5;2; ;300000;98;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;1474,25128364498
5086316;1;4;2;2;1;5;1;1;4;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086317;1;4;2;2;1;4;1;1;5;1; ; ;98;300000; ;2;2;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;2;2;2;1;1;3;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086318;1;3;1;2;1;4;1;1;5;4; ; ; ;300000; ;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;2;2;1;2; ;1;1;01;2;12;15;623,486382228591
5086319;1;4;3;2;1;4;1;1;4;3; ; ; ; ;400000;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;15;2680,99144358294
5086325;1;5;2;2;1;4;1;1;4;4; ; ; ;350000; ;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;1;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;15;2680,99144358294
5086326;1;3;1;2;1;4;1;1;3;1; ; ;60000000;200000; ;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086327;1;3;1;2;1;4;1;1;3;3; ; ; ; ;150000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086328;1;4;3;3;1;4;1;1;5;1; ; ;98;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086330;1;3;1;3;1;4;1;1;5;1; ; ;98;98; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086331;1;3;2;2;1;4;1;1;5;1; ; ;99;99; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;781,07229749393
5086332;1;3;2;2;1;4;1;1;5;1; ; ;20000000;200000; ;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;1;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086333;1;3;2;3;1;4;1;1;5;4; ; ; ;98; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;0;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086334;1;2;1;3;1;4;1;1;5;1; ; ;80000000;98; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;15;1120,94316154354
5086335;1;1;1;2;1;4;1;1;5;4; ; ; ;200000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;1;1;2;2;2;2; ;1;1;01;2;12;15;1120,94316154354
5086336;1;3;1;2;1;4;1;1;4;1; ; ;20000000;200000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;1;1;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086338;1;6;2;3;1;4;1;1;5;1; ; ;70000000;350000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086340;1;3;3;2;1;4;1;2;5;1; ; ;98;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;7;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;12;15;1397,77615543958
5086341;1;2;1;2;1;4;1;1;4;1; ; ;40000000;200000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086342;1;3;2;2;1;4;1;1;5;2; ;99;40000000;100000; ;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;2680,99144358294
5086343;1;4;2;2;1;4;1;1;3;1; ; ;26000000;200000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2; ;2;2; ;1;1;1;2;1;2;1;2;2; ;1;2;01;2;12;15;623,486382228591
5086344;1;3;2;2;1;4;1;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;2;1;2;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086345;1;4;1;2;1;4;1;1;3;4; ; ; ;150000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086346;1;4;1;2;1;4;1;1;3;1; ; ;25000000;150000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;1;2;2; ;1;1;01;2;12;15;1120,94316154354
5086348;1;2;2;2;1;4;4;1;6;4; ; ; ;200000; ;2;1;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;12;15;991,788802479593
5086349;1;3;1;3;1;4;1;1;5;1; ; ;20000000;98; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;2; ;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086362;1;3;2;3;1;4;1;1;5;1; ; ;40000000;150000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;851,529120923109
5086363;1;4;3;3;1;4;1;1;5;4; ; ; ;98; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;3;2;1;1;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086364;1;3;1;2;1;4;1;1;5;3; ; ; ; ;130000;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;1030,13318780723
5086365;1;2;1;2;1;4;1;1;5;1; ; ;98;100000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;3;2;1;1;2;2;2; ;1;1;01;2;12;15;988,664046329292
5086366;1;6;1;2;1;4;1;1;3;1; ; ;30000000;200000; ;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086367;1;3;3;3;1;4;1;1;5;4; ; ; ;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;5;8;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086368;1;3;2;2;1;4;1;1;5;1; ; ;98;150000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;3;1;1;2;2;2;2; ;1;1;01;2;12;15;991,788802479593
5086369;1;2;1;2;1;4;1;5;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;2; ;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086370;1;3;2;2;1;4;1;1;5;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;3;3;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086371;1;3;2;2;1;4;1;1;5;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;3;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;2680,99144358294
5086372;1;4;3;3;1;4;1;1;5;1; ; ;80000000;150000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086373;1;4;3;2;1;4;1;1;4;4; ; ; ;250000; ;2;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;1;4;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;1474,25128364498
5086374;1;4;3;2;1;4;1;1;5;1; ; ;80000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;5;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;12;15;2680,99144358294
5086375;1;7;2;2;1;4;1;1;5;1; ; ;98;200000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
5086376;1;4;2;2;1;4;1;1;5;1; ; ;20000000;100000; ;2;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;12;15;1688,744288264
5086378;1;3;1;2;1;4;1;1;5;1; ; ;5000000;70000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;3;4;1;2;2;2;2; ;1;1;01;2;12;15;623,486382228591
5086379;1;4;1;2;1;4;1;3;5;1; ; ;98;100000; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;1;1;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086381;1;3;3;2;1;4;1;1;3;1; ; ;50000000;250000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;2;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086382;1;4;2;2;1;4;1;1;3;1; ; ;50000000;300000; ;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;2;2; ;1;2;01;2;12;15;2680,99144358294
5086383;1;4;3;2;1;4;1;1;3;1; ; ;40000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;1;2;2; ;1;1;01;2;12;15;623,486382228591
5086384;1;4;4;2;1;4;1;1;3;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;3;8;2; ;1;1;4;2;1;2;1;2;2; ;1;1;01;2;12;15;2680,99144358294
5086385;1;5;2;3;1;4;4;1;5;1; ; ;20000000;200000; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086386;1;1;1;6; ;4;5;1;5;1; ; ;98;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;3;1;2; ;2;2;2; ;2; ;01;2;12;15;623,486382228591
5086387;1;4;1;2;1;5;1;1;1;3; ; ; ; ;250000;2;2;2;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;1;3;4;1;2;2;2;2; ;1;2;01;2;12;15;623,486382228591
5086388;1;1;1;3;1;4;1;1;4;4; ; ; ;100000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;12;15;2680,99144358294
