DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
5086270;1;1;1;70;2;12;48;1; ;2;12;1; ;4;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;97;52;1;1;12;5221;25;8744,68911817888
5086277;1;1;1;70;2;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;15000;828116;2; ;54;54;95;1;1;12;9500;25;2604,71776194822
5086278;1;2;1;70;2;16;48;1; ;2;80;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;61;01;1;2;12;0116;25;2604,71776194822
5086302;1;3;1;70;2;12;40;1; ;2;16;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;33;45;80;1;1;12;8060;15;2680,99144358294
5086310;1;2;1;70;2;32;50;4; ;2;32;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;50;50;55;1;2;12;5521;15;2519,3982829074
5086373;1;2;1;70;2;12;48;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;1;12;9500;15;1474,25128364498
5087762;1;3;1;70;2;52;48;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;62; ; ;1;2;12; ;23;3737,53037011118
5087782;1;2;1;70;2;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;84;11;1;1;12;1110;23;2622,27098296646
5087788;1;3;1;70;2;16;40;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;32;13;80;1;2;12;8060;23;1584,73192967897
5087790;1;2;1;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;33; ; ;1;2;12; ;23;4117,56757267262
5087829;1;2;1;70;2;8;48;3; ;2;416;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;12;9500;19;1465,22836531729
5087848;1;3;1;70;2;16;48;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;12;9500;19;1089,64330912543
5087896;1;3;1;70;2;24;40;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;12;9500;19;1326,61767617329
5087910;1;3;1;70;2;4;44;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;54; ; ;1;1;12; ;19;1682,47920507088
5087930;1;2;1;70;2;44;48;1; ;2;44;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;53;40;52;1;2;12;5211;19;1094,93558912939
5087947;1;4;1;70;2;3;24;1; ;2;108;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;1;12;5231;19;1675,03314475654
5087948;1;2;1;70;2;104;30;1; ;2;208;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;59;59;85;1;2;12;8512;19;2699,15367682381
5087950;1;2;1;70;2;8;70;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;45;55;1;1;12;5521;19;2699,15367682381
5087965;1;3;1;70;2;20;40;1; ;2;60;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;54;95;1;2;12;9500;19;717,188178811441
5087974;1;2;1;70;2;200;24;4; ;2;200;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;61;54;95;1;2;12;9500;19;1205,06834299393
5092123;1;2;1;70;2;40;40;2; ;2;44;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;815000;2; ;13;13;80;1;2;12;8060;27;811,815369275327
5092135;1;1;1;70;2;1;40;3; ;2;1;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;150000;2; ;54;54;95;1;1;12;9500;27;1033,04544193021
5092136;1;2;1;70;2;34;40;1; ;2;45;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;21;32;52;1;2;12;5233;27;1137,63145511976
5092148;1;3;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;64; ; ;1;1;12; ;27;1525,32504272794
5092155;1;2;1;70;2;35;48;2; ;2;48;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;925000;2; ;13;13;80;1;2;12;8041;27;597,540124705789
5092173;1;1;1;70;2;3;40;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;59;59;93;1;1;12;9309;27;1558,20322797427
5092236;1;2;1;70;2;4;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;54; ; ;1;1;12; ;27;1724,66674292757
5092294;1;1;1;70;2;16;48;3; ;2;30;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;400000;2; ;54;54;95;1;2;12;9500;44;4132,50269856146
5092296;1;1;1;70;2;4;60;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;400000;2; ;73;73;91;1;1;12;9111;44;2995,85436252993
5092357;1;1;1;70;2;144;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;53;55;1;2;12;5521;47;1834,9298409539
5092374;1;2;1;70;2;8;56;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;41;41;52;1;1;12;5211;47;2523,13896784608
