DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5080301;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;4193,11901700753
5080301;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;840000;2;1;12;76;4193,11901700753
5080302;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;2417,85790812058
5080302;1;3;1;80; ;1;1;2;6; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;12;76;2417,85790812058
5080303;1;2;1;80; ;1;1;3;8; ;1; ;1;9; ;2; ;2; ;2; ;800000;2;1;12;76;3432,34428460222
5080308;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;4376,47672790261
5080311;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;4086,05061749755
5080311;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;4086,05061749755
5080311;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;4086,05061749755
5080314;1;1;1;80; ;1;1;1;6; ;2; ; ;3; ;2; ;2; ; ; ; ;2;1;12;76;5553,74480822358
5080314;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;5553,74480822358
5080315;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;3224,77926738621
5080316;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;1;12;76;2936,22723294282
5080320;1;1;1;80; ;1;1;3;8; ;2; ; ;8; ;2; ;2; ;1;40;1000000;2;1;12;76;2653,39462699315
5080320;1;2;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;76;2653,39462699315
5080321;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;2539,97533523748
5080321;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;2539,97533523748
5080321;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;2539,97533523748
5080321;1;7;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;2539,97533523748
5080321;1;9;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;2539,97533523748
5080322;1;1;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;76;2548,20343030446
5080322;1;2;1;80; ;1;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;76;2548,20343030446
