"DIRECTORIO","SECUENCIA_P","P5000","P5010","P5020","P5030","P5040","P5050","P5070","P5080","P5090","P5090S1","P5100","P5110","P5130","P5140","P5210S1","P5210S2","P5210S3","P5210S4","P5210S5","P5210S6","P5210S7","P5210S8","P5210S9","P5210S10","P5210S11","P5210S14","P5210S15","P5210S16","P5210S17","P5210S18","P5210S19","P5210S20","P5210S21","P5210S22","P5210S24","P5220","P5220S1","P6008","P6007","P6007S1","HOGAR","P4000","P4010","P4020","P4030S1","P4030S1A1","P4030S2","P4030S3","P4030S4","P4030S4A1","P4030S5","P4040","REGIS","AREA","MES","DPTO","fex_c_2011"
4441430,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,430000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1136.782589035
4441431,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,2500000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",999.380468976305
4441432,1,5,1,1,1,1,1,1,3,2,"",1600000,400000000,1800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",1283.06502093277
4441433,1,4,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,500000,1.79769313486232e+308,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1271.14324013895
4441434,1,4,2,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,600000,1.79769313486232e+308,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1185.2127209844
4441435,1,5,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,1800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",1085.31098813086
4441436,1,3,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,300000,1.79769313486232e+308,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,4,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","10","05",1336.58605474207
4441437,1,4,2,1,2,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,500000,1.79769313486232e+308,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,6,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1146.77545053066
4441437,2,1,1,1,2,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,450000,1.79769313486232e+308,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3,5,2,1.79769313486232e+308,2,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1146.77545053066
4441438,1,2,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,450000,1.79769313486232e+308,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,7,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",614.195015666851
4441439,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,400000000,2000000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,2,"01","05","10","05",970.598473870036
4441440,1,4,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,98,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",1183.16328807924
4441441,1,7,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,600000000,2000000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1,5,1,5,1,1,1,2,1,1,"01","05","10","05",1142.45951217915
4441442,1,3,2,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,90000,1.79769313486232e+308,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","10","05",1283.06502093277
4441443,1,3,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,30000000,350000,1.79769313486232e+308,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,7,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","10","05",1404.58224364866
4441444,1,4,2,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,900000,1.79769313486232e+308,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",1242.36124503268
4441445,1,5,4,1,1,1,1,1,3,1,"",1.79769313486232e+308,75000000,450000,1.79769313486232e+308,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1442.16471073975
4441446,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,620000,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,5,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","10","05",1256.25037884573
4441447,1,4,2,1,1,1,1,1,4,1,"",1.79769313486232e+308,98,800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,2,1,1,3,1,1,"01","05","10","05",1057.66771316003
4441448,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","10","05",1283.06502093277
4441449,1,4,1,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,1200000,1.79769313486232e+308,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","10","05",1085.31098813086
4441450,1,4,3,1,1,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,420000,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,3,2,1,1,2,1,1,"01","05","10","05",1285.11445383793
4441451,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,590000,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","10","05",900.617456258205
