"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","AREA","P7430","P7440","P7450","P7450S1","P7452","P7454","P7456","P7458","P7458S1","P7460","P7470","P7472","P7472S1","P744","P1884","P1807","P6921","INI","MES","DPTO","fex_c_2011"
4441430,1,2,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"10","05",1136.782589035
4441431,1,1,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",999.380468976305
4441431,1,2,1,"80","05",1,4,5,"",2,1.79769313486232e+308,1.79769313486232e+308,10,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",999.380468976305
4441431,1,3,1,"80","05",1,4,4,"",2,1.79769313486232e+308,1.79769313486232e+308,10,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",999.380468976305
4441432,1,2,1,"80","05",1,4,3,"",2,1.79769313486232e+308,1.79769313486232e+308,9,"",2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,737717,2,1,"10","05",1283.06502093277
4441434,1,1,1,"80","05",1,3,5,"",2,1.79769313486232e+308,1.79769313486232e+308,10,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",1185.2127209844
4441434,1,2,1,"80","05",1,2,9,"POR LA EDAD",2,1.79769313486232e+308,1.79769313486232e+308,8,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",1185.2127209844
4441435,1,1,1,"80","05",1,4,5,"",2,1.79769313486232e+308,1.79769313486232e+308,8,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",1085.31098813086
4441436,1,4,1,"80","05",1,1,6,"",2,1.79769313486232e+308,1.79769313486232e+308,6,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1,48,737700,2,1,"10","05",1336.58605474207
4441437,1,1,1,"80","05",1,4,4,"",2,1.79769313486232e+308,1.79769313486232e+308,4,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",1146.77545053066
4441437,1,2,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",1146.77545053066
4441437,2,1,2,"80","05",1,4,3,"",2,1.79769313486232e+308,1.79769313486232e+308,9,"",1,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",1146.77545053066
4441437,2,2,2,"80","05",1,4,4,"",2,1.79769313486232e+308,1.79769313486232e+308,4,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",1146.77545053066
4441438,1,1,1,"80","05",1,4,3,"",2,1.79769313486232e+308,1.79769313486232e+308,9,"",2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,737717,2,1,"10","05",614.195015666851
4441438,1,4,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",614.195015666851
4441438,1,5,1,"80","05",1,4,4,"",2,1.79769313486232e+308,1.79769313486232e+308,8,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",614.195015666851
4441438,1,6,1,"80","05",1,4,4,"",2,1.79769313486232e+308,1.79769313486232e+308,4,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1,48,737717,2,1,"10","05",614.195015666851
4441438,1,7,1,"80","05",1,1,6,"",1,1.79769313486232e+308,1,8,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1,48,737717,2,1,"10","05",614.195015666851
4441439,1,1,1,"80","05",1,4,5,"",2,1.79769313486232e+308,1.79769313486232e+308,11,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",970.598473870036
4441439,1,2,1,"80","05",1,4,5,"",2,1.79769313486232e+308,1.79769313486232e+308,11,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",970.598473870036
4441439,1,3,1,"80","05",1,3,5,"",2,1.79769313486232e+308,1.79769313486232e+308,11,"",3,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1,"10","05",970.598473870036
4441441,1,1,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",1142.45951217915
4441442,1,1,1,"80","05",1,4,7,"",1,1.79769313486232e+308,4,5,"",1,1.79769313486232e+308,2,1.79769313486232e+308,1,48,737700,2,1,"10","05",1283.06502093277
4441443,1,2,1,"80","05",1,4,3,"",2,1.79769313486232e+308,1.79769313486232e+308,9,"",2,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,"10","05",1404.58224364866
4441443,1,4,1,"80","05",2,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,".",2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308,98,2,1,"10","05",1404.58224364866
