DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;DPTO;ORDEN;fex_c_2011
1882774;1;3;2;1;1;1;2;1;3;1; ; ;18000000;150000; ;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;2;1;2; ;01;2;13;1;1049,89417275389
1882775;1;3;2;2;1;4;1;1;3;4; ; ; ;200000; ;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;1;1;1;2;2;1;1;1;4;1;1;2;2;1;1; ;2;01;2;13;1;917,151280660844
1882776;1;3;1;2;2;4;2;4;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;2;2;2;2;1; ; ;01;2;13;1;654,520961963675
1882776;2;3;1;2;2;4;2;4;5;4; ; ; ;60000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;13;1;654,520961963675
1882777;1;3;2;1;1;1;2;1;3;1; ; ;10000000;90000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;5;2;1;1;1;1;2;1;2; ;01;2;13;1;882,682482058109
1882778;1;2;1;2;1;1;1;1;4;3; ; ; ; ;130000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;1;2;1;1;1;1;2;2;01;2;13;1;1073,36411954051
1882779;1;3;2;2;1;1;2;1;3;1; ; ;5000000;50000; ;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;1;5;1;1;1;2;1;2;1;2; ;01;2;13;1;832,151138968941
1882782;1;3;2;6; ;4;1;1;3;5; ; ; ;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1; ;2;01;2;13;1;1011,76934633043
1882783;1;3;2;6; ;4;1;4;3;5; ; ; ;150000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;1;5;2;1;1;1;2;1;1; ;2;01;2;13;1;773,83438332234
1882784;1;3;2;1;1;4;1;4;3;5; ; ; ;100000; ;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;5;1;1;1;1;2;1;1; ;2;01;2;13;1;699,408246875893
1882785;1;3;1;2;2;1;1;1;3;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;2;01;2;13;1;930,35835965835
1882786;1;1;1;6; ;3;9;2;4;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;5;1;2;2;2;2;2; ; ; ;01;2;13;1;988,67511530495
1882787;1;4;3;6; ;3;9;1;3;1; ; ;10000000;80000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;1;1;5;1;1;1;2;1;2;1;3; ;01;2;13;1;1114,62635647267
1882788;1;4;3;2;1;1;1;1;3;1; ; ;25000000;150000; ;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;2;2;01;2;13;1;1340,24584303064
1882789;1;3;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;2;01;2;13;1;1198,63273653247
1882790;1;3;1;2;1;1;1;1;3;1; ; ;30000000;200000; ;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;2;01;2;13;1;1289,28965337081
1882791;1;1;1;2;2;1;1;2;1;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;2;5;1;1;2;2;1;1;1;3;2;01;2;13;1;988,67511530495
1883960;1;1;1;3;1;4;3;1;4;1; ; ;1500000;80000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;4;2;1;2;2;2;2;2; ; ;01;2;54;1;1148,78514750302
1883970;1;2;1;6; ;4;3;1;4;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;1;3;1;1;2;2;2;2;0; ; ;01;2;54;1;1182,79735595383
1883979;1;3;2;2;1;2;1;1;5;1; ; ;6000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;2;1;2;2;2;1;2; ;2;01;2;54;1;531,908866464793
1883980;1;4;3;2;1;4;2;1;4;1; ; ;6000000;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;2;2;2;2; ; ;01;2;54;1;910,719347997458
1883981;1;2;2;6; ;4;3;1;4;5; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;4;2;1;2;2;2;2;2; ; ;01;2;54;1;1192,92913626092
1883982;1;2;1;3;1;4;2;1;5;4; ; ; ;25000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2; ; ;01;2;54;1;483,219906287404
