DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1882776;1;1;1;70;2;2;48;1; ;2;2;1; ;3;3; ; ; ; ;1; ; ; ; ; ; ;1;60000;2;62;62;01;1;1;0114;13;654,520961963675
1883983;1;3;1;70;2;4;40;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;54;346,022365682589
1883983;1;4;1;70;2;4;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;54;346,022365682589
1883983;1;8;1;70;2;8;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;54;346,022365682589
1884038;1;2;1;70;2;3;20;1; ;2;32;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;18;1;1;1810;54;949,475403820478
1898948;1;1;1;70;2;8;48;8; ;2;8;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;56;92;1;1;9249;50;1595,57135706526
1898948;1;2;1;70;2;16;48;1; ;2;16;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;17;17;92;1;2;9242;50;1595,57135706526
1898951;1;3;1;70;2;16;48;3; ;2;16;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;34;75;1;2;7522;50;1490,61957825447
1898953;1;1;1;70;2;6;48;3; ;2;24;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;50;1257,8353387618
1905419;1;1;1;70;2;28;40;2; ;2;28;2; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;75;1;2;7512;47;513,042928161455
1905512;1;3;1;70;2;8;45;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;47;782,47159489404
1905557;1;7;1;70;2;4;40;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;64;05;1;1;0501;47;445,823169853918
1905558;1;2;1;70;2;4;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;47;805,642013737173
1905561;1;2;1;70;2;24;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;47;819,445650517387
1905572;1;2;1;70;2;12;40;3; ;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;99;55;1;1;5521;47;554,025760699291
1905583;1;2;1;70;2;8;48;3; ;2;96;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;1;9500;47;819,399965583801
