DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1870683;1;3;1;70;08;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;08;322,247087929635
1870684;1;2;1;70;08;14;48;1; ;2;12;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;08;674,704714522117
1870693;1;3;1;70;11;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;11;1669,37751256492
1870693;1;4;1;70;11;16;48;1; ;2;99;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;18;1;2;1810;11;1669,37751256492
1870709;1;2;1;70;11;4;48;1; ;2;32;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;39;51;1;1;5163;11;2348,19561893531
1870722;1;2;1;70;11;16;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;11;2157,88370537105
1870724;1;3;1;70;11;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;11;2065,99646010177
1870726;1;1;1;70;11;32;48;1; ;2;33;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;11;2443,82778709378
1870731;1;4;1;70;11;200;48;1; ;2;480;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;33;40;1;2;4010;11;2494,94446181523
1870736;1;1;1;70;11;160;48;1; ;2;160;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;05;21;51;1;2;5153;11;2462,90033386645
1870737;1;2;1;70;11;5;48;1; ;2;5;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;22;1;1;2212;11;2588,53229292145
1870738;1;1;1;70;11;2;48;1; ;2;2;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;42;64;1;1;6421;11;2656,14632760145
1870741;1;2;1;70;11;48;48;1; ;2;160;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;65;1;2;6512;11;2307,06136950013
1870743;1;2;1;70;11;48;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;34;1;2;3430;11;2517,22444965872
1870745;1;2;1;70;11;4;48;1; ;2;24;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;13;80;1;1;8043;11;2525,40886176726
1870745;1;4;1;70;11;8;40;1; ;2;48;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;11;2525,40886176726
1870747;1;4;1;70;11;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;97;60;1;1;6042;11;2578,95435773786
1870754;1;2;1;70;11;8;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;74;1;1;7412;11;2280,4704609585
1870754;1;4;1;70;11;12;48;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;41;1;1;4100;11;2280,4704609585
1870773;1;3;1;70;11;4;48;1; ;2;8;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;66;1;1;6601;11;2347,0707654507
1870774;1;1;1;70;11;1;48;1; ;2;4;1; ;9;1; ; ;1; ; ; ;1; ; ; ; ;1;800000;2;38;38;74;1;1;7499;11;5117,43588853975
1870779;1;6;1;70;11;32;48;1; ;2;32;1; ;8;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;63;1;2;6390;11;2439,95429568338
1870780;1;1;1;70;11;20;48;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;52;1;2;5235;11;1786,13187589723
1870780;2;1;2;70;11;24;48;1; ;2;3;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;55;53;93;1;2;9301;11;1786,13187589723
1870780;2;2;2;70;11;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;83;28;1;1;2899;11;1786,13187589723
1870784;1;3;1;70;11;54;48;1; ;2;104;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;75;1;2;7530;11;2304,17767373884
1870786;1;2;1;70;11;52;24;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;74;1;2;7499;11;5557,68841297141
1870789;1;2;1;70;11;4;60;4; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;2586,26570927557
1870794;1;1;1;70;11;4;60;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;98;98;60;1;1;6031;11;2212,45980820611
1870796;1;1;1;70;11;4;48;1; ;2;6;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;33;45;51;1;1;5139;11;4309,20678307475
1870798;1;3;1;70;11;8;48;1; ;2;8;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;50;1;1;5020;11;2708,96358815982
1870799;1;1;1;70;11;12;48;1; ;2;12;1; ;6;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;00;39;26;1;1;2610;11;2157,88370537105
1870799;1;2;1;70;11;48;48;1; ;2;48;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;11;2157,88370537105
1870800;1;2;1;70;11;104;48;1; ;2;670;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;24;1;2;2424;11;2347,0707654507
1870802;1;5;1;70;11;12;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;11;1762,22872365181
1870807;1;4;1;70;11;48;52;1; ;2;60;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;75;17;1;2;1710;11;2973,46704074809
1870813;1;1;1;70;11;52;48;1; ;2;52;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;11;2174,16844331688
1870813;1;3;1;70;11;20;48;1; ;2;18;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;28;1;2;2899;11;2174,16844331688
1870827;1;2;1;70;11;24;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;62;01;1;2;0112;11;2344,91530510163
1870828;1;2;1;70;11;12;48;1; ;2;24;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;52;1;1;5233;11;2343,1972740403
1870848;1;4;1;70;11;52;48;1; ;2;52;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;92;22;1;2;2220;11;2903,58642242222
1870854;1;6;1;70;11;12;48;1; ;2;72;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7414;11;2503,11142869937
1870860;1;3;1;70;11;150;48;1; ;2;140;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;03;24;1;2;2422;11;2479,23545622173
1870864;1;3;1;70;11;50;24;1; ;2;50;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;74;1;2;7493;11;2492,78900146616
1870878;1;5;1;70;11;3;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;496900;2;34;34;74;1;1;7492;11;1710,11514392771
1870880;1;4;1;70;11;48;48;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;60;1;2;6041;11;2494,94446181523
1870894;1;5;1;70;13;104;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;2; ;13;357,835503228703
1870900;1;2;1;70;13;36;48;1; ;2;52;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;84;50;1;2;5020;13;398,8051632431
1870903;1;1;1;70;13;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1;200000;2;95;95;45;1;1;4530;13;361,813541459053
1870905;1;1;1;70;13;32;48;1; ;2;32;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;95;45;1;2;4530;13;350,131570601093
1870905;1;2;1;70;13;52;48;1; ;2;208;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;53;55;1;2;5529;13;350,131570601093
1870906;1;3;1;70;13;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;33;52;1;1;5244;13;283,743894247632
1870908;1;2;1;70;13;52;48;1; ;2;78;1; ;8;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;55;55;45;1;2;4530;13;347,780182758747
1870919;1;3;1;70;13;104;48;1; ;2;104;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;52;1;2;5211;13;336,590804935107
1870929;1;1;1;70;13;26;48;2; ;2;104;1; ;5;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8012;13;393,623153207517
1870931;1;2;1;70;13;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;13;365,746622757095
1870935;1;2;1;70;13;40;48;1; ;2;40;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5511;13;327,607584935934
1870939;1;4;1;70;13;6;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;87; ; ;1;1; ;13;308,588920758624
1870947;1;2;1;70;13;16;48;1; ;2;16;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4530;13;374,861714090718
1870955;1;3;1;70;13;26;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;2; ;13;423,485425821525
1870958;1;5;1;70;13;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;2; ;13;383,140230175899
1870960;1;3;1;70;13;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;11; ; ;1;2; ;13;361,820059067442
1870968;1;3;1;70;13;52;48;1; ;2;52;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;55;1;2;5511;13;356,763402757921
1870972;1;3;1;70;13;52;50;1; ;2;52;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;13;427,67086340646
1870972;1;4;1;70;13;52;50;1; ;2;52;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;38;64;1;2;6421;13;427,67086340646
1870973;1;4;1;70;13;2;48;1; ;2;2;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;98;2;45;45;24;1;1;2423;13;355,103702523271
1870974;1;3;1;70;13;104;48;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;57;45;52;1;2;5211;13;370,63851513405
1870977;1;2;1;70;13;12;48;1; ;2;12;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;13;405,936106042637
1870984;1;1;1;70;13;52;48;1; ;2;52;1; ;5;8; ; ; ; ; ; ; ;1; ; ; ;2; ;2;03;03;52;1;2;5272;13;350,131570601093
1870985;1;1;1;70;13;72;48;1; ;2;4;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;79;18;1;2;1810;13;318,868416442445
1870989;1;1;1;70;13;10;60;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;13;405,339454706288
1870989;1;3;1;70;13;8;56;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;13;405,339454706288
1870993;1;2;1;70;13;18;48;1; ;2;18;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;74;1;2;7499;13;381,368192521485
1870997;1;2;1;70;13;8;48;1; ;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8043;13;336,594619693366
1871000;1;4;1;70;13;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;00; ; ;1;2; ;13;319,979180328458
1871118;1;2;1;70;17;8;48;1; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;15;1;1;1581;17;169,521847834221
1871120;1;2;1;70;17;4;6;1; ;2;6;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8050;17;195,007259539944
1871125;1;1;1;70;17;2;48;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;85;95;45;1;1;4559;17;159,191083589196
1871128;1;2;1;70;17;28;48;1; ;2;28;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;17;111,996630757221
1871129;1;4;1;70;17;48;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;17;144,833953837416
1871130;1;5;1;70;17;48;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;45;45;52;1;2;5235;17;166,687382234122
1871131;1;2;1;70;17;20;48;1; ;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;17;206,283847869888
1871131;1;3;1;70;17;48;48;1; ;2;48;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;17;206,283847869888
1871137;1;1;1;70;17;50;50;3; ;2;50;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;17;147,396559718288
1871147;1;2;1;70;17;12;50;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4530;17;131,675487983332
1871147;2;3;2;70;17;50;72;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;17;131,675487983332
1871148;1;2;1;70;17;12;48;1; ;2;12;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;33;80;1;1;8043;17;168,536639172799
1871151;1;3;1;70;17;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;17;167,632300614951
1871160;1;2;1;70;17;156;48;1; ;2;208;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;54;85;1;2;8531;17;151,623687474523
1871163;1;2;1;70;17;8;48;1; ;2;8;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;27;1;1;2710;17;178,622253243514
1871167;1;2;1;70;17;26;48;1; ;2;26;5; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;51;55;1;2;5521;17;156,504924365098
1871169;1;1;1;70;17;52;48;1; ;2;50;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;97;45;1;2;4530;17;182,335543103021
1871175;1;4;1;70;17;52;48;1; ;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;66;1;2;6601;17;145,753068377417
1871175;1;7;1;70;17;12;48;1; ;2;52;2; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;85;1;1;8511;17;145,753068377417
1871177;1;1;1;70;17;104;48;1; ;2;104;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;24;1;2;2424;17;234,770255089671
1871177;1;2;1;70;17;2;48;1; ;2;2;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;85000;2;95;95;45;1;1;4521;17;234,770255089671
1871177;1;3;1;70;17;20;30;1; ;2;104;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;51;1;2;5155;17;234,770255089671
1871179;1;2;1;70;17;12;48;1; ;2;12;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;92;22;1;1;2233;17;160,177197954709
1871179;1;4;1;70;17;60;48;1; ;2;60;2; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;37;41;1;2;4100;17;160,177197954709
