DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5351657;1;1;1;10;3;1;9;1962;58;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;813,64342378056
5351657;1;2;1;10;3;2;3;1973;47;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;48000;2;1;2; ;5;11;2; ;76;11;01;76;813,64342378056
5351657;1;3;1;10;3;2;11;1990;30;9;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;110000;2;1;2; ;5;11;2; ;76;11;01;76;813,64342378056
5351657;1;4;1;10;3;2;9;2018;2;9;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;76; ;01;76;813,64342378056
5351658;1;1;1;10;1;2;2;1977;43;1;6; ;5;2; ;2; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1225,86731764811
5351658;1;2;1;10;2;2;5;2000;20;3;6; ;6;3; ;1;1; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;2;3; ;76;13;01;76;1225,86731764811
5351658;1;3;1;10;1;2;3;2009;11;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;2;4;6; ; ;76;6;01;76;1225,86731764811
5351659;1;1;1;10;1;1;1;1970;51;1;6; ;2;2; ;3; ;1;2; ;1;1;1;1; ;1; ;1; ; ; ;1;2;1;2; ; ; ;2;1;2; ;5;11;2; ;76;11;01;76;924,731266952623
5351659;1;2;1;10;2;2;5;1969;51;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;924,731266952623
5351659;1;3;1;10;3;1;7;1991;29;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;43000;2;1;2; ;5;11;2; ;76;11;01;76;924,731266952623
5351660;1;1;1;10;1;1;5;1958;62;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;2;264000;2;1;2; ;5;11;2; ;76;11;01;76;1157,49950579137
5351660;1;2;1;10;2;2;6;1960;60;2;6; ;3;3; ;3; ;1;1; ; ; ; ;1; ;1; ;1; ; ; ; ;1; ; ;1;3;109726;2;1;2; ;6;1;2;2;76;12;01;76;1157,49950579137
5351660;1;3;1;10;3;1;2;1986;34;3;6; ;2;1;1;1;2;2; ;1; ;1;1;1; ;1;1;1; ; ; ; ;1; ; ;1;1;60000;2;1;1;2;6;2;2;2;76;13;01;76;1157,49950579137
5351660;1;4;1;10;2;1;3;2007;13;4;6; ;6;1;3;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;1;2;4;8; ; ;76;8;01;76;1157,49950579137
5351660;1;5;1;10;2;1;6;2012;8;4;6; ; ;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;3;2; ; ;76;2;01;76;1157,49950579137
5351661;1;1;1;10;1;1;3;1982;38;1;6; ;2;2; ;2; ;1;2; ; ; ;1;1; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;76;2;01;76;1045,79692138426
5351661;1;2;1;10;2;2;12;1982;38;2;6; ;2;2; ;3; ;1;1; ;1; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;76;2;01;76;1045,79692138426
5351661;1;3;1;10;1;2;10;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;2;4;6; ; ;76;6;01;76;1045,79692138426
5351662;1;1;1;10;1;2;5;1964;56;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;809,302885860188
5351662;1;2;1;10;2;1;8;1959;61;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;120000;2;1;2; ;5;11;2; ;76;11;01;76;809,302885860188
5351663;1;1;1;10;1;1;1;1964;56;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;76;3;01;76;932,221919012983
5351664;1;1;1;10;2;2;3;1946;74;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;98;2;1;2; ;5;11;2; ;76;11;01;76;918,920475429469
5351664;1;2;1;10;2;2;2;1973;47;3;6; ;3;3; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;918,920475429469
5351664;1;3;1;10;3;1;11;1961;59;5;6; ;3;2; ;2; ;1;2;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;76;6;01;76;918,920475429469
5351664;1;4;1;10;2;1;3;1997;23;4;6; ;6;3; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;918,920475429469
5351664;1;5;1;10;5;2;3;1998;22;4;6; ;6;3; ;1;2; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ;1; ; ;1;2;12000;2;1;1;1;6;2;2;2;76;13;01;76;918,920475429469
5351665;1;1;1;10;1;1;6;1974;46;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;130000;2;1;2; ;6;3;3; ;76;14;01;76;1262,95650480899
5351665;1;2;1;10;2;2;7;1979;41;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;1;98;2;1;2; ;6;10;5; ;76;21;01;76;1262,95650480899
5351665;1;3;1;10;2;1;10;2005;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;1;2;4;9; ; ;76;9;01;76;1262,95650480899
5351665;1;4;1;10;2;1;8;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;5; ;2;1;1;2;3;4; ; ;76;4;01;76;1262,95650480899
5351666;1;1;1;10;2;1;7;1975;45;1;5; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ;1; ; ; ;1;9; ; ; ; ; ;2;1;2; ;5;10;1; ;76;10;01;76;1008,99447420949
5351666;1;2;1;10;2;2;1;1977;44;2;5; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;76;4;01;76;1008,99447420949
5351666;1;3;1;10;2;2;8;2016;4;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;1;2;2; ;1;0; ; ;76;0;01;76;1008,99447420949
5351666;2;1;2;10;1;2;12;1967;53;1;6; ;4;2; ;2; ; ; ; ; ;1; ;1; ;1; ;1; ; ; ;2;1; ; ;1;5; ;2;1;2; ;4;9; ; ;76;9;01;76;1008,99447420949
5351666;2;2;2;10;1;2;5;1992;28;3;6; ;4;2; ;1;1; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;2;1;10; ; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1008,99447420949
5351666;2;3;2;10;1;1;12;2010;10;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;2;1;10; ; ; ;2;1;1;1;3;4; ; ;76;4;01;76;1008,99447420949
5351667;1;1;1;10;1;2;10;1988;32;1;6; ;2;2; ;2; ;1;2; ;1;1; ;1; ;1;1; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;76;6;01;76;1078,12607268416
5351667;1;2;1;10;2;1;3;1988;32;2;6; ;2;2; ;2; ;1;1; ;1;1;1;1; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1078,12607268416
5351667;1;3;1;10;1;1;7;2010;10;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;76;4;01;76;1078,12607268416
5351667;1;4;1;10;1;1;3;2014;6;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;76;0;01;76;1078,12607268416
5351667;2;1;2;10;1;2;12;1930;90;1;6; ;6;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1; ; ;1;2;98;2;1;2; ;3;5; ; ;76;5;01;76;1078,12607268416
5351667;2;2;2;10;2;1;11;1963;57;3;5; ;4;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;110000;1;1;2; ;5;11;2; ;76;11;01;76;1078,12607268416
5351669;1;1;1;10;1;2;11;1976;44;1;6; ;4;2; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;76;7;01;76;920,773854150626
5351669;1;2;1;10;1;1;8;2008;12;3;5; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;4;6; ; ;76;6;01;76;920,773854150626
5351669;1;3;1;10;3;1;4;1945;75;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;2;98;2;2;2; ;1;0; ; ;76;0;01;76;920,773854150626
5351669;1;4;1;10;4;1;8;1969;51;5;6; ;2;1;3;3; ;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;76;8;01;76;920,773854150626
5351670;1;1;1;10;1;2;3;1988;32;1;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;1;36000;2;1;2; ;5;11;2; ;76;11;01;76;1050,14342024488
5351670;1;2;1;10;1;1;7;2004;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;10;1; ;76;10;01;76;1050,14342024488
5351674;1;1;1;10;3;1;7;1960;60;1;6; ;3;3; ;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;1;1;145000;2;1;2; ;5;11;2; ;76;11;01;76;657,485594593348
5351674;1;2;1;10;3;2;7;1958;62;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;657,485594593348
5351674;1;3;1;10;3;2;12;1984;36;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;70000;2;1;2; ;6;6;4; ;76;17;01;76;657,485594593348
5351676;1;1;1;10;2;1;10;1948;72;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;80000;2;1;2; ;4;6; ; ;76;6;01;76;809,302885860188
5351676;1;2;1;10;2;2;12;1965;55;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;4;6; ; ;76;6;01;76;809,302885860188
5351677;1;1;1;10;2;1;6;1970;50;1;5; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;1289,85775051773
5351677;1;2;1;10;2;2;4;1981;39;2;5; ;3;2; ;2; ;1;1; ; ;1; ;1; ;1; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;1289,85775051773
5351677;1;3;1;10;2;2;8;2012;8;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;3;2; ; ;76;2;01;76;1289,85775051773
5351677;1;4;1;10;2;2;6;2015;5;3;5; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;2;2;0; ; ;76;0;01;76;1289,85775051773
5351678;1;1;1;10;3;2;6;1956;64;1;5; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;01;76;1000,69652348713
5351678;1;2;1;10;3;1;1;1956;65;2;5; ;3;3; ;3; ;1;1; ; ;1; ; ; ; ; ;1; ; ; ; ;2;2; ; ; ; ;2;1;2; ;3;5; ; ;76;5;01;76;1000,69652348713
5351678;1;3;1;10;3;2;2;1982;38;3;5; ;4;2; ;1;1; ; ; ; ;1;1;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1000,69652348713
5351678;1;4;1;10;3;1;3;2004;16;4;5; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;76;9;01;76;1000,69652348713
5351678;1;5;1;10;3;1;12;2010;10;4;5; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;76;4;01;76;1000,69652348713
5351680;1;1;1;10;1;1;4;1974;46;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;4; ;2;1;2; ;3;2; ; ;76;2;01;76;919,745575915215
5351680;1;2;1;10;2;2;8;1980;40;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;76;5;01;76;919,745575915215
5351681;1;1;1;10;2;2;3;1936;84;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1;1; ;LA ATENCION MEDICA ESTA DEFICIENTE;2;1; ; ;1;2;140500;2;1;2; ;4;8; ; ;76;8;01;76;540,592371596857
5351681;1;2;1;10;2;1;8;1957;63;3;6; ;4;3; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1;240; ; ; ;2;1;2; ;6;4;3; ;76;15;01;76;540,592371596857
5351681;1;3;1;10;2;1;4;1959;61;3;6; ;4;2; ;1;1; ; ; ; ; ;1;1; ;1; ;1; ; ; ; ;1; ; ;1;3;109726;2;1;2; ;5;11;2; ;76;11;01;76;540,592371596857
5351681;1;4;1;10;3;1;12;1960;60;3;6; ;4;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;540,592371596857
5351683;1;1;1;10;1;1;7;1993;27;1;6; ;2;2; ;2; ;1;2; ;1; ;1;1; ;1; ;1; ; ; ;1;1; ; ;1;3;109726;2;1;2; ;5;11;2; ;76;11;01;76;919,745575915215
5351683;1;2;1;10;2;2;2;1994;26;2;6; ;2;2; ;2; ;1;1; ;1;1;1;1; ;1; ;1; ; ; ; ;1; ; ;1;1;35112;2;1;2; ;5;11;2; ;76;11;01;76;919,745575915215
5351684;1;1;1;10;1;2;7;1958;62;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;1;2;2; ;1;0; ; ;76;0;01;76;948,643834029261
5351684;1;2;1;10;2;1;1;1983;38;3;6; ;4;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;948,643834029261
5351689;1;1;1;10;1;1;11;1963;57;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;1;5; ;1;1;2; ;4;9; ; ;76;9;01;76;668,485254903574
5351689;1;2;1;10;2;2;4;1964;56;2;5; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;2;70000;2;1;2; ;5;11;2; ;76;11;01;76;668,485254903574
5351689;2;1;2;10;1;1;7;1952;68;1;6; ;4;3; ;3; ; ; ; ;1;1; ;1; ;1; ;1; ; ; ;1;1; ; ;3; ; ;1;1;2; ;3;3; ; ;76;3;01;76;668,485254903574
5351689;2;2;2;10;1;1;3;1986;34;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;76;1;01;76;668,485254903574
5351689;2;3;2;10;3;1;4;1989;31;3;6; ;6;1;1;2; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;76;6;01;76;668,485254903574
5351689;2;4;2;10;4;2;3;1985;35;3;6; ;4;1;1;2; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;3; ; ;1;1;2; ;5;11;2; ;76;11;01;76;668,485254903574
5351689;2;5;2;10;4;1;11;2006;14;4;5; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;76;8;01;76;668,485254903574
5351691;1;1;1;10;2;1;8;1994;26;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;98;2;1;2; ;6;2;3; ;76;13;01;76;919,745575915215
5351691;1;2;1;10;2;2;1;1993;27;2;6; ;2;2; ;2; ;1;1; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;98;2;1;2; ;6;2;3; ;76;13;01;76;919,745575915215
5351692;1;1;1;10;1;2;1;1986;35;1;6; ;4;2; ;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;1;1;35112;2;1;2; ;5;11;2; ;76;11;01;76;1132,55866047933
5351692;1;2;1;10;1;1;3;2018;2;3;6; ; ;1;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;76; ;01;76;1132,55866047933
5351692;1;3;1;10;1;1;10;1988;32;9;5; ;4;3; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;1132,55866047933
5351692;1;4;1;10;4;1;10;1988;32;9;5; ;6;3; ;2; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;1132,55866047933
5351694;1;1;1;10;1;2;9;1987;33;1;6; ;2;2; ;2; ;2; ; ; ;1;1;1; ;1; ; ; ; ; ;2;1; ; ;1;1;39000;2;1;2; ;6;5;4; ;76;16;01;76;914,759884877808
5351696;1;1;1;10;1;1;10;1978;42;1;6; ;2;3; ;1;4;1;2;1; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;41000;2;1;2; ;5;11;2; ;76;11;01;76;747,379646004663
5351696;1;2;1;10;1;2;6;1982;38;2;6; ;2;2; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;747,379646004663
5351696;1;3;1;10;1;1;3;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;76; ;01;76;747,379646004663
5351696;1;4;1;10;4;2;3;1943;77;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;2; ; ;76;2;01;76;747,379646004663
5351696;1;5;1;10;5;2;1;1953;68;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;76;4;01;76;747,379646004663
5351696;1;6;1;10;6;1;1;1956;64;5;6; ;4;3; ;3; ; ; ; ;1; ;1; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;76;6;01;76;747,379646004663
5351698;1;1;1;10;1;1;9;1966;54;1;6; ;2;3; ;2; ;1;2; ; ; ;1;1; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;76;5;01;76;919,745575915215
5351698;1;2;1;10;2;2;9;1971;49;2;5; ;2;3; ;2; ;1;1; ;1; ;1;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;76;9;01;76;919,745575915215
5351700;1;1;1;10;1;1;1;1981;39;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ;1; ; ; ; ;2;1; ; ;1;3;280000;2;1;2; ;6;4;2;2;76;15;01;76;1312,62905674318
5351700;1;2;1;10;2;2;12;1995;25;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;256000;2;1;2; ;6;5;2;2;76;16;01;76;1312,62905674318
5351700;1;3;1;10;2;1;12;2010;10;3;6; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;76;4;01;76;1312,62905674318
5351700;1;4;1;10;2;2;9;2012;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;76;2;01;76;1312,62905674318
5351710;1;1;1;10;1;2;5;1970;50;1;1;999_01;4;2; ;2; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;2;1; ; ;1;3;110000;2;2;2; ;1;0; ; ;76;0;01;76;914,759884877808
5351719;1;1;1;10;1;2;12;1992;28;1;6; ;2;2; ;2; ;1;2; ; ; ; ;1; ;1; ;1; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1112,28047439335
5351719;1;2;1;10;2;1;7;1998;22;2;6; ;2;2; ;2; ;1;1; ;1; ;1;1; ;1; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;1112,28047439335
5351719;1;3;1;10;1;2;2;2013;7;3;6; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;3;2; ; ;76;2;01;76;1112,28047439335
5351719;1;4;1;10;1;2; ; ;92;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;76;0;01;76;1112,28047439335
5351723;1;1;1;10;1;2;11;1955;65;1;6; ;4;3; ;2; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ;2;2;1;12; ; ; ;1;2;2; ;1;0; ; ;76;0;01;76;963,600907141484
5351723;1;2;1;10;2;1;3;1985;35;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;24; ; ; ;2;1;2; ;3;5; ; ;76;5;01;76;963,600907141484
5351723;1;3;1;10;3;1;3;1985;35;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;98;2;1;2; ;3;3; ; ;76;3;01;76;963,600907141484
5351723;1;4;1;10;4;1;10;1984;36;3;6; ;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;32000;2;1;2; ;4;6; ; ;76;6;01;76;963,600907141484
5351723;1;5;1;10;5;1;8;1970;50;5;6; ;4;3; ;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2;1;48; ; ; ;2;1;2; ;3;5; ; ;76;5;01;76;963,600907141484
5351725;1;1;1;10;2;1;9;1963;57;1;6; ;3;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;98;2;1;2; ;5;11;2; ;76;11;01;76;633,57302751671
5351725;1;2;1;10;2;2;11;1968;52;2;6; ;3;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;40400;2;1;2; ;5;11;2; ;76;11;01;76;633,57302751671
5351725;1;3;1;10;3;2;8;1994;26;3;6; ;2;1;1;1;2;1;4; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;3;120000;2;1;2; ;6;4;4; ;76;15;01;76;633,57302751671
5351725;1;4;1;10;3;1;6;1990;30;5;6; ;2;2; ;3; ;1;3; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;76;11;01;76;633,57302751671
5351726;1;1;1;10;1;2;5;1989;31;1;5; ;5;2; ;2; ; ; ; ;1;1;1;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;76;11;01;76;1302,24611118297
5351726;1;2;1;10;1;2;4;2004;16;3;5; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;76;7;01;76;1302,24611118297
5351726;1;3;1;10;1;1;9;2008;12;3;5; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;76;5;01;76;1302,24611118297
5351726;1;4;1;10;1;2;1;2000;21;5;5; ;6;2; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;76;7;01;76;1302,24611118297
5351730;1;1;1;10;1;1;6;1978;42;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;56000;2;1;2; ;5;11;2; ;17;11;01;17;168,753962489976
5351730;1;2;1;10;2;2;11;1978;42;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;17;11;01;17;168,753962489976
5351730;1;3;1;10;3;2;4;1995;25;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;4;2;2;17;15;01;17;168,753962489976
5351730;1;4;1;10;2;1;3;2004;16;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;17;10;01;17;168,753962489976
5351732;1;1;1;10;1;2;12;1991;29;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;5; ;2;1;1;2;6;3;2;2;17;14;01;17;238,745764986811
