DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5345414;1;2;1;70;2;4;24;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;56;53;53;1;1;01;5611;41;1579,56516704167
5345414;1;6;1;70;2;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;01;53;62;1;1;01;0123;41;1579,56516704167
5346137;1;3;1;70;2;4;40;4; ;2;4;2; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;877800;900000;2; ;84;32;32;1;1;01;8415;68;967,903845042705
5346150;1;1;1;70;2;32;60;4; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1000000;2; ;46;44;44;1;2;01;4620;68;967,903845042705
5346150;1;3;1;70;2;12;48;1; ;2;28;1; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;1;01;4773;68;967,903845042705
5346173;1;2;1;70;2;1;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;45;45;1;1;01;4711;41;1681,62172651717
5346177;1;2;1;70;2;48;48;1; ;2;54;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;33;39;1;2;01;8412;41;1825,59443007518
5347394;1;2;1;70;2;36;48;1; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;85;13;13;1;2;01;8530;68;932,790702111446
5347399;1;2;1;70;2;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;55;55;1;1;01;5530;68;2748,41125213895
5350492;1;2;1;70;2;4;40;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;88;54;54;1;1;01;8890;68;967,903845042705
5352538;1;1;1;70;2;8;60;4; ;2;10;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;03;64;64;1;1;01;0311;44;1932,3200277272
5352538;1;3;1;70;2;10;60;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;42;62;95;1;1;01;4290;44;1932,3200277272
5352580;1;1;1;70;2;1;40;4; ;2;60;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;56;53;53;1;1;01;5619;44;5010,84181771423
5352585;1;7;1;70;2;36;48;1; ;2;36;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;90;03;17;1;2;01;9007;44;1513,96849341818
5352605;1;3;1;70;2;5;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ; ;62; ;1;1;01;.;15;3583,2011787376
5352612;1;1;1;70;2;5;48;1; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;560000;800000;2; ;01;62;62;1;1;01;0121;15;796,266928608356
5352665;1;4;1;70;2;14;40;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;62;62;1;2;01;0161;15;796,266928608356
5353634;1;2;1;70;2;2;49;4; ;2;5;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;100000;300000;2; ;47;63;53;1;1;01;4724;70;2063,69121813499
5353635;1;2;1;70;2;2;48;2; ;2;32;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;32;32;1;1;01;8412;70;2074,86317460564
5353637;1;2;1;70;2;3;36;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;41;62;95;1;1;01;4112;70;906,87270569458
5353637;1;3;1;70;2;2;40;1; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;41;84;95;1;1;01;4112;70;906,87270569458
5353638;1;3;1;70;2;3;48;4; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;42;95;95;1;1;01;4210;70;1308,95010711757
5353639;1;4;1;70;2;2;50;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;45; ;1;1;01;.;70;1099,83913507325
5353639;1;5;1;70;2;3;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ; ;54; ;1;1;01;.;70;1099,83913507325
5353639;1;7;1;70;2;4;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ; ;54; ;1;1;01;.;70;1099,83913507325
