DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5332977;1;3;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;236,210015858766
5332978;1;1;1;80;50;1;1; ;2; ; ;4; ;2; ;1;900000;2; ;900000;2;1;01;1,1;50;291,394792191015
5332979;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ;1;40;800000;2;1;01;4;50;242,852215160279
5332981;1;1;1;80;50;1;2; ;2; ; ;2; ;2; ;2; ;2; ;970000;2;1;01;2;50;269,526668138239
5332982;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;201,201487213959
5332982;1;4;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;201,201487213959
5332985;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;533,263636017223
5332990;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;68;443,799336248695
5332991;1;2;1;80;68;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;559,915894312244
5332991;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;559,915894312244
5332992;1;2;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332992;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332992;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;523,664093224712
5332993;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ;1;24;900000;2;1;01;2;68;297,555174342776
5332995;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;68;468,297424461573
5332995;1;2;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;2;68;468,297424461573
5332996;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;454,141933169521
5332996;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;454,141933169521
5332996;1;6;1;80;68;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;2;68;454,141933169521
5332996;1;7;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;3;68;454,141933169521
5332997;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;629,047957193119
5332998;1;1;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;476,772368479387
5332998;1;2;1;80;68;1;8; ;2; ; ;1; ;2; ;2; ;1;48;1000000;2;1;01;2;68;476,772368479387
5332999;1;1;1;80;68;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;541,738580035037
5332999;1;2;1;80;68;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;541,738580035037
5333000;1;1;1;80;68;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;68;637,522901210933
5333000;1;2;1;80;68;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;68;637,522901210933
5333001;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;300,6355500617
5333002;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;1,4;68;533,263636017223
5333004;1;1;1;80;68;2; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;01; ;68;533,263636017223
5333059;1;2;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;52;134,883076443514
5333105;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;460,285852364041
5333106;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;296,269107987244
5333108;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;52;134,883076443514
5333108;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;52;134,883076443514
5333111;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;52;159,487037943854
5333111;1;4;1;80;52;1;1; ;2; ; ;1; ;2; ;2; ;1;24;300000;2;1;01;1,4;52;159,487037943854
5333113;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;52;134,883076443514
5333113;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;52;134,883076443514
5333114;1;2;1;80;50;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;4;50;160,233106567863
5333115;1;2;1;80;52;2; ; ; ;1;2;2; ;2; ;2; ; ; ; ;2;1;01; ;52;188,463651792207
5333115;1;3;1;80;52;1;2; ;2; ; ;2; ;2; ;2; ;1;48;877803;2;1;01;2;52;188,463651792207
5333116;1;3;1;80;50;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;50;145,34567474771
5333118;1;1;1;80;52;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;1,2;52;154,155608054861
5333118;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;154,155608054861
5333118;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;154,155608054861
5333119;1;1;1;80;50;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;50;272,7962367248
5333120;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;297,664443094001
5333121;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;330,57715172459
5333122;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ;2; ;850000;2;1;01; ;52;185,852840363643
5333123;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;318,600570063649
5333124;1;1;1;80;50;1;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;1,4;50;272,7962367248
5333125;1;1;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;201,430041601491
5333126;1;1;1;80;50;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;4;50;190,177128132385
5333126;1;2;1;80;50;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;3;50;190,177128132385
5333134;1;3;1;80;68;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;547,595229522123
5333142;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;05;1112,02405035862
5333142;1;2;1;80;05;1;1; ;2; ; ;12;POR LA PANDEMIA;2; ;2; ;1;48;877000;2;1;01;1,4;05;1112,02405035862
5333144;1;2;1;80;05;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;05;960,235109652185
5333144;1;3;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;05;960,235109652185
5333147;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;241,364441355687
5333152;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;50;190,177128132385
5333154;1;2;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;180,265360244311
5333154;1;3;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;50;180,265360244311
5333155;1;2;1;80;73;1;8; ;2; ; ;9; ;2; ;2; ;1;20;800000;2;1;01;1,3;73;459,913616394665
5333157;1;2;1;80;73;1;8; ;2; ; ;9; ;1; ;1;3400000;1;40;3000000;2;1;01;1,1;73;445,503649572031
5333157;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;73;445,503649572031
5333158;1;1;1;80;73;1;9;COVID;2; ; ;12;COVID;2; ;2; ;2; ;900000;2;1;01;1,4;73;237,395881309006
5333160;1;2;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;73;228,638513067676
5333161;1;1;1;80;73;1;7; ;2; ; ;4; ;1; ;1;2000000;2; ;2000000;2;1;01;1,1;73;180,859486518636
5333162;1;1;1;80;73;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;4;73;244,839527625668
5333162;1;2;1;80;73;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;244,839527625668
5333166;1;3;1;80;50;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;50;356,387659662785
5333166;1;5;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;356,387659662785
5333168;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;50;242,852215160279
5333169;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;314,058296948425
5333169;1;4;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;314,058296948425
5333170;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;187,209643732023
5333171;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;194,013203963881
5333172;1;1;1;80;52;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LA LLAMEN DEL TRABAJO ANTERIOR;1;1;1;2200000;2; ;2000000;1;1;01;1,1;52;231,677638455853
5333172;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;231,677638455853
5333172;1;4;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;52;231,677638455853
5333173;1;2;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;52;238,444802638547
5333174;1;2;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;186,811065985566
5333176;1;1;1;80;17;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;4;17;187,209643732023
5333178;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;255,04659184881
5333180;1;2;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;52;169,828715163855
5333181;1;2;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;52;173,853333107155
5333184;1;3;1;80;52;1;8; ;2; ; ;8; ;2; ;2; ;1;30;500000;2;1;01;3;52;140,140330982354
5333184;1;4;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;52;140,140330982354
5333185;1;2;1;80;52;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;52;190,121481828694
5333185;1;3;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;52;190,121481828694
5333186;1;1;1;80;52;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;52;175,511163143642
5333189;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;174,773339334745
5333189;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;174,773339334745
5333190;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;348,11707779889
5333190;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;348,11707779889
5333191;1;1;1;80;50;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;50;160,233106567863
5333191;1;3;1;80;50;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;50;160,233106567863
5333193;1;1;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;3;50;361,879680572352
5333193;1;3;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;361,879680572352
5333194;1;3;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;257,39244792716
5333195;1;4;1;80;50;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;50;371,812543855797
5333195;1;5;1;80;50;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;50;371,812543855797
5333196;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;50;339,765251420829
5333197;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;201,117489648199
5333197;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;201,117489648199
5333198;1;2;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;1,4;73;322,710088569963
5333200;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;1,4;73;231,652914939288
5333200;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;73;231,652914939288
5333200;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;73;231,652914939288
5333201;1;2;1;80;73;1;4; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,4;73;385,917095386878
5333202;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;1,3;73;247,216761011744
5333203;1;1;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;1,2;73;228,638513067676
5333203;1;2;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;73;228,638513067676
5333204;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;73;282,79767447197
5333206;1;1;1;80;73;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;1,4;73;246,428969797789
5333206;1;2;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;1,4;73;246,428969797789
5333207;1;1;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;282,79767447197
5333235;1;1;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;54;436,958147701213
5333236;1;1;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;54;419,965690421424
5333236;1;2;1;80;54;1;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;54;419,965690421424
5333237;1;1;1;80;54;1;1; ;1; ;1;9; ;2; ;2; ;1;48;980657;2;1;01;1,3;54;419,475746398156
5333237;1;2;1;80;54;1;8; ;2; ; ;12;ESTA EN ESPERA QUE LO VUELVAN A LLAMAR;2; ;2; ; ; ;980657;2;1;01;1,1;54;419,475746398156
5333238;1;4;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;178,771243067879
5333238;1;5;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;178,771243067879
5333239;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;17;186,811065985566
5333239;1;2;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;17;186,811065985566
5333241;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;194,08859805119
5333241;1;3;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;17;194,08859805119
5333242;1;1;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;17;245,286927767564
5333242;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;17;245,286927767564
5333242;1;4;1;80;17;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;2;17;245,286927767564
5333243;1;1;1;80;73;1;6; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;01;4;73;282,79767447197
5333245;1;1;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;246,428969797789
5333245;1;2;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;73;246,428969797789
5333249;1;1;1;80;73;1;9;PANDEMIA COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;73;246,428969797789
5333249;1;2;1;80;73;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;246,428969797789
5333250;1;3;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;73;316,967122200246
5333252;1;1;1;80;73;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;329,380700596508
5333252;1;2;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;73;329,380700596508
5333253;1;1;1;80;73;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;73;282,79767447197
5333255;1;1;1;80;73;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;73;240,686003428071
5333255;1;2;1;80;73;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;73;240,686003428071
