DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5346138;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;1;200000;1;40;900000;2;1;01;1,1;68;967,903845042705
5346138;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5346139;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5346147;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;68;967,903845042705
5346147;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;967,903845042705
5346149;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;4355,56730269217
5346150;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5346150;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;967,903845042705
5346151;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5346153;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5346153;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5346154;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;68;1260,36537870114
5346154;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;1260,36537870114
5346154;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;1260,36537870114
5346170;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;01;4;41;955,743315466169
5346171;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;98;2;1;01; ;41;597,852290610105
5346171;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;41;597,852290610105
5346172;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;41;922,58412909534
5346173;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;41;1681,62172651717
5346174;1;3;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ;1;48;600000;2;1;01;1,3;41;597,852290610105
5346174;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;41;597,852290610105
5346174;1;5;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;41;597,852290610105
5346175;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;20;900000;2;1;01;3;41;1294,88179762744
5346175;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1294,88179762744
5346175;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1294,88179762744
5346183;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1207,91605080215
5347395;1;1;1;80;2;1;4; ;2; ; ;4; ;1;2;2; ; ; ; ;1;1;01;4;68;932,790702111446
5347396;1;1;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;3;68;932,790702111446
5347396;1;2;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;932,790702111446
5347398;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;68;932,790702111446
5347398;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;932,790702111446
5347400;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;1645,68862695093
5347400;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;1645,68862695093
5347403;1;2;1;80;2;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;1,4;68;932,790702111446
5347403;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;932,790702111446
5347404;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ;1;48;980000;2;1;01;1,1;68;932,790702111446
5348279;1;2;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,3;41;1466,22567651368
5348279;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1466,22567651368
5348279;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;41;1466,22567651368
5348280;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1090,65234021402
5350490;1;1;1;80;2;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;01;4;68;967,903845042705
5350490;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350492;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350494;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350495;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350495;1;2;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350498;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;01;2;68;967,903845042705
5350498;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350498;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350504;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;68;1184,04883134517
5350506;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350506;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;967,903845042705
5350506;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;967,903845042705
5350507;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;1128,45596080546
5350507;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;1128,45596080546
5350507;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;1128,45596080546
5350509;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350510;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350510;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5350708;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;901,828526604393
5350709;1;2;1;80;2;2; ; ; ;1;3;9; ;2; ;2; ; ; ; ;2;1;01; ;41;1372,32051281319
5350710;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;41;1756,6382063749
5350710;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;1,3;41;1756,6382063749
5350940;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;887000;2;1;01;4;41;931,66579506169
5350940;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;887000;2;1;01; ;41;931,66579506169
5350940;1;4;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;2; ;887000;2;1;01;3;41;931,66579506169
5350943;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;41;1861,54458322913
5352479;1;1;1;80;2;1;9;PANDEMIA COVID 19;2; ; ;12;MIEDO AL CONTAGIO POR COVID 19;2; ;2; ;1;40;800000;2;1;01;1,2;15;831,354506555625
5352479;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;831,354506555625
5352479;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;831,354506555625
5352480;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;831,354506555625
5352481;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;15;1608,88196840221
5352481;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;1; ;1;1; ;2; ;2; ;1;40;800000;2;1;01;1,4;15;1608,88196840221
5352483;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;15;1017,00632450458
5352488;1;1;1;80;2;1;7; ;2; ; ;12;MIEDO AL CONTAGIO POR COVID 19;2; ;2; ;2; ;600000;2;1;01;1,2;15;3741,09527950031
5352488;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;15;3741,09527950031
5352489;1;2;1;80;2;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;1,4;15;831,354506555625
5352489;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;831,354506555625
5352489;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;831,354506555625
5352496;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;15;831,354506555625
5352496;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;831,354506555625
5352497;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;831,354506555625
5352532;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;01; ;44;2102,91808852714
5352534;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;01;2;44;2049,59720693634
5352535;1;2;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ;1;36;600000;2;1;01;4;44;2040,29351590381
5352536;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;44;2318,34436749174
5352538;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;1932,3200277272
5352538;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;1932,3200277272
5352538;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;1932,3200277272
5352539;1;1;1;80;2;2; ; ; ;1;1;1; ;2; ;2; ;1;60;350000;2;1;01; ;44;1280,50591035278
5352540;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;1865,10145871652
5352540;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;1865,10145871652
5352541;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;1696,01168384217
5352541;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;1696,01168384217
5352552;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;3;15;3741,09527950031
5352553;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;15;831,354506555625
5352554;1;2;1;80;2;1;9;CUARENTENA POR COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,4;15;3741,09527950031
5352554;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;3741,09527950031
5352554;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;3741,09527950031
5352555;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;831,354506555625
5352555;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;831,354506555625
5352578;1;2;1;80;2;1;9;CAMBIO DE RESIDENCIA;2; ; ;1; ;2; ;2; ;1;40;300000;2;1;01;3;44;2538,40871433229
5352581;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;24;300000;2;1;01; ;44;3471,92168682516
5352581;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;3471,92168682516
5352581;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;3471,92168682516
5352581;2;2;2;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;01; ;44;3471,92168682516
5352582;1;1;1;80;2;1;9;POR LA PANDEMIA NACIONAL;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,4;44;3775,86350481613
5352582;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;3775,86350481613
5352585;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;44;1513,96849341818
5352585;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;1513,96849341818
5352585;1;3;1;80;2;1;9;POR LA PANDEMIA NACIONAL;2; ; ;1; ;2; ;2; ;1;30;500000;2;1;01;1,4;44;1513,96849341818
5352585;1;6;1;80;2;1;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;3;44;1513,96849341818
5352589;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;2810,34008277398
5352589;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;2810,34008277398
5352589;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;2810,34008277398
5352589;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;44;2810,34008277398
5352590;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;01;3;44;3544,14899141422
5352592;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;44;4170,42186972267
5352594;1;1;1;80;2;1;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;4;44;2735,89795602293
5352601;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;3;15;974,083253296646
5352603;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;15;796,266928608356
5352604;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;796,266928608356
5352604;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;796,266928608356
5352605;1;2;1;80;2;1;3; ;1; ;3;1; ;2; ;2; ;2; ;700000;2;1;01;3;15;3583,2011787376
5352605;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;3583,2011787376
5352607;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352607;1;2;1;80;2;1;2; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,2;15;796,266928608356
5352612;1;2;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;1,4;15;796,266928608356
5352612;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;796,266928608356
5352665;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352665;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;796,266928608356
5352665;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;796,266928608356
5352665;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;796,266928608356
5352692;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352693;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;68;1707,63746482814
5352695;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352695;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352696;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352700;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;68;967,903845042705
5352700;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;68;967,903845042705
5352701;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352701;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;68;967,903845042705
5352701;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;967,903845042705
5352702;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;4;68;967,903845042705
5352702;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;68;967,903845042705
5352703;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;2;68;967,903845042705
5352731;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352731;1;3;1;80;2;1;8; ;2; ; ;12;ESPERANDO QUE LO LLAMEN;2; ;1;1000000; ; ; ;2;1;01;1,2;15;796,266928608356
5352733;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352733;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;796,266928608356
5352733;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;796,266928608356
5352734;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;2;15;1807,68103154043
5352734;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;4;15;1807,68103154043
5352734;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;1807,68103154043
5352734;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;1807,68103154043
5352735;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;1;500000;1;48;800000;2;1;01;1,1;15;796,266928608356
5352735;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;15;796,266928608356
5352735;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;796,266928608356
5352737;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352738;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;3;15;796,266928608356
5352738;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;15;796,266928608356
5352741;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;4;15;796,266928608356
5352742;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;15;1404,82471090429
5353634;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;2063,69121813499
5353637;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;906,87270569458
5353637;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;906,87270569458
5353638;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;400000;2;1;01; ;70;1308,95010711757
5353638;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;70;1308,95010711757
5353639;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;01;4;70;1099,83913507325
5353639;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1099,83913507325
5353640;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1458,91991085587
5353641;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1712,38874943998
5353642;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1593,76472106812
5353642;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;70;1593,76472106812
5353642;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;70;1593,76472106812
5353642;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1593,76472106812
5353642;1;8;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1593,76472106812
5353644;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1095,00842715822
5353644;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;4;70;1095,00842715822
5353645;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;300000;2;1;01;3;70;1405,1593766394
5353645;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1405,1593766394
5353645;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1405,1593766394
5353645;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1405,1593766394
5353646;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1712,38874943998
5353646;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;70;1712,38874943998
5353647;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1745,68613035597
5353648;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1836,19208458711
5353648;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1836,19208458711
5353649;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ;1;48;850000;2;1;01;3;70;1407,48855234941
5353649;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1407,48855234941
5353649;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01; ;70;1407,48855234941
5353651;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1836,19208458711
5353651;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01; ;70;1836,19208458711
