DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
5345413;1;2;1;10;2;2;4;1954;66;2;6; ;3;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;2;4;01;41;922,58412909534
5345414;1;1;1;10;1;2;3;1975;45;1;6; ;5;3; ;3; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;01;41;1579,56516704167
5345414;1;2;1;10;2;2;11;1991;29;3;6; ;2;3; ;1;1;2; ; ;1; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;1579,56516704167
5345414;1;3;1;10;2;1;1;2018;2;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;41;1579,56516704167
5345414;1;4;1;10;2;2;7;2020;0;4;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;41;1579,56516704167
5345414;1;5;1;10;5;1;12;1998;22;3;6; ;1;3; ;1;1;1;6; ;1; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;01;41;1579,56516704167
5345414;1;6;1;10;5;2;2;2001;19;5;6; ;1;2; ;2; ;1;5; ;1; ;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;01;41;1579,56516704167
5345414;1;7;1;10;5;2;1;2019;1;4;6; ; ;1;5;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;41;1579,56516704167
5345414;1;8;1;10;1;1; ; ;52;5;6; ;6;3; ;3; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;41;1579,56516704167
5345414;1;9;1;10;1;1; ; ;36;5;6; ;6;3; ;3; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;01;41;1579,56516704167
5345415;1;1;1;10;2;1;9;1950;70;1;6; ;3;3; ;3; ;1;2; ;1; ; ; ;1; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;01;41;658,856586525109
5345415;1;2;1;10;2;2;3;1955;65;2;6; ;3;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ;1; ;IR A CITAS MEDICAS; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;658,856586525109
5345415;1;3;1;10;3;2;2;1968;52;5;6; ;6;3; ;2; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;01;41;658,856586525109
5345416;1;1;1;10;1;2;6;1969;51;1;6; ;2;2; ;1;5;1;2; ;1; ;1; ; ; ; ; ; ; ; ;2;1; ; ;2;5; ;2;1;2; ;3;5; ; ;2;5;01;41;597,852290610105
5345416;1;2;1;10;1;1;11;1970;50;2;6; ;2;2; ;2; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;2;216000;2;1;2; ;5;11;2; ;2;11;01;41;597,852290610105
5345416;1;3;1;10;3;2;6;2004;16;3;6; ;6;1;2;1;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;4;7; ; ;2;7;01;41;597,852290610105
5345416;1;4;1;10;1;2;4;2010;10;3;6; ;6;1;2;1;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;3;4; ; ;2;4;01;41;597,852290610105
5345416;1;5;1;10;1;2;3;1945;75;5;6; ;5;3; ;3; ; ; ; ;1; ; ; ; ; ; ; ;1; ;SACAR CITAS MEDICAS; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;597,852290610105
5345417;1;1;1;10;1;2;1;1941;80;1;6; ;5;3; ;3; ; ; ; ;1; ; ; ; ; ; ; ;1; ;SACAR CITAS MEDICAS;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;01;41;625,69740015428
5345417;1;2;1;10;1;2; ; ;58;3;6; ;3;3; ;1;1;1;3; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;3;106000;2;1;2; ;5;11;2; ;2;11;01;41;625,69740015428
5345417;1;3;1;10;1;1; ; ;62;5;6; ;3;3; ;3; ;1;2; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;01;41;625,69740015428
5345418;1;1;1;10;1;1;4;1958;62;1;6; ;3;3; ;2; ;1;2; ;1; ;1; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;41;922,58412909534
5345418;1;2;1;10;2;2;10;1953;67;2;6; ;3;3; ;3; ;1;1; ;1; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;41;922,58412909534
5346131;1;1;1;10;1;2;10;1976;44;1;6; ;4;2; ;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;68;4355,56730269217
5346131;1;2;1;10;2;1;11;2004;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;01;68;4355,56730269217
5346131;1;3;1;10;3;1;4;2010;10;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;01;68;4355,56730269217
5346131;1;4;1;10;1;1;6;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;01;68;4355,56730269217
5346132;1;1;1;10;1;1;1;1963;57;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;2;1;12; ; ; ;2;1;2; ;6;2;3; ;2;13;01;68;1184,04883134517
5346133;1;1;1;10;1;1;3;1966;54;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;01;68;967,903845042705
5346133;1;2;1;10;2;2;5;1962;58;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346134;1;1;1;10;1;1;3;1971;49;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ;1; ; ; ; ; ;2;1; ; ;1;3;109000;2;1;2; ;3;5; ; ;2;5;01;68;1707,63746482814
5346134;1;2;1;10;2;2;4;1974;46;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;01;68;1707,63746482814
5346134;1;3;1;10;3;1;4;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;01;68;1707,63746482814
5346135;1;1;1;10;1;1;3;1972;48;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346135;1;2;1;10;2;2;4;1987;33;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;01;68;967,903845042705
5346135;1;3;1;10;3;2;7;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;01;68;967,903845042705
5346135;1;4;1;10;4;1;10;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;01;68;967,903845042705
5346136;1;1;1;10;1;2;9;1970;50;1;6; ;2;3; ;1;4;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;36; ; ; ;2;1;2; ;3;2; ; ;2;2;01;68;967,903845042705
5346136;1;2;1;10;2;1;11;1962;58;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346136;1;3;1;10;1;1;10;2012;8;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2; ; ; ;2;1;1;1;3;1; ; ;2;1;01;68;967,903845042705
5346136;1;4;1;10;4;2;4;1939;81;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;967,903845042705
5346137;1;1;1;10;1;2;5;1976;44;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;01;68;967,903845042705
5346137;1;2;1;10;2;1;1;1968;52;2;6; ;3;3; ;3; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346137;1;3;1;10;3;2;10;1994;26;3;6; ;6;1;2;1;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;68;967,903845042705
5346137;1;4;1;10;4;1;8;2000;20;3;6; ;6;1;2;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;68;967,903845042705
5346137;1;5;1;10;5;1;9;2004;16;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;01;68;967,903845042705
5346138;1;1;1;10;1;2;10;1970;50;1;6; ;6;2; ;2; ; ; ; ; ;1;1;1; ;1; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346138;1;2;1;10;2;1;7;2005;15;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;01;68;967,903845042705
5346139;1;1;1;10;1;1;4;1974;46;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346139;1;2;1;10;2;2;12;1978;42;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;01;68;967,903845042705
5346147;1;1;1;10;1;2;6;1948;72;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;01;68;967,903845042705
5346147;1;2;1;10;2;1;4;1943;77;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;01;68;967,903845042705
5346147;1;3;1;10;3;1;1;2008;12;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;01;68;967,903845042705
5346149;1;1;1;10;1;1;1;1988;33;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;4355,56730269217
5346149;1;2;1;10;2;2;11;1997;23;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;01;68;4355,56730269217
5346149;1;3;1;10;2;1;8;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;4355,56730269217
5346149;1;4;1;10;2;1;10;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;68;4355,56730269217
5346150;1;1;1;10;1;1;1;1968;53;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346150;1;2;1;10;2;2;1;1981;40;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;967,903845042705
5346150;1;3;1;10;3;2;6;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;68;967,903845042705
5346150;1;4;1;10;3;1;4;2020;0;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;68;967,903845042705
5346150;1;5;1;10;5;2;8;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;5; ; ;2;5;01;68;967,903845042705
5346151;1;1;1;10;1;2;2;1937;83;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;967,903845042705
5346152;1;1;1;10;1;1;8;1965;55;1;6; ;2;2; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;01;68;967,903845042705
5346152;1;2;1;10;2;2;1;1974;47;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;967,903845042705
5346153;1;1;1;10;1;2;6;1942;78;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;967,903845042705
5346153;1;2;1;10;2;2;11;1980;40;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;01;68;967,903845042705
5346153;1;3;1;10;3;2;9;1986;34;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;68;967,903845042705
5346154;1;1;1;10;1;1;4;1947;73;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;68;1260,36537870114
5346154;1;2;1;10;2;2;7;1943;77;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;01;68;1260,36537870114
5346154;1;3;1;10;3;1;11;1981;39;3;6; ;6;1;1;1;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;1260,36537870114
5346154;1;4;1;10;4;2;7;1989;31;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;68;1260,36537870114
5346154;1;5;1;10;4;2;9;2013;7;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;01;68;1260,36537870114
5346154;1;6;1;10;4;2;10;2018;2;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;68;1260,36537870114
5346155;1;1;1;10;1;1;3;1993;27;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;01;68;3820,03802682877
5346170;1;1;1;10;1;1;6;1956;64;1;1;999_01;2;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;01;41;955,743315466169
5346170;1;2;1;10;2;2;12;1967;53;2;1;999_01;2;3; ;3; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;01;41;955,743315466169
5346171;1;1;1;10;3;2;4;1986;34;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;01;41;597,852290610105
5346171;1;2;1;10;3;1;10;1974;46;2;6; ;2;3; ;3; ;1;1; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;597,852290610105
5346171;1;3;1;10;3;2;6;2002;18;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;41;597,852290610105
5346171;1;4;1;10;4;2;10;2003;17;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;41;597,852290610105
5346171;1;5;1;10;5;2;10;2008;12;3;6; ;6;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;01;41;597,852290610105
5346172;1;1;1;10;1;1;3;1947;73;1;6; ;2;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;41;922,58412909534
5346172;1;2;1;10;1;2; ; ;67;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;01;41;922,58412909534
5346173;1;1;1;10;2;1;6;1977;43;1;6; ;3;2; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;01;41;1681,62172651717
5346173;1;2;1;10;2;2;5;1993;27;2;1;999_01;3;2; ;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;01;41;1681,62172651717
5346173;1;3;1;10;2;1;1;2010;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;01;41;1681,62172651717
5346173;1;4;1;10;2;1;2;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;01;41;1681,62172651717
5346173;1;5;1;10;2;1;9;2012;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;01;41;1681,62172651717
5346173;1;6;1;10;2;1;3;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;01;41;1681,62172651717
5346174;1;1;1;10;2;1;6;1979;41;1;6; ;3;3; ;1;5;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;01;41;597,852290610105
5346174;1;2;1;10;2;2;3;1979;41;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;01;41;597,852290610105
5346174;1;3;1;10;3;2;11;2000;20;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;1;3; ;2;12;01;41;597,852290610105
5346174;1;4;1;10;2;2;2;2009;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;01;41;597,852290610105
5346174;1;5;1;10;2;2;2;1943;77;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;01;41;597,852290610105
5346175;1;1;1;10;1;1;10;1977;43;1;6; ;3;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;1294,88179762744
5346175;1;2;1;10;2;2;1;1985;36;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;01;41;1294,88179762744
5346175;1;3;1;10;3;2;10;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;1;2;2;2;12;01;41;1294,88179762744
5346175;1;4;1;10;3;1;3;2003;17;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;9;99; ; ;2; ;01;41;1294,88179762744
5346175;1;5;1;10;1;1;12;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;01;41;1294,88179762744
5346177;1;1;1;10;2;1;10;1970;50;1;6; ;3;2; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;60000;2;1;2; ;5;11;2; ;2;11;01;41;1825,59443007518
5346177;1;2;1;10;2;2;2;1977;43;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;01;41;1825,59443007518
5346177;1;3;1;10;2;1;5;1996;24;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;1;6;2;2;2;2;13;01;41;1825,59443007518
5346177;1;4;1;10;2;1;3;1999;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;6;1;2;2;2;12;01;41;1825,59443007518
5346177;1;5;1;10;2;1; ; ;59;5;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;01;41;1825,59443007518
5346177;1;6;1;10;2;1;7;1972;48;5;6; ;6;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;01;41;1825,59443007518
5346178;1;1;1;10;1;1;9;1946;74;1;5; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;01;41;1219,4708580364
5346183;1;1;1;10;2;1;12;1966;54;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;01;41;1207,91605080215
