Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3731904;1;1;1;80;2;1;1;4; ;2; ;1;100000; ; ; ;11;2;1;05;63;795,751842351007
3731904;1;2;1;80;2;1;2;7; ;2; ;2; ; ; ; ;4;2;1;05;63;795,751842351007
3731905;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;05;63;794,294520213496
3731950;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;05;13;1641,45630133681
3731950;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1641,45630133681
3731958;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;4;2;1;05;13;4124,40447945654
3731959;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;4161,63300755634
3731960;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;3516,51851890272
3731961;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1630,26750396163
3731962;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;5315,60730019596
3731962;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;5315,60730019596
3731962;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;5315,60730019596
3731962;1;7;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;5315,60730019596
3731964;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;3688,33967547466
3731964;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;3688,33967547466
3731965;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;05;13;1372,62159394419
3731965;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;1372,62159394419
3731966;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;1463,44406261126
3731966;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1463,44406261126
3731967;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;1646,4545206596
3731967;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;1646,4545206596
3731967;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1646,4545206596
3731967;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1646,4545206596
3731968;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;1417,542646959
3731968;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1417,542646959
3731969;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;13;4118,16330267013
3731970;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;4244,45847115626
3731970;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;4244,45847115626
3731971;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;4606,72567150402
3731971;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;4606,72567150402
3731972;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;4364,04892141731
3731972;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;4364,04892141731
3731981;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;4230,92005268854
3731981;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;4230,92005268854
3731982;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;3561,48208861324
3731982;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;3561,48208861324
3731987;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;13;1358,30054266585
3731988;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1586,52835948628
3731988;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;1586,52835948628
3731990;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;13;3522,75969568913
3731992;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;05;13;3922,45210703425
3732005;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;13;4059,29557901416
