Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Area;Fex_c_2011
396309;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;680,252524087623
396314;1;1;80;1;4;8;EDAD;2; ; ; ; ; ;1;05;05;644,65304433606
396314;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;644,65304433606
396317;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;515,139795605527
396317;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;515,139795605527
396317;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;515,139795605527
396317;1;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;515,139795605527
396319;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;818,164319310883
396319;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;818,164319310883
396322;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;932,021645684228
396331;1;2;80;1;4;2; ;1;2;2; ;2; ;1;05;05;857,968979811874
396331;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;857,968979811874
396335;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;881,188386179869
396337;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;859,707688271323
396340;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;694,894814505943
396340;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;694,894814505943
396343;1;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;656,386906352587
396343;2;1;80;1;2;3; ;2; ; ; ; ; ;1;05;05;656,386906352587
396343;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;656,386906352587
396347;1;1;80;1;1;8;DESPLAZADO;2; ; ; ; ; ;1;05;05;799,581330246127
396349;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;774,935381776675
396349;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;774,935381776675
396351;1;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;693,846902289696
396354;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;847,319439723874
396356;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1112,78929739841
396361;1;1;80;1;4;2; ;1;4;2; ;2; ;1;05;05;709,07442410596
396364;1;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;675,09507883586
396365;1;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;561,66249640704
396365;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;561,66249640704
396370;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;910,33672652055
396370;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;910,33672652055
396372;1;3;80;1;1;5; ;2; ; ; ; ; ;1;05;05;840,203525178653
396374;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;628,779015330045
396374;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;628,779015330045
396374;1;4;80;1;1;8;TEMPORADA;2; ; ; ; ; ;1;05;05;628,779015330045
396374;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;628,779015330045
396378;1;2;80;1;1;2; ;2; ; ; ; ; ;1;05;05;805,590024783823
396382;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;702,810316117095
396382;1;5;80;1;4;4; ;3; ; ; ; ; ;1;05;05;702,810316117095
396385;1;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;639,892083442749
396385;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;639,892083442749
396387;1;1;80;1;1;2; ;2; ; ; ; ; ;1;05;05;811,315192262653
396387;1;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;811,315192262653
396387;1;3;80;1;2;7; ;2; ; ; ; ; ;1;05;05;811,315192262653
396391;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;684,967194093025
396395;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;799,168022821911
396398;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;693,846902289696
396400;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;419,304338338605
396404;1;1;80;1;2;8;SE LE ACABO LA LICITACION DE UNA TIENDA DE UNA ESCUELA;2; ; ; ; ; ;1;05;05;652,943117798238
396404;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;652,943117798238
396412;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;817,156338607096
396413;1;2;80;1;4;6; ;2; ; ; ; ; ;1;05;05;698,060637012834
396416;1;2;80;1;3;7; ;2; ; ; ; ; ;1;05;05;772,310269837006
396420;1;2;80;1;2;8;UNA SRA QUE LE DABA TRABAJO PARA HACER EN LA CASA NO LE VOLVIO A TRAER TRABAJO;2; ; ; ; ; ;1;05;05;970,08471529117
396428;1;2;80;1;1;7; ;2; ; ; ; ; ;1;05;05;799,581330246127
396430;1;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;759,042840944329
396430;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;759,042840944329
396435;1;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;654,272619573417
396437;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;644,134467889297
396437;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;644,134467889297
396443;1;1;80;1;1;3; ;2; ; ; ; ; ;1;05;05;886,750709018146
396446;1;1;80;1;3;4; ;3; ; ; ; ; ;1;05;05;847,695002748631
396446;1;2;80;1;3;3; ;2; ; ; ; ; ;1;05;05;847,695002748631
396448;1;1;80;1;4;2; ;3; ; ; ; ; ;1;05;05;821,358791541184
396451;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;644,344999160499
396453;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396453;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396453;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396456;1;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;499,862910110114
396456;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;499,862910110114
396456;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;499,862910110114
396460;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;690,652430059395
396461;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;813,961866376795
396463;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;893,599836066376
396472;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;693,846902289696
396474;1;1;80;1;4;5; ;2; ; ; ; ; ;1;05;05;654,791196020181
396474;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;654,791196020181
396476;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;882,247015013075
396476;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;882,247015013075
396476;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;882,247015013075
396476;3;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;882,247015013075
396487;1;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;814,509664492954
396490;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;770,330331261437
396490;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;770,330331261437
396493;1;3;80;1;3;0; ;2; ; ; ; ; ;1;05;05;466,185690592489
396493;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;466,185690592489
396493;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;466,185690592489
396493;1;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;466,185690592489
396496;1;1;80;1;4;0; ;2; ; ; ; ; ;1;05;05;733,910589262999
396496;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;733,910589262999
396499;1;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;850,341676862773
396502;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;775,453958223438
396504;1;1;80;1;4;8;CAMBIO  DE  CIUDAD;2; ; ; ; ; ;1;05;05;654,580664748979
396504;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;654,580664748979
396504;1;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;654,580664748979
396512;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;849,261491411641
396512;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;849,261491411641
396527;1;4;80;1;1;7; ;2; ; ; ; ; ;1;05;05;645,940709492905
396527;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;645,940709492905
396539;1;1;80;1;4;2; ;3; ; ; ; ; ;1;05;05;778,100632337581
396539;1;2;80;1;1;3; ;2; ; ; ; ; ;1;05;05;778,100632337581
396541;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;684,967194093025
396541;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;684,967194093025
396543;1;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;895,126393216926
396546;1;1;80;1;1;2; ;2; ; ; ; ; ;1;05;05;668,769706515684
396546;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;668,769706515684
396550;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;767,654435477899
396550;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396552;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396552;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396552;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396552;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,587383607047
396556;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;978,40136423042
396556;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;978,40136423042
396561;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1063,36190381768
396561;1;4;80;1;1;7; ;2; ; ; ; ; ;1;05;05;1063,36190381768
396567;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;763,201519760149
396569;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,605163782606
396569;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,605163782606
396575;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;771,886110081382
396575;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;771,886110081382
396578;1;2;80;1;1;7; ;2; ; ; ; ; ;1;05;05;814,107066911803
396578;1;4;80;1;4;3; ;2; ; ; ; ; ;1;05;05;814,107066911803
396582;1;2;80;1;1;0; ;2; ; ; ; ; ;1;05;05;940,465774924496
396584;1;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;767,654435477899
396584;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;767,654435477899
396594;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;547,066690373755
396601;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;692,248140391801
396601;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;692,248140391801
396604;1;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;958,857269625289
396611;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;561,657757775625
396615;1;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;697,530778777021
396618;1;2;80;1;1;8;EMBARAZO  Y  POR ENFERMEDAD  DEL  HIJO;2; ; ; ; ; ;1;05;05;857,738602027162
396618;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;857,738602027162
396628;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;1094,31387538343
396633;1;2;80;1;4;6; ;1;4;2; ;2; ;1;05;05;937,819100810354
396636;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;796,532058550834
396636;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;796,532058550834
396639;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;890,963871795299
396641;1;2;80;1;2;7; ;1;1;2; ;2; ;1;05;05;564,333653559163
396648;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;830,054663651468
396648;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;830,054663651468
396648;1;8;80;1;3;4; ;3; ; ; ; ; ;1;05;05;830,054663651468
396655;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;745,771711934188
396660;1;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;727,032240545373
396663;1;1;80;1;4;2; ;1;4;2; ;2; ;1;05;05;767,614503965439
396663;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;767,614503965439
396670;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1022,07283085824
396670;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1022,07283085824
396670;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1022,07283085824
396673;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;820,840215094421
396673;1;3;80;1;1;7; ;2; ; ; ; ; ;1;05;05;820,840215094421
396673;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;820,840215094421
396673;1;6;80;1;1;5; ;2; ; ; ; ; ;1;05;05;820,840215094421
396677;1;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;929,979646552354
396679;1;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;937,819100810354
396679;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;937,819100810354
396679;1;3;80;1;3;0; ;2; ; ; ; ; ;1;05;05;937,819100810354
396682;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;564,333653559163
396684;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;618,411385534203
396684;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;618,411385534203
396686;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;618,411385534203
396686;1;2;80;1;1;4; ;3; ; ; ; ; ;1;05;05;618,411385534203
396686;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;618,411385534203
396693;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;808,947341654677
396693;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;808,947341654677
396696;1;2;80;1;1;2; ;2; ; ; ; ; ;1;05;05;731,274624991921
396696;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;731,274624991921
396696;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;731,274624991921
396698;1;1;80;1;4;3; ;3; ; ; ; ; ;1;05;05;814,509664492954
396698;1;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;814,509664492954
396701;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;731,274624991921
396701;1;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;731,274624991921
396705;1;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;765,007761363757
396705;1;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;765,007761363757
396705;1;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;765,007761363757
396707;1;2;80;1;2;5; ;2; ; ; ; ; ;1;05;05;813,961866376795
