Directorio;Area;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Dpto;Orden;Fex_c_2011
395960;05;1;4;2;1;1;1;1;1;4;1; ; ;40000000;300000; ;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;654,791196020181
395962;05;1;3;2;1;1;1;1;1;1;3; ; ; ; ;120000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;802,257226029665
395965;05;1;3;3;1;1;1;1;1;1;4; ; ; ;120000; ;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;706,716005664672
395968;05;1;4;3;1;1;1;1;1;4;1; ; ;98;250000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;1;2;1;2;1;2;1;2;1;1;1;3;2;1;01;05;1;698,060637012834
395971;05;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;929,979646552354
395976;05;1;5;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;642,006370221918
395980;05;1;5;4;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;1;2;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;763,201519760149
395983;05;1;5;3;1;1;1;1;1;4;3; ; ; ; ;420000;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;928,859529588762
395988;05;1;5;4;1;1;1;1;1;4;1; ; ;98;300000; ;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;898,763394540838
395991;05;1;2;1;1;1;1;1;1;4;3; ; ; ; ;80000;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;676,271893928727
395994;05;1;4;2;1;1;1;1;1;4;1; ; ;40000000;300000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;973,651113180173
395996;05;1;3;3;1;1;1;1;1;3;3; ; ; ; ;220000;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;738,67155015631
396000;05;1;4;2;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;857,220025580399
396003;05;1;3;1;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;929,979646552354
396006;05;1;4;2;1;1;1;1;1;1;1; ; ;35000000;250000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;929,979646552354
396008;05;1;2;2;1;1;1;1;2;1;1; ; ;98;120000; ;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;1061,12853712775
396012;05;1;6;3;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;618,411385534203
396014;05;1;5;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;898,763394540838
396018;05;1;5;2;1;1;1;1;1;3;1; ; ;35000000;180000; ;1;1;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;767,654435477899
396021;05;1;4;2;1;1;1;1;1;4;4; ; ; ;150000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;643,971623248744
396024;05;1;5;3;1;1;1;1;2;3;4; ; ; ;150000; ;1;2;2;2;1;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;05;1;800,966509307331
396030;05;1;5;3;1;1;1;1;1;1;4; ; ; ;40000000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;2;01;05;1;811,285970593258
396032;05;1;5;3;1;1;1;1;1;4;3; ; ; ; ;350000;1;2;2;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;557,204842057875
396034;05;1;4;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;748,820983629481
396037;05;1;5;4;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;724,022900362541
396042;05;1;5;2;1;1;1;1;1;1;1; ; ;40000000;180000; ;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;847,695002748631
396044;05;1;5;4;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;667,700230907617
396049;05;1;4;3;1;1;1;1;1;3;1; ; ;30000000;220000; ;1;1;2;2;1;2;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;1;695,442612622102
396054;05;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;774,532784195525
396058;05;1;6;3;1;1;1;1;1;3;2; ;320000;45000000;350000; ;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;604,030849403534
396060;05;1;7;3;1;1;1;1;1;4;3; ; ; ; ;334600;1;2;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;734,469097222222
396064;05;1;1;1;1;1;1;1;1;1;3; ; ; ; ;80000;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;670,173350538141
396067;05;1;6;2;1;1;1;1;1;4;1; ; ;20000000;150000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;1006,97094212779
396069;05;1;6;3;1;1;1;1;1;3;1; ; ;30000000;180000; ;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;937,271302694195
396072;05;1;1;1;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;693,846902289696
396073;05;1;3;1;1;1;1;1;1;1;2; ;360000;35000000;200000; ;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;847,695002748631
396075;05;1;3;2;1;1;1;1;1;4;2; ;450000;50000000;300000; ;1;1;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;799,581330246127
396078;05;1;3;2;1;1;1;1;1;4;2; ;178600;40000000;350000; ;1;2;2;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;929,979646552354
396081;05;1;2;1;1;1;1;1;1;1;3; ; ; ; ;130000;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;607,965188674521
396083;05;1;5;2;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;1;881,895195719246
396086;05;1;4;2;1;1;1;1;1;4;3; ; ; ; ;270000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;1;929,979646552354
396088;05;1;9;6;1;1;1;1;1;3;1; ; ;287000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;1;1;1;1;1;6;2;1;01;05;1;573,699664967713
396091;05;1;6;4;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;1140,21870870118
396095;05;1;3;2;1;1;1;1;1;1;4; ; ; ;200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;813,961866376795
396097;05;1;3;2;1;1;1;1;1;3;1; ; ;25000000;180000; ;1;1;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;1;649,135181723206
396101;05;1;3;3;1;1;1;1;1;1;3; ; ; ; ;350000;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;842,759721593429
396106;05;1;3;1;1;1;1;1;1;1;3; ; ; ; ;220000;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;913,948617860436
396109;05;1;2;1;1;1;1;1;1;4;3; ; ; ; ;190000;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;996,408092705589
396112;05;1;3;2;1;1;1;1;1;1;3; ; ; ; ;220000;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;747,923108314661
396116;05;1;5;2;1;1;1;1;1;1;1; ; ;130000000;700000; ;1;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;2;1;4;1;2;1;1;1;5;2;1;01;05;1;654,791196020181
396119;05;1;5;3;1;1;1;1;1;3;3; ; ; ; ;650000;1;2;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;705,859587812388
396122;05;1;5;3;1;1;1;1;1;1;1; ; ;11000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;637,216187659211
396124;05;1;5;2;1;1;1;1;1;1;3; ; ; ; ;650000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;929,979646552354
396126;05;1;5;2;1;1;1;1;1;3;1; ; ;100000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;690,652430059395
396128;05;1;4;3;1;1;1;1;1;1;1; ; ;60000000;500000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;2;1;1;1;4;2;1;01;05;1;879,219299935708
396131;05;1;2;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;1;770,926084827572
396134;05;1;4;3;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;893,599836066376
396136;05;1;3;2;1;1;1;1;1;3;3; ; ; ; ;595000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;5;2;1;01;05;1;654,272619573417
396139;05;1;5;2;1;1;1;1;1;3;1; ; ;100000000;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;1;929,979646552354
396141;05;1;3;3;1;1;1;1;1;4;1; ; ;60000000;250000; ;1;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;747,740798178349
396145;05;1;2;1;1;1;1;1;1;4;3; ; ; ; ;140000;1;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;1;676,271893928727
