Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Fex_c_2011
400722;1;3;3;2;1;4;2;5;5;1; ; ;60000000;200000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;47;1;1629,41964424884
400723;1;3;1;2;1;4;6;1;5;6;LA CUIDAN; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;47;1;2013,02565508353
400724;1;5;1;2;1;5;2;1;4;6;COMODATO; ; ;700000; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;47;1;1394,27043324845
400725;1;1;1;2;1;4;6;1;5;4; ; ; ;400000; ;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;2;0; ; ;01;2;47;1;1358,90791976188
400726;1;3;1;2;1;4;6;1;5;1; ; ;200000000;300000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;0; ; ;01;2;47;1;1140,19214353898
405179;1;4;3;2;1;4;5;1;5;1; ; ;8000000;70000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;1410,70386802595
405180;1;2;2;2;2;4;10;1;5;1; ; ;7000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;23;1;2027,32677485255
405180;2;1;1;2;2;4;10;1;5;4; ; ; ;50000; ;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;23;1;2027,32677485255
405180;3;1;1;2;2;4;7;1;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ; ;01;2;23;1;2027,32677485255
405181;1;2;1;2;1;4;4;1;1;1; ; ;2000000;20000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;3;1;2;2;2;2;1; ; ;01;2;23;1;1140,19214353898
405182;1;1;1;2;1;4;4;5;5;1; ; ;1800000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;7;1;1;2;2;2;2;1; ; ;01;2;23;1;1120,14521423076
405183;1;4;3;6; ;4;4;1;1;3; ; ; ; ;30000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;7;1;1;2;2;2;2;1; ; ;01;2;23;1;1747,5539299938
405184;1;3;2;6; ;4;4;1;5;1; ; ;6000000;25000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;1579,67164700524
405185;1;2;2;2;2;4;4;5;5;1; ; ;4000000;20000; ;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;4;1;1;2;2;2;2;1; ; ;01;2;23;1;1046,74707749318
405185;2;2;2;2;2;4;4;5;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;23;1;1046,74707749318
405186;1;1;1;2;2;4;4;1;5;1; ; ;2000000;20000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;7;2;1;2;2;2;2;1; ; ;01;2;23;1;931,931643411911
405186;2;1;1;2;2;4;4;1;5;4; ; ; ;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;23;1;931,931643411911
405187;1;3;2;2;1;4;5;1;5;1; ; ;8000000;80000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;1387,87165828207
405189;1;3;2;2;1;4;5;4;5;1; ; ;9000000;50000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;1; ; ;01;2;23;1;1436,07918759428
405190;1;2;1;6; ;4;4;5;5;1; ; ;7000000;50000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;23;1;1809,37189373335
405190;2;1;1;6; ;4;4;4;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;01;2;23;1;1809,37189373335
405317;1;3;1;6; ;2;5;4;5;1; ; ;4000000;40000; ;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;27;1;1199,83668422825
405318;1;2;1;2;1;5;5;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;1; ; ;01;2;27;1;1712,36885764687
405319;1;3;2;6; ;4;5;5;5;1; ; ;1000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;2;2;1; ; ;01;2;27;1;1264,10572235493
405320;1;2;1;6; ;2;6;4;5;1; ; ;500000;10000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;2;2;2;2;2; ; ; ;01;2;27;1;1720,47595059152
405321;1;2;1;6; ;2;5;1;5;1; ; ;2000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;27;1;1094,45611072924
405322;1;1;1;6; ;2;5;2;2;1; ; ;2000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;3;1;2;2;2;2;1; ; ;01;2;27;1;1094,45611072924
405323;1;5;2;6; ;2;5;1;5;4; ; ; ;99; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;3;2;2;2;2;2; ; ; ;01;2;27;1;1237,58194252394
405324;1;5;1;6; ;2;5;1;5;1; ; ;98;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;27;1;1094,45611072924
409441;1;5;3;2;1;1;9;1;5;1; ; ;20000000;60000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;1;2;1;1; ;01;2;13;1;1503,53152025861
409444;1;3;1;3;1;1;9;1;5;1; ; ;13000000;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;2;2;1;2;1;1; ;01;2;13;1;2236,51386446303
409446;1;3;1;6; ;4;4;1;6;4; ; ; ;50000; ;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;2;2;2;2;1; ; ;01;2;13;1;1682,30108850364
