Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
396437;1;1;05;70;28;48;1; ;1;1;2;32;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;87;45;5211;52;05;644,134467889297
396448;1;5;05;70;4;48;1; ;2;2;2;4;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;440000;1;5200000;1;45;33;5529;55;05;821,358791541184
396453;1;2;05;70;2;48;1; ;2;2;2;2;1; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;480000;1;5800000;1;53;53;5529;55;05;648,587383607047
396476;1;2;05;70;8;48;1; ;1;1;2;20;1; ;4;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2856000;1;45;45;1551;15;05;882,247015013075
396493;1;1;05;70;16;48;1; ;1;1;2;104;1; ;5;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;5131;51;05;466,185690592489
396575;1;3;05;70;4;48;1; ;1;1;2;1;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;120000;1;98;1;98;97;6041;60;05;771,886110081382
396575;1;4;05;70;24;48;1; ;1;1;2;24;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;55;54;9500;95;05;771,886110081382
396580;1;1;05;70;48;48;3; ;1;1;2;48;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;400000;1;54;54;7493;74;05;687,976534275857
396582;1;3;05;70;1;60;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;98;45;5262;52;05;940,465774924496
396584;1;1;05;70;4;48;1; ;1;1;2;1;4; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;130000;1;1500000;1;53;53;5521;55;05;767,654435477899
396586;1;4;05;70;8;24;1; ;2;2;2;2;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;45;45;5521;55;05;604,915916979229
396601;1;5;05;70;5;48;1; ;1;1;2;5;1; ;8;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4900000;1;79;79;1810;18;05;692,248140391801
396607;1;2;05;70;52;48;1; ;1;1;2;26;1; ;9;2;5; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;18;18;8046;80;05;593,584652543853
396615;1;4;05;70;26;48;1; ;1;1;2;35;1; ;4;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;55;55;5241;52;05;697,530778777021
396633;1;3;05;70;8;48;2; ;2;2;2;66;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;1070000;1;12840000;1;58;58;7522;75;05;937,819100810354
396693;1;3;05;70;24;48;1; ;2;2;2;40;1; ;4;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;87;87;4521;45;05;808,947341654677
396724;1;3;08;70;52;48;1; ;1;1;2;104;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;55;7491;74;08;243,011307983163
396724;1;6;08;70;4;48;1; ;1;1;2;4;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;3000000;1;33;33;6599;65;08;243,011307983163
396724;1;7;08;70;52;48;1; ;1;1;2;52;1; ;9;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;5223;52;08;243,011307983163
396730;1;2;08;70;26;48;3; ;1;1;2;312;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;483,120835030003
396737;1;8;08;70;52;48;3; ;1;1;2;52;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;08;522,081892670843
396737;1;10;08;70;52;48;1; ;1;1;2;52;1; ;7;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;08;522,081892670843
396758;1;3;08;70;52;60;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;462,672227596104
396768;1;3;08;70;32;50;1; ;2;2;2;32;1; ;6;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;360000;1;34;45;5233;52;08;620,737290876151
396777;1;5;08;70;104;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;08;568,155943673672
396799;2;1;08;70;52;48;1; ;1;1;2;52;3; ;1;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;08;748,498692376455
396843;1;3;08;70;104;48;1; ;1;1;2;52;4; ;1;2;6; ;8; ;2;11;TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;7512;75;08;511,674791343616
396849;1;4;08;70;4;48;1; ;1;1;2;4;1; ;5;2;8; ;8; ;2;11;TRABAJO TEMPORAL; ; ; ; ; ; ; ; ;1; ;1;300000;2; ;1;97;95;9241;92;08;498,251892826073
396869;1;5;08;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;438,753397897616
396880;1;1;08;70;52;48;4; ;1;1;2;52;1; ;7;1; ;.;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;45;5030;50;08;552,153185805534
396880;1;2;08;70;52;48;1; ;2;1;2;52;1; ;8;2;7; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;08;40;5030;50;08;552,153185805534
396883;1;2;08;70;208;48;1; ;1;1;2;208;1; ;5;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5030;50;08;406,752627874851
396883;1;3;08;70;156;48;1; ;1;1;2;156;1; ;9;1; ;.;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;5211;52;08;406,752627874851
396900;1;2;08;70;24;48;1; ;2;2;2;24;4; ;1;2;3; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;98;98;6031;60;08;513,345184092242
396904;1;5;08;70;52;48;1; ;1;1;2;52;4; ;1;2;7; ;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6022;60;08;516,255194507194
396914;2;1;08;70;208;48;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;08;404,074969790986
396922;1;5;08;70;208;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;21; ; ; ;08;482,417890977442
396934;1;3;08;70;20;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;08;498,251892826073
396936;1;3;08;70;54;48;1; ;1;1;2;108;2; ;9;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;32;32;7515;75;08;416,752492355649
396955;1;3;08;70;52;48;1; ;1;1;2;54;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;7491;74;08;383,850485209544
396979;1;2;08;70;12;48;1; ;1;1;2;156;1; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;7413;74;08;500,679486523565
396979;2;2;08;70;52;48;1; ;1;1;2;52;2; ;9;1; ;.;5; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;34;7515;75;08;500,679486523565
396982;1;3;08;70;78;48;1; ;1;1;2;78;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;84;5020;50;08;518,700500259973
396988;1;2;08;70;4;48;1; ;1;1;2;8;1; ;4;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1680000;1;55;53;5521;55;08;578,228420768671
397004;1;1;08;70;4;70;3; ;1;1;2;12;4; ;1;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;54;45;5233;52;08;543,976085212819
397011;1;2;08;70;208;48;1; ;1;1;2;350;1; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;33;36;1720;17;08;441,431055981481
397019;1;1;08;70;12;48;1; ;1;1;2;50;1; ;7;1; ;.;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8011;80;08;485,798493113868
397047;1;2;08;70;8;48;4; ;1;1;2;8;1; ;4;2;5; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;16;45;2529;25;08;423,75225973809
397060;1;5;08;70;12;48;1; ;1;1;2;13;1; ;4;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;93;93;5020;50;08;322,338522149487
397079;1;1;08;70;6;48;1; ;2;2;2;6;1; ;9;1; ;.;3; ;1; ;.; ; ; ;1; ; ; ; ; ; ;2; ;1;4337000;1;33;33;5127;51;08;483,996130619426
397087;1;2;08;70;28;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;15; ; ; ;08;413,755990774649
397148;1;6;08;70;28;50;1; ;1;1;2;28;1; ;9;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;08;537,582693047873
397155;1;6;08;70;8;50;1; ;2;2;2;8;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;08;606,843800637134
397183;1;3;08;70;16;48;1; ;1;1;2;24;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1;1500000;1;45;54;9500;95;08;485,095549061308
397187;1;3;08;70;4;48;1; ;1;1;2;6;1; ;3;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;72;83;2811;28;08;689,264990669901
397187;3;1;08;70;3;48;3; ;1;1;2;24;4; ;1;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;200000;1;54;45;5521;55;08;689,264990669901
397197;1;3;08;70;156;48;1; ;1;1;2;52;1; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;44;33;6599;65;08;496,89418051919
397199;1;3;08;70;104;24;4; ;1;1;2;104;1; ;3;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;97;45;5233;52;08;429,10757590582
397200;1;2;08;70;96;48;1; ;1;1;2;260;1; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5529;55;08;484,220253471884
397203;1;2;08;70;18;48;4; ;1;1;2;18;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;40;19;8532;85;08;408,727341906156
397206;1;4;08;70;12;70;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;08;539,349856550448
397210;1;5;08;70;6;48;1; ;1;1;2;6;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;1;53;54;7493;74;08;465,791293538943
397264;1;1;11;70;4;60;1; ;1;1;2;8;1; ;6;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;95;95;4530;45;11;2652,21029509231
397268;1;3;11;70;30;40;1; ;1;1;2;20;1; ;2;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;95;4521;45;11;3344,56034519077
397268;1;4;11;70;48;48;1; ;1;1;2;6;1; ;2;2;3; ;4; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;800000;1;45;21;6421;64;11;3344,56034519077
397292;1;2;11;70;8;48;1; ;1;1;2;10;1; ;9;2;4; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;210000;1;1000000;1;53;16;2693;26;11;1765,71138400641
397305;1;3;11;70;12;48;1; ;1;1;2;12;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;13;45;5239;52;11;1365,21838371018
397309;1;1;11;70;52;48;1; ;1;1;2;12;5; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;50;51;5521;55;11;2402,61644811474
397310;1;1;11;70;2;48;1; ;1;1;2;12;1; ;5;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;39;30;8513;85;11;2088,29620059479
397323;1;1;11;70;16;40;5; ;1;1;2;16;5; ;2;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;95;95;4552;45;11;2916,37429536706
397348;2;1;11;70;54;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;1;98;1;56;56;7493;74;11;1656,12609485691
397350;1;2;11;70;52;48;1; ;2;2;2;120;1; ;1;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;55;7499;74;11;2973,46841835315
397358;1;5;11;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;52; ; ; ;11;2827,98415974016
397368;1;3;11;70;10;48;1; ;1;1;2;12;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;45;39;9303;93;11;2815,94324088901
397374;1;3;11;70;12;48;1; ;1;1;2;12;1; ;7;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;1;97;97;3430;34;11;2955,43082628082
397378;1;1;11;70;3;48;1; ;1;1;2;40;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;80;80;1921;19;11;2188,12166144404
397387;1;2;11;70;4;48;1; ;1;1;2;24;3; ;1;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;90;54;9500;95;11;2741,74128656415
397431;1;3;11;70;16;60;1; ;1;1;2;17;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2750000;1;95;95;4521;45;11;2815,94324088901
397431;1;4;11;70;16;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;53; ; ; ;11;2815,94324088901
397438;1;3;11;70;8;20;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;11;3990,35650246399
397475;1;7;11;70;12;48;1; ;2;2;2;52;1; ;5;2;2; ;4; ;2;11;NO  TENIA  IDEA  DE COMO  AFILIARSE; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;62;0111;01;11;2751,83597388836
397479;1;1;11;70;28;48;1; ;2;2;2;28;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;09;59;8511;85;11;1868,94412132026
397490;1;1;11;70;52;48;1; ;2;2;2;104;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;0115;01;11;2864,48917338368
397515;1;3;11;70;32;16;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;2676,12425264208
397521;1;4;11;70;52;48;1; ;1;1;2;250;1; ;2;2;5; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;45;5239;52;11;1822,07929231514
397526;1;1;11;70;12;48;3; ;1;1;2;288;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;79;1810;18;11;1748,10284495681
397539;1;2;11;70;100;48;1; ;2;2;2;288;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;19;8532;85;11;1622,49233913858
397542;1;3;11;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;03; ; ; ;11;2246,47250272221
397549;1;5;11;70;3;48;1; ;1;1;2;4;1; ;8;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;58;58;4010;40;11;2717,46929656593
397557;1;1;11;70;250;48;2; ;2;2;2;52;4; ;9;1; ;.;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;6604;66;11;2603,12521442567
397561;1;2;11;70;28;60;1; ;2;2;2;28;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;97;45;5234;52;11;1756,8514705962
397606;1;3;11;70;100;48;1; ;1;1;2;150;1; ;3;1; ;.;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7499;74;11;1405,75540256203
397640;1;2;11;70;196;40;1; ;2;2;2;196;1; ;3;1; ;.;3; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;44;44;6340;63;11;1852,71595105463
397671;1;2;11;70;40;50;1; ;1;1;2;40;1; ;8;1; ;.;9;ERA  AFILIADA A EPS;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;79;1810;18;11;3182,36834607017
397693;1;2;11;70;3;48;1; ;1;1;2;4;8; ;5;2;12;TRABAJABA  AL DIA;1; ;2;11;TRABAJABA  AL DIA; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;53;53;5521;55;11;3051,94798213134
397693;1;8;11;70;4;48;1; ;1;1;2;32;1; ;4;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1672000;1;45;55;7493;74;11;3051,94798213134
397752;1;2;11;70;16;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;95; ; ; ;11;2293,46529836199
397764;1;1;11;70;16;48;1; ;2;2;2;16;1; ;8;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;45;54;8531;85;11;2610,77414312181
397767;1;3;11;70;8;50;1; ;2;2;2;8;1; ;7;1; ;.;9;AFILIADA;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;7000000;1;15;38;5229;52;11;1219,69613431448
397772;1;4;11;70;8;60;1; ;2;1;2;8;1; ;4;1; ;.;9;AFILIADA;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;1;45;40;5233;52;11;3330,74107496521
397784;1;4;11;70;12;60;1; ;2;2;2;12;1; ;4;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8011;80;11;3329,56933861145
397798;1;4;11;70;20;60;1; ;1;1;2;24;1; ;6;1; ;.;9;COTIZABA;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;30;30;5511;55;11;2027,24839008234
397811;1;3;11;70;12;50;1; ;1;1;2;12;2; ;9;1; ;.;9;COTIZABA;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;7800000;1;44;39;4100;41;11;1969,66949705955
397865;2;1;11;70;20;48;1; ;1;1;2;20;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4200000;1;58;58;5252;52;11;2831,0053536342
