Directorio;Secuencia_p;Orden;Area;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6050;P6080;P6080s1;P6060;P6060s1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180s1;P6180s2;P6190;P6190s1;P6200;P6200s1;P6210;P6210s1;P6220;P6040;Dpto;Fex_c_2011
397513;1;2;11;10;2;2;1;3;1944;3;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;63;11;2238,79239427138
397513;1;3;11;10;3;1;1;2;1985;3;6; ;2; ;5;1; ; ;1;4; ;2;1;1;2;2; ; ;2; ;2; ;6;2;2;22;11;2238,79239427138
397515;1;1;11;10;1;1;1;11;1961;1;6; ;2; ;6;1; ; ;1;3;108000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;45;11;2676,12425264208
397515;1;2;11;10;2;2;1;3;1961;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;46;11;2676,12425264208
397515;1;3;11;10;3;2;1;11;1988;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;1;12000000;6;2;2;18;11;2676,12425264208
397515;1;4;11;10;4;1;1;12;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;2; ;8;11;2676,12425264208
397521;1;1;11;10;1;1;1;2;1948;1;6; ;2; ;6;1; ; ;1;2;100000;2;1;2; ; ; ; ; ; ; ; ;6;2;2;59;11;1822,07929231514
397521;1;2;11;10;2;2;1;6;1952;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;2;3;55;11;1822,07929231514
397521;1;3;11;10;3;2;1;3;1973;3;6; ;2; ;5;1; ; ;1;1;40000;2;1;1;2;2; ; ;2; ;2; ;6;6;4;34;11;1822,07929231514
397521;1;4;11;10;4;2;1;8;1982;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;6;5;2;24;11;1822,07929231514
397521;1;5;11;10;4;1;1;12;2003;4;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;3;11;1822,07929231514
397524;1;1;11;10;1;1;1;12;1984;1;6; ;2; ;5;2;1;84; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;22;11;2741,74128656415
397524;1;2;11;10;2;1;1;4;1953;5;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;54;11;2741,74128656415
397524;1;3;11;10;3;2;1;7;1959;5;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;4;7; ;48;11;2741,74128656415
397524;1;4;11;10;4;2;1;6;1992;5;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;2000;2; ;2; ;4;8; ;15;11;2741,74128656415
397526;1;1;11;10;1;2;1;9;1948;1;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;58;11;1748,10284495681
397526;1;2;11;10;2;2;1;7;1968;3;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;39;11;1748,10284495681
397526;1;3;11;10;3;1;1;5;1974;5;6; ;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ;2; ;2; ;4;9; ;33;11;1748,10284495681
397526;1;4;11;10;4;2;1;5;1986;4;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;6;1;2;21;11;1748,10284495681
397526;1;5;11;10;4;2;1;8;2005;5;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;11;1748,10284495681
397526;1;6;11;10;4;2;1;3;2007;5;6; ;2; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;11;1748,10284495681
397526;1;7;11;10;7;2;1;3;1988;4;6; ;2; ;5;1; ; ;1;1;18200;2;1;2; ; ; ; ;2; ;2; ;5;11;2;19;11;1748,10284495681
397526;1;8;11;10;1;2;1;6;1924;5;6; ;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;83;11;1748,10284495681
397529;1;1;11;10;1;1;1;7;1938;1;6; ;2; ;2;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;3;5; ;69;11;1756,8514705962
397529;1;2;11;10;2;2;1;10;1952;2;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;2;2;54;11;1756,8514705962
397531;1;1;11;10;1;2;1;5;1976;1;6; ;2; ;3;1; ; ;1;1;16200;2;1;2; ; ; ; ;2; ;2; ;6;1;2;31;11;2381,45534315773
397531;1;2;11;10;1;1;1;10;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ;10;11;2381,45534315773
397532;1;1;11;10;1;2;1;6;1976;1;6; ;2; ;5;1; ; ;1;1;15000;2;1;2; ; ; ; ;2; ;2; ;3;5; ;31;11;2447,07237707979
397532;1;2;11;10;1;1;1;11;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;0; ;12;11;2447,07237707979
397535;1;1;11;10;1;1;1;11;1963;1;6; ;2; ;6;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2;43;11;2301,11422705813
397535;1;2;11;10;2;2;1;1;1964;2;6; ;2; ;6;1; ; ;1;1;40000;2;1;2; ; ; ; ; ; ; ; ;6;3;3;43;11;2301,11422705813
397535;1;3;11;10;3;2;1;8;1987;5;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;6;1;2;19;11;2301,11422705813
397539;1;1;11;10;1;2;1;6;1941;1;6; ;2; ;4;1; ; ;1;2;98;2;1;2; ; ; ; ; ; ; ; ;4;6; ;66;11;1622,49233913858
397539;1;2;11;10;2;2;1;12;1961;3;6; ;2; ;5;1; ; ;1;3;54000;2;1;2; ; ; ; ; ; ; ; ;6;4;3;45;11;1622,49233913858
397539;1;3;11;10;3;2;1;7;1968;3;6; ;2; ;5;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;6;3;3;39;11;1622,49233913858
397539;1;4;11;10;3;1;1;4;1993;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ;14;11;1622,49233913858
397542;1;1;11;10;1;2;1;2;1955;1;6; ;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;4;7; ;52;11;2246,47250272221
397542;1;2;11;10;2;1;1;12;1951;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;55;11;2246,47250272221
397542;1;3;11;10;3;1;1;4;1986;3;6; ;2; ;5;2;1;5; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;21;11;2246,47250272221
397542;2;1;11;10;1;2;1;12;1949;1;6; ;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ;57;11;2246,47250272221
397542;2;2;11;10;2;1;1;6;1991;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;2;2; ; ;2; ;2; ;4;8; ;16;11;2246,47250272221
397544;1;1;11;10;1;1;1;5;1968;1;6; ;2; ;1;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2;39;11;2734,06117811332
397544;1;2;11;10;2;2;1;8;1988;2;6; ;2; ;1;1; ; ;1;1;19000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;18;11;2734,06117811332
397548;1;1;11;10;1;2;1;9;1978;1;6; ;2; ;3;2;1;60; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ;28;11;2080,64727189864
397548;1;2;11;10;1;2;1;9;1998;3;6; ;2; ; ;2;2; ; ; ; ; ;1;1;2;2; ; ;2; ;2; ;3;3; ;8;11;2080,64727189864
397549;1;1;11;10;1;1;1;11;1979;1;5; ;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ;2; ;2; ;3;5; ;27;11;2717,46929656593
397549;1;2;11;10;2;2;1;11;1976;2;5; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;30;11;2717,46929656593
397549;1;3;11;10;2;1;1;7;1996;3;5; ;2; ;5;1; ; ;1;5; ;1;1;1;1;1;0;200;2; ;2; ;3;4; ;11;11;2717,46929656593
397549;1;4;11;10;2;2;1;6;2007;3;5; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;11;2717,46929656593
397549;1;5;11;10;5;1;1;2;1987;5;5; ;2; ;5;2;1;18; ; ; ; ;1;2; ; ; ; ;2; ;2; ;3;4; ;20;11;2717,46929656593
397549;1;6;11;10;6;2;1;1;1939;5;5; ;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;68;11;2717,46929656593
397555;1;1;11;10;1;1;1;1;1954;1;6; ;2; ;2;1; ; ;1;1;40000;2;1;2; ; ; ; ; ; ; ; ;4;7; ;53;11;2741,74128656415
397555;1;2;11;10;2;2;1;11;1962;2;6; ;2; ;2;2;1;60; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ;44;11;2741,74128656415
397555;1;3;11;10;3;2;1;9;1982;3;6; ;2; ;5;1; ; ;1;1;98;2;1;1;2;2; ; ;2; ;2; ;6;0;2;24;11;2741,74128656415
397555;1;4;11;10;4;1;1;1;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;1500;2; ;2; ;4;8; ;15;11;2741,74128656415
397557;1;1;11;10;1;2;1;1;1969;1;6; ;2; ;4;2;1;12; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;38;11;2603,12521442567
397557;1;2;11;10;2;1;1;8;1989;3;6; ;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;17;11;2603,12521442567
397557;1;3;11;10;1;2;1;9;1990;3;6; ;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;16;11;2603,12521442567
397557;1;4;11;10;1;2;1;8;2002;3;6; ;2; ; ;2;1;12; ; ; ; ;2;1;2;2; ; ;2; ;2; ;2;0; ;4;11;2603,12521442567
397559;1;1;11;10;1;1;1;9;1964;1;6; ;2; ;6;1; ; ;1;1;54200;2;1;2; ; ; ; ; ; ; ; ;6;5;4;42;11;2969,28339520503
397559;1;2;11;10;2;2;1;1;1967;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;40;11;2969,28339520503
397559;1;3;11;10;3;1;1;10;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;6; ;11;11;2969,28339520503
397559;1;4;11;10;2;1;1;2;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ;5;11;2969,28339520503
397561;1;1;11;10;1;1;1;3;1951;1;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;56;11;1756,8514705962
397561;1;2;11;10;2;2;1;2;1960;2;6; ;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;9; ;47;11;1756,8514705962
397563;1;1;11;10;1;1;1;4;1969;1;6; ;2; ;6;1; ; ;1;3;54300;2;1;2; ; ; ; ; ; ; ; ;5;11;2;38;11;1909,48114017211
397563;1;2;11;10;2;2;1;1;1975;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;10;2;32;11;1909,48114017211
397563;1;3;11;10;2;2;1;6;1992;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ;15;11;1909,48114017211
397563;1;4;11;10;4;2;1;7;1937;5;6; ;2; ;3;1; ; ;1;5; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ;70;11;1909,48114017211
397565;1;1;11;10;1;1;1;3;1975;1;6; ;2; ;6;1; ; ;1;1;25000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;11;2969,28339520503
397565;1;2;11;10;2;2;1;7;1980;2;6; ;2; ;6;1; ; ;1;1;16000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;11;2969,28339520503
397565;1;3;11;10;2;1;1;10;1999;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;2000;2; ;2; ;3;2; ;7;11;2969,28339520503
397565;1;4;11;10;2;1;1;9;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;1;0;1300;2; ;2; ;3;0; ;6;11;2969,28339520503
397566;1;1;11;10;1;2;1;10;1932;1;6; ;2; ;4;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;3;1; ;74;11;2570,26830402465
397566;1;2;11;10;2;2;1;5;1954;3;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ;53;11;2570,26830402465
397566;1;3;11;10;3;1;1;10;1988;4;6; ;2; ;5;2;1;12; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2;18;11;2570,26830402465
397566;1;4;11;10;2;1;1;5;1994;4;6; ;2; ;5;2;2; ; ; ; ; ;1;1;1;1;0;1500;2; ;2; ;4;6; ;13;11;2570,26830402465
397566;1;5;11;10;2;2;1;6;1998;4;6; ;2; ; ;2;2; ; ; ; ; ;1;1;1;1;0;1500;2; ;2; ;3;3; ;9;11;2570,26830402465
397568;1;1;11;10;1;2;1;2;1964;1;6; ;2; ;3;1; ; ;1;1;98;1;1;2; ; ; ; ; ; ; ; ;5;11;2;43;11;2381,45534315773
397568;1;2;11;10;1;1;1;12;1997;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;4; ;9;11;2381,45534315773
397570;1;1;11;10;1;1;1;12;1963;1;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ;43;11;2293,46529836199
397570;1;2;11;10;2;2;1;2;1966;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;41;11;2293,46529836199
397570;1;3;11;10;2;2;1;6;2002;3;6; ;2; ; ;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;5;11;2293,46529836199
397572;1;1;11;10;1;1;1;3;1964;1;6; ;2; ;6;1; ; ;1;1;98;2;1;1;2;2; ; ;2; ;2; ;6;6;4;43;11;2382,96511007914
397572;1;2;11;10;2;2;1;8;1959;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;5;4;48;11;2382,96511007914
397572;1;3;11;10;1;2;1;4;1989;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;6;2;2;18;11;2382,96511007914
397572;1;4;11;10;1;2;1;4;1994;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;6; ;13;11;2382,96511007914
397576;1;1;11;10;1;2;1;10;1972;1;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1;34;11;2375,316181383
397576;1;2;11;10;2;1;1;12;1978;2;6; ;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ;2; ;2; ;5;11;2;28;11;2375,316181383
397576;1;3;11;10;1;2;1;3;1991;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;8; ;16;11;2375,316181383
397576;1;4;11;10;1;2;1;5;2005;3;6; ;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;11;2375,316181383
397578;1;1;11;10;1;1;1;4;1954;1;6; ;2; ;3;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;4;7; ;53;11;3109,07120369727
397578;1;2;11;10;1;2;1;2;1991;4;6; ;2; ;5;2;2; ; ; ; ; ;1;1;2;2; ; ;2; ;2; ;4;8; ;16;11;3109,07120369727
397578;1;3;11;10;1;1;1;6;1998;4;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;4; ;9;11;3109,07120369727
397580;1;1;11;10;1;1;1;3;1932;1;6; ;2; ;6;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;3;5; ;75;11;1798,16533476536
397580;1;2;11;10;2;2;1;4;1919;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;88;11;1798,16533476536
397581;1;1;11;10;1;1;1;11;1976;1;6; ;2; ;1;1; ; ;1;3;54300;2;1;2; ; ; ; ;2; ;2; ;5;11;2;30;11;2676,12425264208
397581;1;2;11;10;2;2;1;3;1975;2;6; ;2; ;1;1; ; ;1;1;15000;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;11;2676,12425264208
397581;1;3;11;10;2;2;1;8;1993;3;6; ;2; ;5;2;1;12; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;6; ;13;11;2676,12425264208
397581;1;4;11;10;2;1;1;10;1998;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;1500;2; ;2; ;3;3; ;8;11;2676,12425264208
397584;1;1;11;10;1;2;1;9;1951;1;6; ;2; ;4;1; ; ;1;2;54300;2;1;2; ; ; ; ; ; ; ; ;6;5;2;55;11;2211,46094778495
397584;1;2;11;10;2;2;1;4;1985;3;6; ;2; ;6;1; ; ;1;1;25000;2;1;1;1;2; ; ;2; ;2; ;6;1;2;22;11;2211,46094778495
397584;1;3;11;10;1;2;1;10;1994;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;4000;2; ;2; ;4;6; ;12;11;2211,46094778495
397587;1;1;11;10;1;2;1;7;1935;1;6; ;2; ;3;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;3; ;72;11;3085,09731785553
397587;1;2;11;10;2;2;1;11;1968;3;6; ;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;38;11;3085,09731785553
397587;1;3;11;10;2;1;1;11;1990;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;4;7; ;16;11;3085,09731785553
397587;1;4;11;10;2;1;1;2;1993;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;4;6; ;14;11;3085,09731785553
397587;1;5;11;10;2;1;1;10;1994;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;4; ;12;11;3085,09731785553
397587;1;6;11;10;2;2;1;10;1996;3;6; ;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ;10;11;3085,09731785553
397587;1;7;11;10;2;2;1;2;1998;3;6; ;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;3;2; ;9;11;3085,09731785553
397591;1;1;11;10;1;1;1;3;1950;1;6; ;2; ;6;1; ; ;1;2;120000;2;1;2; ; ; ; ; ; ; ; ;6;4;3;57;11;1798,16533476536
397591;1;2;11;10;2;2;1;6;1952;2;6; ;2; ;6;1; ; ;1;2;280000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;55;11;1798,16533476536
397593;1;1;11;10;1;2;1;9;1970;1;6; ;2; ;5;1; ; ;1;1;23000;2;1;2; ; ; ; ; ; ; ; ;6;3;3;36;11;2080,64727189864
397593;1;2;11;10;1;2;1;6;2004;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;1;2; ; ;2; ;2; ;2;0; ;3;11;2080,64727189864
397594;1;1;11;10;1;1;1;2;1951;1;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;56;11;1323,90451954102
397594;1;2;11;10;2;2;1;4;1953;2;6; ;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ;54;11;1323,90451954102
397594;2;1;11;10;1;2;1;10;1965;1;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;41;11;1323,90451954102
397596;1;1;11;10;1;1;1;7;1956;1;6; ;2; ;3;1; ; ;1;1;40000;2;1;2; ; ; ; ; ; ; ; ;5;11;2;51;11;3533,46441410434
397596;1;2;11;10;2;1;1;7;1989;3;6; ;2; ;5;1; ; ;1;1;3800;2;1;2; ; ; ; ;2; ;2; ;6;3;2;18;11;3533,46441410434
397596;1;3;11;10;3;1;1;1;1995;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;1000;2; ;2; ;4;6; ;12;11;3533,46441410434
397599;1;1;11;10;1;1;1;12;1948;1;6; ;2; ;6;1; ; ;2;2;35741;2;1;2; ; ; ; ; ; ; ; ;4;6; ;58;11;1838,70235361721
397599;1;2;11;10;2;2;1;1;1957;2;6; ;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ;50;11;1838,70235361721
397599;1;3;11;10;3;2;1;3;1985;3;6; ;2; ;5;1; ; ;1;1;17380;2;1;1;1;2; ; ;2; ;2; ;6;5;2;22;11;1838,70235361721
397601;1;1;11;10;1;1;1;9;1969;1;6; ;2; ;5;1; ; ;1;1;17380;2;1;1;1;2; ; ;2; ;2; ;6;8;4;37;11;2219,26334403713
397601;2;1;11;10;1;2;1;7;1968;1;6; ;2; ;5;2;1;36; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2;39;11;2219,26334403713
397603;1;1;11;10;1;1;1;11;1957;1;6; ;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;49;11;2219,26334403713
397603;1;2;11;10;2;2;1;10;1953;2;6; ;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;6;5;2;53;11;2219,26334403713
397605;1;1;11;10;1;2;1;2;1947;1;6; ;2; ;5;1; ; ;1;2;140000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;60;11;2488,38624124895
397605;1;2;11;10;1;1;1;4;1989;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;5;10;1;18;11;2488,38624124895
397606;1;1;11;10;1;1;1;6;1932;1;6; ;2; ;4;1; ; ;1;2;49000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;75;11;1405,75540256203
397606;1;2;11;10;2;2;1;3;1955;3;6; ;2; ;5;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;5;11;2;52;11;1405,75540256203
397606;1;3;11;10;3;2;1;9;1960;3;6; ;2; ;3;1; ; ;1;3;54200;2;1;2; ; ; ; ; ; ; ; ;5;11;2;46;11;1405,75540256203
397606;1;4;11;10;4;2;1;11;1990;4;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;5;10;1;16;11;1405,75540256203
397609;1;1;11;10;1;2;1;7;1974;1;6; ;2; ;2;1; ; ;1;1;18000;2;1;2; ; ; ; ;2; ;2; ;3;5; ;33;11;2293,46529836199
397609;1;2;11;10;2;1;1;1;1960;2;6; ;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ; ; ; ; ;3;5; ;47;11;2293,46529836199
397609;1;3;11;10;3;2;1;12;1996;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;1500;2; ;2; ;3;4; ;10;11;2293,46529836199
397611;1;1;11;10;1;1;1;5;1968;1;6; ;2; ;6;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;6;3;3;39;11;2668,47532394594
397611;1;2;11;10;2;2;1;9;1973;2;6; ;2; ;6;1; ; ;1;1;98;2;1;1;1;2; ; ;2; ;2; ;6;6;2;33;11;2668,47532394594
397611;1;3;11;10;3;1;1;12;1997;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;4; ;9;11;2668,47532394594
397611;1;4;11;10;1;2;1;12;2002;3;6; ;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;2;0; ;4;11;2668,47532394594
397614;1;1;11;10;1;1;1;9;1975;1;6; ;2; ;6;1; ; ;1;1;17380;2;1;1;2;2; ; ;2; ;2; ;6;5;2;31;11;2594,27336962107
397614;1;2;11;10;2;2;1;11;1979;2;6; ;2; ;6;1; ; ;1;1;17380;2;1;2; ; ; ; ;2; ;2; ;5;11;2;27;11;2594,27336962107
397614;1;3;11;10;2;1;1;11;2000;3;6; ;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;0; ;6;11;2594,27336962107
397618;1;1;11;10;1;2;1;3;1955;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2;52;11;2161,32641856589
397618;1;2;11;10;2;1;1;9;1980;3;6; ;2; ;5;1; ; ;1;1;17380;2;1;2; ; ; ; ;2; ;2; ;5;11;2;26;11;2161,32641856589
397618;1;3;11;10;3;2;1;3;1975;3;6; ;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;32;11;2161,32641856589
397618;1;4;11;10;4;1;1;8;1999;4;6; ;2; ; ;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;3;1; ;7;11;2161,32641856589
397620;1;1;11;10;1;1;1;10;1947;1;6; ;2; ;6;1; ; ;1;3;108800;2;1;2; ; ; ; ; ; ; ; ;3;1; ;59;11;1798,16533476536
397620;1;2;11;10;2;2;1;3;1948;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ;59;11;1798,16533476536
397622;1;1;11;10;1;1;1;4;1966;1;6; ;2; ;6;1; ; ;1;1;23000;2;1;2; ; ; ; ; ; ; ; ;4;8; ;41;11;2741,74128656415
397622;1;2;11;10;2;2;1;3;1964;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;6; ;43;11;2741,74128656415
397622;1;3;11;10;3;2;1;12;1988;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;1;2500000;6;0;2;18;11;2741,74128656415
397622;1;4;11;10;2;1;1;6;1993;3;6; ;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;1000;2; ;2; ;4;8; ;14;11;2741,74128656415
397624;1;1;11;10;1;2;1;1;1976;1;6; ;2; ;5;1; ; ;1;3;140000;2;1;2; ; ; ; ;2; ;2; ;6;3;3;31;11;2229,3814568094
397626;1;1;11;10;1;1;1;8;1981;1;6; ;2; ;6;1; ; ;1;3;53200;2;1;2; ; ; ; ;2; ;2; ;6;5;4;25;11;2465,84569419309
397626;1;2;11;10;2;2;1;9;1980;2;6; ;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;6;5;4;26;11;2465,84569419309
397629;1;1;11;10;1;2;1;10;1953;1;6; ;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;6;3;3;53;11;2219,26334403713
397629;1;2;11;10;2;1;1;7;1980;3;6; ;2; ;5;1; ; ;1;1;76000;2;1;2; ; ; ; ;2; ;2; ;6;6;4;27;11;2219,26334403713
397631;1;1;11;10;1;1;1;12;1956;1;6; ;2; ;6;1; ; ;1;1;54000;2;1;2; ; ; ; ; ; ; ; ;6;9;5;50;11;3557,37837165412
