DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
4903679;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1087,52332022684
4903680;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1311,34227641885
4903680;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1311,34227641885
4903681;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;5;1;5;05;05;05;1067,8108231186
4903682;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903682;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903682;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903683;1;1;1;90;2; ;1;21;2; ;2; ;1;29;2; ;2; ;2; ;2; ;2; ;05;05;05;1041,47945283864
4903683;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1041,47945283864
4903684;1;1;1;90;2; ;1;26;2; ;1;10;1;20;2; ;2; ;2; ;2; ;2; ;05;05;05;1379,1887960419
4903684;1;2;1;90;2; ;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1379,1887960419
4903684;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1379,1887960419
4903684;1;5;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1379,1887960419
4903686;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;888,380386850876
4903686;1;2;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;888,380386850876
4903686;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;888,380386850876
4903686;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;888,380386850876
4903686;1;5;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;888,380386850876
4903687;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;921,33063030255
4903687;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;05;05;05;921,33063030255
4903688;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;05;05;1073,18155928447
4903688;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;05;05;1073,18155928447
4903689;1;1;1;90;2; ;1;28;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1087,52332022684
4903689;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1087,52332022684
4903690;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1092,89405639271
4903690;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1092,89405639271
4903690;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;05;05;05;1092,89405639271
4903691;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1046,85018900451
4903691;1;2;1;90;2; ;1;30;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;05;05;05;1046,85018900451
4903691;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1046,85018900451
4903692;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1047,85727114561
4903692;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1047,85727114561
4903692;1;3;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1047,85727114561
4903693;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;05;05;1398,49408269208
4903693;1;2;1;90;2; ;1;26;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1398,49408269208
4903693;1;3;1;90;2; ;1;3;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1398,49408269208
4903693;2;1;2;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1398,49408269208
4903693;2;2;2;90;2; ;1;45;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1398,49408269208
4903693;2;3;2;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1398,49408269208
4903694;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;839,934359492921
4903694;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;839,934359492921
4903694;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;839,934359492921
4903694;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;839,934359492921
4903695;1;1;1;90;2; ;1;7;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1113,8546905068
4903696;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1221,96713089411
4903696;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1221,96713089411
4903696;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1221,96713089411
4903697;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1113,8546905068
4903698;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;1;6;2; ;05;05;05;1012,17793080132
4903698;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1012,17793080132
4903698;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;05;05;1012,17793080132
4903699;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903699;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903700;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1073,18155928447
4903700;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1073,18155928447
4903701;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903701;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903702;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1265,29840903065
4903702;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1265,29840903065
4903703;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1073,18155928447
4903703;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;20;05;05;05;1073,18155928447
4903704;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;943,763419390661
4903704;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;943,763419390661
4903705;1;1;1;90;2; ;1;4;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1217,94854226174
4903705;1;2;1;90;2; ;1;21;2; ;1;20;2; ;2; ;1;7;2; ;2; ;2; ;05;05;05;1217,94854226174
4903706;1;1;1;90;2; ;1;17;2; ;2; ;2; ;2; ;2; ;1;2;2; ;2; ;05;05;05;1087,52332022684
4903706;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1087,52332022684
4903707;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;880,039498927643
4903707;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;880,039498927643
4903707;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;880,039498927643
4903707;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;05;05;05;880,039498927643
4903708;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1217,94854226174
4903708;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1217,94854226174
4903709;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;972,134936432253
4903709;1;2;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;972,134936432253
4903710;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;1;8;2; ;2; ;2; ;05;05;05;914,711757130835
4903710;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;914,711757130835
4903710;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;914,711757130835
4903710;1;4;1;90;2; ;1;14;2; ;2; ;1;8;2; ;2; ;2; ;2; ;1;10;05;05;05;914,711757130835
4903711;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1328,78127462892
4903711;1;2;1;90;2; ;1;17;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1328,78127462892
4903711;1;4;1;90;2; ;1;13;2; ;1;11;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1328,78127462892
4903712;1;1;1;90;2; ;1;14;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1070,29006023372
4903712;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1070,29006023372
4903712;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1070,29006023372
4903713;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903713;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903713;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;989,745141713206
4903714;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,85649026989
4903714;1;2;1;90;2; ;1;30;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,85649026989
4903714;1;3;1;90;2; ;1;16;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,85649026989
4903714;1;4;1;90;2; ;1;8;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,85649026989
4903715;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2106,45601462296
4903715;1;2;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2106,45601462296
4903715;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2106,45601462296
4903715;1;4;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2106,45601462296
4903716;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1016,07651199316
4903716;1;2;1;90;2; ;1;20;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1016,07651199316
4903717;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1067,56976825385
4903717;1;2;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1067,56976825385
4903717;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1067,56976825385
4903717;1;5;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1067,56976825385
4903718;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1073,18155928447
4903718;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1073,18155928447
4903719;1;1;1;90;2; ;1;27;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1196,98790814766
4903719;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1196,98790814766
4903719;1;3;1;90;2; ;2; ;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1196,98790814766
4903719;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1196,98790814766
4903720;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,47954498206
4903720;1;2;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1024,47954498206
4903721;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;969,414644452385
4903721;1;2;1;90;2; ;1;27;1;7;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;05;05;969,414644452385
4903721;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;969,414644452385
4903722;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1422,17500878603
4903722;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1422,17500878603
4903722;1;3;1;90;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1422,17500878603
4903724;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1211,32966909003
4903724;1;2;1;90;2; ;1;22;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1211,32966909003
4903724;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1211,32966909003
4903724;1;5;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1211,32966909003
4903725;1;1;1;90;2; ;1;30;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2135,1395365077
4903725;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2135,1395365077
4903725;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2135,1395365077
4903725;1;5;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2135,1395365077
4903726;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903726;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1030,41827293554
4903727;1;1;1;90;2; ;1;15;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;3184,53255980434
4903727;1;2;1;90;2; ;1;20;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;3184,53255980434
4903728;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1224,00727765574
4903728;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1224,00727765574
4903728;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1224,00727765574
4903728;1;5;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1224,00727765574
4903729;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;926,701366468422
4903729;1;2;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;926,701366468422
4903729;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;926,701366468422
4903731;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2530,5968180613
4903731;1;2;1;90;2; ;1;24;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;2530,5968180613
4903732;1;1;1;90;2; ;1;28;2; ;2; ;2; ;1;28;2; ;2; ;2; ;2; ;05;05;05;1067,8108231186
4903733;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1171,90467487354
4903733;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1171,90467487354
4903734;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;932,640094421903
4903734;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;932,640094421903
4903734;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;932,640094421903
4903735;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1305,40354846537
4903735;1;2;1;90;2; ;1;6;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1305,40354846537
4903736;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;935,481344745144
4903736;1;2;1;90;2; ;1;36;1;8;1;1;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;935,481344745144
4903736;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;935,481344745144
4903736;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;935,481344745144
4903736;1;6;1;90;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;935,481344745144
4903737;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1297,00051547648
4903737;1;2;1;90;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1297,00051547648
4903738;1;1;1;90;2; ;1;1;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;908,411015969235
4903738;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;908,411015969235
4903738;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;908,411015969235
4903738;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;05;05;05;908,411015969235
4903739;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1067,8108231186
4903740;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1004,76704787381
4903741;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1592,26627990217
4903741;1;2;1;90;2; ;1;28;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1592,26627990217
4903744;1;1;1;90;2; ;1;28;2; ;1;35;2; ;1;6;2; ;2; ;2; ;2; ;05;05;05;1198,2360451535
4903745;1;1;1;90;2; ;1;25;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1198,2360451535
4903746;1;1;1;90;2; ;1;20;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;05;05;1479,16004863682
