DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4903610;1;1;1;70;1;96;48;1; ;2;96;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;83;24;1;2;05;2412;68;3154,00155871749; 
4903611;1;1;1;70;1;40;48;1; ;2;48;1; ;5;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;58;98;60;1;2;05;6041;68;4474,87821392166; 
4903617;1;1;1;70;1;26;48;1; ;2;26;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;53;55;1;2;05;5521;68;4106,90542460853; 
4903617;1;2;1;70;1;1;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;2400000;1200000;2; ;95;95;11;1;1;05;1110;68;4106,90542460853; 
4903618;1;2;1;70;1;3;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1200000;828116;2; ;32;33;52;1;1;05;5235;68;3849,37653260947; 
4903618;1;4;1;70;1;4;48;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;54;95;1;1;05;9500;68;3849,37653260947; 
4903618;1;6;1;70;1;52;48;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;64;05;1;2;05;0501;68;3849,37653260947; 
4903618;1;7;1;70;1;44;48;3; ;2;52;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;95;1;2;05;9500;68;3849,37653260947; 
4903648;1;1;1;70;1;8;55;4; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;05;4552;76;3471,67467070437; 
4903648;1;2;1;70;1;2;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;550000; ; ;45; ; ;1;1;05; ;76;3471,67467070437; 
4903661;1;2;1;70;1;4;24;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;05;5233;05;978,435677593853;05
4903662;1;2;1;70;1;4;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;03; ; ;1;1;05; ;05;888,698518860991;05
4903673;1;1;1;70;1;8;48;5; ;2;8;5; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;1;95;21;26;1;1;05;2696;05;1010,70577582729;05
4903680;1;2;1;70;1;4;48;1; ;2;144;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;55;45;1;1;05;4530;05;1311,34227641885;05
4903692;1;1;1;70;1;4;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;58;70;1;1;05;7020;05;1047,85727114561;05
4903692;1;2;1;70;1;3;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;79;79;18;1;1;05;1810;05;1047,85727114561;05
4903707;1;2;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;828116;2; ;95;95;45;1;1;05;4521;05;880,039498927643;05
4903712;1;1;1;70;1;16;24;1; ;2;260;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;54;55;1;2;05;5511;05;1070,29006023372;05
4903712;1;2;1;70;1;104;48;1; ;2;156;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;828116;2; ;95;77;15;1;2;05;1551;05;1070,29006023372;05
4903713;1;3;1;70;1;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;55;83;28;1;1;05;2899;05;989,745141713206;05
4903714;1;2;1;70;1;16;48;3; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;54;54;74;1;2;05;7493;05;1024,85649026989;05
4903715;1;3;1;70;1;24;48;1; ;2;30;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;79;79;18;1;2;05;1810;05;2106,45601462296;05
4903716;1;2;1;70;1;1;40;3; ;2;1;4; ;1;2;1; ; ; ; ;1; ; ; ; ; ; ;1;200000;828116;2; ;54;54;85;1;1;05;8532;05;1016,07651199316;05
4903719;1;2;1;70;1;20;48;1; ;2;22;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;92;92;17;1;2;05;1730;05;1196,98790814766;05
4903724;1;3;1;70;1;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;97;97;25;1;2;05;2529;05;1211,32966909003;05
4903725;1;1;1;70;1;52;48;1; ;2;52;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;79;79;18;1;2;05;1810;05;2135,1395365077;05
4903725;1;5;1;70;1;10;48;1; ;2;12;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;19;97;36;1;1;05;3699;05;2135,1395365077;05
4903726;1;2;1;70;1;52;48;1; ;2;17;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;45;52;1;2;05;5233;05;1030,41827293554;05
4903731;1;2;1;70;1;120;48;1; ;2;120;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;55;24;1;2;05;2411;05;2530,5968180613;05
4903740;1;1;1;70;1;8;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;12; ; ;1;1;05; ;05;1004,76704787381;05
4903751;1;1;1;70;1;4;48;3; ;2;4;3; ;1;2;7; ; ;1; ; ; ; ; ; ; ; ;1;828116;828116;2; ;54;54;95;1;1;05;9500;05;1010,70577582729;05
4903754;1;3;1;70;1;24;48;4; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;93;95;45;1;2;05;4521;05;1092,89405639271;05
4903767;1;1;1;70;1;24;24;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;54;95;1;2;05;9500;08;352,723158101487;08
4903785;1;2;1;70;1;52;48;1; ;2;52;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;37;37;63;1;2;05;6390;13;320,586478105801;13
4903794;1;4;1;70;1;26;48;1; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;98;60;1;2;05;6031;13;346,44018731017;13
4903798;1;3;1;70;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ;21; ; ;1;2;05; ;13;243,164981362351;13
4903828;1;2;1;70;1;4;48;4; ;2;5;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;38;45;1;1;05;4530;13;261,43377821777;13
4903832;1;4;1;70;1;32;48;1; ;2;32;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;32;75;1;2;05;7530;13;394,726068974899;13
4903833;1;2;1;70;1;12;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;828116;2; ;45;45;52;1;1;05;5234;13;389,132476737372;13
4903841;1;3;1;70;1;20;40;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;95;45;1;2;05;4530;13;377,15388045974;13
4903844;1;2;1;70;1;20;48;1; ;2;24;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;2;05;5233;13;234,409177163756;13
4903852;2;2;2;70;1;8;40;1; ;2;8;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;55;90;1;1;05;9000;15;64,2014114323498;15
4903855;1;4;1;70;1;35;48;1; ;2;35;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828100;2; ;96;03;45;1;2;05;4541;15;117,486252410451;15
4903856;1;4;1;70;1;4;40;1; ;2;16;2; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;09;33;75;1;1;05;7512;15;60,0351504686743;15
4903858;1;2;1;70;1;20;40;1; ;2;20;4; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;02;02;91;1;2;05;9199;15;67,6887270606341;15
4903859;1;2;1;70;1;8;40;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;05;5521;15;60,0351504686743;15
