DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4914319;1;1;1;70;2;4;40;4; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;400000;2; ;62;62;01;1;1;05;0116;23;1394,51123530692
4914320;1;5;1;70;2;6;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;52;1;1;05;5211;23;1119,8119954608
4914324;1;2;1;70;2;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;03;03;74;1;1;05;7421;23;1302,63297773304
4914326;1;1;1;70;2;4;60;1; ;2;3;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;500000;2; ;95;95;45;1;1;05;4521;23;1855,17545643602
4914326;1;5;1;70;2;8;60;4; ;2;8;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;97;63;1;1;05;6310;23;1855,17545643602
4914334;1;4;1;70;2;4;40;8; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;200000;2; ;62;62;01;1;1;05;0140;23;2215,53529490357
4914334;1;5;1;70;2;2;48;3; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;300000;2; ;54;54;95;1;1;05;9500;23;2215,53529490357
4914338;1;3;1;70;2;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;33; ; ;1;2;05; ;23;1416,53056015069
4914380;1;1;1;70;2;6;40;3; ;2;18;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;55;55;1;1;05;5511;27;1307,82216695742
4914380;1;3;1;70;2;4;40;1; ;2;12;4; ;2;2;4; ; ; ; ; ; ; ;1; ; ; ;1;890000;890000;2; ;95;84;50;1;1;05;5040;27;1307,82216695742
4914389;1;2;1;70;2;24;40;3; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;890000;2; ;54;71;13;1;2;05;1320;27;602,32708665263
4914390;1;2;1;70;2;24;40;1; ;2;6;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;890000;2; ;33;53;85;1;2;05;8532;27;555,989722342354
4914396;1;3;1;70;2;20;40;1; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;890000;2; ;77;54;95;1;2;05;9500;27;1145,46660882485
4914399;1;2;1;70;2;18;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;59; ; ;1;2;05; ;27;1009,08194555251
4914436;1;2;1;70;2;6;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;1;05;9500;27;5445,46189137105
4914460;1;2;1;70;2;6;40;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;05;4521;15;1002,62743975903
4914465;1;3;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1;05; ;15;1002,62743975903
4916772;1;1;1;70;2;6;54;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;1;05;0115;73;1338,74979886639
4916788;1;1;1;70;2;5;40;1; ;2;6;8; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;05;0115;73;1338,74979886639
4916799;1;2;1;70;2;8;30;4; ;2;96;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;74;1;1;05;7493;73;2577,20262658704
4916799;1;3;1;70;2;240;30;3; ;2;97;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;2;05;9500;73;2577,20262658704
4916799;1;4;1;70;2;16;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;05; ;73;2577,20262658704
4916811;1;2;1;70;2;16;50;8; ;2;16;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;2;05;0130;73;1338,74979886639
4916814;1;2;1;70;2;8;20;4; ;2;24;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;62;54;95;1;1;05;9500;73;2837,53519015476
4916829;1;1;1;70;2;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;2;05;4521;73;1180,18734716188
4916851;1;2;1;70;2;2;60;8; ;2;2;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;300000;2; ;62;62;01;1;1;05;0115;73;1038,22469613564
4916854;1;4;1;70;2;6;48;1; ;2;8;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;95;95;45;1;1;05;4521;73;1009,20773933131
4916855;1;2;1;70;2;4;40;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;1200000;2; ;55;61;01;1;1;05;0130;73;1260,72664649612
4916855;1;5;1;70;2;60;16;1; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;38;61;01;1;2;05;0117;73;1260,72664649612
4916855;1;6;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;45; ; ;1;1;05; ;73;1260,72664649612
4916865;1;2;1;70;2;12;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;95;45;1;1;05;4521;73;1673,91480023398
4916870;1;1;1;70;2;77;48;1; ;2;77;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;45;52;1;2;05;5231;73;2467,36984674777
4916871;1;1;1;70;2;2;48;8; ;2;2;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;890000;2; ;62;62;01;1;1;05;0115;73;1639,27490159714
4916872;1;1;1;70;2;32;28;1; ;2;208;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;45;39;55;1;2;05;5511;73;2419,95234858232
4916872;1;3;1;70;2;4;16;1; ;2;32;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;150000;2; ;38;54;95;1;1;05;9500;73;2419,95234858232
4916874;1;2;1;70;2;52;48;1; ;2;240;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;39;75;1;2;05;7512;73;1132,76984899643
4916874;1;3;1;70;2;112;48;1; ;2;115;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;75;1;2;05;7512;73;1132,76984899643
4916886;1;4;1;70;2;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;2;05; ;76;1216,75157713329
4916889;1;1;1;70;2;52;56;4; ;2;104;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;61;61;01;1;2;05;0115;76;1743,83189129804
4916901;1;3;1;70;2;8;30;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;828116;2; ;37;62;01;1;1;05;0112;76;1392,30349437081
4916902;1;1;1;70;2;8;48;1; ;2;19;1; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;97;97;63;1;1;05;6320;76;2221,92747222264
4916907;1;2;1;70;2;52;60;1; ;2;2;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;828116;2; ;98;99;45;1;2;05;4530;76;1674,98144847917
4916907;1;3;1;70;2;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;900000;2; ;98;98;60;1;1;05;6041;76;1674,98144847917
4916910;1;1;1;70;2;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;890000;828116;2; ;97;97;51;1;1;05;5127;76;2221,92747222264
4917997;1;2;1;70;2;6;56;3; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;05;9500;20;6395,48022282446
4918057;1;1;1;70;2;5;40;4; ;2;5;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;550000;750000;2; ;62;89;45;1;1;05;4542;20;1391,083029178
4918058;1;3;1;70;2;4;60;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;850000; ; ;53; ; ;1;1;05; ;20;1557,95477983545
4918112;1;4;1;70;2;4;40;1; ;2;14;4; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;99;50;1;1;05;5020;25;1281,88332774574
4918114;1;2;1;70;2;24;24;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;39;39;25;1;2;05;2529;25;4006,16246667248
4918121;1;2;1;70;2;1;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;17;55;1;1;05;5521;25;1281,88332774574
4918137;1;1;1;70;2;3;48;1; ;2;4;1; ;8;2;3; ; ; ; ; ; ; ; ; ; ;1;1;98;828116;2; ;39;59;64;1;1;05;6412;25;3451,66858975284
4918157;1;2;1;70;2;12;48;1; ;2;12;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;06;06;85;1;1;05;8520;25;1281,88332774574
4918220;1;4;1;70;2;3;48;1; ;2;31;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;45;52;1;1;05;5231;25;2759,11427807228
4918234;1;3;1;70;2;230;48;1; ;2;400;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;98;62;01;1;2;05;0121;11;839,717862298607
4918236;1;2;1;70;2;52;24;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;828116;2; ;53;53;55;1;2;05;5521;11;839,717862298607
4918238;1;2;1;70;2;20;48;4; ;2;20;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;08;08;72;1;2;05;7220;11;1821,43213574689
4918280;1;1;1;70;2;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;71;71;13;1;1;05;1320;05;5041,16989703842
4918323;1;2;1;70;2;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;55;55;1;1;05;5511;05;2197,15138152491
4918324;1;2;1;70;2;44;48;1; ;2;48;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;54;95;1;2;05;9500;05;4269,92150221323
4918325;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;1;05; ;05;2197,15138152491
4918330;1;4;1;70;2;20;48;8; ;2;8;8; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;70000;700000;2; ;62;62;01;1;2;05;0113;05;3942,36265976233
4918349;1;3;1;70;2;4;48;1; ;2;8;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;62;54;95;1;1;05;9500;05;2197,15138152491
4918375;1;2;1;70;2;3;48;1; ;2;208;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;55;1;1;05;5511;63;1733,77623427719
4918390;1;1;1;70;2;56;48;1; ;2;56;4; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;30;44;65;1;2;05;6512;63;1784,52085552079
4918396;1;3;1;70;2;2;6;8; ;2;3;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;120000;2; ;62;62;01;1;1;05;0117;63;1467,02836089436
4918399;1;3;1;70;2;4;36;1; ;2;3;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;230000;480000;2; ;58;58;75;1;1;05;7522;63;1817,29901885606
4918402;1;2;1;70;2;2;40;4; ;2;8;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;180000;2; ;57;57;93;1;1;05;9302;63;792,595612806762
4918404;1;1;1;70;2;8;48;4; ;2;56;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;53;55;1;1;05;5521;63;1767,51685282597
4918591;1;5;1;70;2;48;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;39;53;55;1;2;05;5521;76;1464,7581094879
4918593;1;1;1;70;2;3;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;828116;2; ;55;35;60;1;1;05;6022;76;2965,50049646145
4918593;1;2;1;70;2;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;39; ; ;1;1;05; ;76;2965,50049646145
4918595;1;1;1;70;2;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;828116;2; ;95;03;45;1;1;05;4530;76;5071,87633886412
4918604;1;2;1;70;2;8;48;1; ;2;13;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;71;13;1;1;05;1320;76;4661,800698856
4918613;1;1;1;70;2;20;20;1; ;2;20;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;45;53;55;1;2;05;5529;05;1551,46309695973
4918614;1;1;1;70;2;3;60;1; ;2;3;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;36;1;1;05;3611;05;664,442934749699
4918614;1;4;1;70;2;24;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;45; ; ;1;2;05; ;05;664,442934749699
4918615;1;2;1;70;2;12;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;45;52;1;1;05;5225;05;1286,11195833913
4918619;1;2;1;70;2;42;48;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;05;53;55;1;2;05;5521;05;936,192118088117
4918620;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;05; ;05;2250,89523812373
4918626;1;4;1;70;2;4;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;98;99;50;1;1;05;5020;05;664,442934749699
4918629;1;1;1;70;2;24;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;98;98;01;1;2;05;0123;05;664,442934749699
4918629;1;4;1;70;2;48;48;1; ;2;200;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;53;50;55;1;2;05;5521;05;664,442934749699
4918632;1;1;1;70;2;52;48;1; ;2;52;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;180000;900000;2; ;55;97;15;1;2;05;1551;05;1034,20865202318
4918669;1;3;1;70;2;12;48;1; ;2;16;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;99;62;01;1;1;05;0111;05;4805,42076283871
4918695;1;3;1;70;2;20;48;1; ;2;24;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;71;62;01;1;2;05;0121;05;8136,79583708722
4918721;1;4;1;70;2;12;48;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;55;95;95;1;1;05;9500;05;2197,15138152491
4918762;1;1;1;70;2;26;48;4; ;2;26;2; ;9;2;5; ; ; ; ; ;1; ; ; ; ; ;2; ;1200000;2; ;61;58;75;1;2;05;7522;13;7413,05814563091
4918929;1;1;1;70;2;2;50;8; ;2;2;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;700000;2; ;62;62;01;1;1;05;0111;17;1025,14147396773
4918938;1;3;1;70;2;4;55;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;1;05;0111;17;969,532834810762
4919008;1;7;1;70;2;4;40;1; ;2;20;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;62;01;1;1;05;0112;17;1456,50819020923
4919031;1;2;1;70;2;24;48;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;2;05;4530;17;830,034216484611
4920191;1;1;1;70;2;16;60;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;2;05;5521;23;2649,396022269
4920402;1;1;1;70;2;8;40;1; ;2;18;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;1;05;8512;27;1035,67765503696
4920408;1;1;1;70;2;9;40;1; ;2;13;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;59;59;85;1;1;05;8532;27;895,777367246179
4920410;1;1;1;70;2;8;40;4; ;2;16;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;53;55;1;1;05;5521;27;1178,00025305178
4920428;1;3;1;70;2;12;40;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;54;54;95;1;1;05;9500;27;1238,8517941653
4920440;1;2;1;70;2;52;42;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;2;05; ;27;555,989722342354
4920516;1;4;1;70;2;16;40;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;45;44;64;1;2;05;6425;15;1423,0954591218
4920544;1;2;1;70;2;24;40;1; ;2;5;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;77;77;55;1;2;05;5521;15;851,881874630531
4920544;1;4;1;70;2;20;40;1; ;2;4;4; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;50000;600000;2; ;45;77;55;1;2;05;5529;15;851,881874630531
4920565;1;1;1;70;2;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;828116;2; ;71;62;01;1;1;05;0117;15;1102,95344492494
4920566;1;3;1;70;2;52;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;14;1;2;05;1431;15;1693,01304541666
4920587;1;1;1;70;2;48;56;1; ;2;48;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;71;45;52;1;2;05;5233;15;851,881874630531
4920646;1;1;1;70;2;8;40;1; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;39;75;1;1;05;7513;18;580,545301619454
4920651;1;3;1;70;2;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;32; ; ;1;2;05; ;18;218,966086568423
4920657;1;1;1;70;2;8;40;1; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;56;93;1;1;05;9301;18;437,589149123489
4920665;1;5;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;2;05; ;18;218,966086568423
4920674;1;1;1;70;2;28;40;3; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;74;1;2;05;7493;18;244,054403348106
4923003;1;2;1;70;2;30;40;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;38; ; ;1;2;05; ;44;987,062524524881
4923054;1;1;1;70;2;1;44;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;54;54;95;1;1;05;9500;52;2384,5443586599
4923147;1;1;1;70;2;16;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;828116;2; ;80;80;19;1;2;05;1931;52;3103,07397053621
4923151;1;5;1;70;2;4;24;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;400000;2; ;54;54;95;1;1;05;9500;52;1794,45469996222
4923164;1;3;1;70;2;28;40;3; ;2;144;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;61;01;1;2;05;0116;52;1526,21712286126
4923189;1;1;1;70;2;24;84;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;98;98;60;1;2;05;6042;54;3396,87112798782
4923192;1;1;1;70;2;8;48;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;62;62;01;1;1;05;0115;54;839,717862298607
4923196;1;6;1;70;2;16;60;1; ;2;28;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;05;5262;54;1816,18639810393
4923197;1;1;1;70;2;18;48;3; ;2;90;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;59;95;1;2;05;9500;54;839,717862298607
4923354;1;2;1;70;2;106;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;53; ; ;1;2;05; ;54;3631,00163899779
4923364;1;6;1;70;2;28;40;4; ;2;28;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;62;62;01;1;2;05;0111;54;1292,9494293385
4923374;1;1;1;70;2;5;48;4; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;62;62;01;1;1;05;0140;54;2372,71045160988
4923374;1;5;1;70;2;24;48;4; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;62;62;01;1;2;05;0119;54;2372,71045160988
4923515;1;2;1;70;2;3;28;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;61;45;52;1;1;05;5261;70;506,174666974141
4923525;1;2;1;70;2;8;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;54; ; ;1;1;05; ;70;735,545106272395
4923544;1;1;1;70;2;10;20;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;100000;2; ;56;56;93;1;1;05;9301;70;1743,02454969503
4923545;1;3;1;70;2;3;48;1; ;2;52;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;59;01;1;1;05;0112;70;849,082661941762
4923547;1;3;1;70;2;3;30;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;54;95;1;1;05;9500;70;852,000100067249
4923550;1;2;1;70;2;4;30;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;05;9500;70;952,329198846232
4923615;1;1;1;70;2;14;30;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;54;54;95;1;2;05;9500;70;1900,67802695811
4923615;1;5;1;70;2;15;30;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;300000; ; ;54; ; ;1;2;05; ;70;1900,67802695811
4923625;1;2;1;70;2;10;30;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;05;9500;70;1213,61819270242
4923627;1;1;1;70;2;5;40;9;S;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;250000; ; ;59; ; ;1;1;05; ;70;1102,52322797395
4923630;1;6;1;70;2;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ;13; ; ;1;1;05; ;70;475,169506739528
4923640;1;6;1;70;2;16;42;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;250000; ; ;54; ; ;1;2;05; ;70;1240,68800423125
4923645;1;4;1;70;2;2;42;1; ;2;2;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;828116;828116;2; ;55;55;45;1;1;05;4530;76;1517,67628475316
