DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5530591;1;1;1;70;2;18;48;1; ;2;18;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;84;39;39;1;2;08;8412;13;1961,15735961868
5530593;1;2;1;70;2;12;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;1;08;5611;13;1678,12343190047
5530598;1;3;1;70;2;12;40;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;08;4771;13;1215,00356747946
5530603;1;3;1;70;2;24;48;1; ;2;30;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;41;95;95;1;2;08;4111;13;1069,52131987888
5530608;1;1;1;70;2;40;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;64;58;58;1;2;08;6499;13;2318,03274482535
5530608;1;3;1;70;2;12;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;1;08;4111;13;2318,03274482535
5531602;1;1;1;70;2;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;908526;2; ;01;61;61;1;1;08;0111;23;2611,98562860847
5531603;1;1;1;70;2;12;40;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;86;59;59;1;1;08;8621;23;1441,19197708025
5531608;1;2;1;70;2;4;48;8; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;01;62;61;1;1;08;0161;23;2851,58192211516
5531610;1;6;1;70;2;24;48;1; ;2;55;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;13;13;1;2;08;8530;23;2302,55976836878
5531615;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;45; ;1;2;08;.;23;2481,94364604925
5531620;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;13; ;1;2;08;.;23;2343,93133958546
5531621;1;4;1;70;2;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;26;59;39;1;1;08;2670;23;1931,83845554468
5531623;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;45; ;1;1;08;.;23;1637,64249407218
5531662;1;4;1;70;2;72;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1014980; ; ; ;53; ;1;2;08;.;47;1305,8743622028
5531668;1;3;1;70;2;8;48;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;400000;2; ;97;45;54;1;1;08;9700;47;1372,18544605519
5531670;1;4;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;53; ;1;2;08;.;47;1831,64721458872
5531728;1;4;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;53; ;1;2;08;.;47;1169,08521092592
5531738;1;1;1;70;2;52;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;08;9700;47;1039,37820866978
5531811;1;1;1;70;2;4;48;8; ;2;4;8; ;2;2;7; ; ; ; ;1; ; ; ; ; ; ;1;845000;906000;2; ;01;62;62;1;1;08;0143;47;1434,79632929674
5531859;1;2;1;70;2;8;44;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2100000;2; ;42;03;03;1;1;08;4210;50;474,245379482753
5531863;1;1;1;70;2;52;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;42;99;99;1;2;08;4210;50;487,960043492382
5531864;1;1;1;70;2;20;48;1; ;2;20;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;01;95;62;1;2;08;0112;50;719,337491309437
5531865;1;1;1;70;2;8;48;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;01;62;98;1;1;08;0112;50;1283,51738956788
5531867;1;2;1;70;2;8;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;900000;2; ;81;95;62;1;1;08;8129;50;731,66429389077
5531872;1;1;1;70;2;3;50;1; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;900000;2; ;01;95;61;1;1;08;0111;50;932,116873453462
5531874;1;2;1;70;2;3;40;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;53;45;1;1;08;4724;63;586,6203506814
5531953;1;3;1;70;2;34;48;1; ;2;34;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;81;97;55;1;2;08;8121;63;2346,4814027256
5531954;1;1;1;70;2;4;48;1; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;1000000;2; ;01;95;62;1;1;08;0121;63;586,6203506814
5531977;1;3;1;70;2;2;48;1; ;2;2;8; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;908526;2; ;01;58;62;1;1;08;0123;63;945,244131234374
5531981;1;3;1;70;2;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;42;97;95;1;2;08;4210;63;895,097266766239
5531983;1;2;1;70;2;4;40;8; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;01;62;62;1;1;08;0122;63;1493,88235425975
5532034;1;3;1;70;2;16;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;03; ;1;2;08;.;15;754,223041098687
5532048;1;1;1;70;2;4;1;3; ;2;70;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;70000;500000;2; ;97;54;54;1;1;08;9700;15;1106,84305185242
5532117;1;3;1;70;2;52;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;21;45;1;2;08;4761;15;3131,80847714544
5532121;1;1;1;70;2;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;56;33;33;1;2;08;5611;15;1988,00252805834
5532127;1;3;1;70;2;16;48;1; ;2;480;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;42;95;95;1;2;08;4210;15;2530,62346813474
5535582;1;1;1;70;2;8;48;4; ;2;208;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;97;54;54;1;1;08;9700;44;1262,20597419023
5535582;1;3;1;70;2;21;48;3; ;2;3;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;08;9700;44;1262,20597419023
5535585;1;1;1;70;2;12;40;3; ;2;42;3; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;300000;2; ;97;54;54;1;1;08;9700;44;1503,88096523465
5535585;1;2;1;70;2;8;30;4; ;2;9;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;10;77;77;1;1;08;1081;44;1503,88096523465
5535586;1;5;1;70;2;8;56;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;55;55;1;1;08;8121;44;2013,09387447137
5535593;1;2;1;70;2;12;50;4; ;2;12;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;84;84;1;1;08;4542;44;1168,52532359377
5535600;1;2;1;70;2;104;8;1; ;2;162;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;86;39;39;1;2;08;8621;44;1121,89973879677
5535622;1;1;1;70;2;4;60;4; ;2;208;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;85;54;13;1;1;08;8559;44;1200,06112581484
5535629;1;2;1;70;2;2;40;4; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;86;34;34;1;1;08;8610;44;1210,25622390965
5535663;1;1;1;70;2;12;40;1; ;2;30;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;01;83;62;1;1;08;0111;52;2599,79803062687
5535694;1;4;1;70;2;52;40;4; ;2;16;4; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;1;400000;908526;2; ;84;32;32;1;2;08;8412;52;888,026778647087
5535726;1;2;1;70;2;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;45; ;1;2;08;.;52;888,026778647087
5535799;1;2;1;70;2;24;25;1; ;2;156;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;85;32;13;1;2;08;8512;52;2558,93305332111
5535800;1;1;1;70;2;26;40;1; ;2;26;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;1500000;2; ;31;81;81;1;2;08;3110;52;1647,95288768687
5535802;1;2;1;70;2;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;2;08;.;52;1137,92626439671
5535833;1;1;1;70;2;6;48;1; ;2;7;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;84;13;32;1;1;08;8412;54;754,821175373738
5535836;1;1;1;70;2;1;40;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;650000;600000;2; ;01;62;62;1;1;08;0161;54;909,216986788781
5535863;1;2;1;70;2;52;40;4; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;68;53;55;1;2;08;6820;54;948,31030382696
5535873;1;1;1;70;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;01;61;61;1;1;08;0161;54;995,822432180865
5535876;1;6;1;70;2;2;45;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;400000;2; ;01;61;61;1;1;08;0161;54;757,761558058686
5535919;1;1;1;70;2;2;50;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;600000;2; ;01;61;61;1;1;08;0161;54;948,31030382696
5535929;1;1;1;70;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;500000;2; ;81;55;55;1;1;08;8121;54;641,653106634511
5535931;1;2;1;70;2;3;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;190000;900000;2; ;01;97;61;1;1;08;0112;54;1002,45510789733
5535931;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;1;08;.;54;1002,45510789733
5535935;1;3;1;70;2;8;48;1; ;2;9;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;08;4711;54;1773,84294791171
5535964;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;1;08;.;76;947,707588309206
5535967;1;1;1;70;2;98;50;1; ;2;98;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;95;98;1;2;08;4921;76;1184,72459556966
5536298;1;2;1;70;2;1;48;1; ;2;1;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;1100000;1000000;2; ;47;53;40;1;1;08;4724;25;3421,26447007359
5536333;1;3;1;70;2;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;2;08;.;25;1377,30961550877
5536345;1;6;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;62; ;1;1;08;.;25;2601,70767432636
5536349;1;4;1;70;2;48;48;1; ;2;84;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;53;62;1;2;08;0125;25;2830,44276493319
5536354;1;2;1;70;2;20;48;1; ;2;48;4; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;45;1;2;08;5619;25;5509,23846203508
5536386;1;2;1;70;2;52;24;1; ;2;52;4; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;62;57;1;2;08;9602;25;3147,47647075453
5536389;1;2;1;70;2;30;48;1; ;2;32;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;62;62;1;2;08;0125;25;2270,74740147387
5536389;1;4;1;70;2;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;08;.;25;2270,74740147387
5536518;1;4;1;70;2;52;48;4; ;2;52;4; ;2;2;3; ; ; ; ; ; ; ;1; ; ; ;2; ;908000;2; ;47;41;41;1;2;08;4723;41;3777,2753712486
5536560;1;9;1;70;2;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;53; ;1;1;08;.;41;3777,2753712486
5536597;1;5;1;70;2;60;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;37; ;1;2;08;.;66;1379,98199834331
5536646;1;2;1;70;2;15;60;1; ;2;20;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;68;58;58;1;2;08;6820;44;1267,00736261891
5536658;1;1;1;70;2;208;48;1; ;2;210;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;13;13;1;2;08;8530;44;1579,11826215271
5536667;1;2;1;70;2;12;48;4; ;2;12;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;54;54;1;1;08;9700;44;1229,95552069546
5536682;1;3;1;70;2;54;8;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;58; ;1;2;08;.;44;1948,80437700115
5536682;1;4;1;70;2;24;8;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;59; ;1;2;08;.;44;1948,80437700115
5536684;1;3;1;70;2;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;03; ;1;2;08;.;44;851,632547660461
5536684;1;4;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;39; ;1;1;08;.;44;851,632547660461
5536687;1;1;1;70;2;56;35;1; ;2;364;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;46;55;97;1;2;08;4631;44;2035,15048643143
5536687;1;2;1;70;2;8;48;1; ;2;9;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;46;30;30;1;1;08;4631;44;2035,15048643143
5536820;1;5;1;70;2;16;48;1; ;2;20;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;909000;2; ;47;45;45;1;2;08;4755;05;8110,28560655544
5536921;1;3;1;70;2;1;40;8; ;2;6;8; ;4;2;9;SE TRASLA; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;01;62;62;1;1;08;0141;76;2664,02666875976
5536925;1;1;1;70;2;4;24;8; ;2;520;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;300000;2; ;01;62;62;1;1;08;0123;76;2026,03644533898
5536943;1;3;1;70;2;1;40;8; ;2;8;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;41;62;95;1;1;08;4111;76;2994,91381361524
5536960;1;2;1;70;2;24;40;3; ;2;36;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;77;54;95;1;2;08;7730;76;3710,81586545844
5536963;1;4;1;70;2;50;50;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;49;98;98;1;2;08;4923;76;4179,00304582678
5537005;1;2;1;70;2;52;63;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;45;45;1;2;08;5619;76;1620,70587596395
5537006;1;3;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;53; ;1;2;08;.;76;1620,70587596395
5537077;1;7;1;70;2;52;40;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;56;53;53;1;2;08;5613;73;3644,768275273
5537081;1;3;1;70;2;12;48;4; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;55;45;1;1;08;4771;73;3621,16667595397
5537081;1;6;1;70;2;8;48;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;55;77;1;1;08;5619;73;3621,16667595397
5537086;1;2;1;70;2;56;48;2; ;2;56;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;1;69;12;12;1;2;08;6910;73;2963,85795105568
5537162;1;4;1;70;2;56;48;2; ;2;56;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;58;95;1;2;08;4111;73;1659,41492920561
5537175;1;2;1;70;2;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908600; ; ; ;62; ;1;2;08;.;73;3330,88057860568
5537220;1;3;1;70;2;16;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;910000;2; ;41;97;93;1;2;08;4111;76;1699,00453849874
5537260;1;2;1;70;2;1;72;3; ;2;13;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;97;54;54;1;1;08;9700;76;2791,44862032245
5537368;1;2;1;70;2;60;40;1; ;2;60;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;54;54;1;2;08;9700;76;3790,83035323683
5537371;1;2;1;70;2;52;48;2; ;2;60;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;13;13;1;2;08;8530;76;947,707588309206
5537377;1;1;1;70;2;24;50;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;800000;2; ;01;62;62;1;2;08;0122;76;1184,72459556966
5537379;1;2;1;70;2;8;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;55;55;1;1;08;4711;76;3114,33105633393
5537380;1;1;1;70;2;52;48;3; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;908526;2; ;97;54;54;1;2;08;9700;76;947,707588309206
5537408;1;2;1;70;2;12;48;1; ;2;60;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;85;58;58;1;1;08;8530;05;911,192068818251
5537409;1;4;1;70;2;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;41;95;95;1;1;08;4111;05;911,192068818251
5537411;1;2;1;70;2;6;48;1; ;2;156;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;10;05;77;1;1;08;1020;05;911,192068818251
5537464;1;2;1;70;2;4;42;3; ;2;416;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;47;54;45;1;1;08;4772;05;2394,01540674505
5537476;1;2;1;70;2;4;36;4; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;53;1;1;08;5619;05;2394,01540674505
5537478;1;1;1;70;2;6;48;1; ;2;10;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;35;71;85;1;1;08;3514;05;8857,46438431332
5537480;1;2;1;70;2;10;50;1; ;2;10;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;43;97;85;1;1;08;4321;05;2394,01540674505
5537646;1;4;1;70;2;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;01;55;55;1;1;08;0113;08;7536,41938421841
5537763;1;4;1;70;2;12;48;1; ;2;55;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;61;45;45;1;1;08;6190;17;1047,51106540384
5537796;1;3;1;70;2;1;50;8; ;2;1;8; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;908526;908526;2; ;01;62;62;1;1;08;0123;17;1047,51106540384
5537798;1;1;1;70;2;8;48;1; ;2;8;8; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;62;62;1;1;08;0121;17;3705,87750663414
5537809;1;1;1;70;2;40;48;8; ;2;40;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;62;62;1;2;08;0141;17;2790,91062331451
5537837;1;1;1;70;2;5;48;1; ;2;40;1; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;49;98;98;1;1;08;4921;17;2427,7124211231
5537845;1;1;1;70;2;4;48;1; ;2;4;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;908526;908526;2; ;47;45;45;1;1;08;4731;17;2974,222416743
5537850;1;1;1;70;2;14;30;3; ;2;20;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;54;54;1;2;08;9700;18;248,730220709454
5537855;1;1;1;70;2;3;46;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;600000;2; ;41;95;95;1;1;08;4111;18;379,526111667599
5537858;1;1;1;70;2;1;52;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;500000;2; ;01;61;61;1;1;08;0161;18;569,352292972818
5537860;1;2;1;70;2;2;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;200000;2; ;81;54;54;1;1;08;8121;18;609,657238311008
