DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5521098;1;5;2;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;129,883169484307
5521101;1;6;3;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;1;2;1;4;4;2; ;1;2;1;5;1;4;1;1;1;2;1;1;01;17;1;08;17;177,498224128098
5521103;1;4;3;1;1;1;1;1;3;3; ; ; ; ;850000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;3;3;2; ;1;1;1;5;1;4;1;1;1;2;1;1;01;17;1;08;17;322,04477842449
5521104;1;6;5;1;1;1;1;1;3;1; ; ;300000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;2;1;5;6;2; ;1;1;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;107,202267602172
5521105;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;171,527334656375
5521106;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;152,531086198131
5521107;1;3;1;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;180,704874771477
5521108;1;3;1;1;1;1;1;1;3;3; ; ; ; ;800000;2;2;2;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;186,230746630999
5521109;1;2;1;1;1;1;1;1;3;1; ; ;35000000;500000; ;2;1;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;186,230746630999
5521111;1;3;2;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;193,104662953915
5521112;1;4;2;1;1;1;1;1;3;1; ; ;180000000;800000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;2;1;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;188,415574002309
5521113;1;4;3;1;1;1;1;1;3;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;1;1;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;205,303813348243
5521115;1;4;3;1;1;1;1;1;3;1; ; ;60000000;450000; ;2;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;1;3;7;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;17;1;08;17;206,247725039431
5521116;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;169,787524897266
5521117;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;215,886973512572
5521118;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;17;1;08;17;166,41054699005
5521119;1;5;4;1;1;1;1;1;1;1; ; ;98;98; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;208,721676095455
5521120;1;3;2;1;1;1;1;1;3;1; ; ;50000000;600000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;203,118985976933
5521121;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;234,515022617614
5521122;1;2;2;1;1;1;1;1;3;1; ; ;98;280000; ;2;2;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;3;1;2;1;1;1;2;1;1;01;17;1;08;17;206,170906780431
5521123;1;3;2;1;1;1;1;1;3;3; ; ; ; ;470000;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;205,133486084405
5521124;1;3;1;1;1;1;1;1;3;3; ; ; ; ;550000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;180,704874771477
5521125;1;4;3;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;199,742008069717
5521126;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;186,230746630999
5521127;1;1;1;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;231,292774550279
5521128;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;2;1;2;01;17;1;08;17;141,613736323921
5521129;1;4;1;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;186,230746630999
5521130;1;6;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;205,133486084405
5521131;1;4;1;1;1;1;1;1;1;3; ; ; ; ;150000;2;1;1;1;2;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;3;1;2;2;1;1;2;1;1;01;17;1;08;17;180,704874771477
5521132;1;4;3;1;1;1;1;1;3;3; ; ; ; ;730000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;1;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;320,475295929219
5521133;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;17;1;08;17;126,542124996095
5521134;1;3;1;1;1;1;1;1;3;1; ; ;99;99; ;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;171,527334656375
5521135;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;17;1;08;17;194,216136210195
5521136;1;4;2;1;1;1;1;1;3;2; ;500000;99;99; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;3;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;186,6757642432
5521137;1;3;2;1;1;1;1;1;3;4; ; ; ;99; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;152,531086198131
5521138;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;169,787524897266
5521140;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;3;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;342,523465190961
5521141;1;3;2;1;1;1;1;1;3;3; ; ; ; ;370000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;17;1;08;17;251,232934699711
5521142;1;4;2;1;1;1;1;1;3;1; ; ;99;400000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;107,202267602172
5521143;1;3;2;1;1;1;1;1;3;1; ; ;98;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;177,327896864261
5521144;1;6;5;1;1;1;1;1;3;2; ;750000;100000000;600000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;2;2;2;1;2;1;1;6;1;1;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;372,643041199694
5521145;1;3;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;248,181013896213
5521146;1;4;4;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;4;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;227,918562341809
5521148;1;4;3;1;1;1;1;1;3;1; ; ;99;350000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;154,715913569441
5521149;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;2;1;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;320,475295929219
5521150;1;3;2;1;1;1;1;1;3;2; ;540000;100000000;550000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;169,787524897266
5521152;1;1;1;1;1;1;1;1;4;1; ; ;120000000;300000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;17;1;08;17;199,70112322972
5521155;1;5;3;1;1;1;1;1;3;2; ;99;15000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;2;4;4;1;3;1;1;1;2;1;1;01;17;1;08;17;332,430066499455
5521156;1;5;3;1;1;1;1;1;3;2; ;625000;130000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;2;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;142,058753936122
5521157;1;5;2;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;3;1;3;1;1;1;2;1;1;01;17;1;08;17;173,541834763847
5521159;1;1;1;1;1;1;1;1;3;3; ; ; ; ;360000;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;17;1;08;17;231,292774550279
5521160;1;4;3;1;1;1;1;1;3;2; ;245000;150000000;650000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;1;2;2;1;5;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;296,055817222454
5521162;1;1;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;17;1;08;17;226,804323386783
5521163;1;5;2;1;1;1;1;1;3;2; ;1300000;99;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;216,589362575654
5521164;1;3;1;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;17;1;08;17;197,593114117411
5521167;1;2;1;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;2;4;4;1;3;1;1;1;2;1;1;01;17;1;08;17;211,027557297128
5521168;1;4;2;1;1;1;1;1;3;2; ;1470000;130000000;1200000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;17;1;08;17;137,827674223507
5521169;1;1;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;5;5;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;17;1;08;17;166,042347636849
5521170;1;5;4;1;1;1;1;1;3;1; ; ;80000000;700000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;5;5;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;173,659537862843
5521170;2;2;2;1;1;1;1;1;3;3; ; ; ; ;170000;2;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;2;1;2;1;4;4;2; ;2;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;173,659537862843
5521171;1;3;2;1;2;1;1;1;3;1; ; ;160000000;450000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;223,059146126365
5521171;2;2;2;1;2;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;2;3;2; ;2;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;223,059146126365
5521172;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;3;3;2; ;1;2;1;6;1;3;1;1;1;2;1;1;01;17;1;08;17;205,133486084405
5521173;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;152,976103810333
5521174;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;1;2;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;215,886973512572
5521176;1;2;1;1;1;1;1;1;4;1; ; ;98;800000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;171,527334656375
5521177;1;4;1;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;171,527334656375
5521178;1;3;2;1;1;1;1;1;3;2; ;98;120000;600000; ;2;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;188,415574002309
5521180;1;4;3;1;1;1;1;1;3;1; ; ;99;900000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4;4;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;175,75841436899
5521182;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;217,533274266843
5521184;1;4;2;1;1;1;1;1;3;1; ; ;56000000;400000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;188,415574002309
5521186;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;243,692562732716
5521187;1;3;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;2;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;221,944907171339
5521188;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; ;4;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;17;1;08;17;183,927122838813
5521189;1;3;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;205,133486084405
5521191;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;205,133486084405
5521192;1;4;1;1;1;1;1;1;3;1; ; ;130000000;800000; ;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;199,70112322972
5521195;1;3;2;1;1;1;1;1;3;3; ; ; ; ;1245600;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;286,33061788415
5521196;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4;5;2; ;1;2;1;3;1;4;1;1;1;2;1;1;01;17;1;08;17;221,857862984295
5521198;1;4;1;1;1;1;1;1;3;3; ; ; ; ;450000;1;2;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;314,504406457495
5521199;1;4;3;1;1;1;1;1;3;2; ;600000;250000000;600000; ;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;145,368046190501
5521200;1;3;2;1;1;1;1;1;3;1; ; ;160000000;1000000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;17;1;08;17;216,589362575654
5521201;1;5;4;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;1;2;2;1;6;6;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;08;17;225,609915441389
5521206;1;5;4;1;1;1;1;1;3;1; ; ;70000000;300000; ;1;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;17;1;08;17;154,715913569441
5521208;1;4;1;1;1;1;1;1;3;3; ; ; ; ;420000;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;08;17;199,70112322972
5521209;1;4;3;1;1;1;1;1;4;3; ; ; ; ;523000;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;1;2;2;1;3;3;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;17;1;08;17;192,201636102722
5521212;1;3;2;1;1;1;1;3;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;60,4806955428402
5521214;1;3;2;1;1;1;1;3;3;2; ;500000;50000000;250000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;1;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;18;1;08;18;81,4532681061072
5521215;1;2;1;1;1;1;1;3;3;3; ; ; ; ;200000;2;1;2;1;2;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;18;1;08;18;54,392019006506
5521217;1;2;1;1;1;1;1;3;3;3; ; ; ; ;280000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;65,3212213939456
5521218;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;152,296173763829
5521219;1;3;1;1;1;1;1;3;3;3; ; ; ; ;420000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;109,461048310536
5521220;1;3;1;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;101,38641695091
5521221;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;216,571512043944
5521224;1;3;2;1;1;1;1;3;3;3; ; ; ; ;350000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;128,968868508288
5521226;1;4;2;1;1;1;1;3;3;1; ; ;98;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;94,9689043764276
5521227;1;3;2;1;1;1;1;3;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;54,392019006506
5521228;1;3;1;1;1;1;1;3;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;1;1;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;54,392019006506
5521229;1;4;2;1;1;1;1;3;3;1; ; ;120000000;600000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;1;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;100,577677200378
5521230;1;2;1;1;1;1;1;3;4;3; ; ; ; ;100000;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;5;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;18;1;08;18;106,346060569972
5521231;1;5;3;1;1;1;1;1;3;1; ; ;200000000;500000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;1;2;1;1;5;2; ;1;2;1;4;1;1;1;1;1;1;1;1;01;18;1;08;18;57,7384538202116
5521232;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;152,923864929602
5521233;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;18;1;08;18;54,392019006506
5521235;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;125,593095022698
5521236;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;1;5;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;18;1;08;18;113,273649958231
5521238;1;2;1;1;1;1;1;3;3;3; ; ; ; ;200000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;1;1;1;01;18;1;08;18;65,3212213939456
