Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3440546;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;76,2177296114691;18
3440548;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;04;18;51,9529637351055;18
3440548;1;3;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;18;51,9529637351055;18
3440551;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;188,102309700984;17
3440555;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;04;18;76,1639978549403;18
3440557;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;190,751632328849;17
3440561;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;73,286290176139;18
3440561;1;2;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;04;18;73,286290176139;18
3440562;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;17;811,408365445142;17
3440563;1;1;1;80;1;1;2;6; ;3; ;1;3000000; ;2; ;1;1;1;04;17;761,675380136898;17
3440567;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;18;70,7650798982225;18
3440567;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;18;70,7650798982225;18
3440568;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;169,218706131479;17
3440570;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;169,282961533464;17
3440572;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;04;18;57,0432085955513;18
3440572;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;57,0432085955513;18
3440573;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;47,7192674123096;18
3440573;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;47,7192674123096;18
3440573;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;18;47,7192674123096;18
3440575;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;166,972175728881;17
3440575;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;9;2;1;04;17;166,972175728881;17
3440575;1;4;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;04;17;166,972175728881;17
3440575;1;5;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;04;17;166,972175728881;17
3440575;1;6;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;04;17;166,972175728881;17
3440576;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;17;190,319587166919;17
3440578;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;190,418845034224;17
3440580;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;137,422087221273;47
3440584;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;47;163,819688463005;47
3440584;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;47;163,819688463005;47
3440586;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;8;2;1;04;15;105,096767939035;15
3440586;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;105,096767939035;15
3440587;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;15;44,0069860279448;15
3440587;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;44,0069860279448;15
3440587;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;44,0069860279448;15
3440589;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;15;63,1168739222119;15
3440590;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;85,6251658265597;15
3440591;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;129,622382076644;15
3440591;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;129,622382076644;15
3440593;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;44,0069860279448;15
3440594;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;15;107,504438562899;15
3440595;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;103,652309457141;15
3440596;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;106,803527170164;15
3440597;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;15;112,413265699695;15
3440598;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;84,7112983012519;15
3440598;1;5;1;80;1;1;4;7; ;2; ;2; ; ; ; ;11;2;1;04;15;84,7112983012519;15
3440599;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;04;76;837,969615921959;76
3440600;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;76;1231,12244812697;76
3440600;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;1231,12244812697;76
3440603;1;1;1;80;1;1;4;9;NO QUERIA TRABAJAR MAS;2; ;2; ; ; ; ;11;2;1;04;76;911,677035572466;76
3440608;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;1089,02289945223;76
3440609;1;4;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;76;800,171232316534;76
3440610;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;630,404344000088;76
3440611;1;2;1;80;1;1;3;1; ;2; ;2; ; ; ; ;2;2;1;04;76;1066,34630282781;76
3440614;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;331,79362739074;66
3440614;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;331,79362739074;66
3440615;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;04;66;288,518952912537;66
3440615;1;2;1;80;1;1;4;3; ;1;2;2; ; ; ; ;9;2;1;04;66;288,518952912537;66
3440615;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;288,518952912537;66
3440616;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,090530932593;66
3440616;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;295,090530932593;66
3440619;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;316,454124712395;66
3440621;1;2;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;04;66;295,162529363722;66
3440622;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;298,920192553519;66
3440623;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;66;361,008622365692;66
3440623;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;361,008622365692;66
3440623;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;361,008622365692;66
3440623;1;7;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;361,008622365692;66
3440625;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,090530932593;66
3440625;1;2;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;04;66;295,090530932593;66
3440627;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;66;277,477053107236;66
3440628;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,162529363722;66
3440629;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;295,090530932593;66
3440629;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;66;295,090530932593;66
3440630;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;298,768648455909;66
3440633;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;11;2;1;04;66;309,097889665763;66
3440634;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;66;267,075813466254;66
3440634;1;4;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;267,075813466254;66
3440635;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;280,568644324446;66
3440636;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;1;2;1;04;66;356,204598140674;66
3440636;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;356,204598140674;66
3440641;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;20;153,339599844926;20
3440642;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;20;157,891429506629;20
3440643;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;20;156,096744947699;20
3440643;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;20;156,096744947699;20
3440646;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;20;161,52539816541;20
3440647;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;20;154,564619412709;20
3440651;1;1;1;80;1;1;3;6; ;2; ;2; ; ; ; ;8;2;1;04;73;212,293879761343;73
3440652;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;4;2;1;04;73;258,498387209029;73
3440653;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;73;370,700487761969;73
3440653;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;370,700487761969;73
3440653;1;6;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;04;73;370,700487761969;73
3440654;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;73;305,402349975352;73
3440654;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;305,402349975352;73
3440655;1;1;1;80;1;1;3;7; ;3; ;2; ; ;1; ;8;1;1;04;73;323,020538879286;73
3440655;1;2;1;80;1;1;2;1; ;2; ;2; ; ;2; ;8;1;1;04;73;323,020538879286;73
3440659;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;73;237,373261925186;73
3440660;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;4;2;1;04;73;305,600826873216;73
3440663;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;73;264,830847633888;73
3440665;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;50;171,766164746002;50
3440665;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;50;171,766164746002;50
3440668;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;50;170,102238628641;50
3440668;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;50;170,102238628641;50
3440668;2;3;2;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;50;170,102238628641;50
3440669;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;50;146,845551478098;50
3440669;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;1;2;1;04;50;146,845551478098;50
3440670;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;50;156,714746384336;50
3440670;1;4;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;04;50;156,714746384336;50
3440670;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;50;156,714746384336;50
3440672;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;50;151,825411216392;50
3440672;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;50;151,825411216392;50
3440673;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;50;213,704771500259;50
3440674;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;50;170,915617169841;50
3440687;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;52;160,642377757141;52
3440690;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;52;237,954333445365;52
3440691;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ;FALTA DE RECURSOS ECONOMICOS;12;2;1;04;52;321,284755514282;52
3440692;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;143,954893314856;23
3440692;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;143,954893314856;23
3440692;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;143,954893314856;23
3440693;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;134,295927711671;23
3440693;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;134,295927711671;23
3440694;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;139,112975660432;23
3440694;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;139,112975660432;23
3440695;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;179,115057459761;23
3440695;1;5;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;23;179,115057459761;23
3440696;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;136,133561346318;23
3440696;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;23;136,133561346318;23
3440697;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;23;112,825811727879;23
3440699;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;105,186079525932;23
3440700;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;132,940062547185;23
3440700;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;132,940062547185;23
3440701;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;164,934659770749;23
3440701;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;164,934659770749;23
3440701;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;164,934659770749;23
3440701;1;8;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;23;164,934659770749;23
3440701;1;10;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;164,934659770749;23
3440703;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;155,335034586134;23
3440704;1;2;1;80;1;1;3;1; ;2; ;2; ; ; ; ;9;2;1;04;23;109,943683041415;23
3440706;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;112,825811727879;23
3440708;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;135,740422979626;23
3440708;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;135,740422979626;23
3440708;1;7;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;04;23;135,740422979626;23
3440709;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;138,864232000403;23
3440710;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;138,749329444164;23
3440710;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;138,749329444164;23
3440710;1;5;1;80;1;1;3;4; ;2; ;2; ; ; ; ;8;2;1;04;23;138,749329444164;23
3440711;1;6;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;134,594094321841;23
3440714;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;118,861670392146;23
3440714;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;118,861670392146;23
3440719;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;393,546331877297;23
3440719;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;393,546331877297;23
3440721;1;1;1;80;1;1;1;4; ;3; ;2; ; ; ; ;4;2;1;04;52;135,940554427872;52
3440721;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;52;135,940554427872;52
3440722;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;52;304,833760805645;52
3440723;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;04;52;246,614847801072;52
3440724;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;52;280,613037836192;52
3440724;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;52;280,613037836192;52
3440725;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;23;140,269520115031;23
3440726;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;102,137079448169;23
3440726;1;4;1;80;1;1;2;1; ;2; ;2; ; ;2; ;9;1;1;04;23;102,137079448169;23
3440727;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;407,737329251544;23
3440731;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;52;223,696370067048;52
3440731;1;4;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;04;52;223,696370067048;52
3440733;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;04;23;140,124800616473;23
3440733;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;140,124800616473;23
3440733;1;3;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;04;23;140,124800616473;23
3440734;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;412,862827520588;23
3440736;1;2;1;80;1;2; ; ; ;2; ;2; ;1;2; ;1; ;1;04;23;512,806346295199;23
3440736;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;512,806346295199;23
3440738;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;52;211,057654146439;52
3440740;1;3;1;80;1;1;3;8; ;2; ;2; ; ; ; ;9;2;1;04;52;144,497946800984;52
3440743;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;137,227479348276;23
3440744;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;23;447,256193751244;23
3440745;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;410,227901588148;23
3440746;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;23;360,06957489499;23
3440746;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;23;360,06957489499;23
3440748;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;41;172,536532363875;41
3440749;1;2;1;80;1;1;3;6; ;2; ;2; ; ; ; ;9;2;1;04;41;172,529321279402;41
3440750;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;41;125,328154183567;41
3440750;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;41;125,328154183567;41
3440750;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;41;125,328154183567;41
3440751;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;04;41;128,95833542623;41
3440753;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;41;170,232908629544;41
3440753;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;41;170,232908629544;41
3440754;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;41;133,612934557959;41
3440754;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;41;133,612934557959;41
3440754;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;41;133,612934557959;41
3440757;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;04;41;168,595128488174;41
3440757;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;41;168,595128488174;41
3440758;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;41;107,211193206306;41
3440759;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;04;47;222,462819426791;47
3440759;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;222,462819426791;47
3440759;1;6;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;47;222,462819426791;47
3440763;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;47;169,772552336725;47
3440763;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;169,772552336725;47
3440765;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;47;161,274062529936;47
3440766;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;47;136,136533812235;47
3440766;1;2;1;80;1;1;1;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;04;47;136,136533812235;47
3440769;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;159,404792754702;47
3440770;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;201,996661024833;47
3440771;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;241,993664702539;47
3440772;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;04;47;273,375079075948;47
3440772;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;273,375079075948;47
3440772;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;47;273,375079075948;47
3440772;1;4;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;04;47;273,375079075948;47
3440776;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;47;153,326578448886;47
3440777;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;54;371,750980707613;54
3440778;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;54;378,119955998682;54
3440779;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;54;319,882551675875;54
3440779;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;54;319,882551675875;54
3440781;1;1;1;80;1;1;4;6; ;3; ;2; ; ; ; ;10;2;1;04;73;134,517657266818;73
3440781;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;73;134,517657266818;73
3440783;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;04;73;264,830847633888;73
3440783;1;2;1;80;1;1;3;5; ;2; ;2; ; ; ; ;10;2;1;04;73;264,830847633888;73
3440787;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;04;73;137,63475826154;73
3440789;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;73;335,48698283114;73
3440790;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;73;321,57228240618;73
3440791;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;73;254,792973931256;73
3440794;1;1;1;80;1;1;3;9;DESPLAZAMIENTO FORZOSO;2; ;2; ; ; ; ;8;2;1;04;73;264,830847633888;73
3440795;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;73;438,912695072532;73
3440795;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;4;2;1;04;73;438,912695072532;73
