Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3440551;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;188,102309700984
3440557;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;190,751632328849
3440562;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;17;811,408365445142
3440563;1;1;1;80;17;1;2;6; ;3; ;1;3000000; ;2; ;1;1;1;04;17;761,675380136898
3440568;1;3;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;169,218706131479
3440570;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;17;169,282961533464
3440575;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;166,972175728881
3440575;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;9;2;1;04;17;166,972175728881
3440575;1;4;1;80;17;1;4;8; ;2; ;2; ; ; ; ;9;2;1;04;17;166,972175728881
3440575;1;5;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;04;17;166,972175728881
3440575;1;6;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;04;17;166,972175728881
3440576;1;1;1;80;17;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;17;190,319587166919
3440578;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;17;190,418845034224
3440599;1;2;1;80;76;1;4;5; ;3; ;2; ; ; ; ;11;2;1;04;76;837,969615921959
3440600;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;76;1231,12244812697
3440600;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;1231,12244812697
3440603;1;1;1;80;76;1;4;9;NO QUERIA TRABAJAR MAS;2; ;2; ; ; ; ;11;2;1;04;76;911,677035572466
3440608;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;1089,02289945223
3440609;1;4;1;80;76;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;76;800,171232316534
3440610;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;76;630,404344000088
3440611;1;2;1;80;76;1;3;1; ;2; ;2; ; ; ; ;2;2;1;04;76;1066,34630282781
3440614;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;331,79362739074
3440614;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;331,79362739074
3440615;1;1;1;80;66;2; ; ; ;3; ;2; ;2; ;.; ; ;1;04;66;288,518952912537
3440615;1;2;1;80;66;1;4;3; ;1;2;2; ; ; ; ;9;2;1;04;66;288,518952912537
3440615;1;5;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;288,518952912537
3440616;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,090530932593
3440616;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;295,090530932593
3440619;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;316,454124712395
3440621;1;2;1;80;66;1;2;4; ;2; ;2; ; ; ; ;4;2;1;04;66;295,162529363722
3440622;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;298,920192553519
3440623;1;2;1;80;66;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;66;361,008622365692
3440623;1;5;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;361,008622365692
3440623;1;6;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;361,008622365692
3440623;1;7;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;361,008622365692
3440625;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,090530932593
3440625;1;2;1;80;66;1;4;4; ;3; ;2; ; ; ; ;4;2;1;04;66;295,090530932593
3440627;1;2;1;80;66;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;66;277,477053107236
3440628;1;2;1;80;66;1;3;5; ;3; ;2; ; ; ; ;10;2;1;04;66;295,162529363722
3440629;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;295,090530932593
3440629;1;2;1;80;66;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;66;295,090530932593
3440630;1;1;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;66;298,768648455909
3440633;1;1;1;80;66;1;4;7; ;2; ;2; ; ; ; ;11;2;1;04;66;309,097889665763
3440634;1;2;1;80;66;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;66;267,075813466254
3440634;1;4;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;66;267,075813466254
3440635;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;66;280,568644324446
3440636;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;1;2;1;04;66;356,204598140674
3440636;1;3;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;66;356,204598140674
3440651;1;1;1;80;73;1;3;6; ;2; ;2; ; ; ; ;8;2;1;04;73;212,293879761343
3440652;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;4;2;1;04;73;258,498387209029
3440653;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;73;370,700487761969
3440653;1;4;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;370,700487761969
3440653;1;6;1;80;73;1;4;3; ;2; ;2; ; ; ; ;8;2;1;04;73;370,700487761969
3440654;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;73;305,402349975352
3440654;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;73;305,402349975352
3440655;1;1;1;80;73;1;3;7; ;3; ;2; ; ;1; ;8;1;1;04;73;323,020538879286
3440655;1;2;1;80;73;1;2;1; ;2; ;2; ; ;2; ;8;1;1;04;73;323,020538879286
3440659;1;1;1;80;73;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;73;237,373261925186
3440660;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;4;2;1;04;73;305,600826873216
3440663;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;73;264,830847633888
3440665;1;1;1;80;50;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;50;171,766164746002
3440665;1;2;1;80;50;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;50;171,766164746002
3440668;1;1;1;80;50;1;4;5; ;3; ;2; ; ; ; ;10;2;1;04;50;170,102238628641
3440668;1;2;1;80;50;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;50;170,102238628641
