Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3450658;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2118,66736152774
3450658;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2118,66736152774
3450659;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;13;1984,52700926738
3450659;1;6;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;13;1984,52700926738
3450661;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2557,39736165746
3450661;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2557,39736165746
3450662;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2298,96527925858
3450662;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2298,96527925858
3450663;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2969,19324794065
3450665;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2181,56144442157
3450699;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1844,19491751759
3450700;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1542,7883596609
3450701;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;13;2268,02230509066
3450703;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;13;2611,58056593865
3450703;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2611,58056593865
3450704;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1896,36977639614
3450706;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;13;2803,48596956599
3450706;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2803,48596956599
3450741;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1890,06600025924
3450741;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1890,06600025924
3450741;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1890,06600025924
3450741;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1890,06600025924
3450743;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2208,11137565649
3450743;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;2208,11137565649
3450744;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;2591,66095850261
3450751;1;2;1;80;2;2; ; ; ;2; ;2; ;1;4; ;9; ;1;04;13;1886,94531413502
3450753;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;13;1325,79448428891
3450753;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;13;1325,79448428891
3450753;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1325,79448428891
3450754;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1085,5856371239
3450754;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1085,5856371239
3450755;1;6;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;13;2806,38257684984
3450756;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1030,59439644479
3450757;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1697,90991128697
3450757;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1697,90991128697
3450757;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1697,90991128697
3450757;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1697,90991128697
3450759;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;13;2734,31336885551
3450770;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;3015,22308626926
3450785;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1618,49016353294
3450785;1;5;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;13;1618,49016353294
3450788;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1577,2120602773
3450789;1;3;1;80;2;2; ; ; ;2; ;1;12000;2; ;.; ; ;1;04;13;1921,43298982053
3450789;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;13;1921,43298982053
3450789;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;13;1921,43298982053
3453432;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;9;2;1;04;68;1175,28463133408
3453433;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;68;1076,96630209435
3453434;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;1944,13263948877
3453435;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1390,54863040086
3453436;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;68;2124,00693294953
3453436;1;3;1;80;2;1;2;6; ;2; ;2; ; ; ; ;11;2;1;04;68;2124,00693294953
3453438;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;990,02859825987
3453440;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1583,87987687186
3453442;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;04;68;970,082626866898
3453443;1;1;1;80;2;1;3;4; ;1;2;2; ; ; ; ;4;2;1;04;68;1168,58845946141
3453443;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;04;68;1168,58845946141
3453443;2;2;2;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1168,58845946141
3453444;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;04;68;1261,73220257762
3453444;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1261,73220257762
3453445;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1421,84705790233
3453446;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1754,78532831001
3453446;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1754,78532831001
3453446;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1754,78532831001
3453446;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1754,78532831001
3453447;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;04;68;1363,99244107108
3453447;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;04;68;1363,99244107108
3453447;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;68;1363,99244107108
3453448;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;04;68;1993,4248201784
3453448;2;1;2;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;04;68;1993,4248201784
