Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Mes;Dpto;Fex_c_2011
3289448;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;09;17;199,919479612393
3289449;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;09;17;208,478725243011
3289451;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;09;17;117,086959588064
3289451;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;09;17;117,086959588064
3289451;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;17;09;17;117,086959588064
3289453;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;09;17;203,296024508907
3289453;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;6; ; ; ; ; ; ;17;09;17;203,296024508907
3289456;1;1;1;90; ;2;1;2;1;2;2;2;1;2;2; ;14; ;7; ; ; ;8; ; ;17;09;17;216,29760602275
3289457;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;09;17;197,78106825339
3289458;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;09;17;107,964833470201
3289458;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;17;09;17;107,964833470201
3289459;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;09;17;114,528908448451
3289459;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;17;09;17;114,528908448451
3289459;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;09;17;114,528908448451
3289459;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;09;17;114,528908448451
3289460;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;17;09;17;127,761114928125
3289460;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;09;17;127,761114928125
3289460;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;4; ; ; ;17;09;17;127,761114928125
3289460;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;09;17;127,761114928125
3289462;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;12; ; ; ; ; ; ;17;09;17;224,465387285626
3289464;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;09;17;162,886404073673
3289464;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;09;17;162,886404073673
3289464;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;09;17;162,886404073673
3289465;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;30; ; ; ; ;4; ; ; ;17;09;17;165,213830247455
3289468;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;30;3; ; ; ; ; ; ; ;17;09;17;156,322329095424
3289469;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;09;17;173,353436097463
3289469;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;09;17;173,353436097463
3289470;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;09;73;249,041486865768
3289470;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;73;09;73;249,041486865768
3289470;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;3;3; ; ; ; ; ; ; ;73;09;73;249,041486865768
3289470;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;249,041486865768
3289470;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;249,041486865768
3289471;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;358,732173644915
3289471;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;09;73;358,732173644915
3289471;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;358,732173644915
3289471;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;09;73;358,732173644915
3289473;1;1;1;90; ;2;2;2;1;2;2;2;1;2;2; ; ; ;8; ; ; ;8; ; ;73;09;73;221,028201890647
3289473;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;44; ; ; ; ; ; ;73;09;73;221,028201890647
3289473;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;8; ; ; ; ; ; ;73;09;73;221,028201890647
3289475;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;24; ; ; ; ; ; ;73;09;73;295,373736483162
3289476;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;09;73;238,550035379665
3289476;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;73;09;73;238,550035379665
3289476;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;73;09;73;238,550035379665
3289477;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;204,146189747821
3289477;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;73;09;73;204,146189747821
3289477;1;3;1;90; ;2;1;1;2;2;2;2;2;2;2; ;5;1; ; ; ; ; ; ; ;73;09;73;204,146189747821
3289477;2;1;2;90; ;2;1;2;2;2;2;1;2;2;2; ;21; ; ; ; ;8; ; ; ;73;09;73;204,146189747821
3289477;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;09;73;204,146189747821
3289477;2;3;2;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;73;09;73;204,146189747821
3289478;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;73;09;73;260,315642885993
3289478;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;260,315642885993
3289479;1;1;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1;73;09;73;178,325259206475
3289479;1;2;1;90; ;2;1;2;2;1;2;2;2;2;1; ;14; ; ;5; ; ; ; ;1;73;09;73;178,325259206475
3289480;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;09;73;214,65535078224
3289480;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;73;09;73;214,65535078224
3289482;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;73;09;73;397,937810286668
3289483;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;21; ; ; ; ; ; ;73;09;73;409,388277875876
3289484;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;21; ; ; ; ; ; ;73;09;73;474,501686391302
3289484;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;3; ; ; ; ; ; ;73;09;73;474,501686391302
3289484;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;4; ; ; ; ; ; ;73;09;73;474,501686391302
3289485;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;7; ; ;14; ; ; ; ; ;73;09;73;404,06074489164
3289485;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;73;09;73;404,06074489164
3289486;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;14; ; ;16; ; ; ; ; ;73;09;73;227,927946432463
3289486;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;73;09;73;227,927946432463
3289486;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;7; ; ;14; ; ; ; ; ;73;09;73;227,927946432463
3289488;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;09;73;669,67497809498
3289488;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;73;09;73;669,67497809498
3289488;1;3;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;8; ; ; ;73;09;73;669,67497809498
3289489;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;73;09;73;425,886224246325
3289489;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;35; ;15; ; ;6; ; ; ;73;09;73;425,886224246325
3289489;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;21; ; ; ;73;09;73;425,886224246325
3289489;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;15; ; ; ; ;15; ; ; ;73;09;73;425,886224246325
3289490;1;1;1;90; ;2;1;2;1;2;2;1;2;2;2; ;5; ;15; ; ;4; ; ; ;73;09;73;553,582478410553
3289490;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;15; ; ; ; ; ; ;73;09;73;553,582478410553
3289491;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;7; ; ;15; ; ; ; ; ;73;09;73;413,981222509237
3289509;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;18; ; ;4; ; ; ; ; ;76;09;76;767,837372260113
3289509;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;767,837372260113
3289510;1;1;1;90; ;2;1;2;2;2;2;1;2;1;2; ;14; ; ; ; ;4; ;10; ;76;09;76;1176,56536325115
3289510;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;1176,56536325115
3289517;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;76;09;76;1056,99110059999
3289518;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;76;09;76;1306,92044261254
3289518;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;1306,92044261254
3289518;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;76;09;76;1306,92044261254
3289518;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;76;09;76;1306,92044261254
3289519;1;1;1;90; ;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;6; ; ;76;09;76;1109,55721899482
3289519;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;50; ; ; ; ; ; ;76;09;76;1109,55721899482
3289520;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;812,569388174688
3289520;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;76;09;76;812,569388174688
3289520;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;812,569388174688
3289521;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;76;09;76;860,143812327875
3289521;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;76;09;76;860,143812327875
3289522;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;1026,08387255997
3289522;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;76;09;76;1026,08387255997
3289522;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;76;09;76;1026,08387255997
3289523;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;14; ; ; ; ; ; ;76;09;76;1034,71497225824
3289523;1;4;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;76;09;76;1034,71497225824
3289525;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;76;09;76;740,569549676715
3289526;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;76;09;76;860,143812327875
3289526;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;1; ; ; ; ;6; ; ; ;76;09;76;860,143812327875
3289573;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;40; ; ; ; ; ; ; ; ;66;09;66;317,914481232292
3289573;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;317,914481232292
3289573;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;66;09;66;317,914481232292
3289574;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;306,231537097207
3289574;1;2;1;90; ;1;2;2;2;2;2;2;2;2;2;30; ; ; ; ; ; ; ; ; ;66;09;66;306,231537097207
3289575;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;66;09;66;337,909388762834
3289575;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;09;66;337,909388762834
3289575;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;337,909388762834
3289576;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;288,317840148239
3289576;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;09;66;288,317840148239
3289577;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;66;09;66;291,414697785369
3289577;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;66;09;66;291,414697785369
3289577;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;30; ; ; ; ; ; ;66;09;66;291,414697785369
3289578;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;09;66;293,743998714184
3289579;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;325,099690501134
3289579;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;325,099690501134
3289579;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;325,099690501134
3289580;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;66;09;66;250,369281293444
3289580;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;250,369281293444
3289580;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;250,369281293444
3289581;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;344,793655633641
3289581;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;344,793655633641
3289581;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;344,793655633641
3289581;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;344,793655633641
3289581;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;344,793655633641
3289582;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;09;66;293,743998714184
3289583;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;09;66;235,244203722955
3289584;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;66;09;66;245,8715464272
3289584;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;09;66;245,8715464272
3289585;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;254,112357126882
3289585;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;66;09;66;254,112357126882
3289586;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;244,579562616328
3289586;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;35; ; ; ; ; ; ;66;09;66;244,579562616328
3289586;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66;09;66;244,579562616328
3289587;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;09;66;235,244203722955
3289588;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;66;09;66;288,317840148239
3289588;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;66;09;66;288,317840148239
3289589;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;66;09;66;148,79571127951
3289589;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;148,79571127951
3289589;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;09;66;148,79571127951
3289590;1;1;1;90; ;2;1;2;2;2;2;1;2;2;1; ;14; ; ; ; ;6; ; ;4;66;09;66;317,914481232292
3289590;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;09;66;317,914481232292
3289590;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;09;66;317,914481232292
3289591;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;09;66;235,244203722955
3289592;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;7; ; ;4; ; ; ; ; ;66;09;66;285,503188014502
3289593;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;12; ; ; ; ; ; ;52;09;52;137,483779150218
3289593;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;8; ; ; ; ; ; ;52;09;52;137,483779150218
3289593;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;16; ; ; ; ; ; ;52;09;52;137,483779150218
3289593;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;52;09;52;137,483779150218
3289593;1;6;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;09;52;137,483779150218
3289594;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;25; ; ; ; ; ; ;52;09;52;168,908704694894
3289595;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;52;09;52;141,668324586495
3289595;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;09;52;141,668324586495
3289595;1;3;1;90; ;2;1;2;1;2;2;1;2;2;2; ;18; ;8; ; ;5; ; ; ;52;09;52;141,668324586495
3289595;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;28; ; ; ; ; ; ;52;09;52;141,668324586495
3289596;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;09;52;203,223116513462
3289597;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;09;52;161,315649645722
3289597;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;52;09;52;161,315649645722
3289597;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;09;52;161,315649645722
3289598;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;3; ; ; ; ;4; ; ; ;52;09;52;168,725774007577
3289598;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;52;09;52;168,725774007577
3289598;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;09;52;168,725774007577
3289598;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;25; ; ; ;52;09;52;168,725774007577
3289598;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;3; ; ; ; ; ; ;52;09;52;168,725774007577
3289599;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;7; ; ; ; ; ; ;52;09;52;163,190056836889
3289600;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;7; ; ; ; ; ; ;52;09;52;193,079350757931
3289600;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;52;09;52;193,079350757931
3289600;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;52;09;52;193,079350757931
3289600;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;09;52;193,079350757931
3289601;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;52;09;52;163,190056836889
