DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4978480;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1160,82193951118
4978482;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;05;1087,16735052219
4978483;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1140,00284349721
4978486;1;1;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1799,13631413487
4978486;2;1;2;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1799,13631413487
4978487;1;1;1;80;05;1;3;9;CAMBIO DE RESIDENCIA;2; ; ;2; ;2; ;2; ;1;24;700000;2;1;08;05;1365,83422354292
4978487;2;1;2;80;05;1;2;8; ;1; ;1;2; ;2; ;2; ;1;24;828116;2;1;08;05;1365,83422354292
4978487;3;1;3;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1365,83422354292
4978489;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1322,32019362425
4978491;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1154,76000828395
4978492;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1087,16735052219
4978492;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1087,16735052219
4978493;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;897,185884400536
4978493;1;5;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;897,185884400536
4978495;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;2015,56414618702
4978495;1;2;1;80;05;2; ; ; ; ;1;2;2; ;2; ;2; ;2; ;900000;2;1;08;05;2015,56414618702
4978495;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;2015,56414618702
4978496;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ;1;24;828116;2;1;08;05;758,357515268761
4978497;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1087,16735052219
4978499;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;1087,16735052219
4978500;1;1;1;80;05;1;3;3; ;1; ;3;9; ;1; ;2; ;1;24;828116;2;1;08;05;1685,57558032208
4978502;1;1;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1759,53198963419
4978502;1;2;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1759,53198963419
4978504;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;873,402243266743
4978505;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1087,16735052219
4978505;1;2;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1087,16735052219
4978506;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1799,13631413487
4978507;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1087,16735052219
4978508;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;965,758870973857
4978508;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;965,758870973857
4978508;1;3;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;965,758870973857
4978510;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1129,99603833859
4978511;1;1;1;80;05;1;3;9;CAMBIO DE RESIDENCIA;1; ;2;2; ;2; ;2; ;1;20;828116;2;1;08;05;1934,32162965839
4978511;3;1;3;80;05;1;2;8; ;2; ; ;2; ;2; ;2; ;2; ;828116;2;1;08;05;1934,32162965839
4978513;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1154,76000828395
4978513;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1154,76000828395
4978514;1;1;1;80;05;1;3;4; ;2; ; ;4; ;1;1;2; ; ; ; ;1;1;08;05;1208,57583007053
4978516;1;2;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;05;1255,87559319505
4978517;1;1;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;1072,41018573545
4978517;1;2;1;80;05;1;3;6; ;1; ;2;1; ;2; ;2; ;1;24;1000000;2;1;08;05;1072,41018573545
4978519;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1087,16735052219
4978521;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;150000;2; ;828116;2;1;08;05;1035,51058815868
4978521;1;4;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;08;05;1035,51058815868
4978521;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1035,51058815868
4978523;1;3;1;80;05;1;4;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1411,88000473254
4978524;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1007,39706300181
4978524;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;05;1007,39706300181
4978525;1;2;1;80;05;1;4;7; ;2; ; ;9; ;1; ;2; ;1;48;828116;2;1;08;05;1229,3949260845
4978526;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08;05;1170,29726097021
4978527;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1222,35266604571
4978529;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1079,08869059566
4978529;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;1079,08869059566
4978530;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;952,018639950749
4978530;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08;05;952,018639950749
4978533;1;2;1;80;05;1;1;2; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;08;05;1138,75499554258
4978533;1;4;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;1138,75499554258
4978534;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;955,100676019206
4978536;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;05;819,586421480165
4978536;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;08;05;819,586421480165
4978536;1;3;1;80;05;1;2;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;08;05;819,586421480165
4978538;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;05;1132,96058345841
4978540;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;05;778,159677519101
4978540;1;2;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;140000; ; ; ;2;1;08;05;778,159677519101
4978541;1;1;1;80;05;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;08;05;1154,76000828395
