DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
4978480;1;5;3;1;1;1;1;1;3;3; ; ; ; ;1600000;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;2;2;1;1;2;1;4;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1160,82193951118
4978481;1;1;1;1;1;1;1;1;3;3; ; ; ; ;780000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;08;05;1183,81186012517
4978482;1;2;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1087,16735052219
4978483;1;3;3;1;1;1;1;1;3;3; ; ; ; ;1300000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;08;05;1140,00284349721
4978485;1;3;2;1;1;1;1;1;3;3; ; ; ; ;700000;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;2509,45507172499
4978486;1;1;1;1;2;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;3;1;1;1;2;1;1;01;05;08;05;1799,13631413487
4978486;2;1;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;1;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2; ;2;2;1;2;1;3;1;1;1;2;1;1;01;05;08;05;1799,13631413487
4978487;1;2;1;1;2;1;1;1;3;3; ; ; ; ;380000;2;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1365,83422354292
4978487;2;2;1;1;2;1;1;1;3;3; ; ; ; ;340000;2;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;2;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1365,83422354292
4978487;3;2;1;1;1;1;1;1;3;3; ; ; ; ;480000;2;2;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;3;2;1;4;1;3;1;1;1;2;1;1;01;05;08;05;1365,83422354292
