DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,AREA,MES,DPTO,fex_c_2011
2636284,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,73,3,73,20.390.778.846.442
2636285,1,1,1,90,,2,2,2,2,2,2,2,2,1,2,,,,,,,,,1,,73,3,73,276.868.327.913.323
2636285,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,73,3,73,276.868.327.913.323
2636285,1,3,1,90,,2,2,2,1,2,2,2,2,2,2,,,,14,,,,,,,73,3,73,276.868.327.913.323
2636285,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,73,3,73,276.868.327.913.323
2636286,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,66,3,66,216.969.994.642.193
2636286,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,66,3,66,216.969.994.642.193
2636286,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,216.969.994.642.193
2636286,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,66,3,66,216.969.994.642.193
2636287,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,66,3,66,202.730.370.511.633
2636288,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,66,3,66,22.725.725.457.947
2636288,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,66,3,66,22.725.725.457.947
2636289,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,66,3,66,262.854.864.251.123
2636294,1,1,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,4,,,,66,3,66,158.391.301.226.182
2636294,1,2,1,90,,2,1,2,2,2,2,2,2,2,1,,40,,,,,,,,8,66,3,66,158.391.301.226.182
2636294,1,3,1,90,,2,1,2,2,2,2,1,2,2,2,,10,,,,,4,,,,66,3,66,158.391.301.226.182
2636294,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,66,3,66,158.391.301.226.182
2636295,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,235.579.193.395.871
2636295,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,66,3,66,235.579.193.395.871
2636296,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,281.296.367.280.824
2636296,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,66,3,66,281.296.367.280.824
2636296,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,281.296.367.280.824
2636296,1,4,1,90,,2,1,2,2,2,2,1,2,2,2,,14,,,,,6,,,,66,3,66,281.296.367.280.824
2636296,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,281.296.367.280.824
2636296,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,66,3,66,281.296.367.280.824
2636299,1,1,1,90,,2,1,2,2,2,2,2,2,1,2,,7,,,,,,,7,,66,3,66,228.960.677.879.251
2636304,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,66,3,66,295.074.785.558.824
2636304,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,66,3,66,295.074.785.558.824
2636304,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,295.074.785.558.824
2636306,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,66,3,66,278.621.819.494.806
2636307,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,126.763.934.016.237
2636307,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,66,3,66,126.763.934.016.237
2636307,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,66,3,66,126.763.934.016.237
2636307,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,66,3,66,126.763.934.016.237
2636308,1,1,1,90,,2,1,2,2,2,2,2,2,1,2,,10,,,,,,,4,,66,3,66,242.882.584.555.175
2636308,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,18,,,,,,,66,3,66,242.882.584.555.175
2636309,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,66,3,66,175.454.699.656.381
2636309,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,175.454.699.656.381
2636310,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,21.762.805.445.434
2636310,1,2,1,90,,2,2,1,2,1,2,2,2,2,2,,,30,,20,,,,,,66,3,66,21.762.805.445.434
2636310,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,66,3,66,21.762.805.445.434
2636310,1,5,1,90,,2,2,2,2,1,2,2,2,2,2,,,,,10,,,,,,66,3,66,21.762.805.445.434
2636312,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,66,3,66,235.579.193.395.871
2636312,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,49,,,1,,,,,,66,3,66,235.579.193.395.871
2636313,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,66,3,66,277.576.456.007.172
2636313,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,4,,,,,,,66,3,66,277.576.456.007.172
2636314,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,66,3,66,277.576.456.007.172
2636314,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,42,,,35,,,,,,66,3,66,277.576.456.007.172
2636316,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,35,,7,,,,,,,54,3,54,308.573.170.937.456
2636316,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,21,,,,,,,54,3,54,308.573.170.937.456
2636316,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,54,3,54,308.573.170.937.456
2636318,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,54,3,54,303.682.282.880.059
2636318,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,36,,,,,,,,,54,3,54,303.682.282.880.059
2636325,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,54,3,54,375.815.323.874.449
2636330,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,399.750.167.509.975
2636330,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,68,3,68,399.750.167.509.975
2636330,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,16,,,,,,,,,68,3,68,399.750.167.509.975
2636331,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,389.187.212.241.845
2636331,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,68,3,68,389.187.212.241.845
2636332,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,9,,,,,,,,,68,3,68,531.675.270.544.971
2636332,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,68,3,68,531.675.270.544.971
2636333,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,68,3,68,536.387.555.192.454
2636333,1,2,1,90,,2,1,2,1,2,2,1,2,2,2,,7,,21,,,3,,,,68,3,68,536.387.555.192.454
2636334,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,68,3,68,357.601.768.798.008
2636334,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,68,3,68,357.601.768.798.008
2636334,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,,,,68,3,68,357.601.768.798.008
2636334,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,68,3,68,357.601.768.798.008
2636336,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.743.283.337.579
2636336,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,68,3,68,405.743.283.337.579
2636336,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,68,3,68,405.743.283.337.579
2636336,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.743.283.337.579
2636336,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,68,3,68,405.743.283.337.579
2636337,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,14,,,,,,,68,3,68,465.570.762.837.731
2636337,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,16,,24,,,,,,,68,3,68,465.570.762.837.731
2636339,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,453.294.956.470.018
2636339,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,10,,,,,,,68,3,68,453.294.956.470.018
2636340,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,443.349.984.553.266
2636340,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,68,3,68,443.349.984.553.266
2636340,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,443.349.984.553.266
2636341,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,395.742.756.593.662
2636341,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,68,3,68,395.742.756.593.662
2636342,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,30,,,,,,,,,68,3,68,479.074.498.494.394
2636344,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,8,,8,,,,,,,68,3,68,469.168.587.594.607
2636344,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,68,3,68,469.168.587.594.607
2636345,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,5,,20,,,,,,,68,3,68,418.866.681.585.216
2636345,1,2,1,90,,2,2,2,1,2,2,2,2,2,2,,,,25,,,,,,,68,3,68,418.866.681.585.216
2636346,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.208.996.757.613
2636346,1,2,1,90,,2,1,2,1,2,2,1,2,2,2,,42,,14,,,5,,,,68,3,68,405.208.996.757.613
2636346,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.208.996.757.613
2636346,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.208.996.757.613
2636346,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,68,3,68,405.208.996.757.613
2636366,1,1,1,90,,2,1,2,2,2,2,2,1,2,2,,8,,,,,,12,,,17,3,17,126.423.402.311.825
2636366,1,2,1,90,,2,1,2,2,2,1,2,2,2,2,,22,,,,7,,,,,17,3,17,126.423.402.311.825
2636366,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,17,3,17,126.423.402.311.825
2636367,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,17.336.724.418.638
2636367,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,17,3,17,17.336.724.418.638
2636367,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,17.336.724.418.638
2636367,1,4,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,25,,,,,,,17,3,17,17.336.724.418.638
2636367,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,17.336.724.418.638
2636367,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,17.336.724.418.638
2636368,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,120.277.314.050.134
2636368,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,17,3,17,120.277.314.050.134
2636368,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,17,3,17,120.277.314.050.134
2636368,1,5,1,90,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,4,17,3,17,120.277.314.050.134
2636368,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,17,3,17,120.277.314.050.134
2636369,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,125.317.733.744.187
2636369,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,25,,,,,,,,,17,3,17,125.317.733.744.187
2636369,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,17,3,17,125.317.733.744.187
2636369,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,125.317.733.744.187
2636369,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,17,3,17,125.317.733.744.187
2636370,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,17,3,17,148.466.112.636.532
2636370,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,18,,,,,,,,,17,3,17,148.466.112.636.532
2636372,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,17,3,17,16.243.973.457.274
2636373,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,17,3,17,156.948.196.322.606
2636373,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,17,3,17,156.948.196.322.606
2636373,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,17,3,17,156.948.196.322.606
2636373,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,17,3,17,156.948.196.322.606
2636374,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,146.528.358.383.596
2636374,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,14,,,15,,,,,,17,3,17,146.528.358.383.596
2636374,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,146.528.358.383.596
2636375,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,17,3,17,159.449.422.776.733
2636376,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,17,3,17,173.210.564.108.845
2636376,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,2,,7,,,,,,,17,3,17,173.210.564.108.845
2636377,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,125.317.733.744.187
2636377,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,40,,,,,,,,,17,3,17,125.317.733.744.187
2636377,1,3,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,30,,,,17,3,17,125.317.733.744.187
2636377,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,17,3,17,125.317.733.744.187
2636377,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,17,3,17,125.317.733.744.187
2636378,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,148.466.112.636.532
2636378,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,17,3,17,148.466.112.636.532
2636380,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,169.813.226.549.249
2636380,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,42,,35,,,,,,,17,3,17,169.813.226.549.249
2636380,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,14,,,,,,,17,3,17,169.813.226.549.249
2636381,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,17,3,17,148.932.218.958.674
2636383,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,1.458.887.961.381
2636383,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,17,3,17,1.458.887.961.381
2636383,1,3,1,90,,2,2,2,2,2,2,2,1,2,2,,,,,,,,2,,,17,3,17,1.458.887.961.381
2636383,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,17,3,17,1.458.887.961.381
2636385,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,17,3,17,142.334.778.500.968
2636386,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,42,,,,,,,,,17,3,17,158.885.950.575.543
2636386,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,17,3,17,158.885.950.575.543
2636386,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,17,3,17,158.885.950.575.543
2636387,1,1,1,90,,2,1,2,2,2,2,2,2,2,1,,36,,,,,,,,3,17,3,17,16.243.973.457.274
2636388,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,17,3,17,137.948.908.818.473
2636388,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,27,,,,,,,,,17,3,17,137.948.908.818.473
2636389,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,17,3,17,157.511.668.523.797
2636389,1,2,1,90,,2,1,2,2,2,1,2,2,2,2,,42,,,,2,,,,,17,3,17,157.511.668.523.797
2636391,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,76,3,76,880.580.891.133.546
2636391,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,76,3,76,880.580.891.133.546
2636392,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,4,,,,,,,,,76,3,76,823.805.873.506.554
2636392,1,2,1,90,,2,1,2,2,2,2,1,2,2,2,,28,,,,,4,,,,76,3,76,823.805.873.506.554
2636392,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,76,3,76,823.805.873.506.554
2636394,1,1,1,90,,2,1,2,2,2,2,1,2,2,2,,3,,,,,18,,,,76,3,76,936.403.374.424.132
2636396,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,76,3,76,918.311.726.031.122
2636396,1,2,1,90,,2,1,2,2,2,2,1,2,2,2,,4,,,,,1,,,,76,3,76,918.311.726.031.122
2636397,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,18,,,,,,,76,3,76,91.835.132.380.571
2636398,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,76,3,76,830.627.587.043.421
2636398,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,76,3,76,830.627.587.043.421
2636399,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,76,3,76,932.509.576.492.702
2636399,2,1,2,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,76,3,76,932.509.576.492.702
2636399,2,2,2,90,,2,1,2,1,2,2,2,2,2,2,,15,,17,,,,,,,76,3,76,932.509.576.492.702
2636400,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,16,,14,,,,,,,76,3,76,899.681.728.308.227
2636401,1,1,1,90,,2,1,2,1,2,2,1,2,2,2,,10,,6,,,23,,,,76,3,76,829.286.807.324.128
2636401,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,56,,,,,,,,,76,3,76,829.286.807.324.128
2636402,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,76,3,76,804.761.690.777.137
2636402,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,18,,,,,,,,,76,3,76,804.761.690.777.137
2636402,1,3,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,80,,,,76,3,76,804.761.690.777.137
2636402,1,4,1,90,,2,2,2,2,2,2,1,2,2,2,,,,,,,1,,,,76,3,76,804.761.690.777.137
2636403,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,76,3,76,836.108.520.860.995
2636404,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,76,3,76,875.156.611.761.236
2636404,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,76,3,76,875.156.611.761.236
2636404,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,76,3,76,875.156.611.761.236
2636405,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,76,3,76,764.534.492.112.688
2636405,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,76,3,76,764.534.492.112.688
2636405,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,76,3,76,764.534.492.112.688
2636405,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,76,3,76,764.534.492.112.688
2636405,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,76,3,76,764.534.492.112.688
2636405,1,7,1,90,,2,1,2,2,2,2,2,2,2,2,,24,,,,,,,,,76,3,76,764.534.492.112.688
2636406,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,76,3,76,945.551.532.745.335
2636406,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,12,,,,,,,,,76,3,76,945.551.532.745.335
2636407,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,8,,,,,,,,,11,3,11,247.530.072.791.223
2636426,1,1,1,90,,2,1,2,2,2,2,1,2,2,1,,7,,,,,1,,,1,5,3,5,110.526.240.655.967
2636426,1,2,1,90,,2,1,2,2,2,2,1,2,2,1,,7,,,,,8,,,2,5,3,5,110.526.240.655.967
2636427,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,5,3,5,859.630.576.700.509
2636427,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,5,3,5,859.630.576.700.509
2636428,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,84,,,,,,,5,3,5,104.512.053.132.419
