DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,FEX_C,CLASE,MES,DPTO,FEX_C_2011
2656770,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,23.563.303.340.623,2,3,23,235.734.981.942.088
2656770,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,23.563.303.340.623,2,3,23,235.734.981.942.088
2656771,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,245.089.514.515.123,2,3,23,229.511.069.651.372
2656771,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,245.089.514.515.123,2,3,23,229.511.069.651.372
2656772,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,189.377.048.287.443,2,3,23,210.823.404.137.557
2656772,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,189.377.048.287.443,2,3,23,210.823.404.137.557
2656775,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,217.084.529.073.691,2,3,23,244.125.657.178.012
2656775,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,217.084.529.073.691,2,3,23,244.125.657.178.012
2656776,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,238.246.840.251.295,2,3,23,240.701.673.346.249
2656776,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,238.246.840.251.295,2,3,23,240.701.673.346.249
2656776,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,238.246.840.251.295,2,3,23,240.701.673.346.249
2656776,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,238.246.840.251.295,2,3,23,240.701.673.346.249
2656777,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656777,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656777,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656777,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656777,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656777,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,265.003.655.483.973,2,3,23,281.892.817.721.414
2656778,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,257.731.659.673.098,2,3,23,243.909.669.057.309
2656778,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,257.731.659.673.098,2,3,23,243.909.669.057.309
2656779,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.451.002.042.588,2,3,23,270.565.717.445.255
2656779,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.451.002.042.588,2,3,23,270.565.717.445.255
2656779,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.451.002.042.588,2,3,23,270.565.717.445.255
2656779,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.451.002.042.588,2,3,23,270.565.717.445.255
2656780,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,217.162.972.134.328,2,3,23,21.762.291.000.392
2656781,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.750.180.872.748,2,3,23,114.819.619.521.753
2656781,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.750.180.872.748,2,3,23,114.819.619.521.753
2656781,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.750.180.872.748,2,3,23,114.819.619.521.753
2656783,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,740.308.396.256.422,2,3,23,840.576.517.707.344
2656783,1,2,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,740.308.396.256.422,2,3,23,840.576.517.707.344
2656783,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,740.308.396.256.422,2,3,23,840.576.517.707.344
2656783,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,740.308.396.256.422,2,3,23,840.576.517.707.344
2656783,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,740.308.396.256.422,2,3,23,840.576.517.707.344
2656795,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,197.802.259.770.285,2,3,23,208.491.878.114.205
2656795,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,197.802.259.770.285,2,3,23,208.491.878.114.205
2656796,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,248.275.178.564.205,2,3,23,250.133.581.348.025
2656796,1,2,1,95,2,,,,,,,,1,1,2,,,,120000,,2,2,2,,2,248.275.178.564.205,2,3,23,250.133.581.348.025
2656796,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,248.275.178.564.205,2,3,23,250.133.581.348.025
2656796,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,248.275.178.564.205,2,3,23,250.133.581.348.025
2656797,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,121.049.613.024.665,2,3,23,160.358.294.232.852
2656797,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,121.049.613.024.665,2,3,23,160.358.294.232.852
2656797,1,3,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,121.049.613.024.665,2,3,23,160.358.294.232.852
2656797,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,121.049.613.024.665,2,3,23,160.358.294.232.852
2656798,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656798,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,347.741.996.379.736,2,3,23,315.730.517.611.882
2656799,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,176.734.903.129.468,2,3,23,196.424.804.731.619
2656799,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,176.734.903.129.468,2,3,23,196.424.804.731.619
2656801,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,291.441.161.471.889,2,3,23,270.375.341.845.832
2656801,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,291.441.161.471.889,2,3,23,270.375.341.845.832
2656803,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,227.837.268.988.646,2,3,23,228.745.100.476.301
2656803,1,2,1,95,2,,,,,,,,1,1,2,,,,390000,,2,2,2,,2,227.837.268.988.646,2,3,23,228.745.100.476.301
2656803,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,227.837.268.988.646,2,3,23,228.745.100.476.301
2656804,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,245.011.071.454.485,2,3,23,256.013.816.825.464
2656804,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,245.011.071.454.485,2,3,23,256.013.816.825.464
2656804,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,245.011.071.454.485,2,3,23,256.013.816.825.464
2656805,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,233.636.739.882.792,2,3,23,254.334.303.577.116
2656805,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,233.636.739.882.792,2,3,23,254.334.303.577.116
2656805,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,233.636.739.882.792,2,3,23,254.334.303.577.116
2656805,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,233.636.739.882.792,2,3,23,254.334.303.577.116
2656805,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,233.636.739.882.792,2,3,23,254.334.303.577.116
2656806,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.026.548.241.668,2,3,23,212.546.119.735.349
2656806,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,206.026.548.241.668,2,3,23,212.546.119.735.349
2656807,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,244.870.452.920.576,2,3,23,250.925.163.044.376
2656808,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,115.818.147.123.597,2,3,23,12.893.418.847.906
2656808,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,115.818.147.123.597,2,3,23,12.893.418.847.906
2656809,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,165.439.685.366.656,2,3,23,161.086.804.173.301
2656809,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,165.439.685.366.656,2,3,23,161.086.804.173.301
2656809,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,165.439.685.366.656,2,3,23,161.086.804.173.301
2656809,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,165.439.685.366.656,2,3,23,161.086.804.173.301
2657147,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.600.978.749.287,2,3,44,135.247.227.680.506
2657147,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.600.978.749.287,2,3,44,135.247.227.680.506
2657148,1,1,1,95,2,,,,,,,,1,2,2,,,,,420000,2,1,2,,2,187.046.187.786.344,2,3,44,176.832.807.981.134
2657149,1,1,1,95,2,,,,,,,,1,2,2,,,,,1600000,2,1,2,,2,139.205.459.533.648,2,3,44,152.990.948.913.194
2657149,1,4,1,95,2,,,,,,,,1,2,2,,,,,460000,2,1,2,,2,139.205.459.533.648,2,3,44,152.990.948.913.194
2657150,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,149.842.489.241.646,2,3,44,156.571.486.201.221
2657150,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,149.842.489.241.646,2,3,44,156.571.486.201.221
2657150,1,3,1,95,2,,,,,,,,1,2,2,,,,,160000,2,1,2,,2,149.842.489.241.646,2,3,44,156.571.486.201.221
2657151,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,129.991.886.537.128,2,3,44,141.429.959.038.154
2657151,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,129.991.886.537.128,2,3,44,141.429.959.038.154
2657152,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,16.406.420.241.979,2,3,44,152.858.856.116.486
2657152,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,16.406.420.241.979,2,3,44,152.858.856.116.486
2657153,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.607.820.152.903,2,3,44,131.088.824.231.304
2657153,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.607.820.152.903,2,3,44,131.088.824.231.304
2657153,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.607.820.152.903,2,3,44,131.088.824.231.304
2657154,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,117.300.108.284.865,2,3,44,13.168.936.413.611
2657154,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,117.300.108.284.865,2,3,44,13.168.936.413.611
2657155,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.882.741.540.296,2,3,44,17.635.758.565.845
2657155,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.882.741.540.296,2,3,44,17.635.758.565.845
2657156,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,109.685.072.537.035,2,3,44,123.165.875.378.373
2657156,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,109.685.072.537.035,2,3,44,123.165.875.378.373
2657157,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,150.907.597.577.358,2,3,44,148.225.230.344.601
2657157,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,150.907.597.577.358,2,3,44,148.225.230.344.601
2657157,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,150.907.597.577.358,2,3,44,148.225.230.344.601
2657157,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,150.907.597.577.358,2,3,44,148.225.230.344.601
2657158,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.795.814.255.042,2,3,44,161.664.670.334.477
2657158,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.795.814.255.042,2,3,44,161.664.670.334.477
2657847,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,101.244.078.358.637,2,3,27,865.841.741.238.594
2657847,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.244.078.358.637,2,3,27,865.841.741.238.594
2657847,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.244.078.358.637,2,3,27,865.841.741.238.594
2657847,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.244.078.358.637,2,3,27,865.841.741.238.594
2657848,1,1,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,80.006.009.401.077,2,3,27,904.633.267.855.839
2657848,1,2,1,95,2,,,,,,,,1,2,2,,,,,220000,2,1,2,,2,80.006.009.401.077,2,3,27,904.633.267.855.839
2657849,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657849,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657849,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657849,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657849,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657849,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.703.330.981.848,2,3,27,954.719.279.517.792
2657851,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.682.618.997.262,2,3,27,160.856.303.669.627
2657851,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.682.618.997.262,2,3,27,160.856.303.669.627
2657851,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.682.618.997.262,2,3,27,160.856.303.669.627
2657851,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.682.618.997.262,2,3,27,160.856.303.669.627
2657851,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,171.682.618.997.262,2,3,27,160.856.303.669.627
2657852,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.120.754.727.972,2,3,27,186.494.812.349.779
2657852,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.120.754.727.972,2,3,27,186.494.812.349.779
2657852,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.120.754.727.972,2,3,27,186.494.812.349.779
2657853,1,1,1,95,2,,,,,,,,1,2,2,,,,,1300000,2,1,2,,2,13.148.024.179.682,2,3,27,147.828.397.681.708
2657853,1,2,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,13.148.024.179.682,2,3,27,147.828.397.681.708
2657853,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,13.148.024.179.682,2,3,27,147.828.397.681.708
2657854,1,1,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,479.737.364.479.002,2,3,27,479.821.393.574.119
2657854,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657854,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657858,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.001.317.334.327,2,3,27,986.987.249.583.334
2657858,1,2,1,95,2,,,,,,,,1,1,2,,,,120000,,2,2,2,,2,11.001.317.334.327,2,3,27,986.987.249.583.334
2657858,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.001.317.334.327,2,3,27,986.987.249.583.334
2657858,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.001.317.334.327,2,3,27,986.987.249.583.334
2657859,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,80.006.009.401.077,2,3,27,904.633.267.855.839
2657859,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,80.006.009.401.077,2,3,27,904.633.267.855.839
2657860,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,770.848.652.059.532,2,3,27,809.558.164.011.438
2657860,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,770.848.652.059.532,2,3,27,809.558.164.011.438
2657862,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,800.550.251.941.519,2,3,27,86.642.737.190.318
2657863,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,155.031.880.402.359,2,3,27,149.187.617.950.132
2657863,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,155.031.880.402.359,2,3,27,149.187.617.950.132
2657864,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.426.461.941.132,2,3,27,112.032.494.691.325
2657864,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,10.426.461.941.132,2,3,27,112.032.494.691.325
2657865,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.127.699.122.206,2,3,27,127.893.664.733.844
2657865,1,2,1,95,2,,,,,,,,1,1,2,,,,1300000,,2,2,2,,2,131.127.699.122.206,2,3,27,127.893.664.733.844
2657865,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.127.699.122.206,2,3,27,127.893.664.733.844
2657866,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657866,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657867,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,80.006.009.401.077,2,3,27,904.633.267.855.839
2657867,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,80.006.009.401.077,2,3,27,904.633.267.855.839
2657868,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,493.450.706.612.665,2,3,27,643.248.675.476.958
2657868,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,493.450.706.612.665,2,3,27,643.248.675.476.958
2657868,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,493.450.706.612.665,2,3,27,643.248.675.476.958
2657869,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,958.984.571.027.254,2,3,27,997.848.683.100.897
2657895,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,59.597.065.238.112,2,3,27,479.821.393.574.119
2657896,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.688.453.148.344,2,3,27,123.571.676.958.489
2657896,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.688.453.148.344,2,3,27,123.571.676.958.489
2657896,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.688.453.148.344,2,3,27,123.571.676.958.489
2657896,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.688.453.148.344,2,3,27,123.571.676.958.489
2657896,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,10.688.453.148.344,2,3,27,123.571.676.958.489
2657897,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,904.049.350.433.055,2,3,27,974.530.425.495.088
2657897,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,904.049.350.433.055,2,3,27,974.530.425.495.088
2657899,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.207.400.090.537,2,3,27,976.748.085.319.988
2657899,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.207.400.090.537,2,3,27,976.748.085.319.988
2657899,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.207.400.090.537,2,3,27,976.748.085.319.988
2657899,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.207.400.090.537,2,3,27,976.748.085.319.988
2657899,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.207.400.090.537,2,3,27,976.748.085.319.988
2657900,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,921.364.662.539.363,2,3,27,942.268.038.149.237
2657900,1,2,1,95,2,,,,,,,,1,2,2,,,,,650000,2,1,2,,2,921.364.662.539.363,2,3,27,942.268.038.149.237
2657900,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,921.364.662.539.363,2,3,27,942.268.038.149.237
2657900,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,921.364.662.539.363,2,3,27,942.268.038.149.237
2657901,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657901,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657902,1,1,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,162.120.754.727.972,2,3,27,186.494.812.349.779
2657902,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.120.754.727.972,2,3,27,186.494.812.349.779
2657902,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,162.120.754.727.972,2,3,27,186.494.812.349.779
2657907,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,131.529.257.589.895,2,3,27,144.007.808.086.442
2657907,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.529.257.589.895,2,3,27,144.007.808.086.442
2657908,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,137.509.602.043.115,2,3,27,144.990.911.496.175
2657908,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,137.509.602.043.115,2,3,27,144.990.911.496.175
2657908,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,137.509.602.043.115,2,3,27,144.990.911.496.175
2657910,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.646.522.332.229,2,3,27,129.129.741.453.655
2657910,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.646.522.332.229,2,3,27,129.129.741.453.655
2657911,1,1,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,479.737.364.479.002,2,3,27,479.821.393.574.119
2657911,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657912,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,131.529.257.589.895,2,3,27,144.007.808.086.442
2657912,1,2,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,131.529.257.589.895,2,3,27,144.007.808.086.442
2657913,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.475.868.879.907,2,3,27,100.901.047.266.584
2657913,1,2,1,95,2,,,,,,,,1,1,2,,,,780000,,2,2,2,,2,101.475.868.879.907,2,3,27,100.901.047.266.584
2657913,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.475.868.879.907,2,3,27,100.901.047.266.584
2657914,1,1,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,800.550.251.941.519,2,3,27,86.642.737.190.318
2657915,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,724.344.934.956.749,2,3,27,606.323.309.042.277
2657915,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,724.344.934.956.749,2,3,27,606.323.309.042.277
2657915,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,724.344.934.956.749,2,3,27,606.323.309.042.277
2657915,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,724.344.934.956.749,2,3,27,606.323.309.042.277
2657916,1,1,1,95,2,,,,,,,,1,2,2,,,,,1500000,2,1,2,,2,800.550.251.941.519,2,3,27,86.642.737.190.318
2657917,1,1,1,95,2,,,,,,,,1,2,2,,,,,2100000,2,1,2,,2,479.737.364.479.002,2,3,27,479.821.393.574.119
2657917,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657917,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657918,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,992.239.507.908.171,2,3,27,867.145.698.047.531
2657918,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,992.239.507.908.171,2,3,27,867.145.698.047.531
2657926,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,742.961.146.745.403,2,3,27,698.243.689.764.032
2657926,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,742.961.146.745.403,2,3,27,698.243.689.764.032
2657926,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,742.961.146.745.403,2,3,27,698.243.689.764.032
2657927,1,1,1,95,2,,,,,,,,1,2,2,,,,,800000,2,1,2,,2,800.550.251.941.519,2,3,27,86.642.737.190.318
2657928,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.541.097.306.336,2,3,27,102.782.785.781.254
2657928,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,600000,2,1,2,,2,107.541.097.306.336,2,3,27,102.782.785.781.254
2657928,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.541.097.306.336,2,3,27,102.782.785.781.254
2657928,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.541.097.306.336,2,3,27,102.782.785.781.254
2657929,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657929,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,300000,2,1,2,,2,479.737.364.479.002,2,3,27,479.821.393.574.119
2657929,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,479.737.364.479.002,2,3,27,479.821.393.574.119
2657930,1,1,1,95,2,,,,,,,,1,2,2,900000,,,,,2,2,1,,2,500.016.364.841.632,2,3,27,479.821.393.574.119
2657930,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,500.016.364.841.632,2,3,27,479.821.393.574.119
2657931,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,591.722.899.364.852,2,3,27,717.646.705.575.316
2657932,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,958.984.571.027.254,2,3,27,997.848.683.100.897
2657933,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.711.750.758.658,2,3,27,131.011.479.968.325
2657933,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.711.750.758.658,2,3,27,131.011.479.968.325
2657933,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.711.750.758.658,2,3,27,131.011.479.968.325
2657934,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,999.309.221.955.206,2,3,27,106.924.517.442.069
2657934,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,999.309.221.955.206,2,3,27,106.924.517.442.069
2657934,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,999.309.221.955.206,2,3,27,106.924.517.442.069
2657935,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.475.868.879.907,2,3,27,100.901.047.266.584
2657935,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,101.475.868.879.907,2,3,27,100.901.047.266.584
