DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,FEX_C,CLASE,MES,DPTO,FEX_C_2011
2648109,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,320.585.046.817.007,2,3,15,339.330.577.233.077
2648109,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,320.585.046.817.007,2,3,15,339.330.577.233.077
2648160,1,1,1,95,2,,,,,,,,1,2,2,,,,,315000,2,1,2,,2,350.939.152.714.967,2,3,15,38.249.237.622.101
2648161,1,1,1,95,2,,,,,,,,1,1,2,,,,300000,350000,2,1,2,,2,350.939.152.714.967,2,3,15,38.249.237.622.101
2648162,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,239.748.290.590.794,2,3,15,278.283.331.102.013
2648162,1,2,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,239.748.290.590.794,2,3,15,278.283.331.102.013
2648163,1,1,1,95,2,,,,,,,,1,2,2,,,,,2800000,2,1,2,,2,298.599.460.820.673,2,3,15,338.337.952.478.726
2648164,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,357.639.815.420.344,2,3,15,375.818.742.969.388
2648164,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,357.639.815.420.344,2,3,15,375.818.742.969.388
2648165,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,236.418.576.822.164
2648165,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,236.418.576.822.164
2648165,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,236.418.576.822.164
2648168,1,1,1,95,1,,2,1,,535000,,2,1,2,2,,,,,800000,2,1,2,,2,228.064.812.436.126,2,3,15,268.156.881.468.764
2648168,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,228.064.812.436.126,2,3,15,268.156.881.468.764
2648169,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,239.748.290.590.794,2,3,15,278.283.331.102.013
2648169,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,239.748.290.590.794,2,3,15,278.283.331.102.013
2648171,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,353.172.150.572.403,2,3,15,348.662.892.049.051
2648172,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,356.948.758.606.283,2,3,15,406.120.615.845.936
2648172,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,356.948.758.606.283,2,3,15,406.120.615.845.936
2648172,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,356.948.758.606.283,2,3,15,406.120.615.845.936
2648173,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,418.512.065.072.434,2,3,15,392.192.322.583.891
2648173,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,418.512.065.072.434,2,3,15,392.192.322.583.891
2648173,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,418.512.065.072.434,2,3,15,392.192.322.583.891
2648173,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,418.512.065.072.434,2,3,15,392.192.322.583.891
2648174,1,1,1,95,1,,2,2,300000,,,1,1,1,2,,,,500000,450000,2,1,2,,2,514.380.210.589.229,2,3,15,474.842.431.001.313
2648222,1,1,1,95,1,,2,2,150000,,,1,1,2,2,,,,,,2,2,2,500000,1,445.730.178.269.704,2,3,15,433.729.266.508.965
2648222,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.730.178.269.704,2,3,15,433.729.266.508.965
2648222,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,445.730.178.269.704,2,3,15,433.729.266.508.965
2648223,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,350.939.152.714.967,2,3,15,38.249.237.622.101
2648224,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,383.553.830.969.343,2,3,15,394.623.620.955.446
2648224,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,383.553.830.969.343,2,3,15,394.623.620.955.446
2648224,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,383.553.830.969.343,2,3,15,394.623.620.955.446
2648225,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,555.565.871.272.104,2,3,15,503.941.293.038.312
2648225,1,2,1,95,2,,,,,,,,1,2,2,,,,,800000,2,1,2,,2,555.565.871.272.104,2,3,15,503.941.293.038.312
2648226,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,300000,1,190.016.340.838.025,2,3,15,190.185.120.588.133
2648226,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,190.185.120.588.133
2648226,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,190.185.120.588.133
2648226,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,190.016.340.838.025,2,3,15,190.185.120.588.133
2648227,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,337.995.097.623.423,2,3,15,327.081.992.555.085
2648227,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,337.995.097.623.423,2,3,15,327.081.992.555.085
2648233,1,1,1,95,1,,2,2,120000,,,1,2,,,,,,,,,,,,,227.801.822.527.401,2,3,15,247.040.371.227.879
2648233,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,227.801.822.527.401,2,3,15,247.040.371.227.879
2648233,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,227.801.822.527.401,2,3,15,247.040.371.227.879
2648234,1,1,1,95,1,,2,1,,470000,,2,2,,,,,,,,,,,,,198.971.283.475.043,2,3,15,270.279.016.513.507
2648234,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,198.971.283.475.043,2,3,15,270.279.016.513.507
2648234,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,198.971.283.475.043,2,3,15,270.279.016.513.507
2648235,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.475.939.808.299,2,3,15,285.514.093.110.626
2648235,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,271.475.939.808.299,2,3,15,285.514.093.110.626
2648235,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,271.475.939.808.299,2,3,15,285.514.093.110.626
2648236,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,413.311.472.238.138,2,3,15,456.800.377.376.901
2648236,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,413.311.472.238.138,2,3,15,456.800.377.376.901
2648236,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,413.311.472.238.138,2,3,15,456.800.377.376.901
2648237,1,1,1,95,1,,2,1,,470000,,2,2,,,,,,,,,,,,,293.724.515.713.359,2,3,15,307.623.228.105.861
2648237,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,200000,1,293.724.515.713.359,2,3,15,307.623.228.105.861
2648237,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,293.724.515.713.359,2,3,15,307.623.228.105.861
2648237,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,293.724.515.713.359,2,3,15,307.623.228.105.861
2648238,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,350.939.152.714.967,2,3,15,38.249.237.622.101
2648249,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,642.092.983.480.904,2,3,15,695.006.055.898.434
2648249,1,2,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,642.092.983.480.904,2,3,15,695.006.055.898.434
2648250,1,1,1,95,2,,,,,,,,1,1,2,,,,960000,150000,2,1,2,,2,665.241.314.921.174,2,3,15,715.069.465.896.766
2648250,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,665.241.314.921.174,2,3,15,715.069.465.896.766
2648251,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,537.871.937.581.411,2,3,15,565.685.557.904.888
2648251,1,2,1,95,2,,,,,,,,1,1,2,,,,540000,,2,2,2,,2,537.871.937.581.411,2,3,15,565.685.557.904.888
2648251,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,537.871.937.581.411,2,3,15,565.685.557.904.888
2648252,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,505.080.444.938.029,2,3,15,594.117.308.649.567
2648253,1,1,1,95,1,,2,1,,536500,,2,2,,,,,,,,,,,,,868.560.819.276.734,2,3,15,88.791.983.285.794
2648253,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,868.560.819.276.734,2,3,15,88.791.983.285.794
2648254,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648254,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648254,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648254,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648255,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,655.313.503.572.273,2,3,68,77.051.266.096.354
2648255,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,655.313.503.572.273,2,3,68,77.051.266.096.354
2648256,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,931.196.245.016.821,2,3,68,10.079.335.021.044
2648256,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,931.196.245.016.821,2,3,68,10.079.335.021.044
2648257,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,774.388.975.457.933,2,3,68,978.266.179.680.885
2648257,1,2,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,774.388.975.457.933,2,3,68,978.266.179.680.885
2648258,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,127.146.294.850.314,2,3,68,127.402.522.455.608
2648258,1,2,1,95,2,,,,,,,,1,1,2,,,,1100000,250000,2,1,2,,2,127.146.294.850.314,2,3,68,127.402.522.455.608
2648258,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,127.146.294.850.314,2,3,68,127.402.522.455.608
2648259,1,1,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,74.108.987.339.028,2,3,68,916.737.760.888.373
2648259,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,74.108.987.339.028,2,3,68,916.737.760.888.373
2648259,1,3,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,74.108.987.339.028,2,3,68,916.737.760.888.373
2648260,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,759.930.483.621.984,2,3,15,781.862.922.248.586
2648260,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,759.930.483.621.984,2,3,15,781.862.922.248.586
2648260,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,759.930.483.621.984,2,3,15,781.862.922.248.586
2648261,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.491.392.263.569,2,3,68,107.106.275.529.914
2648261,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,107.491.392.263.569,2,3,68,107.106.275.529.914
2648261,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.491.392.263.569,2,3,68,107.106.275.529.914
2648262,1,1,1,95,2,,,,,,,,1,1,2,,,,480000,,2,2,2,,2,931.196.245.016.821,2,3,68,10.079.335.021.044
2648262,1,2,1,95,2,,,,,,,,1,1,2,,,,480000,,2,2,2,,2,931.196.245.016.821,2,3,68,10.079.335.021.044
2648263,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,964.767.144.980.137,2,3,68,103.703.049.044.306
2648263,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,964.767.144.980.137,2,3,68,103.703.049.044.306
2648264,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,545.986.348.005.454,2,3,68,708.413.908.086.169
2648264,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,545.986.348.005.454,2,3,68,708.413.908.086.169
2648264,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,545.986.348.005.454,2,3,68,708.413.908.086.169
2648265,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,121.773.618.420.749,2,3,68,117.106.025.224.125
2648266,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.419.277.799.272,2,3,68,101.502.837.058.884
2648266,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.419.277.799.272,2,3,68,101.502.837.058.884
2648266,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,103.419.277.799.272,2,3,68,101.502.837.058.884
2648266,1,4,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,103.419.277.799.272,2,3,68,101.502.837.058.884
2648267,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,122.758.193.428.138,2,3,68,124.444.684.864.582
2648267,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,122.758.193.428.138,2,3,68,124.444.684.864.582
2648267,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,122.758.193.428.138,2,3,68,124.444.684.864.582
2648271,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.118.124.037.016,2,3,15,950.465.214.559.614
2648271,1,2,1,95,2,,,,,,,,1,1,2,,,,1080000,,2,2,2,,2,102.118.124.037.016,2,3,15,950.465.214.559.614
2648271,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.118.124.037.016,2,3,15,950.465.214.559.614
2648271,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.118.124.037.016,2,3,15,950.465.214.559.614
2648271,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.118.124.037.016,2,3,15,950.465.214.559.614
2648274,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,10.147.925.797.215,2,3,68,100.183.583.304.108
2648275,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.836.347.968.481,2,3,68,103.093.282.137.974
2648276,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,139.695.463.880.406,2,3,68,138.457.427.950.733
2648276,1,2,1,95,2,,,,,,,,1,1,2,,,,540000,,2,2,2,,2,139.695.463.880.406,2,3,68,138.457.427.950.733
2648276,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,139.695.463.880.406,2,3,68,138.457.427.950.733
2648277,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,780.049.527.812.085,2,3,68,820.386.269.486.378
2648277,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,780.049.527.812.085,2,3,68,820.386.269.486.378
2648277,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,780.049.527.812.085,2,3,68,820.386.269.486.378
2648279,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.282.269.807.571,2,3,68,116.258.783.044.937
2648279,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,116.282.269.807.571,2,3,68,116.258.783.044.937
2648279,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.282.269.807.571,2,3,68,116.258.783.044.937
2648279,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.282.269.807.571,2,3,68,116.258.783.044.937
2648279,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,116.282.269.807.571,2,3,68,116.258.783.044.937
2648280,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.231.271.486.739,2,3,68,620.064.779.768.056
2648280,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,620.231.271.486.739,2,3,68,620.064.779.768.056
2648280,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.231.271.486.739,2,3,68,620.064.779.768.056
2648280,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.231.271.486.739,2,3,68,620.064.779.768.056
2648281,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,150.517.853.645.578,2,3,68,142.723.077.213.623
2648283,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,655.313.503.572.273,2,3,68,77.051.266.096.354
2648283,1,2,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,655.313.503.572.273,2,3,68,77.051.266.096.354
2648284,1,1,1,95,2,,,,,,,,1,2,2,,,,,450000,2,1,2,,2,931.196.245.016.821,2,3,68,10.079.335.021.044
2648284,1,2,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,931.196.245.016.821,2,3,68,10.079.335.021.044
2648285,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,113.952.860.396.131,2,3,68,105.170.944.156.392
2648285,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,113.952.860.396.131,2,3,68,105.170.944.156.392
2648286,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,983.748.798.359.191,2,3,68,105.028.613.511.496
2648286,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,983.748.798.359.191,2,3,68,105.028.613.511.496
2648287,1,1,1,95,2,,,,,,,,1,2,2,,,,,150000,2,1,2,,2,104.836.347.968.481,2,3,68,103.093.282.137.974
2648288,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,104.836.347.968.481,2,3,68,103.093.282.137.974
2648289,1,1,1,95,2,,,,,,,,1,1,2,,,,160000,500000,2,1,2,,2,100.837.636.130.623,2,3,68,109.904.029.680.718
2648290,1,1,1,95,2,,,,,,,,1,1,2,,,,840000,,2,2,2,,2,987.642.694.202.376,2,3,68,114.797.198.645.266
2648290,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,987.642.694.202.376,2,3,68,114.797.198.645.266
2648291,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.209.024.398.046,2,3,68,113.389.779.369.457
2648291,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.209.024.398.046,2,3,68,113.389.779.369.457
2648291,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.209.024.398.046,2,3,68,113.389.779.369.457
2648292,1,1,1,95,1,,1,2,,,150000,2,1,2,2,,,,,1800000,2,1,2,,2,10.147.925.797.215,2,3,68,100.183.583.304.108
2648294,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,107.123.902.890.705,2,3,68,114.187.431.738.934
2648296,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.170.229.903.882,2,3,15,992.303.096.348.485
2648296,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,102.170.229.903.882,2,3,15,992.303.096.348.485
2648296,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.170.229.903.882,2,3,15,992.303.096.348.485
2648296,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,102.170.229.903.882,2,3,15,992.303.096.348.485
2648297,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,42.767.155.654.701,2,3,15,427.556.754.575.947
2648297,1,2,1,95,2,,,,,,,,1,1,2,,,,540000,,2,2,2,,2,42.767.155.654.701,2,3,15,427.556.754.575.947
2648297,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,42.767.155.654.701,2,3,15,427.556.754.575.947
2648297,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,42.767.155.654.701,2,3,15,427.556.754.575.947
2648298,1,1,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,695.311.423.094.326,2,3,15,757.827.436.395.979
2648299,1,1,1,95,2,,,,,,,,1,1,2,,,,960000,150000,2,1,2,,2,695.311.423.094.326,2,3,15,757.827.436.395.979
2648300,1,1,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,642.092.983.480.904,2,3,15,695.006.055.898.434
2648300,1,2,1,95,2,,,,,,,,1,2,2,850000,,,,,2,2,1,,2,642.092.983.480.904,2,3,15,695.006.055.898.434
2648301,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.687.190.341.038,2,3,15,728.414.265.151.475
2648301,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.687.190.341.038,2,3,15,728.414.265.151.475
2648301,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.687.190.341.038,2,3,15,728.414.265.151.475
2648302,1,1,1,95,2,,,,,,,,1,1,2,,,,150000,,2,2,2,,2,542.126.962.859.439,2,3,15,665.115.325.041.334
2648302,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,542.126.962.859.439,2,3,15,665.115.325.041.334
2648302,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,542.126.962.859.439,2,3,15,665.115.325.041.334
2648303,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.452.798.078.857,2,3,15,113.952.862.428.199
2648303,1,2,1,95,2,,,,,,,,1,1,2,,,,1050000,,2,2,2,,2,11.452.798.078.857,2,3,15,113.952.862.428.199
2648303,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.452.798.078.857,2,3,15,113.952.862.428.199
2648303,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.452.798.078.857,2,3,15,113.952.862.428.199
2648303,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.452.798.078.857,2,3,15,113.952.862.428.199
2648303,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,11.452.798.078.857,2,3,15,113.952.862.428.199
2648305,1,1,1,95,2,,,,,,,,1,1,2,,,,740000,,2,2,2,,2,106.851.934.401.714,2,3,68,110.480.080.535.591
2648305,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.851.934.401.714,2,3,68,110.480.080.535.591
2648305,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,106.851.934.401.714,2,3,68,110.480.080.535.591
2648306,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,134.364.641.940.058,2,3,68,128.154.620.006.836
2648306,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,134.364.641.940.058,2,3,68,128.154.620.006.836
2648306,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,134.364.641.940.058,2,3,68,128.154.620.006.836
2648306,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,134.364.641.940.058,2,3,68,128.154.620.006.836
2648307,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,586.660.371.523.423,2,3,68,590.967.791.429.396
2648307,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,586.660.371.523.423,2,3,68,590.967.791.429.396
2648307,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,586.660.371.523.423,2,3,68,590.967.791.429.396
2648307,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,586.660.371.523.423,2,3,68,590.967.791.429.396
2648308,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648308,1,2,1,95,2,,,,,,,,1,1,2,,,,150000,,2,2,2,,2,148.172.518.446.201,2,3,68,143.908.894.974.828
2648308,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648308,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,148.172.518.446.201,2,3,68,143.908.894.974.828
2648309,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,110.209.024.398.046,2,3,68,113.389.779.369.457
2648309,1,2,1,95,2,,,,,,,,1,1,2,,,,150000,,2,2,2,,2,110.209.024.398.046,2,3,68,113.389.779.369.457
2648309,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,110.209.024.398.046,2,3,68,113.389.779.369.457
2648310,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,85.825.710.805.827,2,3,68,939.737.080.163.712
2648310,1,2,1,95,2,,,,,,,,1,1,2,,,,480000,,2,2,2,,2,85.825.710.805.827,2,3,68,939.737.080.163.712
2648311,1,1,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,736.261.093.513.051,2,3,15,719.961.630.461.382
2648311,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,736.261.093.513.051,2,3,15,719.961.630.461.382
2648311,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,736.261.093.513.051,2,3,15,719.961.630.461.382
2648311,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,736.261.093.513.051,2,3,15,719.961.630.461.382
2648312,1,1,1,95,2,,,,,,,,1,1,2,,,,160000,,2,2,2,,2,620.986.937.547.848,2,3,68,680.740.226.196.468
2648312,1,2,1,95,2,,,,,,,,1,1,2,,,,150000,,2,2,2,,2,620.986.937.547.848,2,3,68,680.740.226.196.468
2648312,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,620.986.937.547.848,2,3,68,680.740.226.196.468
2648313,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,13.530.736.245.823,2,3,68,135.499.590.359.707
2648313,1,2,1,95,2,,,,,,,,1,1,2,,,,450000,,2,2,2,,2,13.530.736.245.823,2,3,68,135.499.590.359.707
2648313,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,13.530.736.245.823,2,3,68,135.499.590.359.707
2648314,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,119.401.103.431.806,2,3,68,121.534.986.030.716
2648314,1,2,1,95,2,,,,,,,,1,2,2,,,,,250000,2,1,2,,2,119.401.103.431.806,2,3,68,121.534.986.030.716
2648314,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,119.401.103.431.806,2,3,68,121.534.986.030.716
2648315,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.491.392.263.569,2,3,68,107.106.275.529.914
2648315,1,2,1,95,2,,,,,,,,1,1,2,,,,1400000,,2,2,2,,2,107.491.392.263.569,2,3,68,107.106.275.529.914
2648315,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,107.491.392.263.569,2,3,68,107.106.275.529.914
2648316,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,688.884.403.535.589,2,3,68,7.996.096.493.022
2648316,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,688.884.403.535.589,2,3,68,7.996.096.493.022
2648317,1,1,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,896.869.678.992.396,2,3,68,918.161.067.337.332
2648317,1,2,1,95,2,,,,,,,,1,1,2,,,,150000,,2,2,2,,2,896.869.678.992.396,2,3,68,918.161.067.337.332
2648317,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,896.869.678.992.396,2,3,68,918.161.067.337.332
2648318,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,104.836.347.968.481,2,3,68,103.093.282.137.974
2648319,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,81.437.609.383.651,2,3,68,91.015.870.425.345
2648319,1,2,1,95,2,,,,,,,,1,1,2,,,,400000,,2,2,2,,2,81.437.609.383.651,2,3,68,91.015.870.425.345
2648320,1,1,1,95,2,,,,,,,,1,1,2,,,300000,150000,800000,1,1,2,,2,109.954.148.558.273,2,3,68,111.981.691.699.136
2648320,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,109.954.148.558.273,2,3,68,111.981.691.699.136
