DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2636251,1,2,1,70,1,2,40,4,,2,2,4,,1,7,,,,,,,,,,1,,2,,2,97,97,63,1,1,6310,3,15,15,392.689.393.939.396
2636254,1,1,1,70,1,250,40,1,,2,500,1,,4,7,,,,,,,,,,1,,2,,2,55,55,80,1,2,8011,3,15,15,684.655.827.936.404
2636254,2,2,2,70,1,250,48,1,,2,320,1,,9,1,,,,,,,,,,1,,2,,2,32,32,40,1,2,4010,3,15,15,684.655.827.936.404
2636257,1,2,1,70,1,32,45,3,,2,32,1,,2,1,,,,,,,,,,1,,2,,2,54,53,55,1,2,5521,3,15,15,933.546.924.722.253
2636257,1,3,1,70,1,3,40,1,,2,48,1,,9,1,,,,,,,,,,1,,2,,2,32,32,45,1,1,4530,3,15,15,933.546.924.722.253
2636259,1,4,1,70,1,24,24,1,,2,56,1,,6,2,,,,,,,,,,1,,2,,2,3,3,64,1,2,6424,3,15,15,101.578.098.312.411
2636271,1,2,1,70,1,4,48,1,,2,4,1,,3,4,,,,,,,,,,1,,1,100000,2,45,32,80,1,1,8060,3,73,73,180.679.112.168.333
2636271,1,4,1,70,1,12,25,1,,2,104,1,,3,2,,,,,,,,,,1,,2,,2,53,53,52,1,1,5229,3,73,73,180.679.112.168.333
2636273,1,2,1,70,1,24,48,1,,2,24,1,,9,4,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,3,73,73,19.050.166.364.551
2636275,1,4,1,70,1,6,60,5,,2,16,5,,3,1,,,,,,,,,,1,,2,,2,79,79,18,1,1,1810,3,73,73,144.233.853.811.043
2636275,1,5,1,70,1,16,45,1,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,79,79,18,1,2,1810,3,73,73,144.233.853.811.043
2636282,1,2,1,70,1,8,48,1,,2,120,1,,4,4,,,,,,,,,,1,,2,,2,21,40,50,1,1,5052,3,73,73,211.419.932.821.508
2636285,1,3,1,70,1,4,72,1,,2,4,1,,2,8,,,,,,,,,,1,,1,400000,2,34,85,45,1,1,4543,3,73,73,276.868.327.913.323
2636286,1,2,1,70,1,28,14,1,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,2,,3,66,66,216.969.994.642.193
2636294,1,3,1,70,1,8,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,5,,,1,1,,3,66,66,158.391.301.226.182
2636295,1,1,1,70,1,8,48,1,,2,16,1,,5,2,,,,,,,,,,1,,2,,2,98,33,52,1,1,5235,3,66,66,235.579.193.395.871
2636308,1,1,1,70,1,1,60,4,,2,1,5,,2,1,,,,,,,,,,1,,1,800000,2,95,95,45,1,1,4521,3,66,66,242.882.584.555.175
2636309,1,1,1,70,1,16,48,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,55,55,74,1,2,7493,3,66,66,175.454.699.656.381
2636310,1,3,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,3,66,66,21.762.805.445.434
2636316,1,2,1,70,1,1,50,1,,2,9,4,,1,1,,,,,,,,,,1,,2,,2,94,56,93,1,1,9301,3,54,54,308.573.170.937.456
