DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S2,P5210S20,P5210S21,P5210S22,P5210S24,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5220,P5220S1,P6006,P6007,P6007S1,P6008,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,clase,MES,DPTO,ORDEN,fex_c_2011
2641832,1,3,1,2,1,1,1,1,4,4,,,,150000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,3,1,1,1,4,1,2,2,1,1,1,2,1,1,2,3,63,1,107.449.586.373.972
2641833,1,2,1,2,1,4,3,1,5,4,,,,350000,,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,,2,1,1,1,2,1,2,2,2,2,1,,,1,2,3,63,1,109.435.402.499.557
2641834,1,3,2,2,1,4,3,1,5,4,,,,200000,,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,4,2,2,,5,1,1,1,4,1,2,2,2,2,1,,,1,2,3,63,1,109.651.362.570.342
2641845,1,3,1,3,1,1,1,1,4,4,,,,150000,,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,3,63,1,109.435.402.499.557
2641846,1,3,2,2,1,4,1,1,4,4,,,,200000,,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,,3,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,114.300.457.066.367
2641847,1,4,2,2,1,5,1,1,4,4,,,,200000,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,4,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,105.463.770.248.386
2641848,1,3,2,2,1,4,1,1,5,4,,,,200000,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,,3,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,115.576.895.232.731
2641859,1,3,2,2,1,5,1,1,5,4,,,,98,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,3,2,2,,5,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,714.375.202.026.363
2641860,1,4,2,2,1,5,1,1,4,4,,,,70000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,,3,1,1,4,2,1,2,2,2,1,2,,1,1,2,3,63,1,115.576.895.232.731
2641861,1,4,2,2,1,5,1,1,5,4,,,,180000,,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,,3,1,1,1,2,1,2,2,2,1,0,,1,1,2,3,63,1,110.149.842.482.204
2641862,1,4,2,2,1,5,1,1,5,1,,,98,98,,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,,3,1,1,1,2,1,2,1,2,1,2,,1,1,2,3,63,1,89.067.147.935.667
2641900,1,4,2,2,1,4,1,1,4,4,,,,100000,,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,,4,1,1,1,4,1,2,2,2,1,2,,1,1,2,3,63,1,15.820.533.639.809
2641901,1,3,2,2,1,4,1,1,5,4,,,,100000,,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,4,2,2,,4,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,138.470.520.197.999
2641902,1,4,1,2,1,4,1,1,5,4,,,,150000,,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,2,1,1,1,2,1,2,2,2,1,3,,1,1,2,3,63,1,140.917.711.208.038
2641903,1,3,2,2,1,4,1,1,4,4,,,,100000,,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,,3,1,1,1,4,1,2,2,2,1,2,,1,1,2,3,63,1,172.719.488.712.977
2641904,1,5,3,2,1,4,1,1,5,4,,,,150000,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,4,2,2,,4,1,1,1,4,1,2,2,2,1,2,,1,1,2,3,63,1,166.760.073.835.175
2641905,1,3,2,2,1,4,1,1,5,4,,,,100000,,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,,4,1,1,1,4,1,2,2,2,1,1,,1,1,2,3,63,1,15.820.533.639.809
2641906,1,2,2,1,1,1,1,1,4,3,,,,,70000,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,,3,1,1,1,2,1,2,1,1,1,1,2,1,1,2,3,63,1,172.719.488.712.977
2641907,1,2,2,1,1,1,1,1,4,1,,,13000000,80000,,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,4,1,1,1,2,1,2,1,1,1,1,2,1,1,2,3,63,1,198.965.904.243.144
2641908,1,3,1,1,1,1,1,1,4,1,,,7000000,50000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,151.746.160.094.671
2641909,1,4,2,1,1,1,1,1,4,2,,150000,12000000,60000,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,,4,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,15.820.533.639.809
2641910,1,2,1,1,1,1,1,1,4,3,,,,,70000,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,3,63,1,140.917.711.208.038
2641917,1,3,2,2,1,4,1,1,5,4,,,,80000,,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,,5,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,18.574.268.737.313
2641918,1,4,3,2,1,4,1,1,5,4,,,,100000,,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,,8,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,173.739.547.567.999
2641919,1,3,1,2,1,4,1,1,5,4,,,,100000,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,1,4,1,2,2,2,1,2,,1,1,2,3,63,1,146.473.073.182.809
2641920,1,5,5,2,1,4,1,1,5,4,,,,60000,,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,6,2,2,,8,1,1,1,2,1,2,2,2,1,2,,1,1,2,3,63,1,136.175.614.647.464
2641921,1,2,1,2,1,4,1,6,,4,,,,100000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,1,1,4,1,2,2,2,1,2,,2,1,2,3,63,1,143.698.926.514.651
2641922,1,3,2,1,1,1,1,1,4,3,,,,,50000,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,3,2,2,,3,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,201.060.791.583.818
2641923,1,3,1,1,1,1,1,1,4,3,,,,,200000,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,194.549.192.253.742
2641924,1,5,4,1,1,1,1,1,4,3,,,,,100000,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,,7,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,188.305.449.116.551
2641925,1,3,2,1,1,1,1,1,4,3,,,,,60000,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,3,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,152.984.672.512.886
2641926,1,2,1,1,1,1,1,1,4,3,,,,,100000,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,1,1,4,1,2,1,1,1,2,2,1,1,2,3,63,1,146.473.073.182.809
2641927,1,5,3,1,1,1,1,1,4,1,,,9000000,120000,,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,,3,1,1,1,2,1,2,1,1,1,2,2,1,1,2,3,63,1,1.444.299.350.758
2642685,1,1,1,2,1,4,2,1,4,4,,,,200000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,3,1,1,5,2,1,2,2,2,2,1,,,1,2,3,18,1,985.913.472.339.375
2642686,1,1,1,2,1,1,2,1,5,4,,,,100000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,4,1,1,1,2,1,2,2,1,2,1,1,,1,2,3,18,1,998.185.679.998.861
