Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2969398;1;1;1;80;73;1;2;5; ;3; ;2; ; ; ; ;10;2;1;06;73;235,535506470169
2969398;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;4;2;1;06;73;235,535506470169
2969399;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;73;301,312007374586
2969404;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;8;2;1;06;73;235,535506470169
2969404;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;11;2;1;06;73;235,535506470169
2969405;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;220,979775887375
2969406;1;1;1;80;73;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;73;244,283226477592
2969410;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;8;2;1;06;73;210,031315766594
2969414;1;1;1;80;73;2; ; ; ;3; ;2; ;2; ;.; ; ;1;06;73;332,883568239243
2969414;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;8;2;1;06;73;332,883568239243
2969414;3;2;3;80;73;1;1;8; ;2; ;2; ; ; ;BUSCA TRABAJO SOLO PARA VACACIONES;12;2;1;06;73;332,883568239243
2969414;3;3;3;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;332,883568239243
2969415;1;1;1;80;73;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;73;178,506725573175
2969415;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;178,506725573175
2969540;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;149,672704679135
2969541;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;188,472345602087
2969541;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;17;188,472345602087
2969542;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;149,672704679135
2969545;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;4;2;1;06;17;138,188015262224
2969546;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;118,759507127068
2969546;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;118,759507127068
2969546;1;6;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;118,759507127068
2969547;1;1;1;80;17;1;2;4; ;2; ;2; ; ; ; ;4;2;1;06;17;190,570891153235
2969547;1;2;1;80;17;1;3;7; ;2; ;2; ; ; ; ;8;2;1;06;17;190,570891153235
2969548;1;2;1;80;17;1;4;8; ;2; ;2; ; ; ; ;6;2;1;06;17;188,18851515175
2969548;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;188,18851515175
2969549;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;173,462131354563
2969549;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;173,462131354563
2969549;1;6;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;173,462131354563
2969549;1;7;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;173,462131354563
2969550;1;1;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;06;17;169,601429019527
2969552;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;06;17;191,359754839245
2969552;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;191,359754839245
2969553;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;204,437956571631
2969554;1;1;1;80;17;1;4;7; ;3; ;2; ; ; ; ;10;2;1;06;17;164,670143980547
2969554;1;2;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;17;164,670143980547
2969555;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;199,13089056009
2969556;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;177,955827853308
2969556;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;17;177,955827853308
2969558;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;06;17;190,570891153235
2969558;1;2;1;80;17;1;1;4; ;2; ;2; ; ; ; ;4;2;1;06;17;190,570891153235
2969560;1;3;1;80;17;1;1;6; ;2; ;2; ; ; ; ;2;2;1;06;17;147,29032867765
2969560;1;4;1;80;17;1;1;2; ;2; ;2; ; ; ; ;2;2;1;06;17;147,29032867765
2969563;1;1;1;80;17;1;2;7; ;2; ;2; ; ; ; ;9;2;1;06;17;147,29032867765
2969563;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;147,29032867765
2969563;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;17;147,29032867765
2969564;1;3;1;80;73;1;1;8; ;2; ;2; ; ; ; ;2;2;1;06;73;178,752048642433
2969565;1;2;1;80;73;1;4;9;CAMBIO  DE CIUDAD;2; ;2; ; ; ; ;4;2;1;06;73;219,544570357975
2969566;1;2;1;80;73;1;2;3; ;2; ;2; ; ; ; ;9;2;1;06;73;205,136664757785
2969567;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;73;314,198009059842
2969568;1;1;1;80;73;1;4;3; ;2; ;2; ; ; ; ;8;2;1;06;73;229,002438700427
2969568;1;2;1;80;73;1;3;8; ;2; ;2; ; ; ; ;2;2;1;06;73;229,002438700427
2969569;1;3;1;80;73;1;4;5; ;3; ;2; ; ; ; ;11;2;1;06;73;171,973657803432
2969570;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;278,00855678437
2969571;1;1;1;80;73;1;1;4; ;3; ;2; ; ; ; ;4;2;1;06;73;235,535506470169
2969571;1;2;1;80;73;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;73;235,535506470169
2969579;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;235,535506470169
2969580;1;1;1;80;73;1;4;4; ;2; ;2; ; ; ; ;8;2;1;06;73;210,031315766594
2969585;1;3;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;237,367138788064
2969587;1;4;1;80;73;1;1;9;TRABAJO EN UN FINCA Y DESEO VALIDAR EL ESTUDIO  Y DEJAR EL T;2; ;2; ; ; ; ;2;2;1;06;73;295,108031942886
2969591;1;2;1;80;73;1;4;8; ;2; ;2; ; ; ; ;9;2;1;06;73;220,247175458202
2969592;1;1;1;80;73;1;3;7; ;2; ;2; ; ; ; ;8;2;1;06;73;268,659355157451
2969592;1;3;1;80;73;1;2;8; ;2; ;2; ; ; ; ;4;2;1;06;73;268,659355157451
2969594;1;2;1;80;73;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;73;178,825961133735
2969671;1;2;1;80;23;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;23;165,407730012566
2969674;1;4;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;23;174,823018195908
2969675;1;2;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;23;189,043847611354
2969675;1;5;1;80;23;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;23;189,043847611354
