DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;fex_c_2011
1162961;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;690,928696052101
1162961;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;690,928696052101
1162961;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;690,928696052101
1162961;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;690,928696052101
1162962;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;1282,15622675026
1162962;2;3;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;1282,15622675026
1162962;2;4;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;1282,15622675026
1162964;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;3;2;1;44;806,710086427106
1162964;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;806,710086427106
1162964;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;806,710086427106
1162968;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;1066,60541723603
1162968;2;2;2;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;44;1066,60541723603
1162968;2;3;2;80;2;1;2;6; ;2; ;2; ; ; ; ;5;2;1;44;1066,60541723603
1162968;2;4;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;1066,60541723603
1162968;3;1;3;80;2;2; ; ; ;2; ;2; ;1;2; ;1; ;1;44;1066,60541723603
1162969;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;796,534269835771
1162969;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;44;796,534269835771
1162969;1;7;1;80;2;1;2;4; ;2; ;2; ; ; ; ;8;2;1;44;796,534269835771
1167377;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;41;1486,06751348377
1167377;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;41;1486,06751348377
1167378;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;41;1595,97597452751
1167379;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;41;1329,09215413935
1167382;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;41;1517,2090261959
1167383;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;41;1666,96903217198
1167386;1;5;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;41;1572,45507222345
1167390;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;41;1619,48144196135
1167941;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1156,08650949902
1167959;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1427,05008602353
1167959;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1427,05008602353
1167960;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1369,63096179185
1167961;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1468,55018787094
1167961;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1468,55018787094
1167961;1;3;1;80;2;1;4;6; ;2; ;2; ; ; ; ;1;2;1;73;1468,55018787094
1167962;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1424,18250306904
1167962;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1424,18250306904
1167963;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1499,19521968078
1167963;1;3;1;80;2;1;3;8; ;2; ;2; ; ;3; ;1;1;1;73;1499,19521968078
1167963;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1499,19521968078
1167965;1;2;1;80;2;1;1;4; ;2; ;2; ; ;1; ;4;1;1;73;1915,62769248359
1167965;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1915,62769248359
1167966;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1646,46100718672
1167966;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;73;1646,46100718672
1167967;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1307,17596085351
1167967;1;3;1;80;2;1;3;3; ;2; ;2; ; ;1; ;1;1;1;73;1307,17596085351
1167969;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1336,11834702752
1167970;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;8;2;1;73;1427,05008602353
1167970;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1427,05008602353
1167985;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1604,96090533931
1167985;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1604,96090533931
1167995;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1261,05481030228
1167995;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1261,05481030228
1167996;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1333,72794310316
1167997;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1439,43651163825
1167998;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;73;1569,3311935222
1168000;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;73;1427,05008602353
1168000;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1427,05008602353
1168001;1;3;1;80;2;1;3;8; ;2; ;2; ; ; ; ;2;2;1;73;1051,11820869576
1168001;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1051,11820869576
1168001;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1051,11820869576
1168006;1;1;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;73;1487,59988191139
1168017;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1449,45706835218
1168021;1;1;1;80;2;1;4;7; ;2; ;2; ; ; ; ;8;2;1;73;1292,22784125575
1168024;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;73;1788,07259441049
1168024;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1788,07259441049
1168024;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1788,07259441049
1168025;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1126,181745421
1168026;1;1;1;80;2;1;3;8; ;2; ;2; ; ; ; ;9;2;1;73;1541,3921637817
1168026;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;73;1541,3921637817
1168026;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1541,3921637817
1168026;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1541,3921637817
1168026;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1541,3921637817
1168027;1;1;1;80;2;1;4;6; ;2; ;2; ; ; ; ;4;2;1;73;1716,53986390469
1168027;1;2;1;80;2;1;3;8; ;2; ;2; ; ; ; ;1;2;1;73;1716,53986390469
1168028;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1494,26765679696
1168029;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;1;2;1;73;1870,6339128851
1168029;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;73;1870,6339128851
1168029;1;4;1;80;2;1;2;8; ;2; ;2; ; ; ; ;1;2;1;73;1870,6339128851
1168033;1;5;1;80;2;1;2;8; ;2; ;2; ; ;1; ;8;1;1;73;1811,1445905542
1168033;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;73;1811,1445905542
1168174;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;1;2;1;25;3342,94315057487
1168182;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;25;3059,78998722144
1168182;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3059,78998722144
1168188;2;3;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3384,74374814051
1168188;3;3;3;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3384,74374814051
1168189;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3347,46320717964
1168190;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3863,25140080348
1168190;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3863,25140080348
1168197;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;25;4022,76341888608
1168200;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3622,73259811129
1168200;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3622,73259811129
1168207;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;25;2825,46258934725
1168208;1;3;1;80;2;2; ; ; ;2; ;2; ;1;1; ;8; ;1;25;4112,47473549427
1168209;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;25;3035,14946233342
1168209;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3035,14946233342
1168211;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;25;2941,58294862572
1168212;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;4157,5533724406
1168212;1;6;1;80;2;1;1;9;EMBARAZO;2; ;2; ; ; ; ;9;2;1;25;4157,5533724406
1168215;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;9;2;1;25;4141,88220004523
1168224;1;2;1;80;2;1;3;8; ;2; ;2; ; ;2; ;6;1;1;25;4567,95907706087
1168224;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;4567,95907706087
1168238;1;2;1;80;2;1;4;9;DESEABA DESCANSAR;2; ;2; ; ; ; ;8;2;1;25;2973,17118010829
1168239;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3863,25140080348
1168239;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;3863,25140080348
1168240;1;1;1;80;2;2; ; ; ;2; ;2; ;1;4; ;4; ;1;25;3073,25837692831
1168240;1;4;1;80;2;2; ; ; ;2; ;1;100000;1;1; ;2; ;1;25;3073,25837692831
1168242;1;1;1;80;2;2; ; ; ;3; ;2; ;1;4; ;10; ;1;25;2872,23359389736
1168242;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;25;2872,23359389736
1169039;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169039;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169039;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169039;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169039;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169040;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;3635,33304515109
1169040;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169040;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169040;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3635,33304515109
1169041;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;1992,68548344503
1169042;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;3648,04393667939
1169042;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3648,04393667939
1169043;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;08;3494,70781007372
1169043;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3494,70781007372
1169044;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4683,60200253978
1169044;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4683,60200253978
1169044;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4683,60200253978
1169044;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4683,60200253978
1169087;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169087;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169087;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169087;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169087;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169087;1;8;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5941,76577673371
1169088;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4084,51509131657
1169088;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4084,51509131657
1169088;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;4084,51509131657
1169089;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2750,18692168016
1169089;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2750,18692168016
1169089;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2750,18692168016
1169090;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2593,41953352654
1169090;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2593,41953352654
1169090;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2593,41953352654
1169090;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2593,41953352654
1169090;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2593,41953352654
1169091;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3526,90929074422
1169092;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3055,31247122033
1169137;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3774,56476933777
1169137;2;2;2;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3774,56476933777
1169138;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5968,64683227805
1169138;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5968,64683227805
1169139;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;2257,99518943798
1169140;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;5060,57885811698
1169141;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;3048,95702545618
1169352;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1953,37445955165
1169353;1;4;1;80;2;1;1;8; ;2; ;1;40000; ; ; ;2;2;1;25;1471,0749411245
1169353;2;1;2;80;2;1;4;9;EDAD;2; ;2; ; ; ; ;8;2;1;25;1471,0749411245
1169353;2;2;2;80;2;1;4;9;EDAD;2; ;2; ; ; ;ES  SORDO  MUDO;12;2;1;25;1471,0749411245
1169355;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;25;2627,05159844476
1169355;1;5;1;80;2;1;1;9;EDAD;2; ;2; ; ; ; ;8;2;1;25;2627,05159844476
1169355;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2627,05159844476
1169355;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2627,05159844476
1169357;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;25;1738,18712109927
1169358;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;25;2521,84453153852
1169359;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1990,68361597725
1169361;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2205,87095442963
1169362;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2437,27533680937
1169362;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2437,27533680937
1169362;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2437,27533680937
1169364;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;25;1512,43298108553
1169364;1;4;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;25;1512,43298108553
1169372;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;25;1890,52333522215
1169372;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1890,52333522215
1169372;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1890,52333522215
1169385;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2300,69363970388
1169385;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2300,69363970388
1169385;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;2300,69363970388
1169386;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1711,88830420707
1169386;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;25;1711,88830420707
1169387;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;25;1911,32112564207
