DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;fex_c_2011
1162962;2;2;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;1282,15622675026
1162962;2;3;2;90; ;1;1;2;2;2;2;2;2;2;2;4;4; ; ; ; ; ; ; ; ;2;44;1282,15622675026
1162962;2;4;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;1282,15622675026
1162964;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162964;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162964;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162964;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162964;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162964;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;44;806,710086427106
1162966;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;694,217170674582
1162966;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;44;694,217170674582
1162966;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;694,217170674582
1162968;1;1;1;90; ;1;2;2;1;2;2;2;2;2;2;14; ; ;24; ; ; ; ; ; ;2;44;1066,60541723603
1162968;1;2;1;90; ;1;1;1;1;2;2;2;2;2;2;24;84;1;84; ; ; ; ; ; ;2;44;1066,60541723603
1162968;2;1;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;1066,60541723603
1162968;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;20; ; ; ; ; ; ;2;44;1066,60541723603
1162968;2;3;2;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;6; ; ; ; ; ; ;2;44;1066,60541723603
1162968;2;4;2;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;1066,60541723603
1162968;3;1;3;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;10; ; ; ; ; ; ;2;44;1066,60541723603
1162969;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;8;14; ; ; ; ; ; ; ; ;2;44;796,534269835771
1162969;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;24;24; ;35; ; ; ; ; ; ;2;44;796,534269835771
1162969;1;3;1;90; ;1;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ;2;44;796,534269835771
1162969;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;796,534269835771
1162969;1;7;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;44;796,534269835771
1167377;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;41;1486,06751348377
1167377;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;20; ; ;25; ; ; ; ; ;2;41;1486,06751348377
1167378;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;3;2; ; ; ; ; ; ; ; ;2;41;1595,97597452751
1167378;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;10; ; ; ; ; ; ;2;41;1595,97597452751
1167379;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;41;1329,09215413935
1167379;1;2;1;90; ;1;1;2;2;1;2;2;2;2;2;12;35; ; ;24; ; ; ; ; ;2;41;1329,09215413935
1167380;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;2;41;1549,25270930891
1167380;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;14; ; ; ; ; ; ;2;41;1549,25270930891
1167382;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;40; ; ; ; ; ; ; ; ; ;2;41;1517,2090261959
1167382;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;41;1517,2090261959
1167383;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;42; ;15; ; ; ; ; ; ;2;41;1666,96903217198
1167386;1;1;1;90; ;1;2;2;1;1;2;2;2;2;2;5; ; ;5;18; ; ; ; ; ;2;41;1572,45507222345
1167386;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;5; ; ; ; ; ; ;2;41;1572,45507222345
1167386;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;41;1572,45507222345
1167386;1;6;1;90; ;1;2;2;2;2;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;2;41;1572,45507222345
1167387;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;41;1345,66952745187
1167388;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;41;1677,44922283848
1167388;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;41;1677,44922283848
1167389;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;41;1462,37479463867
1167389;1;2;1;90; ;1;1;2;1;1;2;2;2;2;2;2;49; ;28;3; ; ; ; ; ;2;41;1462,37479463867
1167389;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;3; ; ; ; ; ; ;2;41;1462,37479463867
1167389;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;2; ; ; ; ; ; ;2;41;1462,37479463867
1167390;1;1;1;90; ;2;1;1;1;2;2;2;2;2;1; ;2;6;21; ; ; ; ; ;3;2;41;1619,48144196135
1167390;1;2;1;90; ;1;1;2;1;2;2;2;2;2;1;1;56; ;21; ; ; ; ; ;4;2;41;1619,48144196135
1167390;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;3; ;2; ; ; ; ; ; ;2;41;1619,48144196135
1167392;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;41;1345,66952745187
1167941;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1156,08650949902
1167941;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;30; ;10; ; ; ; ; ; ;2;73;1156,08650949902
1167941;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;73;1156,08650949902
1167941;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;5; ; ; ; ; ; ;2;73;1156,08650949902
1167959;1;1;1;90; ;2;1;2;2;1;2;2;2;2;2; ;5; ; ;15; ; ; ; ; ;2;73;1427,05008602353
1167959;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1167960;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;12;20; ; ; ; ; ; ; ; ;2;73;1369,63096179185
1167960;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;73;1369,63096179185
1167961;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;3;7; ; ; ; ; ; ; ; ;2;73;1468,55018787094
1167961;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;24; ; ; ; ; ; ; ; ;2;73;1468,55018787094
1167961;1;3;1;90; ;1;1;2;2;1;2;2;2;2;2;4;21; ; ;15; ; ; ; ; ;2;73;1468,55018787094
1167962;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;4; ; ; ; ; ; ; ; ;2;73;1424,18250306904
1167962;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;14; ;30; ; ; ; ; ; ;2;73;1424,18250306904
1167962;1;3;1;90; ;1;1;2;1;2;2;2;2;2;2;3;4; ;2; ; ; ; ; ; ;2;73;1424,18250306904
1167963;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1499,19521968078
1167963;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;7;40; ;5; ; ; ; ; ; ;2;73;1499,19521968078
1167963;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;50; ; ; ; ; ; ;2;73;1499,19521968078
1167963;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;73;1499,19521968078
1167965;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;12;20; ; ; ; ; ; ; ; ;2;73;1915,62769248359
1167965;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;2;73;1915,62769248359
1167965;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;73;1915,62769248359
1167966;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167966;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;28; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167966;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167966;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;5;7; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167966;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167966;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;73;1646,46100718672
1167967;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1307,17596085351
1167967;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;73;1307,17596085351
1167967;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;14;42; ; ; ; ; ; ; ; ;2;73;1307,17596085351
1167967;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;5;15; ; ; ; ; ; ; ; ;2;73;1307,17596085351
1167969;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;12;12; ; ; ; ; ; ; ; ;2;73;1336,11834702752
1167969;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;14;35; ;14; ; ; ; ; ; ;2;73;1336,11834702752
1167970;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1167970;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;14; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1167974;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;7; ; ; ; ; ; ; ; ;2;73;1234,80871702408
1167985;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;7; ; ; ; ; ; ; ; ;2;73;1604,96090533931
1167985;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;4;14; ; ; ; ; ; ; ; ;2;73;1604,96090533931
1167985;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;4;21; ; ; ; ; ; ; ; ;2;73;1604,96090533931
1167985;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ;2;73;1604,96090533931
1167985;1;5;1;90; ;1;1;2;2;2;2;2;2;2;2;2;10; ; ; ; ; ; ; ; ;2;73;1604,96090533931
1167992;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;73;1292,22784125575
1167993;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1333,72794310316
1167993;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ;2;73;1333,72794310316
1167994;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;2;73;1295,35851291194
1167994;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;2;73;1295,35851291194
1167995;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;3;14; ;14; ; ; ; ; ; ;2;73;1261,05481030228
1167995;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;14; ; ; ; ; ; ;2;73;1261,05481030228
1167995;1;3;1;90; ;1;1;2;1;2;2;2;2;2;2;2;7; ;7; ; ; ; ; ; ;2;73;1261,05481030228
1167996;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;73;1333,72794310316
1167996;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;4;21; ; ; ; ; ; ; ; ;2;73;1333,72794310316
1167997;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;3;14; ;4; ; ; ; ; ; ;2;73;1439,43651163825
1167997;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;4;14; ;14; ; ; ; ; ; ;2;73;1439,43651163825
1167998;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;73;1569,3311935222
1167999;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;4;14; ;14; ; ; ; ; ; ;2;73;1411,92215148459
1167999;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;4;14; ;14; ; ; ; ; ; ;2;73;1411,92215148459
1168000;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;4;7; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1168000;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;4;14; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1168001;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;73;1051,11820869576
1168001;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;73;1051,11820869576
1168001;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;2;73;1051,11820869576
1168001;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1051,11820869576
1168001;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1051,11820869576
1168002;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;73;1234,80871702408
1168006;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;3;21; ;14; ; ; ; ; ; ;2;73;1487,59988191139
1168006;1;2;1;90; ;1;1;2;1;2;2;2;2;2;2;14;14; ;28; ; ; ; ; ; ;2;73;1487,59988191139
1168006;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;73;1487,59988191139
1168017;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;7; ; ; ; ; ; ; ; ;2;73;1449,45706835218
1168017;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;14;21; ; ; ; ; ; ; ; ;2;73;1449,45706835218
1168017;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;3;7; ; ; ; ; ; ; ; ;2;73;1449,45706835218
1168021;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;21; ; ; ; ; ; ; ; ;2;73;1292,22784125575
1168022;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;8; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1168022;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;21; ; ; ; ; ; ; ; ;2;73;1427,05008602353
1168024;1;1;1;90; ;1;1;2;2;1;2;2;2;2;2;7;7; ; ;3; ; ; ; ; ;2;73;1788,07259441049
1168024;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;73;1788,07259441049
1168024;1;3;1;90; ;1;1;2;1;1;2;2;2;2;2;3;35; ;21;21; ; ; ; ; ;2;73;1788,07259441049
1168024;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;73;1788,07259441049
1168024;1;5;1;90; ;2;1;2;1;1;2;2;2;2;2; ;7; ;7;7; ; ; ; ; ;2;73;1788,07259441049
1168024;1;6;1;90; ;1;1;2;2;1;2;2;2;2;2;7;21; ; ;14; ; ; ; ; ;2;73;1788,07259441049
1168025;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;3;14; ; ; ; ; ; ; ; ;2;73;1126,181745421
1168025;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;7;21; ; ; ; ; ; ; ; ;2;73;1126,181745421
1168025;1;3;1;90; ;1;1;2;2;2;2;2;2;2;2;4;7; ; ; ; ; ; ; ; ;2;73;1126,181745421
1168025;1;4;1;90; ;1;1;2;2;2;2;2;2;2;2;3;7; ; ; ; ; ; ; ; ;2;73;1126,181745421
1168026;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;35; ; ; ; ; ; ;2;73;1541,3921637817
1168026;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;2;73;1541,3921637817
1168026;1;3;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ;2;73;1541,3921637817
1168026;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;2;73;1541,3921637817
1168026;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;2;73;1541,3921637817
1168026;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;2;73;1541,3921637817
1168027;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;2;73;1716,53986390469
1168027;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;70; ; ; ; ; ; ;2;73;1716,53986390469
1168028;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;7;14; ; ; ; ; ; ; ; ;2;73;1494,26765679696
1168028;1;2;1;90; ;1;1;2;2;2;2;2;2;2;2;3;14; ; ; ; ; ; ; ; ;2;73;1494,26765679696
1168029;1;1;1;90; ;1;1;2;2;1;2;2;2;2;2;3;21; ; ;14; ; ; ; ; ;2;73;1870,6339128851
1168029;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;73;1870,6339128851
1168029;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;14; ; ; ; ; ; ;2;73;1870,6339128851
1168029;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1870,6339128851
1168031;1;1;1;90; ;1;1;2;2;2;1;2;2;2;2;7;21; ; ; ;4; ; ; ; ;2;73;1292,22784125575
1168033;1;1;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;2;2;73;1811,1445905542
1168033;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;28; ;14;4; ; ; ; ; ;2;73;1811,1445905542
1168033;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;73;1811,1445905542
1168033;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;2;73;1811,1445905542
1168033;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;2;73;1811,1445905542
1168033;1;6;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;14; ; ; ; ; ; ;2;73;1811,1445905542
1168033;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;2;73;1811,1445905542
1168174;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;2;25;3342,94315057487
1168174;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;30; ; ; ; ; ; ;12; ;2;25;3342,94315057487
1168174;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;25;3342,94315057487
1168182;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;12; ; ; ; ; ; ;2;25;3059,78998722144
1168182;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;20; ; ; ; ; ; ;2;25;3059,78998722144
1168182;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;4; ; ; ; ; ; ;2;25;3059,78998722144
1168182;1;5;1;90; ;2;1;2;1;2;2;1;2;2;2; ;20; ;30; ; ;2; ; ; ;2;25;3059,78998722144
1168183;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;2;25;3208,14780755877
1168183;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;2;25;3208,14780755877
1168185;1;1;1;90; ;1;1;2;2;2;2;2;2;2;2;14;15; ; ; ; ; ; ; ; ;2;25;3443,8807367858
1168185;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;25;3443,8807367858
1168186;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;2;25;4147,18288169036
1168186;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;30; ; ; ; ; ; ;2;25;4147,18288169036
1168186;1;5;1;90; ;2;1;2;1;2;2;2;2;1;2; ;5; ;6; ; ; ; ;2; ;2;25;4147,18288169036
1168187;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;25;2973,17118010829
1168187;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;2;25;2973,17118010829
1168188;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;2;10; ;8; ; ; ; ; ; ;2;25;3384,74374814051
1168188;1;2;1;90; ;1;1;1;1;2;2;2;2;2;2;2;20;4;21; ; ; ; ; ; ;2;25;3384,74374814051
1168188;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;2;25;3384,74374814051
1168188;2;2;2;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;2;25;3384,74374814051
1168188;2;3;2;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;2;25;3384,74374814051
1168188;3;1;3;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;2;25;3384,74374814051
1168188;3;2;3;90; ;2;1;2;2;2;2;1;2;2;2; ;1; ; ; ; ;20; ; ; ;2;25;3384,74374814051
1168188;3;3;3;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;25;3384,74374814051
1168189;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;5; ; ; ; ; ; ;2;25;3347,46320717964
1168189;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;15; ; ; ; ; ; ;2;25;3347,46320717964
1168189;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;5; ; ; ; ; ; ;2;25;3347,46320717964
1168190;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;2;25;3863,25140080348
1168190;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;2;25;3863,25140080348
1168190;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;2;25;3863,25140080348
1168190;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;2;25;3863,25140080348
1168197;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;14; ; ; ; ; ; ;2;25;4022,76341888608
1168197;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;15; ; ; ; ; ; ;2;25;4022,76341888608
1168198;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;2;25;3208,14780755877
1168198;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;3; ; ; ; ; ; ;2;25;3208,14780755877
1168200;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;2;25;3622,73259811129
1168200;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;2; ; ; ; ; ; ;2;25;3622,73259811129
1168200;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;2; ; ; ; ; ; ;2;25;3622,73259811129
1168207;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;28; ; ; ; ;2; ; ; ;2;25;2825,46258934725
