DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5055439;1;3;1;80;05;1;2;2; ;1; ;2;2; ;2; ;2; ;2; ;1700000;2;1;11;05;922,328256597969
5055441;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1289,04213233828
5055442;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;1503,20404286083
5055442;2;2;2;80;05;1;4;3; ;1; ;4;4; ;2; ;2; ; ; ; ;2;1;11;05;1503,20404286083
5055442;3;1;3;80;05;1;2;4; ;2; ; ;4; ;1;1;2; ; ; ; ;1;1;11;05;1503,20404286083
5055443;1;2;1;80;05;1;2;9;PREJUBILACION;2; ; ;11; ;1;2;2; ; ; ; ;1;1;11;05;818,032219355872
5055444;1;2;1;80;05;1;4;8; ;1; ;4;5; ;2; ;2; ;1;48;828116;2;1;11;05;1325,18166993889
5055455;1;1;1;80;05;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;05;1147,88091536839
5055455;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1147,88091536839
5055456;1;2;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;05;1226,28526323362
5055456;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1226,28526323362
5055457;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;500000;2;1;11;05;1136,81584963051
5055458;1;1;1;80;05;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;05;584,34731647134
5055458;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;584,34731647134
5055458;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;11;05;584,34731647134
5055458;1;5;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;11;05;584,34731647134
5055460;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;1247,09898080791
5055461;1;1;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;11;05;1247,09898080791
5055462;1;1;1;80;05;1;4;9;NO DESEA TRABAJAR;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;1069,47656750316
5055463;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;11;05;1105,55210659327
5055463;1;2;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1105,55210659327
5055466;1;2;1;80;05;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;11;05;1362,36850840093
5055467;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;05;1147,88091536839
5055468;1;1;1;80;05;1;3;5; ;2; ; ;5; ;3; ;2; ;1;24;828116;3;1;11;05;954,550662400012
5055468;1;2;1;80;05;1;2;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;11;05;954,550662400012
5055469;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;300000; ;1;11;05;1288,38048872159
5055471;1;1;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ;1;24;828116;2;1;11;05;922,328256597969
5055472;1;2;1;80;05;1;3;3; ;2; ; ;2; ;2; ;2; ;1;48;828116;2;1;11;05;1105,61610510377
5055472;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;1105,61610510377
5055473;1;1;1;80;05;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;2;1;11;05;896,135153211754
5055473;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;11;05;896,135153211754
5055473;1;8;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;11;05;896,135153211754
5055474;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;1408,72798811719
5055474;1;3;1;80;05;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;11;05;1408,72798811719
5055475;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1069,47656750316
5055476;1;1;1;80;05;1;1;1; ;2; ; ;12;DESEA DESCANSAR HASTA ENERO;2; ;1;1300000;1;48;1400000;2;1;11;05;905,955135710216
5055476;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;905,955135710216
5055477;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;11;05;1121,98922599152
5055477;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1121,98922599152
5055477;1;3;1;80;05;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;11;05;1121,98922599152
5055478;1;1;1;80;05;1;4;5; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;11;05;1147,88091536839
5055479;1;3;1;80;05;1;1;2; ;1; ;1;2; ;2; ;2; ; ; ;828000;2;1;11;05;584,34731647134
5055480;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;11;05;818,032219355872
5055481;1;5;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;11;05;586,721849680336
5055482;1;1;1;80;05;1;2;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;11;05;1147,88091536839
5055482;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;11;05;1147,88091536839
5055484;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;828116;2;1;11;05;1110,69407690635
5055484;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;11;05;1110,69407690635
