DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;P7440;CLASE;DSI;FFT;AREA;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1_C8;OFICIO2_C8;MES;PERIODO;DPTO;DSCY;FEX_C18;PER;REGIS
5036184;1;1;1;;;;;;;1;144;0;4;ASEO A HOGARES;4;1;2;2;;2;;;1;;1;50;8121;81;.;9112;02;20220205;50;;213.56850281;2022;70
5036184;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;50;;;;;02;20220205;50;;213.56850281;2022;70
5036186;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;50;;;;;02;20220205;50;;153.10791564;2022;70
5036186;1;3;1;;;2;5;;1000000;1;1;0;3;VENDEDORA DE MOSTRADOR;1;2;2;2;;2;;;1;;1;50;5613;56;.;5223;02;20220205;50;;153.10791564;2022;70
5036187;1;1;1;;;;;;;1;60;0;5;PARRILLERA DE RESTAURANTE;1;3;2;2;;2;;;1;;1;50;5611;56;.;5120;02;20220205;50;;194.9493342;2022;70
5036190;1;3;1;;;;;;;1;4;0;3;PREPARACION Y VENTA DE POSTRES;4;1;2;2;;2;;;1;;1;50;5619;56;.;5120;02;20220205;50;;162.23542956;2022;70
5036191;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;50;;;;;02;20220205;50;;209.32514448;2022;70
5036191;1;3;1;;;2;4;;1000000;1;16;0;7;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;50;9700;97;.;9111;02;20220205;50;;209.32514448;2022;70
5036193;1;1;1;;;;;;;1;3;0;3;NIÑERA;3;2;2;2;;2;;;1;;1;50;9700;97;.;5311;02;20220205;50;;154.38480022;2022;70
5036193;1;2;1;;;;;;;1;1;0;2;VENDEDORA DE MOSTRADOR;1;4;2;2;;2;;;1;;1;50;4631;46;.;5223;02;20220205;50;;154.38480022;2022;70
5036194;1;2;1;;;;;;;1;60;0;3;ASEADORA;1;10;2;2;;2;;;1;;1;50;6412;64;.;9112;02;20220205;50;;189.23842227;2022;70
5036196;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;50;;;;;02;20220205;50;;281.76676559;2022;70
5036204;1;2;1;;;2;3;;1200000;1;1;0;3;OPERARIA DE MAQUINAS DE CONFECCION;1;6;2;2;;2;;;1;;1;50;1410;14;.;7531;02;20220205;50;;421.96411332;2022;70
5036213;1;1;1;;;;;;;1;16;0;3;VENDEDORA TIENDA A TIENDA;1;7;2;2;;2;;;1;;1;50;4631;46;.;3322;02;20220205;50;;459.56322086;2022;70
5036217;1;1;1;;;;;;;1;36;0;2;MESERA;1;4;2;2;;2;;;1;;1;50;9329;93;.;5131;02;20220205;50;;304.46377988;2022;70
5036217;1;2;1;;;;;;;1;6;0;2;STAFF;1;4;2;2;;2;;;1;;1;50;7730;77;.;4321;02;20220205;50;;304.46377988;2022;70
5036224;1;1;1;;;1;;50;900000;1;17;0;7;PROPIETARIA BILLAR;4;2;2;2;;2;;;1;;1;50;5630;56;.;1412;02;20220205;50;;268.43196342;2022;70
5036225;1;1;1;;;;;;;1;36;0;6;ASEO A HOGARES;4;1;2;2;;2;;;1;;1;50;8121;81;.;9112;02;20220205;50;;210.97049381;2022;70
5036229;1;1;1;;;1;;40;1000000;1;24;0;7;OPERARIA DE MAQUINA PLANA COSEDORA;1;2;2;3;;2;;;1;;1;50;1410;14;.;8153;02;20220205;50;;225.41341247;2022;70
5036230;1;1;1;;;;;;;1;360;0;3;ASESORA COMERCIAL;1;10;2;2;;2;;;1;;1;50;4772;47;.;3322;02;20220205;50;;257.56443406;2022;70
5036232;1;1;1;;;;;;;1;0;3;3;ENFERMERA JEFE;1;5;2;2;;2;;;1;;1;50;8691;86;.;1342;02;20220205;50;;255.79924651;2022;70
5036233;1;1;1;;;;;;;1;60;1;4;PESCADOR;4;6;2;2;;2;;;1;;1;;0311;03;.;6112;02;20220205;52;;90.546360759;2022;70
5036233;1;2;1;;;;;;;1;180;1;3;VENDEDORA EN ALMACEN;1;3;2;2;;2;;;1;;1;;4771;47;.;5223;02;20220205;52;;90.546360759;2022;70
5036235;1;1;1;;;1;;48;900000;1;36;0;8;ASEADORA EN CLINICA DE SALUD;1;10;2;2;;2;;;1;;1;;8621;86;.;9112;02;20220205;52;;190.29295351;2022;70
5036235;1;2;1;45;1;;;48;1000000;1;3;0;8;MOTOTAXIS;4;1;2;2;;2;;;1;1;;;4921;49;5223;8321;02;20220205;52;2;190.29295351;2022;70
5036235;1;4;1;45;1;;;48;1200000;1;12;0;8;PANADERIA;1;4;2;2;;2;;;1;1;;;1081;10;3412;7512;02;20220205;52;2;190.29295351;2022;70
5036236;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;160.38478703;2022;70
5036236;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;160.38478703;2022;70
5036238;1;1;1;18;3;;;40;600000;1;24;0;7;COMERCIANTE;4;1;2;2;;2;;;1;1;;;5619;56;9111;1420;02;20220205;52;2;273.23354883;2022;70
5036239;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;190.63381746;2022;70
5036241;1;2;1;24;4;;;40;1000000;1;7;0;7;ALBAÑIL;4;1;2;2;;2;;;1;1;;;4111;41;7112;7112;02;20220205;52;2;135.14533617;2022;70
5036242;1;1;1;8;4;;;30;300000;1;2;1;4;LAVANDERA DE ROPA;4;1;2;2;;2;;;1;1;;;9601;96;9121;9121;02;20220205;52;1;336.51746728;2022;70
5036242;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;336.51746728;2022;70
5036242;1;3;1;12;1;;;48;600000;1;4;1;8;ALBAÑIL;1;2;2;2;;2;;;1;1;;;4111;41;7112;7112;02;20220205;52;1;336.51746728;2022;70
5036243;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;213.89824633;2022;70
5036245;1;1;1;;;1;;36;600000;1;200;0;4;COCINERA EN REATAURANTE;1;10;2;1;2;2;;;1;;1;;5611;56;.;5120;02;20220205;52;;261.78357705;2022;70
5036246;1;2;1;8;1;;;36;900000;1;36;0;3;COCINERA;2;7;2;2;;2;;;1;1;;;5619;56;5223;5120;02;20220205;52;1;168.89187478;2022;70
5036247;1;2;1;;;1;;20;500000;1;48;1;7;COCINAR EN RESTAURANTE;1;3;2;2;;2;;;1;;1;;5611;56;.;5120;02;20220205;52;;90.39955521;2022;70
5036247;1;4;1;;;1;;40;400000;1;1;3;8;VENDEDOR DE ALMACEN;1;4;2;2;;2;;;1;;1;;4771;47;.;5223;02;20220205;52;;90.39955521;2022;70
5036247;1;5;1;;;2;4;;500000;1;10;1;6;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;02;20220205;52;;90.39955521;2022;70
5036248;1;1;1;;;1;;40;1000000;1;208;0;7;EMPACAR COCO;1;8;2;2;;2;;;1;;1;;4721;47;.;5223;02;20220205;52;;124.12536654;2022;70
5036250;1;1;1;;;1;;36;700000;1;54;0;8;ASEADORA EN LAS CALLE;1;7;2;2;;2;;;1;;1;;7810;78;.;9112;02;20220205;52;;112.33706018;2022;70
5036251;1;1;1;;;;;;;1;36;0;3;SECRETARIA EN COLEGIO;2;9;2;3;;2;;;1;;1;;8530;85;.;4120;02;20220205;52;;124.12536654;2022;70
5036251;1;2;1;144;1;;;40;800000;1;40;0;7;CONDUCTOR;4;1;2;2;;2;;;1;1;;;4921;49;2431;8331;02;20220205;52;2;124.12536654;2022;70
5036252;1;1;1;;;1;;30;600000;1;200;0;6;PELAR CAMARON;1;7;2;2;;2;;;1;;1;;4631;46;.;7511;02;20220205;52;;164.0691455;2022;70
5036252;1;2;1;;;;;;;1;2;0;8;CAJERA EN ALMACEN;1;4;2;2;;2;;;1;;1;;4711;47;.;5230;02;20220205;52;;164.0691455;2022;70
5036253;1;1;1;;;2;4;;500000;1;6;1;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;02;20220205;52;;213.81750919;2022;70
5036255;1;1;1;35;1;;;48;500000;1;24;0;7;EMPLEDA DOMESTICA;3;1;2;2;;2;;;1;1;;;9700;97;5223;9111;02;20220205;52;2;189.66623208;2022;70
5036257;1;1;1;4;1;;;48;1000000;1;24;0;8;CONDUCTOR O AYUDANTE;4;1;2;2;;2;;;1;1;;;4923;49;8323;8323;02;20220205;52;1;202.67024974;2022;70
5036258;1;5;1;;;;;;;1;120;0;4;AGRICULTOR;4;2;2;2;;2;;;1;;1;;0122;01;.;6111;02;20220205;52;;90.546360759;2022;70
5036258;2;3;2;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;90.546360759;2022;70
5036258;3;1;3;9;3;;;40;450000;1;3;0;8;COCINERA;1;1;2;2;;2;;;1;1;;;5611;56;9111;5120;02;20220205;52;1;90.546360759;2022;70
5036258;3;3;3;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;90.546360759;2022;70
5036258;3;7;3;;;1;;30;500000;1;1;2;6;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;02;20220205;52;;90.546360759;2022;70
5036259;1;2;1;;;;;;;1;8;0;3;MERCADERISTA DE CONSUMOS MASIVOS;1;5;2;2;;2;;;1;;1;;4631;46;.;5221;02;20220205;52;;227.36220409;2022;70
5036260;1;2;1;6;1;;;48;1000000;1;48;0;7;AUXILIAR DE ODONTOLOGIA;1;8;2;2;;2;;;1;1;;;8622;86;5329;5329;02;20220205;52;1;204.43892114;2022;70
5036262;1;2;1;4;1;;;48;800000;1;12;0;6;EMPLEADA DOMESTICA;3;4;2;2;;2;;;1;1;;;9700;97;5120;9111;02;20220205;52;1;303.68158018;2022;70
5036262;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;303.68158018;2022;70
5036267;1;4;1;4;1;;;40;1000000;1;4;0;8;AUXILIAR DE COCINA;1;3;2;2;;2;;;1;1;;;5611;56;5414;9412;02;20220205;52;1;205.18265277;2022;70
5036267;1;5;1;6;1;;;40;700000;2;;;;.;;;;2;;2;;;1;1;;;;;5131;;02;20220205;52;1;205.18265277;2022;70
5036268;1;1;1;;;;;;;1;70;1;4;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;02;20220205;52;;75.455300633;2022;70
5036268;1;4;1;;;2;4;;1000000;1;120;1;4;CORTAR FRUTO DE PALMA;1;10;2;2;;2;;;1;;1;;0126;01;.;6112;02;20220205;52;;75.455300633;2022;70
5036269;1;1;1;;;1;;36;700000;1;36;0;4;REVOLVER MEZCLA Y PEGAR LADRILLO;7;2;2;2;;2;;;1;;1;;4111;41;.;7111;02;20220205;52;;75.455300633;2022;70
5036269;1;3;1;5;1;;;36;1000000;1;7;0;8;VENDEDORA EN ALMACEN;1;3;2;2;;2;;;1;1;;;4771;47;5223;5223;02;20220205;52;1;75.455300633;2022;70
5036270;1;1;1;48;1;;;20;600000;1;14;1;8;DOCENTE;4;7;2;2;;2;;;1;1;;;8530;85;2341;2341;02;20220205;52;2;75.455300633;2022;70
5036270;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;75.455300633;2022;70
5036271;1;1;1;;;;;;;1;28;0;8;ARCHIVADOR;2;7;2;2;;2;;;1;;1;;8412;84;.;4415;02;20220205;52;;166.88380344;2022;70
5036272;1;1;1;36;1;;;48;1000000;1;3;0;6;AGRICULTOR;4;2;2;2;;2;;;1;1;;;0122;01;5223;6112;02;20220205;52;2;272.83829095;2022;70
5036272;1;2;1;1;1;;;36;500000;1;5;0;7;COCINERA EN RESTAURANTE;1;3;2;2;;2;;;1;1;;;5611;56;5223;5120;02;20220205;52;1;272.83829095;2022;70
5036273;1;2;1;;;1;;20;500000;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;179.72855617;2022;70
5036274;1;1;1;;;1;;48;500000;1;24;0;6;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;02;20220205;52;;161.24674458;2022;70
5036274;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;161.24674458;2022;70
5036274;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;161.24674458;2022;70
5036275;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;144.51687056;2022;70
5036275;1;5;1;;;;;;;1;1;2;8;MESERA EN RESTAURANTE;1;2;2;2;;2;;;1;;1;;5611;56;.;5131;02;20220205;52;;144.51687056;2022;70
5036275;1;6;1;;;;;;;1;12;2;2;ATENDER SALA DE INTERNET;1;2;2;2;;2;;;1;;1;;6190;61;.;5223;02;20220205;52;;144.51687056;2022;70
5036276;1;2;1;;;1;;40;1000000;1;12;0;8;AUXILIAR DE DOCENTE;1;3;2;2;;2;;;1;;1;;8559;85;.;5312;02;20220205;52;;249.30196602;2022;70
5036276;1;3;1;25;1;;;30;1000000;1;3;0;8;MECANICO;1;2;2;2;;2;;;1;1;;;4520;45;7231;7231;02;20220205;52;2;249.30196602;2022;70
5036281;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;;;;;02;20220205;52;;241.16730776;2022;70
5036284;1;1;1;;;;;;;1;528;0;3;ADMINISTRADORA EN EMPRESA;1;6;2;2;;2;;;1;;1;54;4644;46;.;1420;02;20220205;54;;186.65940859;2022;70
5036284;1;2;1;;;;;;;1;240;0;3;ADMINISTRAR ALMACEN DE CALZADO;1;5;2;2;;2;;;1;;1;54;4643;46;.;1420;02;20220205;54;;186.65940859;2022;70
5036292;1;2;1;;;;;;;1;420;2;4;HACER ASEO EN DIFERENTES VIVIENDAS;4;1;2;2;;2;;;1;;1;54;8121;81;.;9112;02;20220205;54;;272.73072548;2022;70
5036295;1;1;1;4;1;;;48;800000;1;1;1;8;BATIR MEZCLA DE CEMENTO ALCANZAR LADRILLOS EN DIFERENTES OBRAS DE CONSTRUCCION;4;1;2;2;;1;300000;;1;1;;54;4111;41;9313;9313;02;20220205;54;1;341.52345417;2022;70
5036295;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;341.52345417;2022;70
5036296;1;2;1;;;;;;;1;18;0;1;RECIBO Y DESPACHO DE CORRESPONDENCIA EN ENTIDAD DE SALUD;1;10;2;2;;2;;;1;;1;54;8430;84;.;4225;02;20220205;54;;276.08699604;2022;70
5036296;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;276.08699604;2022;70
5036298;1;1;1;;;2;2;;1000000;1;24;0;8;ATENDER CLIENTES EN SUPERMERCADO;1;4;2;2;;2;;;1;;1;54;4711;47;.;5223;02;20220205;54;;251.62997054;2022;70
5036298;1;2;1;;;1;;48;1000000;1;48;0;3;VENDER VIVERES A PARTICULARES;4;1;2;2;;2;;;1;;1;54;4711;47;.;5223;02;20220205;54;;251.62997054;2022;70
5036298;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;251.62997054;2022;70
5036301;1;2;1;;;2;2;;1000000;1;0;3;4;BATIR MEZCLA DE CEMENTO ALCANZAR LADRILLOS Y RECOGER ESCOMBROS EN DIFERENTES OBRAS DE CONSTRUCCION;4;1;2;2;;1;800000;;1;;1;54;4111;41;.;9313;02;20220205;54;;450.15477407;2022;70
5036301;1;4;1;5;4;;;48;800000;1;1;2;5;PRESTANDO EL SERVICIO MILITAR;2;10;2;2;;2;;;1;1;;54;8422;84;9313;0310;02;20220205;54;1;450.15477407;2022;70
5036301;1;5;1;1;1;;;48;900000;1;0;2;6;PANADERO (ELABORACION DE PRODUCTOS DE PANADERIA FRESCO CONGELADOS O SECOS);4;1;2;2;;1;500000;;1;1;;54;1081;10;7512;7512;02;20220205;54;1;450.15477407;2022;70
5036301;1;7;1;3;1;;;48;800000;1;1;3;8;TEJER SILLAS DE FORMA MANUAL A PARTICULARES;4;1;2;2;;2;;;1;1;;54;3290;32;6210;6210;02;20220205;54;1;450.15477407;2022;70
5036302;1;4;1;3;1;;;48;800000;2;;;;.;;;;2;;2;;;1;1;;54;;;5223;;02;20220205;54;1;344.94907328;2022;70
5036305;1;2;1;;;;;;;1;600;0;3;VENDER Y ACOMODAR VIVERES EN EMPRESA PARTICULAR;1;6;2;2;;2;;;1;;1;54;4631;46;.;5223;02;20220205;54;;679.32821176;2022;70
5036306;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;334.9190725;2022;70
5036307;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;235.47286348;2022;70
5036307;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;235.47286348;2022;70
5036308;1;2;1;;;;;;;1;250;0;8;SECRETARIA EN EMPRESA;1;6;2;2;;2;;;1;;1;54;4921;49;.;4120;02;20220205;54;;283.00422619;2022;70
5036308;1;3;1;;;;;;;1;480;0;4;SOLDAR CON ARCO ELECTRICO PARTES DE VEHICULOS EN DIFERENTES TALLERE DE SERVICIO DE LATONERIA Y PINTURA;4;1;2;2;;2;;;1;;1;54;4520;45;.;7212;02;20220205;54;;283.00422619;2022;70
5036310;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;301.3847696;2022;70
5036310;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;301.3847696;2022;70
5036311;1;3;1;5;1;;;48;1000000;1;1;1;8;AUXILIAR CONTABLE EN DIFERENTES ALMACENES DE VENTA DE CALZADO;4;1;2;2;;1;800000;;1;1;;54;4772;47;4110;4311;02;20220205;54;1;337.67460937;2022;70
5036311;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;337.67460937;2022;70
5036313;1;2;1;4;1;;;48;1000000;1;1;0;8;AUXILIAR DE PRODUCCION EN FABRICA;1;5;2;2;;2;;;1;1;;54;4723;47;5414;7511;02;20220205;54;1;255.0956021;2022;70
5036313;1;3;1;48;1;;;48;1000000;1;1;1;8;AUXILIAR DE SERVICIOS GENERALES EN EMPRESA;1;8;2;2;;2;;;1;1;;54;8121;81;5223;9112;02;20220205;54;2;255.0956021;2022;70
5036313;1;4;1;;;;;;;1;360;1;4;HACER ASEO EN DIFERENTES VIVIENDAS;4;1;2;2;;2;;;1;;1;54;8121;81;.;9111;02;20220205;54;;255.0956021;2022;70
5036315;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;189.65118425;2022;70
5036319;1;1;1;;;;;;;1;400;1;5;ATENDER A CLIENTES EN TEATRO;1;9;2;3;;2;;;1;;1;54;9006;90;.;5223;02;20220205;54;;263.34731503;2022;70
5036319;1;2;1;;;;;;;1;360;1;7;SERVICIO DOMESTICO;3;1;2;2;;2;;;1;;1;54;9700;97;.;9111;02;20220205;54;;263.34731503;2022;70
5036319;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;263.34731503;2022;70
5036320;1;1;1;;;;;;;1;12;0;4;PROPIETARIO ADMINISTRADOR DE FINCA DE CULTIVO ESPECIALIZADO DE ARROZ;4;3;2;2;;2;;;1;;1;54;0112;01;.;6111;02;20220205;54;;177.06037432;2022;70
5036320;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;177.06037432;2022;70
5036320;1;3;1;;;1;;24;1500000;1;72;0;9;LLEVAR ASESORIA CONTABLE EN MINA DE CARBON MINERAL;1;7;2;2;;2;;;1;;1;54;0510;05;.;2411;02;20220205;54;;177.06037432;2022;70
5036321;1;1;1;3;3;;;48;1000000;1;1;3;8;HACER ASEO LAVAR BARRER Y TRAPEAR EN DIFERENTES VIVIENDAS;4;1;2;2;;2;;;1;1;;54;8121;81;9112;9112;02;20220205;54;1;438.99300576;2022;70
5036321;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;438.99300576;2022;70
5036321;1;8;1;2;1;;;48;1000000;1;0;2;6;OPERRAIO DE MAQUINA REBANADORA  DE JAMON EN EMPRESA;1;8;2;2;;1;660000;;1;1;;54;4723;47;9333;7511;02;20220205;54;1;438.99300576;2022;70
5036321;1;10;1;;;;;;;1;60;0;4;SEMBRANDO YUCA Y PLATANO EN DIFERENTES FINCAS;4;1;2;2;;2;;;1;;1;54;0161;01;.;9211;02;20220205;54;;438.99300576;2022;70
5036322;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;170.71870086;2022;70
5036324;1;1;1;;;1;;48;1000000;1;36;0;3;CUIDAR NIÑOS EN DIFERENTES VIVIENDAS;4;1;2;3;;2;;;1;;1;54;8891;88;.;5311;02;20220205;54;;244.78800996;2022;70
5036328;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;171.82512081;2022;70
5036329;1;2;1;;;;;;;1;36;0;3;ATENDER CLIENTES EN TIENDA;6;2;2;2;;2;;;1;;1;54;4711;47;.;5223;02;20220205;54;;259.87579168;2022;70
5036331;1;1;1;;;;;;;1;84;0;4;CONDUCIR CAMION PARA EL TRANSPORTE DE VIDRIO EN DIFERENTES EMPRESAS;4;1;2;3;;2;;;1;;1;54;4923;49;.;8323;02;20220205;54;;363.64096731;2022;70
5036331;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;363.64096731;2022;70
5036333;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;250.02091702;2022;70
5036334;1;1;1;;;;;;;1;6;0;8;AUXILIAR ADMINISTRATIVO EN BANCO;1;8;2;2;;2;;;1;;1;54;6412;64;.;4110;02;20220205;54;;282.93839802;2022;70
5036334;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;282.93839802;2022;70
5036338;1;1;1;;;;;;;1;18;0;6;SOLDAR CON ARCO ELECTRICO PIEZAS EN HIERRO PARA FABRICACION DE PUERTAS REJAS VENTANAS;4;1;2;2;;2;;;1;;1;54;2511;25;.;7212;02;20220205;54;;217.13801887;2022;70
5036338;1;2;1;;;;;;;1;480;0;3;PULIR CON PULIDORA OLLAS PELORES EN FABRICA;1;7;2;2;;2;;;1;;1;54;2599;25;.;7224;02;20220205;54;;217.13801887;2022;70
5036339;1;1;1;12;1;;;48;800000;1;4;0;9;COCINERA EN RESTAURANTE;1;3;2;2;;2;;;1;1;;54;5611;56;5120;5120;02;20220205;54;1;1256.1040259;2022;70
5036339;1;5;1;;;;;;;1;18;0;3;VENDEDORA DE MOSTRADOR;1;3;2;2;;2;;;1;;1;54;4772;47;.;5223;02;20220205;54;;1256.1040259;2022;70
5036340;1;1;1;;;;;;;1;24;0;3;COCINERO EN DIFERENTES RESTAURANTES;4;1;2;2;;2;;;1;;1;54;5611;56;.;5120;02;20220205;54;;238.5561716;2022;70
5036342;1;2;1;;;1;;24;1000000;1;36;0;3;SERVICIO DOMESTICO;3;1;2;2;;2;;;1;;1;54;9700;97;.;9111;02;20220205;54;;1035.0657169;2022;70
5036342;1;5;1;;;;;;;1;2;0;4;CORTADOR DE CARNE EN CHARCUTERIA;6;3;2;2;;2;;;1;;1;54;4723;47;.;7511;02;20220205;54;;1035.0657169;2022;70
5036344;1;1;1;;;;;;;1;26;3;4;VENDEDORA AMBULANTE DE PRENDAS DE VESTIR (MEDIAS Y ROPA INTERIOR DE NIÑOS);4;1;2;2;;2;;;1;;1;54;4782;47;.;9520;02;20220205;54;;496.72804024;2022;70
5036344;1;4;1;;;;;;;1;1;2;9;ROZAR LIMPIAR Y SEMBRAR PLATANO PIÑA Y MAIZ EN FINCA AGRICOLA;7;3;2;2;;2;;;1;;1;54;0121;01;.;9211;02;20220205;54;;496.72804024;2022;70
5036345;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;172.61159685;2022;70
5036346;1;3;1;;;;;;;1;300;0;5;OPERARIO DE MAQUINA PESADA;4;1;2;2;;2;;;1;;1;54;4390;43;.;8342;02;20220205;54;;368.78965904;2022;70
5036348;1;1;1;;;;;;;1;180;1;4;VENDER VIVERES AL POR MAYOR A NEGOCIOS;4;1;2;2;;2;;;1;;1;54;4711;47;.;5223;02;20220205;54;;209.94327247;2022;70
5036349;1;2;1;;;1;;48;600000;1;7;0;9;COCINERA EN FINCA;4;7;2;2;;2;;;1;;1;54;0123;01;.;5120;02;20220205;54;;811.64957574;2022;70
5036351;1;2;1;;;1;;72;1000000;1;4;0;8;EMPLANTILLAR DE FORMA MANUAL CALZADO EN SINTETICO EN DIFERENTES FABRICAS;4;1;2;2;;2;;;1;;1;54;1522;15;.;7536;02;20220205;54;;214.54654719;2022;70
5036353;1;1;1;;;;;;;1;2;0;8;REALIZAR TEJIDO A MANO  Y PINTAR EN TELA Y  CERAMICA OBJETOS  EN SU VIVIENDA A PARTICULARES;4;1;2;2;;2;;;1;;1;54;1391;13;.;7333;02;20220205;54;;212.3320349;2022;70
5036355;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;496.72804024;2022;70
5036355;1;5;1;3;4;;;48;1000000;1;1;5;8;AYUDANTE DE CONSTRUCCION;4;1;2;2;;2;;;1;1;;54;4111;41;9313;9313;02;20220205;54;1;496.72804024;2022;70
5036356;1;1;1;;;1;;30;800000;1;24;2;7;CAJERA EN SUPERMERCADO;1;3;2;2;;2;;;1;;1;54;4711;47;.;5230;02;20220205;54;;1799.4922609;2022;70
5036356;1;3;1;;;;;;;1;82;2;4;ROZAR Y SEMBRAR CULTIVOS DE MAIZ Y PIMENTON EN FINCA AGRICOLA;7;3;2;2;;2;;;1;;1;54;0111;01;.;9211;02;20220205;54;;1799.4922609;2022;70
5036360;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;242.42731154;2022;70
5036361;1;1;1;;;;2;;1000000;1;0;1;6;EMPLEADA DOMESTICA POR DIAS;3;1;2;2;;1;1000000;;1;;1;54;9700;97;.;9111;02;20220205;54;;641.49936362;2022;70
5036361;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;641.49936362;2022;70
5036364;1;1;1;;;;;;;1;360;0;5;SECRETARIA ADMINISTRATIVA EN ENTIDAD PUBLICA;2;10;2;3;;2;;;1;;1;54;8412;84;.;3343;02;20220205;54;;212.3320349;2022;70
5036367;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;431.87970509;2022;70
5036369;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;54;;;;;02;20220205;54;;327.27687058;2022;70
5036370;1;1;1;;;2;4;;1000000;1;24;0;4;VENDEDOR AMBULANTE DE ROPA;4;1;2;2;;2;;;1;;1;54;4782;47;.;9520;02;20220205;54;;330.58351482;2022;70
5036370;1;2;1;;;1;;48;1000000;1;85;0;3;VENDER VIVERES AL POR MENOR;4;1;2;2;;2;;;1;;1;54;4711;47;.;5223;02;20220205;54;;330.58351482;2022;70
