Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3661161;1;4;3;1;1;1;1;1;3;1; ; ;80000000;250000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;17;02;17;126,617956847402
3661162;1;2;1;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;2;1;01;17;02;17;157,922619630517
3661163;1;4;2;1;1;1;1;1;3;1; ; ;50000000;150000; ;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;1;1;3;1;1;1;1;1;3;2;1;01;17;02;17;222,310861411258
3661164;1;4;1;1;1;1;1;1;4;3; ; ; ; ;330000;2;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;02;17;204,443392257838
3661165;1;2;1;1;1;1;1;1;3;4; ; ; ;350000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;02;17;178,615599549797
3661166;1;4;3;1;1;1;1;1;3;1; ; ;90000000;450000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;2;1;6;2;2; ;6;1;2;1;4;1;1;1;1;1;3;2;1;01;17;02;17;201,944655391594
3661167;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;2;1;3;1;1;1;1;1;3;2;1;01;17;02;17;230,470126253135
3661168;1;2;2;1;1;1;1;1;3;2; ;250000;40000000;300000; ;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;6;1;1;1;2;1;1;1;1;1;3;2;1;01;17;02;17;229,423300050837
3661169;1;4;1;1;1;1;1;1;3;5; ; ; ;300000; ;2;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;02;17;164,11791916969
3661172;1;6;2;1;1;1;1;1;4;1; ; ;190000000;1100000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;7;1;2;1;1;1;5;2;1;01;17;02;17;222,310861411258
3661173;1;2;2;1;1;1;1;1;3;3; ; ; ; ;750000;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;167,064956733704
3661174;1;4;2;1;1;1;1;1;3;2; ;276000;150000000;500000; ;1;1;1;2;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;184,81089908897
3661175;1;1;1;1;1;1;1;1;3;3; ; ; ; ;570000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;3;1;1;1;1;1;4;2;1;01;17;02;17;194,44945273287
3661176;1;1;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;152,90933363991
3661177;1;5;3;1;1;1;1;1;3;1; ; ;220000000;1200000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2; ;4;1;1;1;3;1;1;1;1;1;5;2;1;01;17;02;17;97,0783180797353
3661178;1;5;2;1;1;1;1;1;3;1; ; ;260000000;1500000; ;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;5;2;1;01;17;02;17;152,445749555443
3661179;1;1;1;1;1;1;1;1;4;3; ; ; ; ;540000;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;3;1;1;1;1;1;4;2;1;01;17;02;17;157,922619630517
3661180;1;4;2;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;159,104633179083
3661181;1;1;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;120,42265730823
3661183;1;1;1;1;1;1;1;1;3;3; ; ; ; ;432000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;196,604595501371
3661184;1;4;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;2;1;3;1;1;1;1;1;4;2;1;01;17;02;17;147,432463564836
3661185;1;1;1;1;1;1;1;1;3;3; ; ; ; ;560000;2;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;02;17;178,615599549797
