DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4780122;1;1;1;70;1;8;44;3; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;54;45;52;1;1;12;5223;76;2771,7534974248; 
4780123;1;3;1;70;1;50;48;3; ;2;50;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;2;12;9500;76;2421,54861797052; 
4780128;1;1;1;70;1;8;40;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;55;45;52;1;1;12;5233;76;2950,04259375652; 
4780131;1;1;1;70;1;2;30;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;1;12;5221;76;2431,10390179135; 
4780131;1;2;1;70;1;6;40;1; ;2;7;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;12;4521;76;2431,10390179135; 
4780137;1;3;1;70;1;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;58; ; ;1;1;12; ;76;3263,31478037071; 
4780137;1;4;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;00; ; ;1;1;12; ;76;3263,31478037071; 
4780138;1;2;1;70;1;1;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;55; ; ;1;1;12; ;76;3009,37066521711; 
4780152;1;6;1;70;1;8;48;1; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;85;85;45;1;1;12;4542;05;846,175187008436;05
4780162;1;1;1;70;1;104;24;4; ;2;520;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;700000;1;2;91;33;52;1;2;12;5211;05;893,660467556049;05
4780164;1;3;1;70;1;6;48;1; ;2;6;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;97;15;1;1;12;1589;05;926,988209087732;05
4780199;1;5;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1100000; ; ;07; ; ;1;1;12; ;05;1274,27529431018;05
4780199;1;8;1;70;1;4;48;1; ;2;32;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;99;99;50;1;1;12;5020;05;1274,27529431018;05
4780217;1;2;1;70;1;12;48;1; ;2;2;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;850000;1000000;2; ;32;32;80;1;1;12;8045;05;1985,16168320549;05
4780217;1;3;1;70;1;3;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;12; ;05;1985,16168320549;05
4780220;1;3;1;70;1;24;48;1; ;2;4;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;781242;2; ;38;97;71;1;2;12;7130;05;1840,55989941937;05
4780221;1;4;1;70;1;3;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;12; ;05;728,190074447239;05
4780229;1;1;1;70;1;4;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;41;52;1;1;12;5233;05;893,660467556049;05
4780231;1;2;1;70;1;8;48;1; ;2;16;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;39;39;63;1;1;12;6340;05;996,496539137994;05
4780234;1;1;1;70;1;4;40;4; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;800000;2; ;81;81;36;1;1;12;3611;05;1034,07815158903;05
4780242;1;1;1;70;1;2;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;84;84;50;1;1;12;5020;05;1034,75888670477;05
4780255;1;3;1;70;1;8;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;12;4522;05;946,285656985087;05
4780277;1;3;1;70;1;24;48;1; ;2;36;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;38;74;1;2;12;7499;11;3344,04753480434;11
4780285;1;3;1;70;1;36;40;1; ;2;40;2; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;98;3; ;06;06;85;1;2;12;8511;13;345,847564646196;13
4780286;1;2;1;70;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;39; ; ;1;2;12; ;13;510,834698240768;13
4780295;1;2;1;70;1;8;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;39;60;1;1;12;6031;13;265,187681218761;13
4780299;1;1;1;70;1;32;40;1; ;2;32;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;87;58;28;1;2;12;2891;13;353,823682437567;13
4780301;1;2;1;70;1;16;48;2; ;2;16;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1600000;1;1;13;19;85;1;2;12;8532;13;446,99155506016;13
4780304;1;1;1;70;1;52;48;4; ;2;8;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;09;09;75;1;2;12;7512;13;542,283801292439;13
4780305;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;33;33;65;1;1;12;6512;13;279,812591887875;13
4780306;1;2;1;70;1;8;40;1; ;2;8;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;21;21;70;1;1;12;7020;13;531,972831857574;13
4780316;1;3;1;70;1;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;03; ; ;1;2;12; ;13;502,433228070065;13
4780324;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;19; ; ;1;1;12; ;13;565,75678655274;13
4780324;1;4;1;70;1;26;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1300000; ; ;12; ; ;1;2;12; ;13;565,75678655274;13
4780343;1;1;1;70;1;40;48;1; ;2;80;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;32;22;1;2;12;2212;15;188,612502718642;15
4780346;1;2;1;70;1;8;48;2; ;2;8;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;13;18;92;1;1;12;9241;15;122,432494103782;15
4780351;1;2;1;70;1;24;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;19;98;60;1;2;12;6042;15;119,259568549932;15
4780352;1;2;1;70;1;8;40;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;65;1;1;12;6512;15;188,612502718642;15
4780354;1;1;1;70;1;108;48;1; ;2;108;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;93;1;2;12;9303;15;145,855366633504;15
4780355;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;02;02;45;1;1;12;4530;15;71,2798235206605;15
4780355;1;4;1;70;1;20;48;1; ;2;40;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;02;02;45;1;2;12;4530;15;71,2798235206605;15
4780355;1;5;1;70;1;40;40;1; ;2;40;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;16;16;45;1;2;12;4530;15;71,2798235206605;15
4780357;1;3;1;70;1;8;40;1; ;2;8;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;19;32;80;1;1;12;8060;15;97,0561158102051;15
4780368;1;1;1;70;1;40;40;2; ;2;80;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;2;12;8060;15;136,412980641701;15
4780373;1;2;1;70;1;6;40;1; ;2;6;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;2;02;02;11;1;1;12;1110;15;83,8782532566548;15
4780383;1;3;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;32; ; ;1;2;12; ;15;153,016916664042;15
4780385;1;1;1;70;1;24;48;2; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;12;12;74;1;2;12;7411;15;87,3593547409507;15
4780388;1;2;1;70;1;30;40;2; ;2;35;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;75;1;2;12;7512;15;78,1220238181889;15
4780388;1;3;1;70;1;16;48;2; ;2;20;2; ;9;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;13;13;80;1;2;12;8042;15;78,1220238181889;15
4780391;1;3;1;70;1;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ;02; ; ;1;2;12; ;15;104,315377881056;15
4780424;1;2;1;70;1;4;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;12;5234;15;177,123316032121;15
4780427;1;7;1;70;1;6;48;1; ;2;6;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;55;74;1;1;12;7491;15;65,1715069644299;15
4780439;1;1;1;70;1;36;48;1; ;2;36;1; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2600000;1;1;06;06;85;1;2;12;8512;17;180,049087192646;17
4780448;1;3;1;70;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;12; ;17;88,5176872571757;17
4780449;1;1;1;70;1;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;95;95;45;1;1;12;4521;17;81,9372458338012;17
4780450;1;2;1;70;1;3;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;54; ; ;1;1;12; ;17;187,573618831967;17
4780460;1;5;1;70;1;2;48;1; ;2;2;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;80;1;1;12;8060;17;166,325438222696;17
4780462;1;2;1;70;1;144;24;1; ;2;144;2; ;9;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;19;39;85;1;2;12;8512;17;229,871557982679;17
4780475;1;4;1;70;1;60;48;1; ;2;60;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;16;16;22;1;2;12;2212;17;174,298623842885;17
4780479;1;7;1;70;1;52;60;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;93;93;45;1;2;12;4552;17;382,237674778565;17
4780481;1;1;1;70;1;16;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;64;1;2;12;6421;17;302,424593071542;17
4780481;1;2;1;70;1;12;48;1; ;2;12;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;98;60;1;1;12;6031;17;302,424593071542;17
4780489;1;2;1;70;1;8;24;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;91;1;1;12;9199;17;171,961789430124;17
4780492;1;4;1;70;1;20;48;1; ;2;36;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;12;5244;17;161,127291662288;17
4780498;1;2;1;70;1;8;48;1; ;2;10;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;12;4521;17;191,503065476153;17
4780505;1;1;1;70;1;48;48;1; ;2;48;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;45;1;2;12;4521;17;180,049087192646;17
4780508;1;1;1;70;1;8;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;1;12;6041;17;185,122672276873;17
4780513;1;3;1;70;1;3;48;1; ;2;3;4; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;750000;1200000;2; ;13;13;80;1;1;12;8060;17;153,602760022967;17
