DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4780152;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;846,175187008436
4780152;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781242;2;1;12;05;846,175187008436
4780152;1;5;1;80;05;1;4;9;EL PATRON LO DESPIDIO PORQUE NO SE PIDIA HACER CARGO DE EL YA QUE SUFRE DE UN RETARDOMENTAL LEVE;1; ;4;4; ;2; ;2; ;1;48;781242;2;1;12;05;846,175187008436
4780153;1;1;1;80;05;1;1;6; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1048,34115460621
4780154;1;3;1;80;05;1;2;2; ;2; ; ;8; ;2; ;2; ;1;48;781242;2;1;12;05;859,209590331916
4780154;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;859,209590331916
4780155;1;2;1;80;05;2; ; ; ; ;1;1;7; ;2; ;2; ;1;48;781242;2;1;12;05;992,580841602746
4780156;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;965,961359449109
4780158;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;859,209590331916
4780158;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;859,209590331916
4780158;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;859,209590331916
4780159;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;900000;2;1;12;05;1448,21624354333
4780159;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1448,21624354333
4780162;1;2;1;80;05;2; ; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;1;12;05;893,660467556049
4780162;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;893,660467556049
4780164;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;926,988209087732
4780164;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;926,988209087732
4780165;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;923,072511552484
4780168;1;2;1;80;05;1;2;7; ;2; ; ;7; ;2; ;2; ;1;48;781242;2;1;12;05;952,379091547666
4780168;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;200000;1;48;781242;2;1;12;05;952,379091547666
4780169;1;1;1;80;05;1;4;7; ;1; ;3;8; ;3; ;2; ;1;40;781000;3;1;12;05;1096,7124731159
4780169;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1096,7124731159
4780170;1;2;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;2166,26041042891
4780172;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;2096,68230921243
4780173;1;1;1;80;05;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1317,31684802967
4780173;1;2;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1317,31684802967
4780175;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1113,25305200549
4780175;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1113,25305200549
4780176;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1048,34115460621
4780177;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;962,045661913861
4780180;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1096,7124731159
4780180;1;2;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1096,7124731159
4780182;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;923,072511552484
4780183;1;1;1;80;05;1;4;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;12;05;985,706833079349
4780187;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1137,62502596558
4780188;1;1;1;80;05;1;4;6; ;1; ;3;1; ;1;4;2; ; ; ; ;1;1;12;05;1096,7124731159
4780188;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;1096,7124731159
4780189;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;982,91427123655
4780190;1;1;1;80;05;1;4;7; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;12;05;1117,16874954074
4780193;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;941,589385489021
4780195;1;1;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;992,580841602746
4780196;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;1096,7124731159
4780196;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;1096,7124731159
4780197;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1048,34115460621
4780201;2;1;2;80;05;1;4;8; ;1; ;4;5; ;2; ;2; ;2; ;98;2;1;12;05;979,275225132663
4780203;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1127,51605502267
4780206;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1031,17424451812
4780209;1;1;1;80;05;1;4;3; ;2; ; ;9; ;1;4;2; ; ; ; ;1;1;12;05;1055,21516312961
4780210;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1117,16874954074
4780210;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;1117,16874954074
4780210;1;3;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;1117,16874954074
4780213;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1073,05130195041
4780214;1;2;1;80;05;1;2;5; ;2; ; ;11; ;3; ;2; ;1;48;781242;3;1;12;05;951,698356431927
4780214;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;951,698356431927
