DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4780120;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2634,17855173381; 
4780122;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2771,7534974248; 
4780122;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2771,7534974248; 
4780123;1;1;1;90;2; ;1;10;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2421,54861797052; 
4780123;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2421,54861797052; 
4780123;1;3;1;90;2; ;1;20;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2421,54861797052; 
4780124;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3240,96809885861; 
4780124;1;2;1;90;2; ;1;27;2; ;1;62;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3240,96809885861; 
4780125;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3775,21774988441; 
4780125;1;2;1;90;2; ;1;32;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3775,21774988441; 
4780126;1;1;1;90;2; ;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;4178,18954855374; 
4780126;1;2;1;90;2; ;1;25;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;4178,18954855374; 
4780127;1;1;1;90;2; ;1;42;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2950,04259375652; 
4780128;1;1;1;90;2; ;1;30;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2950,04259375652; 
4780129;1;1;1;90;2; ;1;14;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3660,53090380024; 
4780129;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3660,53090380024; 
4780131;1;1;1;90;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2431,10390179135; 
4780131;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2431,10390179135; 
4780133;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2487,79142073501; 
4780133;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2487,79142073501; 
4780133;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2487,79142073501; 
4780137;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3263,31478037071; 
4780137;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3263,31478037071; 
4780137;1;3;1;90;2; ;1;2;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3263,31478037071; 
4780137;1;4;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3263,31478037071; 
4780138;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3009,37066521711; 
4780138;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3009,37066521711; 
4780138;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;3009,37066521711; 
4780139;1;1;1;90;2; ;1;8;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2398,04311157146; 
4780139;1;5;1;90;2; ;1;28;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;12;76;2398,04311157146; 
4780151;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;1096,7124731159;05
4780151;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;1096,7124731159;05
4780152;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780152;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780152;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780152;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780152;1;5;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780152;1;6;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;846,175187008436;05
4780153;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;1048,34115460621;05
4780154;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;859,209590331916;05
4780154;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;859,209590331916;05
4780154;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;859,209590331916;05
4780154;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;859,209590331916;05
4780155;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;992,580841602746;05
4780155;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;992,580841602746;05
4780155;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;992,580841602746;05
4780156;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;965,961359449109;05
4780156;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;965,961359449109;05
4780156;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;12;05;965,961359449109;05
