Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3246659;1;2;1;70;1;4;48;1; ;2;168;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;66;1;1;6604;07;17;172,099368545418;17
3246669;1;6;1;70;1;3;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;130000;2;85;95;45;1;1;4521;07;17;334,37003003359;17
3246679;1;1;1;70;1;10;84;1; ;2;10;4; ;1;9;LA HOJITA DEL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;07;41;287,355965844959;41
3246680;1;2;1;70;1;48;42;1; ;2;48;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5529;07;41;346,856198142637;41
3246686;1;2;1;70;1;52;40;2; ;2;52;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;20;75;1;2;7513;07;15;117,34381760422;15
3246686;1;3;1;70;1;24;40;2; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;32;70;1;2;7010;07;15;117,34381760422;15
3246698;1;2;1;70;1;16;48;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;07;18;68,9789144603328;18
3246700;1;1;1;70;1;4;48;1; ;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;53;53;55;1;1;5529;07;18;128,715247236402;18
3246703;1;2;1;70;1;3;48;1; ;2;4;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;61;01;1;1;0121;07;18;77,0528990142384;18
3246703;1;6;1;70;1;1;48;2; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;45;52;1;1;5211;07;18;77,0528990142384;18
3246706;1;2;1;70;1;2;48;3; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;360000;2;54;53;55;1;1;5521;07;18;50,6377273435716;18
3246710;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;07;18;32,2696987683641;18
