DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4879003;1;1;1;90;2; ;1;8;1;4;2; ;1;8;2; ;2; ;2; ;2; ;2; ;1;04;05;1119,03272563133;05
4879004;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1168,46609452917;05
4879004;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1168,46609452917;05
4879004;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1168,46609452917;05
4879005;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1265,33611357564;05
4879005;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1265,33611357564;05
4879005;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1265,33611357564;05
4879006;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1181,58381093412;05
4879007;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1182,63366273153;05
4879007;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1182,63366273153;05
4879007;1;3;1;90;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1182,63366273153;05
4879008;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1243,28545035841;05
4879008;1;2;1;90;2; ;1;15;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1243,28545035841;05
4879008;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1243,28545035841;05
4879008;1;5;1;90;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;1;04;05;1243,28545035841;05
4879009;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;559,253899866314;05
4879009;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;559,253899866314;05
4879009;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;559,253899866314;05
4879009;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;559,253899866314;05
4879009;1;5;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;559,253899866314;05
4879010;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1067,39753776577;05
4879010;1;2;1;90;2; ;1;21;2; ;2; ;2; ;1;3;2; ;2; ;2; ;1;10;1;04;05;1067,39753776577;05
4879010;2;1;2;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1067,39753776577;05
4879010;3;1;3;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1067,39753776577;05
4879011;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1279,50368177799;05
4879011;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1279,50368177799;05
4879011;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1279,50368177799;05
4879012;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1182,10873683282;05
4879012;1;2;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1182,10873683282;05
4879013;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;811,146102113862;05
4879013;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;811,146102113862;05
4879013;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;811,146102113862;05
4879013;1;4;1;90;2; ;1;10;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;811,146102113862;05
4879014;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;04;05;1546,87159884949;05
