DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4879003;1;1;1;50;05;1; ; ;1;6;CAMINANDO;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1119,03272563133
4879004;1;1;1;50;05;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;05;1168,46609452917
4879004;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1168,46609452917
4879004;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1168,46609452917
4879005;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1265,33611357564
4879005;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1265,33611357564
4879005;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1265,33611357564
4879006;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1181,58381093412
4879007;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1182,63366273153
4879007;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1182,63366273153
4879007;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1182,63366273153
4879008;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1243,28545035841
4879008;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;05;1243,28545035841
4879008;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1243,28545035841
4879008;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1243,28545035841
4879009;1;1;1;50;05;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;559,253899866314
4879009;1;2;1;50;05;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;559,253899866314
4879009;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;559,253899866314
4879009;1;4;1;50;05;1; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;559,253899866314
4879009;1;5;1;50;05;1;1; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;04;1;05;559,253899866314
4879010;1;1;1;50;05;1; ; ;1;6;DILIGENCIAS MEDICAS;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1067,39753776577
4879010;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1067,39753776577
4879010;2;1;2;50;05;1; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1067,39753776577
4879010;3;1;3;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1067,39753776577
4879011;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1279,50368177799
4879011;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1279,50368177799
4879011;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1279,50368177799
4879012;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1182,10873683282
4879012;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1182,10873683282
4879013;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;811,146102113862
4879013;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;811,146102113862
4879013;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;811,146102113862
4879013;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;811,146102113862
4879014;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1546,87159884949
4879014;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1546,87159884949
4879015;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1194,37700735928
4879015;1;2;1;50;05;1; ; ;2;6;INCAPACITADO;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1194,37700735928
4879015;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1194,37700735928
4879016;1;1;1;50;05;1; ; ;1;6;DILIGENCIAS MEDICAS;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;762,237659114724
4879016;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;762,237659114724
4879016;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;762,237659114724
4879017;1;1;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;04;1;05;1182,10873683282
4879017;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;1;05;1182,10873683282
