Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3289439;1;2;1;70;17;2;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;09;17;176,338516626234
3289440;1;3;1;70;17;8;48;1; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;53;53;55;1;1;5521;09;17;110,999044176024
3289460;1;4;1;70;17;8;24;4; ;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;38;64;1;1;6421;09;17;127,761114928125
3289464;1;3;1;70;17;24;48;1; ;2;24;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;75;1;2;7514;09;17;162,886404073673
3289471;1;5;1;70;73;8;60;1; ;2;8;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;73;358,732173644915
3289479;1;2;1;70;73;2;12;4; ;2;104;1; ;9;1; ; ; ; ;1;1; ; ; ; ; ;2; ;2;16;16;74;1;1;7421;09;73;178,325259206475
3289486;1;1;1;70;73;8;48;1; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;246000;2;95;62;01;1;1;0111;09;73;227,927946432463
3289488;1;2;1;70;73;4;48;2; ;2;104;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;19;75;1;1;7513;09;73;669,67497809498
3289517;1;1;1;70;76;2;48;1; ;2;2;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;58;58;74;1;1;7493;09;76;1056,99110059999
3289518;1;3;1;70;76;2;48;1; ;2;2;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;95;45;1;1;4521;09;76;1306,92044261254
3289522;1;2;1;70;76;2;48;1; ;2;5;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;57000;2;97;97;24;1;1;2424;09;76;1026,08387255997
3289575;1;3;1;70;66;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;66;337,909388762834
3289577;1;1;1;70;66;8;70;3; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;09;66;291,414697785369
3289591;1;1;1;70;66;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;55;55;74;1;1;7493;09;66;235,244203722955
3289592;1;1;1;70;66;52;48;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;55;1;2;5521;09;66;285,503188014502
3289608;1;3;1;70;52;4;24;5; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;21; ; ;1;1; ;09;52;201,431320741842
3289614;1;1;1;70;50;3;24;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;750000;2;39;53;55;1;1;5521;09;50;174,93282379979
