Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3289435;1;5;3;1;1;1;1;1;3;3; ; ; ; ;150000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;4;2;2; ;5;1;2;1;4;1;1;1;1;1;3;2;1;01;1;09;17;158,024428409838;17
3289436;1;4;1;1;1;1;1;1;4;1; ; ;70000000;300000; ;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;2;1;3;1;2;1;1;1;3;2;1;01;1;09;17;187,583072479539;17
3289437;1;4;2;1;1;1;1;1;3;1; ; ;80000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;1;1;2;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;09;17;185,279147955317;17
3289438;1;1;1;1;1;1;1;6; ;4; ; ; ;200000; ;2;1;1;1;2;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;09;17;197,78106825339;17
3289439;1;4;3;1;1;1;1;1;3;1; ; ;110000000;600000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;09;17;176,338516626234;17
3289440;1;4;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;1;09;17;110,999044176024;17
3289441;1;3;1;1;1;1;1;3;3;1; ; ;900000000;300000; ;2;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;09;17;156,322329095424;17
3289442;1;6;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;3;2;1;01;1;09;17;124,231250655698;17
3289444;1;4;2;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;3;1;1;1;1;1;2;2;1;01;1;09;17;146,124333321572;17
3289445;1;4;2;1;1;1;1;1;3;1; ; ;80000000;250000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;4;1;1;1;1;1;3;2;1;01;1;09;17;129,515581945384;17
